date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,terpenesfire,c2h6sfire,terpenes_monoterpenes,terpenes_total,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-08-18,3.430000e+01,-1.061000e+02,1.730546e-09,6.210690e-11,9.543571e-11,5.972636e-11,1.370699e-10,2.792952e-08,4.105639e-11,4.915595e-13,2.471660e-12,2.339383e-11,9.619737e-12,6.976623e-13,1.312488e-11,8.848316e-12,3.708939e-12,1.971837e-11,1.381562e-11,1.359207e-11,9.012842e-12,4.918307e-12,7.706664e-12,4.253265e-13,4.530385e-12,1.715109e-12,2.502485e-12,1.591983e-13,7.343602e-13,4.289487e-13,2.022097e-12,5.456227e-13,7.359140e-11,3.731029e-12,3.708939e-12,8.103136e-11,3.754395e-11,4.376791e-12,8.848316e-12,5.076906e-11,6.976623e-13,6.976623e-13,7.706664e-12,1.804318e-11,4.253265e-13,2.617517e-11,3.353399e-11,1.359207e-11,4.154795e-11,8.867401e-11,1.730546e-09,5.972636e-11,1.370699e-10,9.543571e-11,2.792952e-08,2.995233e-08,,,4.245639e-13,3.092244e-14,4.245639e-13,4.245639e-13,3.092244e-14,,
2020-08-18,3.430000e+01,-1.179000e+02,4.909922e-09,1.790140e-10,2.732932e-10,1.700903e-10,3.965236e-10,8.016806e-08,1.178471e-10,1.410958e-12,6.900050e-12,6.748221e-11,2.732880e-11,2.029563e-12,3.749965e-11,2.546148e-11,1.058138e-11,5.669032e-11,3.995327e-11,3.872458e-11,2.594606e-11,1.414013e-11,2.230876e-11,1.202010e-12,1.294396e-11,4.935312e-12,7.183059e-12,4.569580e-13,2.056209e-12,1.201056e-12,5.804168e-12,1.564119e-12,2.118601e-10,1.062555e-11,1.058138e-11,2.330671e-10,1.077550e-10,1.257533e-11,2.546148e-11,1.457918e-10,2.029563e-12,2.029563e-12,2.230876e-11,5.163978e-11,1.202010e-12,7.515056e-11,9.664360e-11,3.872458e-11,1.192580e-10,2.546262e-10,4.909922e-09,1.700903e-10,3.965236e-10,2.732932e-10,8.016806e-08,3.562494e+02,2.541716e+02,1.020778e+02,1.188779e-12,9.276731e-14,1.188779e-12,1.188779e-12,9.276731e-14,2.541716e+02,1.020778e+02
2020-08-18,3.450000e+01,-1.187000e+02,7.686846e-09,2.813077e-10,4.272917e-10,2.661718e-10,6.168145e-10,1.251656e-07,1.839935e-10,2.202915e-12,1.081351e-11,1.052722e-10,4.263292e-11,3.234616e-12,5.887445e-11,3.990771e-11,1.658114e-11,8.873267e-11,6.235698e-11,6.052318e-11,4.042123e-11,2.213238e-11,3.467999e-11,1.886231e-12,2.017100e-11,7.735489e-12,1.121484e-11,7.134441e-13,3.231185e-12,1.887374e-12,9.061992e-12,2.449240e-12,3.325424e-10,1.662979e-11,1.658114e-11,3.657533e-10,1.680762e-10,1.966377e-11,3.990771e-11,2.276477e-10,3.234616e-12,3.234616e-12,3.467999e-11,8.100683e-11,1.886231e-12,1.175730e-10,1.510897e-10,6.052318e-11,1.861964e-10,3.978092e-10,7.686846e-09,2.661718e-10,6.168145e-10,4.272917e-10,1.251656e-07,3.249677e+02,2.499679e+02,7.499988e+01,1.783168e-12,1.236897e-13,1.783168e-12,1.783168e-12,1.236897e-13,2.499679e+02,7.499988e+01
2020-08-18,3.470000e+01,-1.185000e+02,9.228240e-08,3.366559e-09,5.120993e-09,3.188869e-09,7.411565e-09,1.500953e-06,2.206401e-09,2.641678e-11,1.298651e-10,1.261917e-09,5.109392e-10,3.856169e-11,7.046184e-10,4.772673e-10,1.991918e-10,1.061505e-09,7.456701e-10,7.249959e-10,4.853279e-10,2.655886e-10,4.165655e-10,2.252381e-11,2.417284e-10,9.251085e-11,1.344854e-10,8.555432e-12,3.877422e-11,2.267709e-11,1.086690e-10,2.926963e-11,3.981752e-09,1.993899e-10,1.991918e-10,4.380333e-09,2.014585e-09,2.355517e-10,4.772673e-10,2.727404e-09,3.856169e-11,3.856169e-11,4.165655e-10,9.702070e-10,2.252381e-11,1.409296e-09,1.807176e-09,7.249959e-10,2.232818e-09,4.764989e-09,9.228240e-08,3.188869e-09,7.411565e-09,5.120993e-09,1.500953e-06,1.445552e+03,8.060387e+02,6.395131e+02,2.156785e-11,1.669812e-12,2.156785e-11,2.156785e-11,1.669812e-12,8.060387e+02,6.395131e+02
2020-08-18,3.470000e+01,-1.187000e+02,1.242371e-07,4.530150e-09,6.888723e-09,4.291210e-09,9.971835e-09,2.020235e-06,2.969746e-09,3.555614e-11,1.747669e-10,1.697853e-09,6.875926e-10,5.194413e-11,9.483662e-10,6.421350e-10,2.681344e-10,1.428761e-09,1.003313e-09,9.755516e-10,6.530214e-10,3.573458e-10,5.603556e-10,3.030914e-11,3.253248e-10,1.244329e-10,1.810131e-10,1.151534e-11,5.209062e-11,3.051255e-11,1.462650e-10,3.939396e-11,5.357938e-09,2.682622e-10,2.681344e-10,5.894334e-09,2.710770e-09,3.169613e-10,6.421350e-10,3.669866e-09,5.194413e-11,5.194413e-11,5.603556e-10,1.305712e-09,3.030914e-11,1.896377e-09,2.432073e-09,9.755516e-10,3.005302e-09,6.412927e-09,1.242371e-07,4.291210e-09,9.971835e-09,6.888723e-09,2.020235e-06,2.710763e+03,1.358367e+03,1.352396e+03,2.904017e-11,2.226416e-12,2.904017e-11,2.904017e-11,2.226416e-12,1.358367e+03,1.352396e+03
2020-08-18,3.530000e+01,-1.157000e+02,1.328094e-09,4.932018e-11,7.374578e-11,4.674236e-11,1.076978e-10,2.172296e-08,3.193275e-11,3.823241e-13,1.853745e-12,1.844514e-11,7.433433e-12,5.708146e-13,1.012491e-11,7.042537e-12,2.945333e-12,1.561038e-11,1.082846e-11,1.051462e-11,7.101027e-12,3.842427e-12,6.084208e-12,3.328642e-13,3.559588e-12,1.365086e-12,1.946377e-12,1.238209e-13,5.874882e-13,3.431590e-13,1.572742e-12,4.243733e-13,5.827495e-11,2.927763e-12,2.945333e-12,6.414805e-11,2.943816e-11,3.435285e-12,7.042537e-12,3.991598e-11,5.708146e-13,5.708146e-13,6.084208e-12,1.396733e-11,3.328642e-13,2.038440e-11,2.643883e-11,1.051462e-11,3.231507e-11,6.926852e-11,1.328094e-09,4.674236e-11,1.076978e-10,7.374578e-11,2.172296e-08,4.374986e+03,2.799989e+03,1.574997e+03,3.396511e-13,3.092244e-14,3.396511e-13,3.396511e-13,3.092244e-14,2.799989e+03,1.574997e+03
2020-08-18,3.530000e+01,-1.155000e+02,2.253735e-09,8.220030e-11,1.258016e-10,7.790394e-11,1.811281e-10,3.672215e-08,5.398156e-11,6.463098e-13,3.192560e-12,3.104182e-11,1.268056e-11,9.513576e-13,1.724984e-11,1.173756e-11,4.908889e-12,2.546956e-11,1.829636e-11,1.769534e-11,1.201712e-11,6.455277e-12,1.014035e-11,5.547737e-13,5.932647e-12,2.275144e-12,3.290304e-12,2.093162e-13,9.301895e-13,5.433350e-13,2.658683e-12,7.274971e-13,9.740998e-11,4.859705e-12,4.908889e-12,1.071786e-10,4.965503e-11,5.774764e-12,1.173756e-11,6.716736e-11,9.513576e-13,9.513576e-13,1.014035e-11,2.370512e-11,5.547737e-13,3.440024e-11,4.376592e-11,1.769534e-11,5.462786e-11,1.160891e-10,2.253735e-09,7.790394e-11,1.811281e-10,1.258016e-10,3.672215e-08,5.408999e+02,2.897495e+02,2.511505e+02,5.094767e-13,6.184486e-14,5.094767e-13,5.094767e-13,6.184486e-14,2.897495e+02,2.511505e+02
2020-08-18,3.550000e+01,-9.670000e+01,4.426979e-10,1.644006e-11,2.385893e-11,1.428239e-11,3.426747e-11,6.723773e-09,9.883947e-12,1.183384e-13,6.179149e-13,5.848458e-12,2.404934e-12,1.902715e-13,3.374968e-12,2.166935e-12,8.726914e-13,4.929593e-12,3.360556e-12,3.333904e-12,2.184931e-12,1.229577e-12,1.825263e-12,1.109547e-13,1.078663e-12,4.200266e-13,6.024501e-13,3.832551e-14,1.958294e-13,1.143863e-13,4.868012e-13,1.333745e-13,1.924291e-11,9.303914e-13,8.726914e-13,2.104599e-11,9.332056e-12,1.060802e-12,2.166935e-12,1.255979e-11,1.902715e-13,1.902715e-13,1.825263e-12,4.604545e-12,1.109547e-13,6.540762e-12,8.290148e-12,3.333904e-12,1.000229e-11,2.162634e-11,4.426979e-10,1.428239e-11,3.426747e-11,2.385893e-11,6.723773e-09,7.238880e-09,,,8.491278e-14,,8.491278e-14,8.491278e-14,,,
2020-08-18,3.650000e+01,-1.215000e+02,4.587960e-09,1.680539e-10,2.559412e-10,1.584047e-10,3.671515e-10,7.499593e-08,1.102440e-10,1.319928e-12,6.488106e-12,6.298340e-11,2.536112e-11,1.902715e-12,3.524967e-11,2.383628e-11,9.926865e-12,5.258232e-11,3.696611e-11,3.616003e-11,2.403424e-11,1.321795e-11,2.068631e-11,1.128040e-12,1.208103e-11,4.620292e-12,6.719636e-12,4.274768e-13,1.909336e-12,1.115267e-12,5.429706e-12,1.454994e-12,1.985763e-10,9.909303e-12,9.926865e-12,2.184125e-10,1.004255e-10,1.176740e-11,2.383628e-11,1.360292e-10,1.902715e-12,1.902715e-12,2.068631e-11,4.846762e-11,1.128040e-12,7.028197e-11,8.954844e-11,3.616003e-11,1.115640e-10,2.372724e-10,4.587960e-09,1.584047e-10,3.671515e-10,2.559412e-10,7.499593e-08,8.036548e-08,,,1.103866e-12,9.276731e-14,1.103866e-12,1.103866e-12,9.276731e-14,,
2020-08-18,3.650000e+01,-1.217000e+02,1.203333e-08,4.384016e-10,6.680500e-10,4.154877e-10,9.643846e-10,1.955066e-07,2.873947e-10,3.440917e-12,1.688967e-11,1.646566e-10,6.668227e-11,5.010483e-12,9.187414e-11,6.229937e-11,2.596257e-11,1.388502e-10,9.708272e-11,9.463157e-11,6.336301e-11,3.458184e-11,5.435226e-11,2.940300e-12,3.149696e-11,1.207576e-11,1.751740e-11,1.114388e-12,5.042607e-12,2.945448e-12,1.415468e-11,3.819359e-12,5.186543e-10,2.596210e-11,2.596257e-11,5.705790e-10,2.628358e-10,3.070755e-11,6.229937e-11,3.558427e-10,5.010483e-12,5.010483e-12,5.435226e-11,1.264560e-10,2.940300e-12,1.837485e-10,2.359329e-10,9.463157e-11,2.908357e-10,6.214002e-10,1.203333e-08,4.154877e-10,9.643846e-10,6.680500e-10,1.955066e-07,2.095881e-07,,,2.802122e-12,2.164570e-13,2.802122e-12,2.802122e-12,2.164570e-13,,
2020-08-18,3.710000e+01,-1.221000e+02,5.634337e-10,2.557343e-11,3.036591e-11,1.817759e-11,6.853495e-11,5.172133e-09,9.883947e-12,9.102955e-14,1.441801e-12,6.298340e-12,3.060825e-12,5.708146e-13,5.249951e-12,2.528090e-12,1.527210e-12,1.150238e-11,5.227531e-12,3.590358e-12,3.823630e-12,2.151759e-12,2.839297e-12,2.588944e-13,1.510128e-12,4.900310e-13,5.097655e-13,2.653304e-14,6.854029e-13,4.003521e-13,2.621237e-13,1.697493e-13,3.083886e-11,1.517628e-12,1.527210e-12,3.388369e-11,1.086929e-11,1.026330e-12,2.528090e-12,1.442371e-11,5.708146e-13,5.708146e-13,2.839297e-12,7.401710e-12,2.588944e-13,1.049990e-11,1.672991e-11,3.590358e-12,9.974977e-12,3.029525e-11,5.634337e-10,1.817759e-11,6.853495e-11,3.036591e-11,5.172133e-09,5.853078e-09,,,1.188779e-12,4.329141e-13,1.188779e-12,1.188779e-12,4.329141e-13,,
2020-08-18,3.730000e+01,-1.213000e+02,7.914231e-07,2.885596e-08,4.389609e-08,2.733909e-08,6.354658e-08,1.287137e-05,1.892091e-08,2.265361e-10,1.113380e-09,1.081740e-08,4.380260e-09,3.308187e-10,6.040819e-09,4.091895e-09,1.707966e-09,9.104957e-09,6.393271e-09,6.215935e-09,4.161475e-09,2.277023e-09,3.570416e-09,1.930612e-10,2.072327e-09,7.929052e-10,1.153275e-09,7.336681e-11,3.320777e-10,1.943710e-10,9.318872e-10,2.509986e-10,3.413081e-08,1.709334e-09,1.707966e-09,3.754812e-08,1.726998e-08,2.019547e-09,4.091895e-09,2.338143e-08,3.308187e-10,3.308187e-10,3.570416e-09,8.317841e-09,1.930612e-10,1.208132e-08,1.549823e-08,6.215935e-09,1.914745e-08,4.086161e-08,7.914231e-07,2.733909e-08,6.354658e-08,4.389609e-08,1.287137e-05,1.293740e+03,5.062413e+02,7.874987e+02,1.853646e-10,1.413155e-11,1.853646e-10,1.853646e-10,1.413155e-11,5.062413e+02,7.874987e+02
2020-08-18,3.730000e+01,-1.215000e+02,1.505173e-08,5.480020e-10,8.350625e-10,5.193597e-10,1.209152e-09,2.446419e-07,3.596236e-10,4.305698e-12,2.121508e-11,2.055958e-10,8.329818e-11,6.278960e-12,1.147489e-10,7.782906e-11,3.250775e-11,1.733574e-10,1.217268e-10,1.182254e-10,7.920376e-11,4.334258e-11,6.794033e-11,3.679999e-12,3.937120e-11,1.508596e-11,2.191991e-11,1.394459e-12,6.315498e-12,3.688959e-12,1.771207e-11,4.777230e-12,6.484208e-10,3.249376e-11,3.250775e-11,7.134224e-10,3.282652e-10,3.840033e-11,7.782906e-11,4.444946e-10,6.278960e-12,6.278960e-12,6.794033e-11,1.580915e-10,3.679999e-12,2.297118e-10,2.950842e-10,1.182254e-10,3.639293e-10,7.772388e-10,1.505173e-08,5.193597e-10,1.209152e-09,8.350625e-10,2.446419e-07,2.622575e-07,,,3.566337e-12,2.783019e-13,3.566337e-12,3.566337e-12,2.783019e-13,,
2020-08-18,3.730000e+01,-1.223000e+02,2.495206e-08,1.132537e-09,1.344776e-09,8.050075e-10,3.035119e-09,2.363665e-07,4.462982e-10,4.160050e-12,6.385121e-11,2.789265e-10,1.355508e-10,2.429133e-11,2.324978e-10,1.119583e-10,6.763358e-11,5.093913e-10,2.315050e-10,1.590016e-10,1.693322e-10,9.529219e-11,1.257403e-10,1.146532e-11,6.687711e-11,2.170137e-11,2.210528e-11,1.252949e-12,3.035355e-11,1.772988e-11,1.205769e-11,7.517469e-12,1.365721e-09,6.765859e-11,6.763358e-11,1.501013e-09,4.813544e-10,4.505961e-11,1.119583e-10,6.383723e-10,2.429133e-11,2.429133e-11,1.257403e-10,3.277900e-10,1.146532e-11,4.649957e-10,7.408962e-10,1.590016e-10,4.504583e-10,1.350356e-09,2.495206e-08,8.050075e-10,3.035119e-09,1.344776e-09,2.363665e-07,2.665226e-07,,,5.264592e-11,1.917191e-11,5.264592e-11,5.264592e-11,1.917191e-11,,
2020-08-18,3.750000e+01,-1.213000e+02,8.467603e-08,3.088904e-09,4.698040e-09,2.926591e-09,6.804541e-09,1.377339e-06,2.024688e-09,2.424117e-11,1.191546e-10,1.157995e-09,4.687435e-10,3.539050e-11,6.461189e-10,4.379014e-10,1.828288e-10,9.744163e-10,6.840598e-10,6.652420e-10,4.454528e-10,2.436099e-10,3.820883e-10,2.067457e-11,2.217731e-10,8.484537e-11,1.234096e-10,7.850833e-12,3.554303e-11,2.078971e-11,9.971935e-11,2.685677e-11,3.653512e-09,1.829089e-10,1.828288e-10,4.019250e-09,1.848511e-09,2.161058e-10,4.379014e-10,2.502518e-09,3.539050e-11,3.539050e-11,3.820883e-10,8.897288e-10,2.067457e-11,1.292492e-09,1.658476e-09,6.652420e-10,2.048930e-09,4.372648e-09,8.467603e-08,2.926591e-09,6.804541e-09,4.698040e-09,1.377339e-06,9.214874e+02,4.648705e+02,4.566169e+02,1.978468e-11,1.515199e-12,1.978468e-11,1.978468e-11,1.515199e-12,4.648705e+02,4.566169e+02
