date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,terpenesfire,c2h6sfire,terpenes_monoterpenes,terpenes_total,other_dms,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-10-07,3.630000e+01,-1.187000e+02,1.803375e-07,8.183293e-09,9.716342e-09,5.817923e-09,2.193417e-08,1.707738e-06,3.224533e-09,3.005619e-11,4.614759e-10,2.015952e-09,9.795740e-10,1.754575e-10,1.680101e-09,8.091041e-10,4.887431e-10,3.681361e-09,1.673239e-09,1.148762e-09,1.223493e-09,6.886076e-10,9.087765e-10,8.285967e-11,4.832466e-10,1.568348e-10,1.596863e-10,9.052916e-12,2.193646e-10,1.281335e-10,8.708736e-11,5.432503e-11,9.868263e-09,4.889105e-10,4.887431e-10,1.084592e-08,3.478772e-09,3.255740e-10,8.091041e-10,4.613450e-09,1.754575e-10,1.754575e-10,9.087765e-10,2.368708e-09,8.285967e-11,3.360345e-09,5.354600e-09,1.148762e-09,3.254589e-09,9.757952e-09,1.803375e-07,5.817923e-09,2.193417e-08,9.716342e-09,1.707738e-06,3.819486e+03,3.804711e-10,1.385550e-10,3.804711e-10,3.804711e-10,1.385550e-10,2.088436e+03,1.731050e+03,2.088436e+03,1.731050e+03
2020-10-07,3.650000e+01,-1.185000e+02,1.703808e-09,7.571731e-11,9.155215e-11,5.334170e-11,2.052320e-10,1.558787e-08,3.055223e-11,2.743465e-13,4.306151e-12,1.892229e-11,9.135619e-12,1.633987e-12,1.585001e-11,7.433077e-12,4.596690e-12,3.428350e-11,1.548499e-11,1.087289e-11,1.147899e-11,6.434154e-12,8.407925e-12,7.716491e-13,4.461595e-12,1.440319e-12,1.474266e-12,8.391471e-14,2.042881e-12,1.193272e-12,8.150725e-13,5.066058e-13,9.150246e-11,4.557831e-12,4.596690e-12,1.006570e-10,3.251950e-11,2.998500e-12,7.433077e-12,4.295108e-11,1.633987e-12,1.633987e-12,8.407925e-12,2.228416e-11,7.716491e-13,3.146374e-11,4.976849e-11,1.087289e-11,3.082657e-11,9.146794e-11,1.703808e-09,5.334170e-11,2.052320e-10,9.155215e-11,1.558787e-08,1.249997e+03,3.543221e-12,1.290325e-12,3.543221e-12,3.543221e-12,1.290325e-12,9.136082e+02,3.363885e+02,9.136082e+02,3.363885e+02
2020-10-07,3.670000e+01,-9.790001e+01,1.597320e-10,1.359029e-11,1.476648e-11,3.678737e-12,1.282700e-11,1.731986e-09,6.365047e-12,3.048295e-14,2.691345e-13,2.183341e-12,8.840921e-13,6.209149e-13,8.128209e-13,5.505982e-13,6.895035e-13,3.428349e-12,4.301387e-12,1.672752e-12,1.959828e-12,3.063883e-13,4.804528e-13,1.080309e-13,2.788497e-13,5.334516e-14,7.759296e-14,4.936159e-15,4.085762e-14,9.546174e-14,3.761873e-13,1.182080e-13,1.581925e-11,6.307147e-13,6.895035e-13,1.713947e-11,3.346283e-12,1.358743e-13,5.505982e-13,4.032755e-12,6.209149e-13,6.209149e-13,4.804528e-13,1.119209e-12,1.080309e-13,1.707693e-12,7.729735e-12,1.672752e-12,6.395530e-12,1.579802e-11,1.597320e-10,3.678737e-12,1.282700e-11,1.476648e-11,1.731986e-09,1.922990e-09,,,,,,,,,
2020-10-07,3.730000e+01,-9.809999e+01,4.259521e-10,3.882939e-11,4.429943e-11,1.103621e-11,3.848100e-11,4.329964e-09,1.654912e-11,7.620737e-14,7.176919e-13,5.822243e-12,2.652276e-12,1.830065e-12,2.438463e-12,1.376496e-12,1.838676e-12,9.599378e-12,1.290416e-11,5.018255e-12,5.599510e-12,7.659707e-13,1.441358e-12,3.086596e-13,9.759740e-13,2.133806e-13,1.551859e-13,1.480848e-14,1.634305e-13,2.625198e-13,1.128562e-12,3.208503e-13,4.514659e-11,1.875362e-12,1.838676e-12,4.886063e-11,9.450492e-12,3.833750e-13,1.376496e-12,1.121036e-11,1.830065e-12,1.830065e-12,1.441358e-12,3.204433e-12,3.086596e-13,4.954451e-12,2.250354e-11,5.018255e-12,1.662533e-11,4.414712e-11,4.259521e-10,1.103621e-11,3.848100e-11,4.429943e-11,4.329964e-09,4.849733e-09,,,,,,,,,
2020-10-07,3.730000e+01,-1.191000e+02,7.560649e-08,2.838428e-09,4.178913e-09,2.589831e-09,6.447705e-09,1.167358e-06,1.752934e-09,2.054551e-11,1.168940e-10,1.010887e-09,4.175862e-10,3.666666e-11,5.925465e-10,3.848682e-10,1.682389e-10,9.510240e-10,6.215504e-10,5.800267e-10,4.115639e-10,2.261145e-10,3.459260e-10,2.040240e-11,1.985410e-10,7.457653e-11,1.049833e-10,6.624326e-12,3.897817e-11,2.279149e-11,8.269851e-11,2.384425e-11,3.366886e-09,1.683124e-10,1.682389e-10,3.703437e-09,1.627014e-09,1.861841e-10,3.848682e-10,2.198066e-09,3.666666e-11,3.666666e-11,3.459260e-10,8.186610e-10,2.040240e-11,1.184989e-09,1.572574e-09,5.800267e-10,1.773479e-09,3.926081e-09,7.560649e-08,2.589831e-09,6.447705e-09,4.178913e-09,1.167358e-06,1.256397e+03,3.479443e-11,8.180658e-12,3.479443e-11,3.479443e-11,8.180658e-12,4.591029e+02,7.972943e+02,4.591029e+02,7.972943e+02
2020-10-07,3.730000e+01,-1.189000e+02,3.141397e-09,1.145467e-10,1.742444e-10,1.085228e-10,2.522643e-10,5.109358e-08,7.510756e-11,8.992469e-13,4.306151e-12,4.293904e-11,1.738715e-11,1.274510e-12,2.397822e-11,1.624265e-11,6.780118e-12,3.565483e-11,2.537818e-11,2.467309e-11,1.651855e-11,9.038454e-12,1.417336e-11,7.562161e-13,8.226066e-12,3.147364e-12,4.577985e-12,2.912334e-13,1.307444e-12,7.636939e-13,3.699175e-12,9.963248e-13,1.353714e-10,6.766638e-12,6.780118e-12,1.489182e-10,6.855225e-11,8.016582e-12,1.624265e-11,9.281148e-11,1.274510e-12,1.274510e-12,1.417336e-11,3.301667e-11,7.562161e-13,4.794624e-11,6.103301e-11,2.467309e-11,7.600681e-11,1.617129e-10,3.141397e-09,1.085228e-10,2.522643e-10,1.742444e-10,5.109358e-08,5.477006e-08,7.086443e-13,5.161298e-14,7.086443e-13,7.086443e-13,5.161298e-14,,,,
2020-10-07,3.730000e+01,-1.193000e+02,2.555713e-09,1.145467e-10,1.358516e-10,8.277159e-11,3.078480e-10,2.338181e-08,4.455533e-11,4.115198e-13,6.459227e-12,2.838343e-11,1.385078e-11,2.483660e-12,2.357180e-11,1.156256e-11,6.895035e-12,5.211091e-11,2.365763e-11,1.630933e-11,1.707851e-11,9.651230e-12,1.273200e-11,1.172907e-12,6.692392e-12,2.240497e-12,2.250196e-12,1.283401e-13,3.105179e-12,1.813773e-12,1.191260e-12,7.599087e-13,1.380844e-10,6.870121e-12,6.895035e-12,1.518496e-10,4.892660e-11,4.619033e-12,1.156256e-11,6.510820e-11,2.483660e-12,2.483660e-12,1.273200e-11,3.322304e-11,1.172907e-12,4.712794e-11,7.576854e-11,1.630933e-11,4.496685e-11,1.370447e-10,2.555713e-09,8.277159e-11,3.078480e-10,1.358516e-10,2.338181e-08,2.732808e+02,5.385696e-12,1.961293e-12,5.385696e-12,5.385696e-12,1.961293e-12,1.168433e+02,1.564375e+02,1.168433e+02,1.564375e+02
2020-10-07,3.750000e+01,-1.191000e+02,8.732018e-09,3.980012e-10,4.725272e-10,2.832628e-10,1.064641e-09,8.313531e-08,1.565802e-10,1.463181e-12,2.242787e-11,9.825035e-11,4.744627e-11,8.529410e-12,8.168850e-11,3.936778e-11,2.378787e-11,1.789598e-10,8.129620e-11,5.603719e-11,5.935481e-11,3.354951e-11,4.420167e-11,4.028008e-12,2.356280e-11,7.628358e-12,7.759296e-12,4.393182e-13,1.066384e-11,6.228879e-12,4.200758e-12,2.651237e-12,4.797839e-10,2.374471e-11,2.378787e-11,5.273165e-10,1.692594e-10,1.582697e-11,3.936778e-11,2.244542e-10,8.529410e-12,8.529410e-12,4.420167e-11,1.152380e-10,4.028008e-12,1.634677e-10,2.602560e-10,5.603719e-11,1.580433e-10,4.743366e-10,8.732018e-09,2.832628e-10,1.064641e-09,4.725272e-10,8.313531e-08,1.696265e+03,1.849562e-11,6.735494e-12,1.849562e-11,1.849562e-11,6.735494e-12,1.008256e+03,6.880087e+02,1.008256e+03,6.880087e+02
2020-10-07,3.750000e+01,-1.193000e+02,1.709133e-08,7.727047e-10,9.184749e-10,5.518107e-10,2.077974e-09,1.610747e-07,3.055222e-10,2.834914e-12,4.368949e-11,1.906785e-10,9.282966e-11,1.660130e-11,1.589065e-10,7.653316e-11,4.619673e-11,3.483203e-10,1.582910e-10,1.087289e-10,1.156299e-10,6.526070e-11,8.600106e-11,7.839954e-12,4.573135e-11,1.482995e-11,1.513063e-11,8.588917e-13,2.075567e-11,1.212364e-11,8.213423e-12,5.150493e-12,9.320241e-10,4.624322e-11,4.619673e-11,1.024464e-09,3.292395e-10,3.081947e-11,7.653316e-11,4.365921e-10,1.660130e-11,1.660130e-11,8.600106e-11,2.241672e-10,7.839954e-12,3.180082e-10,5.066113e-10,1.087289e-10,3.083572e-10,9.236973e-10,1.709133e-08,5.518107e-10,2.077974e-09,9.184749e-10,1.610747e-07,2.869673e+03,3.599913e-11,1.310970e-11,3.599913e-11,3.599913e-11,1.310970e-11,1.650551e+03,1.219122e+03,1.650551e+03,1.219122e+03
2020-10-07,3.770000e+01,-1.001000e+02,1.719782e-08,7.338754e-10,1.054326e-09,5.757225e-10,1.398143e-09,2.693237e-07,4.430073e-10,4.740099e-12,2.493980e-11,2.365286e-10,9.636604e-11,1.490196e-11,1.280193e-10,8.479212e-11,4.148513e-11,2.201000e-10,1.819487e-10,1.434385e-10,1.063907e-10,4.764338e-11,7.519087e-11,5.139182e-12,4.405825e-11,1.632362e-11,2.281233e-11,1.480848e-12,7.027511e-12,5.011741e-12,2.313552e-11,6.315686e-12,8.652059e-10,4.149046e-11,4.148513e-11,9.481814e-10,3.769529e-10,4.061679e-11,8.479212e-11,5.023618e-10,1.490196e-11,1.490196e-11,7.519087e-11,1.756627e-10,5.139182e-12,2.559927e-10,4.020487e-10,1.434385e-10,4.477474e-10,9.932346e-10,1.719782e-08,5.757225e-10,1.398143e-09,1.054326e-09,2.693237e-07,4.750228e+02,3.614086e-12,3.096779e-13,3.614086e-12,3.614086e-12,3.096779e-13,2.750126e+02,2.000103e+02,2.750126e+02,2.000103e+02
2020-10-07,3.770000e+01,-9.950000e+01,1.597320e-10,1.553175e-11,1.771977e-11,3.678737e-12,1.710267e-11,1.731986e-09,7.638056e-12,3.048295e-14,3.588459e-13,2.911121e-12,1.178789e-12,7.843135e-13,1.219231e-12,5.505982e-13,8.044208e-13,4.114019e-12,5.161664e-12,2.090939e-12,2.519779e-12,3.063883e-13,4.804528e-13,1.234638e-13,4.182745e-13,1.066903e-13,7.759296e-14,4.936159e-15,4.085762e-14,1.193272e-13,5.015830e-13,1.350949e-13,1.841038e-11,7.968627e-13,8.044208e-13,2.001166e-11,4.508185e-12,1.892194e-13,5.505982e-13,5.248003e-12,7.843135e-13,7.843135e-13,4.804528e-13,1.525620e-12,1.234638e-13,2.129536e-12,9.275683e-12,2.090939e-12,7.668539e-12,1.903516e-11,1.597320e-10,3.678737e-12,1.710267e-11,1.771977e-11,1.731986e-09,9.750069e+02,,,,,,7.000032e+02,2.750037e+02,7.000032e+02,2.750037e+02
2020-10-07,3.770000e+01,-1.193000e+02,7.880113e-09,3.572303e-10,4.252745e-10,2.538329e-10,9.577493e-10,7.447538e-08,1.413040e-10,1.310767e-12,2.018508e-11,8.806143e-11,4.273112e-11,7.679737e-12,7.356029e-11,3.551359e-11,2.137461e-11,1.611324e-10,7.312356e-11,5.018255e-11,5.347532e-11,3.017924e-11,3.963736e-11,3.626750e-12,2.119258e-11,6.881525e-12,6.983366e-12,3.948927e-13,9.601542e-12,5.608377e-12,3.824571e-12,2.381047e-12,4.308907e-10,2.141554e-11,2.137461e-11,4.736809e-10,1.519851e-10,1.425978e-11,3.551359e-11,2.017585e-10,7.679737e-12,7.679737e-12,3.963736e-11,1.037395e-10,3.626750e-12,1.470036e-10,2.342559e-10,5.018255e-11,1.426148e-10,4.270533e-10,7.880113e-09,2.538329e-10,9.577493e-10,4.252745e-10,7.447538e-08,2.991175e+03,1.665314e-11,6.064525e-12,1.665314e-11,1.665314e-11,6.064525e-12,2.248191e+03,7.429844e+02,2.248191e+03,7.429844e+02
2020-10-07,3.790000e+01,-1.197000e+02,1.597320e-09,7.183436e-11,8.564557e-11,5.150233e-11,1.924050e-10,1.472188e-08,2.800621e-11,2.591050e-13,4.037017e-12,1.746673e-11,8.546224e-12,1.535947e-12,1.503719e-11,7.157777e-12,4.366855e-12,3.222648e-11,1.462471e-11,1.003651e-11,1.091904e-11,6.127765e-12,7.927472e-12,7.253501e-13,4.322170e-12,1.386974e-12,1.396673e-12,7.897854e-14,1.920308e-12,1.121675e-12,7.523746e-13,4.728321e-13,8.679042e-11,4.267191e-12,4.366855e-12,9.542447e-11,3.033512e-11,2.862626e-12,7.157777e-12,4.035553e-11,1.535947e-12,1.535947e-12,7.927472e-12,2.116495e-11,7.253501e-13,2.981777e-11,4.685120e-11,1.003651e-11,2.826531e-11,8.515302e-11,1.597320e-09,5.150233e-11,1.924050e-10,8.564557e-11,1.472188e-08,1.664996e-08,3.330628e-12,1.212905e-12,3.330628e-12,3.330628e-12,1.212905e-12,,,,
2020-10-07,3.790000e+01,-1.195000e+02,5.856841e-10,2.718057e-11,3.248625e-11,2.023305e-11,7.268633e-11,6.061950e-09,1.018408e-11,1.066903e-13,1.525095e-12,6.550023e-12,3.241671e-12,5.882352e-13,5.689746e-12,2.752991e-12,1.608841e-12,1.234206e-11,5.591802e-12,3.763692e-12,4.199632e-12,2.297912e-12,3.122943e-12,2.777937e-13,1.673098e-12,5.334516e-13,5.431507e-13,2.961695e-14,7.354372e-13,4.295778e-13,3.134894e-13,1.857555e-13,3.290530e-11,1.664260e-12,1.608841e-12,3.617840e-11,1.146479e-11,1.106219e-12,2.752991e-12,1.532400e-11,5.882352e-13,5.882352e-13,3.122943e-12,7.987657e-12,2.777937e-13,1.138839e-11,1.793386e-11,3.763692e-12,1.029077e-11,3.198831e-11,5.856841e-10,2.023305e-11,7.268633e-11,3.248625e-11,6.061950e-09,8.127997e+02,1.275560e-12,4.645168e-13,1.275560e-12,1.275560e-12,4.645168e-13,5.091220e+02,3.036777e+02,5.091220e+02,3.036777e+02
2020-10-07,3.810000e+01,-9.770000e+01,6.815233e-09,2.485081e-10,3.780218e-10,2.354392e-10,5.472853e-10,1.108471e-07,1.629452e-10,1.950909e-12,9.599129e-12,9.315589e-11,3.772126e-11,2.843137e-12,5.202054e-11,3.523829e-11,1.470941e-11,7.885203e-11,5.505775e-11,5.352806e-11,3.583686e-11,1.960885e-11,3.074898e-11,1.666762e-12,1.784638e-11,6.828180e-12,9.931899e-12,6.318284e-13,2.860034e-12,1.670580e-12,8.025329e-12,2.161518e-12,2.939441e-10,1.471746e-11,1.470941e-11,3.233709e-10,1.487235e-10,1.739191e-11,3.523829e-11,2.013537e-10,2.843137e-12,2.843137e-12,3.074898e-11,7.162938e-11,1.666762e-12,1.040451e-10,1.339098e-10,5.352806e-11,1.648961e-10,3.523339e-10,6.815233e-09,2.354392e-10,5.472853e-10,3.780218e-10,1.108471e-07,1.188232e-07,1.629882e-12,1.290324e-13,1.629882e-12,1.629882e-12,1.290324e-13,,,,
