date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,terpenesfire,c2h6sfire,terpenes_monoterpenes,terpenes_total,other_dms,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-10-07,3.130000e+01,-9.650000e+01,4.791961e-10,4.465379e-11,5.020602e-11,1.103621e-11,4.275666e-11,5.195957e-09,1.909514e-11,9.144884e-14,8.971148e-13,7.277804e-12,2.946974e-12,2.091503e-12,2.844873e-12,1.376496e-12,2.068511e-12,1.097072e-11,1.462471e-11,5.854631e-12,6.439436e-12,9.191648e-13,1.681585e-12,3.549585e-13,9.759740e-13,2.667258e-13,1.551859e-13,1.480848e-14,1.634305e-13,3.102506e-13,1.253958e-12,3.715109e-13,5.199035e-11,2.099150e-12,2.068511e-12,5.615801e-11,1.120075e-11,4.367202e-13,1.376496e-12,1.301397e-11,2.091503e-12,2.091503e-12,1.681585e-12,3.764038e-12,3.549585e-13,5.800581e-12,2.559543e-11,5.854631e-12,1.918659e-11,5.063665e-11,4.791961e-10,1.103621e-11,4.275666e-11,5.020602e-11,5.195957e-09,5.779152e-09,,,,,,,,,
2020-10-07,3.170000e+01,-1.117000e+02,3.833569e-09,1.397858e-10,2.126373e-10,1.324345e-10,3.078480e-10,6.235148e-08,9.165668e-11,1.097386e-12,5.382689e-12,5.240019e-11,2.121821e-11,1.601307e-12,2.926155e-11,1.982154e-11,8.274042e-12,4.388287e-11,3.096998e-11,3.010953e-11,2.015823e-11,1.102998e-11,1.729630e-11,9.259788e-13,1.003859e-11,3.840851e-12,5.586693e-12,3.554035e-13,1.593447e-12,9.307519e-13,4.514247e-12,1.215854e-12,1.653267e-10,8.254301e-12,8.274042e-12,1.818551e-10,8.365698e-11,9.782947e-12,1.982154e-11,1.132615e-10,1.601307e-12,1.601307e-12,1.729630e-11,4.029153e-11,9.259788e-13,5.851381e-11,7.485285e-11,3.010953e-11,9.275407e-11,1.977165e-10,3.833569e-09,1.324345e-10,3.078480e-10,2.126373e-10,6.235148e-08,6.683805e-08,9.212376e-13,7.741947e-14,9.212376e-13,9.212376e-13,7.741947e-14,,,,
2020-10-07,3.210000e+01,-9.409999e+01,7.454162e-10,2.718057e-11,4.134613e-11,2.575116e-11,5.985933e-11,1.212390e-08,1.782213e-11,2.133806e-13,9.868263e-13,1.018893e-11,4.125763e-12,2.941176e-13,5.689746e-12,3.854188e-12,1.608842e-12,8.228038e-12,6.021941e-12,5.854631e-12,3.919657e-12,2.144718e-12,3.363170e-12,1.851958e-13,1.951948e-12,7.468322e-13,1.086301e-12,6.910623e-14,2.860034e-13,1.670580e-13,8.777703e-13,2.364161e-13,3.208705e-11,1.567248e-12,1.608842e-12,3.526314e-11,1.626664e-11,1.902240e-12,3.854188e-12,2.202306e-11,2.941176e-13,2.941176e-13,3.363170e-12,7.834464e-12,1.851958e-13,1.138283e-11,1.424998e-11,5.854631e-12,1.803551e-11,3.814012e-11,7.454162e-10,2.575116e-11,5.985933e-11,4.134613e-11,1.212390e-08,1.299630e-08,1.417289e-13,2.580649e-14,1.417289e-13,1.417289e-13,2.580649e-14,,,,
2020-10-07,3.230000e+01,-1.017000e+02,6.921722e-10,2.523910e-11,3.839284e-11,2.391179e-11,5.558366e-11,1.125791e-08,1.654912e-11,1.981392e-13,9.868263e-13,9.461145e-12,3.831066e-12,2.941176e-13,5.283336e-12,3.578889e-12,1.493924e-12,8.228038e-12,5.591802e-12,5.436443e-12,3.639681e-12,1.991524e-12,3.122943e-12,1.697628e-13,1.812523e-12,6.934870e-13,1.008708e-12,6.417007e-14,2.860034e-13,1.670580e-13,8.150725e-13,2.195292e-13,2.986561e-11,1.487663e-12,1.493924e-12,3.284719e-11,1.510473e-11,1.766365e-12,3.578889e-12,2.044999e-11,2.941176e-13,2.941176e-13,3.122943e-12,7.274860e-12,1.697628e-13,1.056757e-11,1.381984e-11,5.436443e-12,1.674726e-11,3.600355e-11,6.921722e-10,2.391179e-11,5.558366e-11,3.839284e-11,1.125791e-08,1.206797e-08,1.417289e-13,,1.417289e-13,1.417289e-13,,,,,
2020-10-07,3.230000e+01,-1.005000e+02,2.395981e-09,8.736612e-11,1.328983e-10,8.277160e-11,1.924050e-10,3.896968e-08,5.728543e-11,6.858663e-13,3.409037e-12,3.275012e-11,1.326138e-11,1.013072e-12,1.828847e-11,1.238846e-11,5.171276e-12,2.811246e-11,1.935624e-11,1.881846e-11,1.259890e-11,6.893736e-12,1.081019e-11,5.864532e-13,6.274118e-12,2.400532e-12,3.491683e-12,2.221272e-13,1.021441e-12,5.966359e-13,2.821405e-12,7.599087e-13,1.033741e-10,5.199390e-12,5.171276e-12,1.137447e-10,5.228562e-11,6.114343e-12,1.238846e-11,7.078842e-11,1.013072e-12,1.013072e-12,1.081019e-11,2.518221e-11,5.864532e-13,3.657885e-11,4.746870e-11,1.881846e-11,5.797129e-11,1.242585e-10,2.395981e-09,8.277160e-11,1.924050e-10,1.328983e-10,3.896968e-08,4.177378e-08,5.669154e-13,5.161298e-14,5.669154e-13,5.669154e-13,5.161298e-14,,,,
2020-10-07,3.230000e+01,-9.409999e+01,7.560650e-09,3.416986e-10,4.075548e-10,2.427967e-10,9.192683e-10,7.101141e-08,1.349390e-10,1.249801e-12,1.928797e-11,8.442252e-11,4.096293e-11,7.320261e-12,7.030901e-11,3.386179e-11,2.045527e-11,1.535900e-10,7.011260e-11,4.809161e-11,5.123551e-11,2.880050e-11,3.795577e-11,3.456988e-12,2.021660e-11,6.561455e-12,6.672995e-12,3.800843e-13,9.152108e-12,5.345857e-12,3.636477e-12,2.279726e-12,4.122221e-10,2.041417e-11,2.045527e-11,4.530915e-10,1.456021e-10,1.361453e-11,3.386179e-11,1.930784e-10,7.320261e-12,7.320261e-12,3.795577e-11,9.910951e-11,3.456988e-12,1.405223e-10,2.237026e-10,4.809161e-11,1.361888e-10,4.079831e-10,7.560650e-09,2.427967e-10,9.192683e-10,4.075548e-10,7.101141e-08,8.014747e-08,1.587363e-11,5.780654e-12,1.587363e-11,1.587363e-11,5.780654e-12,,,,
2020-10-07,3.310000e+01,-9.430000e+01,4.791960e-10,1.747322e-11,2.657966e-11,1.655432e-11,3.848100e-11,7.793935e-09,1.145709e-11,1.371733e-13,7.176919e-13,6.550024e-12,2.652276e-12,1.960784e-13,3.657694e-12,2.477692e-12,1.034255e-12,5.485359e-12,3.871248e-12,3.763692e-12,2.519779e-12,1.378747e-12,2.162037e-12,1.234638e-13,1.254824e-12,4.801064e-13,6.983366e-13,4.442543e-14,2.042881e-13,1.193272e-13,5.642809e-13,1.519817e-13,2.071070e-11,1.039878e-12,1.034255e-12,2.278483e-11,1.045712e-11,1.222868e-12,2.477692e-12,1.415768e-11,1.960784e-13,1.960784e-13,2.162037e-12,5.036441e-12,1.234638e-13,7.321943e-12,9.356607e-12,3.763692e-12,1.159426e-11,2.471456e-11,4.791960e-10,1.655432e-11,3.848100e-11,2.657966e-11,7.793935e-09,1.625026e+03,1.417289e-13,,1.417289e-13,1.417289e-13,,1.200036e+03,4.249906e+02,1.200036e+03,4.249906e+02
2020-10-07,3.350000e+01,-1.091000e+02,1.911460e-08,8.018268e-10,1.039560e-09,6.309035e-10,2.022390e-09,2.303541e-07,3.857219e-10,4.054232e-12,4.045988e-11,2.314341e-10,1.043229e-10,1.450980e-11,1.658155e-10,9.057340e-11,4.780558e-11,3.243218e-10,1.686144e-10,1.321474e-10,1.181496e-10,6.602667e-11,9.248717e-11,7.191769e-12,5.075064e-11,1.755056e-11,2.102769e-11,1.268593e-12,1.740535e-11,1.016667e-11,1.423242e-11,5.876627e-12,9.604364e-10,4.768107e-11,4.780558e-11,1.055923e-09,3.865077e-10,3.984684e-11,9.057340e-11,5.169279e-10,1.450980e-11,1.450980e-11,9.248717e-11,2.318421e-10,7.191769e-12,3.315211e-10,4.929362e-10,1.321474e-10,3.897761e-10,1.014860e-09,1.911460e-08,6.309035e-10,2.022390e-09,1.039560e-09,2.303541e-07,1.750095e+02,2.657416e-11,9.187110e-12,2.657416e-11,2.657416e-11,9.187110e-12,4.999268e+01,1.250168e+02,4.999268e+01,1.250168e+02
2020-10-07,3.430000e+01,-9.450000e+01,5.217913e-09,2.349178e-10,2.805631e-10,1.673826e-10,6.327986e-10,4.936159e-08,9.292969e-11,8.687640e-13,1.327730e-11,5.822243e-11,2.829095e-11,5.065359e-12,4.836284e-11,2.340043e-11,1.401990e-11,1.062788e-10,4.817553e-11,3.303685e-11,3.527691e-11,1.976204e-11,2.618468e-11,2.392112e-12,1.394248e-11,4.534339e-12,4.577985e-12,2.616164e-13,6.332932e-12,3.699142e-12,2.507915e-12,1.570478e-12,2.834720e-10,1.411047e-11,1.401990e-11,3.116024e-10,1.004559e-10,9.373940e-12,2.340043e-11,1.332302e-10,5.065359e-12,5.065359e-12,2.618468e-11,6.812488e-11,2.392112e-12,9.670167e-11,1.544544e-10,3.303685e-11,9.379846e-11,2.812897e-10,5.217913e-09,1.673826e-10,6.327986e-10,2.805631e-10,4.936159e-08,5.566425e-08,1.098399e-11,4.000006e-12,1.098399e-11,1.098399e-11,4.000006e-12,,,,
2020-10-07,3.630000e+01,-1.185000e+02,3.567349e-09,1.611419e-10,1.919642e-10,1.158802e-10,4.361180e-10,3.377372e-08,6.365047e-11,5.944175e-13,9.150572e-12,4.002792e-11,1.945003e-11,3.464052e-12,3.332565e-11,1.596735e-11,9.653048e-12,7.268100e-11,3.312068e-11,2.258215e-11,2.435786e-11,1.363428e-11,1.801698e-11,1.635896e-12,9.620314e-12,3.094019e-12,3.181311e-12,1.777017e-13,4.330908e-12,2.529736e-12,1.755541e-12,1.080759e-12,1.946504e-10,9.696944e-12,9.653048e-12,2.140004e-10,6.909826e-11,6.453032e-12,1.596735e-11,9.151864e-11,3.464052e-12,3.464052e-12,1.801698e-11,4.695993e-11,1.635896e-12,6.661281e-11,1.058017e-10,2.258215e-11,6.424489e-11,1.926287e-10,3.567349e-09,1.158802e-10,4.361180e-10,1.919642e-10,3.377372e-08,3.997917e+03,7.511629e-12,2.735488e-12,7.511629e-12,7.511629e-12,2.735488e-12,3.049553e+03,9.483633e+02,3.049553e+03,9.483633e+02
