date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,terpenesfire,c2h6sfire,c4h10fire,terpenes_monoterpenes,terpenes_total,other_dms,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-01,3.550000e+01,-1.019000e+02,3.252564e-10,1.118575e-11,1.752949e-11,1.259217e-11,2.373812e-11,5.546722e-09,7.582647e-12,9.762230e-14,5.602017e-13,4.363051e-12,1.817684e-12,2.473771e-13,2.549060e-12,1.751285e-12,7.052964e-13,3.984025e-12,3.017725e-12,2.487150e-12,1.765830e-12,1.111404e-12,1.715507e-12,8.967200e-14,8.717597e-13,3.394594e-13,5.186185e-13,3.266403e-14,9.244536e-14,4.086085e-13,9.799208e-14,1.351178e-11,7.573124e-13,7.052964e-13,1.497439e-11,7.052495e-12,8.907419e-13,1.751285e-12,9.694521e-12,2.473771e-13,2.473771e-13,1.715507e-12,3.660465e-12,8.967200e-14,5.465644e-12,7.001750e-12,2.487150e-12,7.680270e-12,1.716917e-11,3.252564e-10,1.259217e-11,2.373812e-11,1.752949e-11,5.546722e-09,5.925838e-09,1.372505e-13,,1.582665e-13,1.372505e-13,1.372505e-13,,,,,
2018-08-01,3.550000e+01,-1.001000e+02,9.042127e-09,3.281153e-10,5.013434e-10,3.127055e-10,7.279690e-10,1.466800e-07,2.153472e-10,2.581568e-12,1.269790e-11,1.236198e-10,4.968336e-11,3.710657e-12,6.882462e-11,4.670093e-11,1.957198e-11,1.035846e-10,7.302894e-11,7.088377e-11,4.767740e-11,2.584015e-11,4.060032e-11,2.211909e-12,2.371187e-11,9.052249e-12,1.313833e-11,8.361991e-13,2.218689e-12,1.062382e-11,2.861369e-12,3.884906e-10,1.950227e-11,1.957198e-11,4.275648e-10,1.970150e-10,2.302678e-11,4.670093e-11,2.667427e-10,3.710657e-12,3.710657e-12,4.060032e-11,9.466478e-11,2.211909e-12,1.374770e-10,1.766136e-10,7.088377e-11,2.179287e-10,4.654261e-10,9.042127e-09,3.127055e-10,7.279690e-10,5.013434e-10,1.466800e-07,2.100006e+03,2.058758e-12,1.499464e-13,3.798395e-12,2.058758e-12,2.058758e-12,1.499464e-13,1.599996e+03,5.000095e+02,1.599996e+03,5.000095e+02
2018-08-01,3.550000e+01,-9.930000e+01,5.204102e-10,1.864292e-11,2.804718e-11,1.888825e-11,3.956353e-11,8.628233e-09,1.213224e-11,1.518569e-13,7.469356e-13,7.271752e-12,3.029474e-12,2.473771e-13,4.248434e-12,2.626927e-12,1.057945e-12,5.312034e-12,4.224815e-12,4.145250e-12,2.648745e-12,1.389256e-12,2.287342e-12,1.195627e-13,1.394816e-12,5.091890e-13,7.491156e-13,4.899604e-14,1.386680e-13,5.971970e-13,1.567873e-13,2.203859e-11,1.130052e-12,1.057945e-12,2.422659e-11,1.169604e-11,1.307301e-12,2.626927e-12,1.563027e-11,2.473771e-13,2.473771e-13,2.287342e-12,5.637689e-12,1.195627e-13,8.044594e-12,9.536849e-12,4.145250e-12,1.228409e-11,2.596619e-11,5.204102e-10,1.888825e-11,3.956353e-11,2.804718e-11,8.628233e-09,9.235142e-09,1.372505e-13,,2.373997e-13,1.372505e-13,1.372505e-13,,,,,
2018-08-01,3.550000e+01,-1.117000e+02,1.951538e-10,7.457165e-12,1.051769e-11,6.296084e-12,2.373812e-11,1.848907e-09,3.033059e-12,3.254077e-14,5.602017e-13,2.181526e-12,1.211789e-12,2.473771e-13,1.699373e-12,8.756424e-13,5.289723e-13,3.984025e-12,1.810635e-12,1.243575e-12,1.324372e-12,8.335533e-13,1.143671e-12,8.967200e-14,5.230558e-13,1.697297e-13,1.728728e-13,9.799208e-15,1.386680e-13,9.429427e-14,5.879525e-14,9.341739e-12,5.291572e-13,5.289723e-13,1.039987e-11,3.916371e-12,3.524017e-13,8.756424e-13,5.144415e-12,2.473771e-13,2.473771e-13,1.143671e-12,2.532927e-12,8.967200e-14,3.766270e-12,5.794660e-12,1.243575e-12,3.065599e-12,1.010383e-11,1.951538e-10,6.296084e-12,2.373812e-11,1.051769e-11,1.848907e-09,1.960856e+03,4.117516e-13,1.499464e-13,2.373997e-13,4.117516e-13,4.117516e-13,1.499464e-13,1.436588e+03,5.242682e+02,1.436588e+03,5.242682e+02
2018-08-01,3.570000e+01,-9.990001e+01,1.353067e-08,4.921730e-10,7.502621e-10,4.680089e-10,1.084041e-09,2.200200e-07,3.230207e-10,3.872351e-12,1.904686e-11,1.847025e-10,7.513094e-11,5.689674e-12,1.028121e-10,7.005140e-11,2.926980e-11,1.553770e-10,1.092416e-10,1.061184e-10,7.107465e-11,3.889916e-11,6.118641e-11,3.287974e-12,3.539345e-11,1.352180e-11,1.970750e-11,1.254299e-12,3.328033e-12,1.593573e-11,4.292053e-12,5.822945e-10,2.925341e-11,2.926980e-11,6.408177e-10,2.952269e-10,3.448360e-11,7.005140e-11,3.997619e-10,5.689674e-12,5.689674e-12,6.118641e-11,1.417113e-10,3.287974e-12,2.061856e-10,2.646187e-10,1.061184e-10,3.268931e-10,6.976302e-10,1.353067e-08,4.680089e-10,1.084041e-09,7.502621e-10,2.200200e-07,1.524958e+03,3.156763e-12,2.499107e-13,5.697593e-12,3.156763e-12,3.156763e-12,2.499107e-13,1.074954e+03,4.500040e+02,1.074954e+03,4.500040e+02
2018-08-01,3.610000e+01,-1.121000e+02,5.854615e-10,2.610008e-11,3.155308e-11,1.888825e-11,7.121436e-11,5.546722e-09,1.061571e-11,9.762230e-14,1.493871e-12,6.544577e-12,3.029474e-12,4.947542e-13,5.098120e-12,2.626927e-12,1.586917e-12,1.195208e-11,5.431904e-12,3.730725e-12,3.973117e-12,2.222809e-12,2.859178e-12,2.690160e-13,1.569168e-12,5.091890e-13,5.186185e-13,2.939762e-14,4.160041e-13,2.828828e-13,1.763857e-13,3.156707e-11,1.587472e-12,1.586917e-12,3.474146e-11,1.114322e-11,1.057205e-12,2.626927e-12,1.482735e-11,4.947542e-13,4.947542e-13,2.859178e-12,7.320929e-12,2.690160e-13,1.044912e-11,1.738398e-11,3.730725e-12,1.071333e-11,3.182803e-11,5.854615e-10,1.888825e-11,7.121436e-11,3.155308e-11,5.546722e-09,6.254289e-09,1.235255e-12,4.498391e-13,7.121991e-13,1.235255e-12,1.235255e-12,4.498391e-13,,,,
2018-08-01,3.610000e+01,-1.119000e+02,2.602051e-10,1.118575e-11,1.402359e-11,8.394778e-12,3.165082e-11,2.465210e-09,4.549588e-12,4.338769e-14,7.469356e-13,2.908701e-12,1.211789e-12,2.473771e-13,2.549060e-12,1.167523e-12,7.052964e-13,5.312034e-12,2.414180e-12,1.658100e-12,1.765830e-12,1.111404e-12,1.143671e-12,1.195627e-13,6.974078e-13,2.263062e-13,2.304971e-13,1.306561e-14,1.848907e-13,1.257257e-13,7.839366e-14,1.369851e-11,7.055429e-13,7.052964e-13,1.510935e-11,4.817898e-12,4.698689e-13,1.167523e-12,6.455290e-12,2.473771e-13,2.473771e-13,1.143671e-12,3.660465e-12,1.195627e-13,4.923699e-12,7.726214e-12,1.658100e-12,4.592976e-12,1.397729e-11,2.602051e-10,8.394778e-12,3.165082e-11,1.402359e-11,2.465210e-09,2.779684e-09,5.490022e-13,1.999285e-13,3.165329e-13,5.490022e-13,5.490022e-13,1.999285e-13,,,,
2018-08-01,3.630000e+01,-9.950000e+01,3.252564e-10,1.118575e-11,1.752949e-11,1.049347e-11,2.373812e-11,5.546722e-09,7.582647e-12,9.762230e-14,5.602017e-13,4.363051e-12,1.817684e-12,2.473771e-13,2.549060e-12,1.751285e-12,7.052964e-13,3.984025e-12,2.414180e-12,2.487150e-12,1.765830e-12,8.335534e-13,1.715507e-12,8.967200e-14,8.717597e-13,3.394594e-13,4.609942e-13,2.939762e-14,9.244536e-14,4.086085e-13,9.799208e-14,1.351178e-11,7.573124e-13,7.052964e-13,1.497439e-11,7.052495e-12,8.298512e-13,1.751285e-12,9.633631e-12,2.473771e-13,2.473771e-13,1.715507e-12,3.382614e-12,8.967200e-14,5.187792e-12,6.398205e-12,2.487150e-12,7.680270e-12,1.656562e-11,3.252564e-10,1.049347e-11,2.373812e-11,1.752949e-11,5.546722e-09,5.923739e-09,1.372505e-13,,1.582665e-13,1.372505e-13,1.372505e-13,,,,,
2018-08-01,3.650000e+01,-9.850000e+01,6.505128e-10,5.592874e-11,6.661206e-11,1.469086e-11,5.538895e-11,6.779326e-09,2.426447e-11,1.193162e-13,1.120403e-12,8.726102e-12,3.635368e-12,2.721148e-12,3.398747e-12,1.751285e-12,2.821186e-12,1.460809e-11,1.870989e-11,7.461450e-12,8.387691e-12,1.111404e-12,2.287342e-12,4.483600e-13,1.394816e-12,3.394594e-13,1.728728e-13,2.286482e-14,4.160041e-13,1.665865e-12,4.703620e-13,6.543684e-11,2.789631e-12,2.821186e-12,7.104765e-11,1.375629e-11,5.351970e-13,1.751285e-12,1.604277e-11,2.721148e-12,2.721148e-12,2.287342e-12,4.510151e-12,4.483600e-13,7.245854e-12,3.331799e-11,7.461450e-12,2.438379e-11,6.516322e-11,6.505128e-10,1.469086e-11,5.538895e-11,6.661206e-11,6.779326e-09,7.566531e-09,,,2.373997e-13,,,,,,,
2018-08-01,3.710000e+01,-9.730000e+01,3.903076e-10,3.728583e-11,4.557667e-11,1.049347e-11,3.956353e-11,4.314117e-09,1.668182e-11,7.592845e-14,7.469356e-13,5.817402e-12,2.423579e-12,1.731640e-12,2.549060e-12,1.167523e-12,1.939565e-12,9.296058e-12,1.267444e-11,4.974300e-12,5.738946e-12,8.335534e-13,1.143671e-12,2.989067e-13,8.717597e-13,2.263062e-13,1.152485e-13,1.633201e-14,2.773361e-13,1.131531e-12,3.135747e-13,4.377172e-11,1.880708e-12,1.939565e-12,4.759199e-11,9.112741e-12,3.578868e-13,1.167523e-12,1.063815e-11,1.731640e-12,1.731640e-12,1.143671e-12,3.382614e-12,2.989067e-13,4.825191e-12,2.197050e-11,4.974300e-12,1.675775e-11,4.370255e-11,3.903076e-10,1.049347e-11,3.956353e-11,4.557667e-11,4.314117e-09,2.450018e+03,,,1.582665e-13,,,,1.900003e+03,5.500149e+02,1.900003e+03,5.500149e+02
2018-08-01,3.750000e+01,-1.191000e+02,6.446582e-08,2.923209e-09,3.474345e-09,2.079806e-09,7.841492e-09,6.107557e-07,1.152562e-09,1.074930e-11,1.648860e-10,7.206307e-10,3.502072e-10,6.258642e-11,6.007285e-10,2.892539e-10,1.747372e-10,1.316056e-09,5.981131e-10,4.107943e-10,4.374844e-10,2.461761e-10,3.248026e-10,2.962165e-11,1.727828e-10,5.606737e-11,5.710566e-11,3.237005e-12,4.580667e-11,3.114854e-11,1.942203e-11,3.525580e-09,1.747983e-10,1.747372e-10,3.875115e-09,1.243621e-09,1.164100e-10,2.892539e-10,1.649285e-09,6.258642e-11,6.258642e-11,3.248026e-10,8.469045e-10,2.962165e-11,1.201329e-09,1.914170e-09,4.107943e-10,1.163312e-09,3.488276e-09,6.446582e-08,2.079806e-09,7.841492e-09,3.474345e-09,6.107557e-07,3.053184e+03,1.360153e-10,4.953229e-11,7.842103e-11,1.360153e-10,1.360153e-10,4.953229e-11,2.223787e+03,8.293962e+02,2.223787e+03,8.293962e+02
2018-08-01,3.750000e+01,-1.193000e+02,9.107178e-10,4.101441e-11,4.908257e-11,2.938172e-11,1.107779e-10,8.628233e-09,1.668182e-11,1.518569e-13,2.427541e-12,1.018045e-11,4.847158e-12,9.895086e-13,8.496867e-12,4.086331e-12,2.468538e-12,1.859212e-11,8.449629e-12,5.803350e-12,6.180403e-12,3.612065e-12,4.574684e-12,4.184693e-13,2.440927e-12,7.920719e-13,8.067398e-13,4.572964e-14,6.471175e-13,4.400399e-13,2.743778e-13,4.962235e-11,2.469400e-12,2.468538e-12,5.456029e-11,1.746854e-11,1.644541e-12,4.086331e-12,2.319941e-11,9.895086e-13,9.895086e-13,4.574684e-12,1.210893e-11,4.184693e-13,1.710209e-11,2.704174e-11,5.803350e-12,1.683368e-11,4.967877e-11,9.107178e-10,2.938172e-11,1.107779e-10,4.908257e-11,8.628233e-09,5.649977e+03,1.921508e-12,6.997497e-13,1.107865e-12,1.921508e-12,1.921508e-12,6.997497e-13,4.149994e+03,1.499983e+03,4.149994e+03,1.499983e+03
2018-08-01,3.750000e+01,-1.197000e+02,1.285413e-07,5.831503e-09,6.927654e-09,4.147020e-09,1.563551e-08,1.217814e-06,2.299058e-09,2.143352e-11,3.288383e-10,1.436898e-09,6.985966e-10,1.251728e-10,1.197209e-09,5.767565e-10,3.484165e-10,2.624145e-09,1.192605e-09,8.191014e-10,8.723198e-10,4.909630e-10,6.478896e-10,5.906396e-11,3.445194e-10,1.117953e-10,1.138656e-10,6.454412e-12,9.133602e-11,6.210849e-11,3.872647e-11,7.032662e-09,3.485382e-10,3.484165e-10,7.729616e-09,2.480014e-09,2.321153e-10,5.767565e-10,3.288886e-09,1.251728e-10,1.251728e-10,6.478896e-10,1.688172e-09,5.906396e-11,2.395125e-09,3.816750e-09,8.191014e-10,2.320492e-09,6.956343e-09,1.285413e-07,4.147020e-09,1.563551e-08,6.927654e-09,1.217814e-06,4.200185e+03,2.712071e-10,9.876468e-11,1.563673e-10,2.712071e-10,2.712071e-10,9.876468e-11,2.549148e+03,1.651037e+03,2.549148e+03,1.651037e+03
2018-08-01,3.770000e+01,-1.085000e+02,6.440076e-09,2.945580e-10,3.470839e-10,2.077708e-10,7.833579e-10,6.101394e-08,1.152562e-10,1.073845e-12,1.661932e-11,7.199034e-11,3.514189e-11,6.184428e-12,6.032776e-11,2.889620e-11,1.745609e-11,1.314728e-10,5.975094e-11,4.103798e-11,4.370428e-11,2.472875e-11,3.259462e-11,2.959176e-12,1.726084e-11,5.601079e-12,5.704803e-12,3.233739e-13,4.576045e-12,3.111711e-12,1.940243e-12,3.548816e-10,1.746219e-11,1.745609e-11,3.897999e-10,1.243931e-10,1.162926e-11,2.889620e-11,1.649185e-10,6.184428e-12,6.184428e-12,3.259462e-11,8.505650e-11,2.959176e-12,1.206103e-10,1.912238e-10,4.103798e-11,1.163301e-10,3.485918e-10,6.440076e-09,2.077708e-10,7.833579e-10,3.470839e-10,6.101394e-08,3.312499e+03,1.358780e-11,4.948230e-12,7.834190e-12,1.358780e-11,1.358780e-11,4.948230e-12,2.497712e+03,8.147868e+02,2.497712e+03,8.147868e+02
2018-08-01,3.770000e+01,-1.199000e+02,5.639945e-08,2.557808e-09,3.039613e-09,1.819568e-09,6.860317e-09,5.343342e-07,1.008492e-09,9.404281e-12,1.443453e-10,6.304609e-10,3.059768e-10,5.491772e-11,5.251063e-10,2.530607e-10,1.528730e-10,1.151383e-09,5.232734e-10,3.593932e-10,3.827436e-10,2.153346e-10,2.842022e-10,2.591521e-11,1.511631e-10,4.905188e-11,4.996024e-11,2.831971e-12,4.007506e-11,2.725104e-11,1.699183e-11,3.084897e-09,1.529264e-10,1.528730e-10,3.390696e-09,1.087601e-09,1.018441e-10,2.530607e-10,1.442505e-09,5.491772e-11,5.491772e-11,2.842022e-10,7.404410e-10,2.591521e-11,1.050558e-09,1.674657e-09,3.593932e-10,1.017896e-09,3.051946e-09,5.639945e-08,1.819568e-09,6.860317e-09,3.039613e-09,5.343342e-07,3.591515e+03,1.189962e-10,4.333450e-11,6.860851e-11,1.189962e-10,1.189962e-10,4.333450e-11,2.721898e+03,8.696169e+02,2.721898e+03,8.696169e+02
2018-08-01,3.770000e+01,-1.197000e+02,5.718007e-08,2.595094e-09,3.081684e-09,1.844752e-09,6.955269e-09,5.417298e-07,1.022141e-09,9.534444e-12,1.463994e-10,6.391870e-10,3.108240e-10,5.565986e-11,5.327536e-10,2.565632e-10,1.549889e-10,1.167320e-09,5.305161e-10,3.643675e-10,3.880411e-10,2.183910e-10,2.882051e-10,2.627389e-11,1.532554e-10,4.973080e-11,5.065174e-11,2.871168e-12,4.062974e-11,2.762822e-11,1.722701e-11,3.129534e-09,1.550431e-10,1.549889e-10,3.439566e-09,1.103266e-09,1.032537e-10,2.565632e-10,1.463083e-09,5.565986e-11,5.565986e-11,2.882051e-10,7.511445e-10,2.627389e-11,1.065624e-09,1.697836e-09,3.643675e-10,1.031675e-09,3.093878e-09,5.718007e-08,1.844752e-09,6.955269e-09,3.081684e-09,5.417298e-07,2.918182e+03,1.206432e-10,4.393429e-11,6.955811e-11,1.206432e-10,1.206432e-10,4.393429e-11,1.740416e+03,1.177766e+03,1.740416e+03,1.177766e+03
2018-08-01,3.850000e+01,-1.087000e+02,1.255489e-08,4.586157e-10,6.941678e-10,4.323311e-10,1.004914e-09,2.039961e-07,3.002729e-10,3.590331e-12,1.773972e-11,1.716133e-10,6.967790e-11,5.194920e-12,9.601459e-11,6.479754e-11,2.715392e-11,1.447529e-10,1.013956e-10,9.865695e-11,6.577715e-11,3.612065e-11,5.661172e-11,3.048848e-12,3.277817e-11,1.256000e-11,1.826689e-11,1.162839e-12,3.096920e-12,1.477277e-11,3.978479e-12,5.421326e-10,2.715009e-11,2.715392e-11,5.964366e-10,2.740694e-10,3.198973e-11,6.479754e-11,3.708567e-10,5.194920e-12,5.194920e-12,5.661172e-11,1.321352e-10,3.048848e-12,1.917958e-10,2.461485e-10,9.865695e-11,3.038632e-10,6.486686e-10,1.255489e-08,4.323311e-10,1.004914e-09,6.941678e-10,2.039961e-07,3.359491e+03,2.882261e-12,1.999285e-13,5.301926e-12,2.882261e-12,2.882261e-12,1.999285e-13,2.565041e+03,7.944510e+02,2.565041e+03,7.944510e+02
2018-08-01,3.850000e+01,-1.125000e+02,6.244921e-09,2.274435e-10,3.470839e-10,2.161655e-10,5.064132e-10,1.023062e-07,1.501364e-10,1.800589e-12,8.776491e-12,8.580667e-11,3.453600e-11,2.721148e-12,4.758246e-11,3.239877e-11,1.357695e-11,7.171245e-11,5.069777e-11,4.932847e-11,3.310930e-11,1.806032e-11,2.859177e-11,1.524424e-12,1.638908e-11,6.279998e-12,9.162259e-12,5.814197e-13,1.525348e-12,7.386384e-12,1.999039e-12,2.693293e-10,1.352217e-11,1.357695e-11,2.964284e-10,1.367318e-10,1.602368e-11,3.239877e-11,1.851542e-10,2.721148e-12,2.721148e-12,2.859177e-11,6.564278e-11,1.524424e-12,9.575898e-11,1.224102e-10,4.932847e-11,1.519370e-10,3.236757e-10,6.244921e-09,2.161655e-10,5.064132e-10,3.470839e-10,1.023062e-07,3.834666e+03,1.509756e-12,9.996424e-14,2.611397e-12,1.509756e-12,1.509756e-12,9.996424e-14,2.799296e+03,1.035370e+03,2.799296e+03,1.035370e+03
2018-08-01,3.870000e+01,-1.079000e+02,5.204102e-10,1.864292e-11,2.804718e-11,1.888825e-11,3.956353e-11,8.628233e-09,1.213224e-11,1.518569e-13,7.469356e-13,7.271752e-12,3.029474e-12,2.473771e-13,4.248434e-12,2.626927e-12,1.057945e-12,5.312034e-12,4.224815e-12,4.145250e-12,2.648745e-12,1.389256e-12,2.287342e-12,1.195627e-13,1.394816e-12,5.091890e-13,7.491156e-13,4.899604e-14,1.386680e-13,5.971970e-13,1.567873e-13,2.203859e-11,1.130052e-12,1.057945e-12,2.422659e-11,1.169604e-11,1.307301e-12,2.626927e-12,1.563027e-11,2.473771e-13,2.473771e-13,2.287342e-12,5.637689e-12,1.195627e-13,8.044594e-12,9.536849e-12,4.145250e-12,1.228409e-11,2.596619e-11,5.204102e-10,1.888825e-11,3.956353e-11,2.804718e-11,8.628233e-09,9.235142e-09,1.372505e-13,,2.373997e-13,1.372505e-13,1.372505e-13,,,,,
2018-08-01,3.870000e+01,-1.077000e+02,5.204102e-10,1.864292e-11,2.804718e-11,1.678956e-11,3.956353e-11,8.628233e-09,1.213224e-11,1.518569e-13,7.469356e-13,7.271752e-12,3.029474e-12,2.473771e-13,4.248434e-12,2.626927e-12,1.057945e-12,5.312034e-12,4.224815e-12,4.145250e-12,2.648745e-12,1.389256e-12,2.287342e-12,1.195627e-13,1.394816e-12,5.091890e-13,7.491156e-13,4.899604e-14,1.386680e-13,5.971970e-13,1.567873e-13,2.203859e-11,1.130052e-12,1.057945e-12,2.422659e-11,1.169604e-11,1.307301e-12,2.626927e-12,1.563027e-11,2.473771e-13,2.473771e-13,2.287342e-12,5.637689e-12,1.195627e-13,8.044594e-12,9.536849e-12,4.145250e-12,1.228409e-11,2.596619e-11,5.204102e-10,1.678956e-11,3.956353e-11,2.804718e-11,8.628233e-09,9.233044e-09,1.372505e-13,,2.373997e-13,1.372505e-13,1.372505e-13,,,,,
2018-08-01,3.870000e+01,-1.209000e+02,3.382666e-09,1.528719e-10,1.823067e-10,1.091321e-10,4.114607e-10,3.204773e-08,6.066118e-11,5.640400e-13,8.776493e-12,3.781311e-11,1.878274e-11,3.215903e-12,3.143841e-11,1.517780e-11,9.168854e-12,6.905643e-11,3.138434e-11,2.155530e-11,2.295578e-11,1.305900e-11,1.715507e-11,1.554315e-12,9.066302e-12,2.941981e-12,2.996462e-12,1.698529e-13,2.403579e-12,1.634434e-12,1.019118e-12,1.846042e-10,9.172059e-12,9.168854e-12,2.029451e-10,6.566215e-11,6.108296e-12,1.517780e-11,8.694825e-11,3.215903e-12,3.215903e-12,1.715507e-11,4.449741e-11,1.554315e-12,6.320679e-11,1.004408e-10,2.155530e-11,6.122522e-11,1.832213e-10,3.382666e-09,1.091321e-10,4.114607e-10,1.823067e-10,3.204773e-08,3.613589e-08,7.137028e-12,2.599070e-12,4.114928e-12,7.137028e-12,7.137028e-12,2.599070e-12,,,,
2018-08-01,3.890000e+01,-1.215000e+02,1.346561e-08,4.921730e-10,7.467562e-10,4.659103e-10,1.084041e-09,2.187873e-07,3.215043e-10,3.850657e-12,1.886012e-11,1.839753e-10,7.452505e-11,5.689674e-12,1.028121e-10,6.975952e-11,2.909348e-11,1.553770e-10,1.086381e-10,1.057039e-10,7.063319e-11,3.862131e-11,6.061458e-11,3.287974e-12,3.521910e-11,1.346522e-11,1.964988e-11,1.247766e-12,3.328033e-12,1.587287e-11,4.272455e-12,5.816663e-10,2.909182e-11,2.909348e-11,6.398516e-10,2.937195e-10,3.436286e-11,6.975952e-11,3.978419e-10,5.689674e-12,5.689674e-12,6.061458e-11,1.414334e-10,3.287974e-12,2.053360e-10,2.640151e-10,1.057039e-10,3.253549e-10,6.950739e-10,1.346561e-08,4.659103e-10,1.084041e-09,7.467562e-10,2.187873e-07,1.724993e+03,3.156763e-12,2.499107e-13,5.618459e-12,3.156763e-12,3.156763e-12,2.499107e-13,1.250008e+03,4.749842e+02,1.250008e+03,4.749842e+02
2018-08-01,3.890000e+01,-1.229000e+02,2.081641e-09,7.457166e-11,1.121887e-10,7.135562e-11,1.661668e-10,3.328033e-08,4.852894e-11,5.857338e-13,2.801008e-12,2.835984e-11,1.151200e-11,7.421314e-13,1.529436e-11,1.050771e-11,4.408102e-12,2.390415e-11,1.629571e-11,1.616647e-11,1.059498e-11,5.834874e-12,9.149369e-12,5.081413e-13,5.404910e-12,2.036756e-12,2.996462e-12,1.894514e-13,5.084495e-13,2.420220e-12,6.467477e-13,8.796765e-11,4.445882e-12,4.408102e-12,9.682163e-11,4.527674e-11,5.222670e-12,1.050771e-11,6.100712e-11,7.421314e-13,7.421314e-13,9.149369e-12,2.112923e-11,5.081413e-13,3.078674e-11,4.019986e-11,1.616647e-11,4.911467e-11,1.054810e-10,2.081641e-09,7.135562e-11,1.661668e-10,1.121887e-10,3.328033e-08,1.728591e+03,5.490022e-13,4.998212e-14,8.704655e-13,5.490022e-13,5.490022e-13,4.998212e-14,1.192870e+03,5.357212e+02,1.192870e+03,5.357212e+02
2018-08-01,3.910000e+01,-1.219000e+02,1.301025e-10,1.118575e-11,1.402359e-11,4.197389e-12,1.582541e-11,1.232605e-09,6.066118e-12,2.169384e-14,1.867339e-13,2.181526e-12,6.058947e-13,4.947542e-13,8.496867e-13,2.918808e-13,7.052964e-13,2.656017e-12,4.224815e-12,1.658100e-12,1.765830e-12,2.778511e-13,5.718355e-13,8.967200e-14,3.487039e-13,5.657656e-14,5.762427e-14,6.532806e-15,9.244536e-14,3.771771e-13,9.799208e-14,1.313831e-11,6.467477e-13,7.052964e-13,1.449036e-11,3.136124e-12,1.207336e-13,2.918808e-13,3.548739e-12,4.947542e-13,4.947542e-13,5.718355e-13,1.127538e-12,8.967200e-14,1.789045e-12,6.880831e-12,1.658100e-12,6.087812e-12,1.462674e-11,1.301025e-10,4.197389e-12,1.582541e-11,1.402359e-11,1.232605e-09,1.396754e-09,,,7.913323e-14,,,,,,,
2018-08-01,3.910000e+01,-1.229000e+02,2.341846e-08,8.575741e-10,1.297182e-09,8.100960e-10,1.883224e-09,3.808749e-07,5.595994e-10,6.703398e-12,3.305190e-11,3.199571e-10,1.296615e-10,9.647708e-12,1.792839e-10,1.211305e-10,5.060503e-11,2.695857e-10,1.895131e-10,1.844636e-10,1.231666e-10,6.751782e-11,1.057896e-10,5.679227e-12,6.137189e-11,2.347927e-11,3.417119e-11,2.172158e-12,5.731612e-12,2.759679e-11,7.427800e-12,1.013793e-09,5.056872e-11,5.060503e-11,1.114966e-09,5.109905e-10,5.982263e-11,1.211305e-10,6.919437e-10,9.647708e-12,9.647708e-12,1.057896e-10,2.468017e-10,5.679227e-12,3.582705e-10,4.590988e-10,1.844636e-10,5.663028e-10,1.209865e-09,2.341846e-08,8.100960e-10,1.883224e-09,1.297182e-09,3.808749e-07,2.065212e+03,5.352771e-12,4.498391e-13,9.812521e-12,5.352771e-12,5.352771e-12,4.498391e-13,9.136885e+02,1.151523e+03,9.136885e+02,1.151523e+03
2018-08-01,3.910000e+01,-1.231000e+02,1.258092e-07,4.776315e-09,6.941678e-09,4.298127e-09,1.099866e-08,1.899444e-06,2.878373e-09,3.343021e-11,2.018593e-10,1.665958e-09,6.943554e-10,6.456543e-11,9.966825e-10,6.357165e-10,2.833528e-10,1.640091e-09,1.042322e-09,9.558946e-10,6.944126e-10,3.823232e-10,5.792695e-10,3.533077e-11,3.307457e-10,1.231672e-10,1.709712e-10,1.074646e-11,4.090707e-11,1.331749e-10,3.954960e-11,5.672587e-09,2.835063e-10,2.833528e-10,6.239446e-09,2.691059e-09,3.048848e-10,6.357165e-10,3.631661e-09,6.456543e-11,6.456543e-11,5.792695e-10,1.379006e-09,3.533077e-11,1.993606e-09,2.682413e-09,9.558946e-10,2.911803e-09,6.550110e-09,1.258092e-07,4.298127e-09,1.099866e-08,6.941678e-09,1.899444e-06,2.890214e+03,6.986053e-11,1.839342e-11,6.987464e-11,6.986053e-11,6.986053e-11,1.839342e-11,1.351588e+03,1.538626e+03,1.351588e+03,1.538626e+03
