date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c2h6sfire,other_dms,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-12,3.170000e+01,-1.019000e+02,6.505128e-10,2.237150e-11,3.505898e-11,2.098694e-11,4.747624e-11,1.047714e-08,1.516529e-11,1.843977e-13,9.336695e-13,8.726102e-12,3.635368e-12,2.473771e-13,1.372505e-13,5.098120e-12,3.210689e-12,1.410593e-12,6.640042e-12,4.828360e-12,4.974300e-12,3.531659e-12,1.944958e-12,2.859178e-12,1.494533e-13,1.569168e-12,6.223422e-13,9.219884e-13,5.879525e-14,2.373997e-13,1.386680e-13,7.543542e-13,1.959842e-13,2.683683e-11,1.326406e-12,1.410593e-12,2.957383e-11,1.393064e-11,1.603126e-12,3.210689e-12,1.874445e-11,2.473771e-13,2.473771e-13,2.859178e-12,7.043078e-12,1.494533e-13,1.005171e-11,1.146840e-11,4.974300e-12,1.534969e-11,3.179240e-11,1.372505e-13,1.372505e-13,6.505128e-10,2.098694e-11,4.747624e-11,3.505898e-11,1.047714e-08,1.123118e-08,,,,,,
2018-08-12,3.350000e+01,-1.109000e+02,1.626282e-09,5.965733e-11,9.115334e-11,5.666475e-11,1.345160e-10,2.650100e-08,3.942977e-11,4.664176e-13,2.240807e-12,2.254243e-11,9.088421e-12,7.421314e-13,4.117516e-13,1.274530e-11,8.464543e-12,3.526482e-12,1.859212e-11,1.327799e-11,1.285027e-11,8.829148e-12,4.723469e-12,7.433863e-12,3.885787e-13,4.358799e-12,1.640720e-12,2.420220e-12,1.535209e-13,7.121991e-13,4.160041e-13,1.948748e-12,5.291572e-13,7.072728e-11,3.606109e-12,3.526482e-12,7.785987e-11,3.598965e-11,4.214461e-12,8.464543e-12,4.866865e-11,7.421314e-13,7.421314e-13,7.433863e-12,1.746877e-11,3.885787e-13,2.529121e-11,3.187011e-11,1.285027e-11,3.989618e-11,8.461656e-11,4.117516e-13,4.117516e-13,1.626282e-09,5.666475e-11,1.345160e-10,9.115334e-11,2.650100e-08,2.840967e-08,4.998212e-14,4.998212e-14,,,,
2018-08-12,3.370000e+01,-1.175000e+02,1.301025e-09,4.847158e-11,7.362386e-11,4.407259e-11,1.028652e-10,2.157058e-08,3.184712e-11,3.796423e-13,1.867339e-12,1.745220e-11,6.664842e-12,7.421314e-13,4.117516e-13,9.346554e-12,6.421378e-12,2.644862e-12,1.460809e-11,1.026026e-11,1.036312e-11,6.621861e-12,3.889916e-12,5.718355e-12,3.287973e-13,3.312687e-12,1.244684e-12,1.843977e-12,1.175905e-13,5.539326e-13,3.235588e-13,1.540140e-12,4.115667e-13,5.696078e-11,2.829198e-12,2.644862e-12,6.243484e-11,2.742973e-11,3.206251e-12,6.421378e-12,3.705736e-11,7.421314e-13,7.421314e-13,5.718355e-12,1.323647e-11,3.287973e-13,1.928362e-11,2.486836e-11,1.036312e-11,3.222676e-11,6.745824e-11,4.117516e-13,4.117516e-13,1.301025e-09,4.407259e-11,1.028652e-10,7.362386e-11,2.157058e-08,1.514009e+03,,,8.597447e+02,6.542643e+02,8.597447e+02,6.542643e+02
2018-08-12,3.610000e+01,-1.119000e+02,1.301026e-09,5.965733e-11,7.011796e-11,4.197389e-11,1.582541e-10,1.232605e-08,2.426447e-11,2.169384e-13,3.361210e-12,1.454350e-11,7.270737e-12,1.236886e-12,2.745011e-12,1.274530e-11,5.837616e-12,3.526482e-12,2.656017e-11,1.207090e-11,8.290500e-12,8.829148e-12,5.001321e-12,6.862026e-12,5.978133e-13,3.487039e-12,1.131531e-12,1.152485e-12,6.532805e-14,1.582665e-12,9.244535e-13,6.286284e-13,3.919683e-13,7.184768e-11,3.527715e-12,3.526482e-12,7.890188e-11,2.530128e-11,2.349345e-12,5.837616e-12,3.348824e-11,1.236886e-12,1.236886e-12,6.862026e-12,1.774662e-11,5.978133e-13,2.520646e-11,3.863107e-11,8.290500e-12,2.448141e-11,7.140298e-11,2.745011e-12,2.745011e-12,1.301026e-09,4.197389e-11,1.582541e-10,7.011796e-11,1.232605e-08,4.390519e+03,9.996425e-13,9.996425e-13,3.259557e+03,1.130962e+03,3.259557e+03,1.130962e+03
2018-08-12,3.630000e+01,-1.121000e+02,1.710849e-08,7.792738e-10,9.220511e-10,5.519566e-10,2.081042e-09,1.620875e-07,3.063389e-10,2.852741e-12,4.388247e-11,1.912471e-10,9.330779e-11,1.657427e-11,3.609689e-11,1.597411e-10,7.676466e-11,4.637325e-11,3.492662e-10,1.587323e-10,1.090201e-10,1.161033e-10,6.557287e-11,8.634717e-11,7.861246e-12,4.585456e-11,1.487964e-11,1.515518e-11,8.590639e-13,2.081204e-11,1.215656e-11,8.266464e-12,5.154383e-12,9.392596e-10,4.638945e-11,4.637325e-11,1.032022e-09,3.304094e-10,3.089388e-11,7.676466e-11,4.380680e-10,1.657427e-11,1.657427e-11,8.634717e-11,2.253140e-10,7.861246e-12,3.195224e-10,5.079985e-10,1.090201e-10,3.091917e-10,9.262103e-10,3.609689e-11,3.609689e-11,1.710849e-08,5.519566e-10,2.081042e-09,9.220511e-10,1.620875e-07,9.677052e+02,1.314530e-11,1.314530e-11,5.821807e+02,3.855245e+02,5.821807e+02,3.855245e+02
2018-08-12,3.630000e+01,-1.119000e+02,5.854615e-10,2.610008e-11,3.155308e-11,1.888825e-11,7.121436e-11,5.546722e-09,1.061571e-11,9.762230e-14,1.493871e-12,6.544577e-12,3.029474e-12,4.947542e-13,1.235255e-12,5.098120e-12,2.626927e-12,1.586917e-12,1.195208e-11,5.431904e-12,3.730725e-12,3.973116e-12,2.222809e-12,2.859178e-12,2.690160e-13,1.569168e-12,5.091890e-13,5.186185e-13,2.939762e-14,7.121991e-13,4.160041e-13,2.828828e-13,1.763857e-13,3.156707e-11,1.587472e-12,1.586917e-12,3.474146e-11,1.114322e-11,1.057205e-12,2.626927e-12,1.482735e-11,4.947542e-13,4.947542e-13,2.859178e-12,7.320929e-12,2.690160e-13,1.044912e-11,1.738398e-11,3.730725e-12,1.071333e-11,3.182803e-11,1.235255e-12,1.235255e-12,5.854615e-10,1.888825e-11,7.121436e-11,3.155308e-11,5.546722e-09,1.025625e+03,4.498391e-13,4.498391e-13,4.894977e+02,5.361270e+02,4.894977e+02,5.361270e+02
2018-08-12,3.630000e+01,-1.123000e+02,1.561231e-09,7.084308e-11,8.414155e-11,5.036867e-11,1.899050e-10,1.479126e-08,2.729753e-11,2.603261e-13,3.921412e-12,1.745220e-11,8.482526e-12,1.484263e-12,3.294013e-12,1.444467e-11,7.005139e-12,4.231779e-12,3.187220e-11,1.448508e-11,9.948599e-12,1.059498e-11,5.834874e-12,8.005697e-12,7.173760e-13,4.184447e-12,1.357837e-12,1.382983e-12,7.839366e-14,1.899197e-12,1.109344e-12,7.543542e-13,4.703620e-13,8.535947e-11,4.233258e-12,4.231779e-12,9.382451e-11,3.011918e-11,2.819214e-12,7.005139e-12,3.994353e-11,1.484263e-12,1.484263e-12,8.005697e-12,2.027955e-11,7.173760e-13,2.900262e-11,4.635728e-11,9.948599e-12,2.755786e-11,8.386374e-11,3.294013e-12,3.294013e-12,1.561231e-09,5.036867e-11,1.899050e-10,8.414155e-11,1.479126e-08,1.984111e+03,1.199571e-12,1.199571e-12,1.472739e+03,5.113723e+02,1.472739e+03,5.113723e+02
2018-08-12,3.690000e+01,-9.790001e+01,1.431128e-09,1.342290e-10,1.542595e-10,3.567781e-11,1.266033e-10,1.602386e-08,5.914465e-11,2.820200e-13,2.614274e-12,2.108808e-11,9.088421e-12,6.431806e-12,1.372505e-13,8.496867e-12,4.378212e-12,6.347668e-12,3.320021e-11,4.345524e-11,1.782458e-11,1.942413e-11,2.778511e-12,4.574684e-12,1.046173e-12,3.138335e-12,7.920719e-13,4.609942e-13,5.226244e-14,4.747993e-13,9.244535e-13,3.866065e-12,1.097511e-12,1.562674e-10,6.362829e-12,6.347668e-12,1.689779e-10,3.331484e-11,1.305328e-12,4.378212e-12,3.899838e-11,6.431806e-12,6.431806e-12,4.574684e-12,1.127538e-11,1.046173e-12,1.689624e-11,7.665545e-11,1.782458e-11,5.942666e-11,1.539067e-10,1.372505e-13,1.372505e-13,1.431128e-09,3.567781e-11,1.266033e-10,1.542595e-10,1.602386e-08,1.777153e-08,,,,,,
2018-08-12,3.710000e+01,-9.630000e+01,6.049768e-09,2.199864e-10,3.330603e-10,2.077707e-10,4.826751e-10,9.799208e-08,1.440703e-10,1.724661e-12,8.403024e-12,8.217080e-11,3.332421e-11,2.473771e-12,1.372505e-12,4.588308e-11,3.123125e-11,1.304798e-11,6.905643e-11,4.888714e-11,4.725585e-11,3.178493e-11,1.722677e-11,2.744811e-11,1.464643e-12,1.569168e-11,6.053692e-12,8.758889e-12,5.585549e-13,2.532263e-12,1.479126e-12,7.103501e-12,1.901046e-12,2.601743e-10,1.301594e-11,1.304798e-11,2.862383e-10,1.311867e-10,1.537114e-11,3.123125e-11,1.777891e-10,2.473771e-12,2.473771e-12,2.744811e-11,6.310985e-11,1.464643e-12,9.202260e-11,1.179436e-10,4.725585e-11,1.457950e-10,3.109944e-10,1.372505e-12,1.372505e-12,6.049768e-09,2.077707e-10,4.826751e-10,3.330603e-10,9.799208e-08,7.727228e+02,9.996424e-14,9.996424e-14,4.090672e+02,3.636555e+02,4.090672e+02,3.636555e+02
2018-08-12,3.750000e+01,-1.085000e+02,6.700281e-09,3.020152e-10,3.611075e-10,2.161656e-10,8.150087e-10,6.347915e-08,1.198058e-10,1.117233e-12,1.699278e-11,7.489905e-11,3.635368e-11,6.431806e-12,1.413681e-11,6.202713e-11,3.006372e-11,1.816138e-11,1.367849e-10,6.216513e-11,4.269608e-11,4.547011e-11,2.528446e-11,3.373830e-11,3.078739e-12,1.795825e-11,5.827386e-12,5.935300e-12,3.364395e-13,8.150722e-12,4.760936e-12,3.237437e-12,2.018637e-12,3.644781e-10,1.816773e-11,1.816138e-11,4.008072e-10,1.292110e-10,1.209913e-11,3.006372e-11,1.713738e-10,6.431806e-12,6.431806e-12,3.373830e-11,8.731159e-11,3.078739e-12,1.241286e-10,1.989500e-10,4.269608e-11,1.209231e-10,3.625691e-10,1.413681e-11,1.413681e-11,6.700281e-09,2.161656e-10,8.150087e-10,3.611075e-10,6.347915e-08,2.456491e+03,5.148159e-12,5.148159e-12,1.450114e+03,1.006377e+03,1.450114e+03,1.006377e+03
