date,lat,lon,apt,other_altitude_of_plume_top,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total,mami,other_mean_altitude_of_maximum_injection
2018-08-22,4.750000e+01,-1.231000e+02,,,5.501882e-09,2.516186e-10,2.965205e-10,1.775026e-10,6.692378e-10,5.212539e-08,9.855063e-11,9.174068e-13,1.400166e-11,6.150274e-11,3.028743e-11,5.564642e-12,1.160832e-11,5.096890e-11,2.468658e-11,1.491307e-11,1.123198e-10,5.127805e-11,3.505954e-11,3.733741e-11,4.227369e-12,2.083381e-11,2.858488e-11,2.528081e-12,1.474627e-11,4.785110e-12,4.873724e-12,2.762646e-13,6.692900e-12,3.909404e-12,2.658395e-12,1.657587e-12,3.029577e-10,1.491829e-11,1.491307e-11,3.327890e-10,1.065364e-10,9.935099e-12,2.468658e-11,1.411581e-10,5.564642e-12,5.564642e-12,2.858488e-11,7.180270e-11,2.528081e-12,1.029157e-10,1.635978e-10,3.505954e-11,9.946803e-11,2.981254e-10,1.160832e-11,1.160832e-11,5.501882e-09,1.775026e-10,6.692378e-10,2.965205e-10,4.227369e-12,5.212539e-08,5.877476e-08,,
2018-08-22,4.770000e+01,-1.205000e+02,6.590954e+02,6.590954e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.790000e+01,-1.029000e+02,,,1.528300e-10,9.319209e-12,1.647336e-11,4.930627e-12,1.858994e-11,1.447927e-09,7.580818e-12,2.548352e-14,4.667221e-13,1.708410e-12,1.514371e-12,6.182936e-13,,,6.857384e-13,8.285040e-13,3.119994e-12,4.395261e-12,1.947752e-12,2.074301e-12,,,,7.022448e-14,4.096187e-13,1.329197e-13,,7.674015e-15,,1.085946e-13,3.692215e-13,9.208818e-14,1.186023e-11,5.699042e-13,8.285040e-13,1.325864e-11,3.632400e-12,1.405937e-13,6.857384e-13,4.458732e-12,6.182936e-13,6.182936e-13,,,7.022448e-14,7.022448e-14,7.515255e-12,1.947752e-12,7.606301e-12,1.706931e-11,,,1.528300e-10,4.930627e-12,1.858994e-11,1.647336e-11,,1.447927e-09,1.640751e-09,,
2018-08-22,4.790000e+01,-1.025000e+02,,,1.528300e-10,1.863842e-11,2.471004e-11,4.930627e-12,1.858994e-11,1.447927e-09,7.580818e-12,2.548352e-14,4.667221e-13,3.416819e-12,1.514371e-12,6.182936e-13,,2.123704e-12,6.857384e-13,8.285040e-13,3.119994e-12,5.860348e-12,1.947752e-12,3.111451e-12,,6.944602e-13,,1.404490e-13,4.096187e-13,1.329197e-13,,7.674015e-15,,1.085946e-13,5.169101e-13,1.381323e-13,2.221659e-11,7.636369e-13,8.285040e-13,2.380873e-11,5.340809e-12,1.405937e-13,6.857384e-13,6.167141e-12,6.182936e-13,6.182936e-13,,2.818165e-12,1.404490e-13,2.958613e-12,8.980343e-12,1.947752e-12,7.606301e-12,1.853440e-11,,,1.528300e-10,4.930627e-12,1.858994e-11,2.471004e-11,,1.447927e-09,1.648988e-09,,
2018-08-22,4.790000e+01,-1.159000e+02,6.590954e+02,6.590954e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.790000e+01,-1.205000e+02,6.726000e+02,6.726000e+02,9.169803e-10,4.659604e-11,4.942008e-11,2.958376e-11,1.115396e-10,8.687564e-09,1.516164e-11,1.529011e-13,2.333610e-12,1.025046e-11,4.543114e-12,6.182936e-13,1.934721e-12,8.494817e-12,4.114431e-12,2.485512e-12,1.871996e-11,8.790522e-12,5.843256e-12,6.222902e-12,7.045615e-13,3.472301e-12,4.287732e-12,4.213469e-13,2.457712e-12,7.975184e-13,8.122872e-13,4.604409e-14,1.115483e-12,6.515673e-13,4.430658e-13,2.762646e-13,5.515255e-11,2.486381e-12,2.485512e-12,6.012445e-11,1.725128e-11,1.655850e-12,4.114431e-12,2.302156e-11,6.182936e-13,6.182936e-13,4.287732e-12,1.196712e-11,4.213469e-13,1.667620e-11,2.751049e-11,5.843256e-12,1.531454e-11,4.866828e-11,1.934721e-12,1.934721e-12,9.169803e-10,2.958376e-11,1.115396e-10,4.942008e-11,7.045615e-13,8.687564e-09,2.827551e+03,2.154951e+03,2.154951e+03
2018-08-22,4.830000e+01,-1.163000e+02,6.999908e+02,6.999908e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.830000e+01,-1.161000e+02,1.527284e+03,1.527284e+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.830000e+01,-1.205000e+02,1.235065e+03,1.235065e+03,7.641501e-10,2.795762e-11,4.118340e-11,2.465314e-11,9.294970e-11,7.239637e-09,1.137123e-11,1.274176e-13,1.866888e-12,8.542048e-12,4.543114e-12,6.182936e-13,1.612267e-12,6.371112e-12,3.428692e-12,2.071260e-12,1.559997e-11,5.860348e-12,4.869380e-12,5.185752e-12,5.871346e-13,2.777841e-12,2.858488e-12,3.511224e-13,2.048093e-12,6.645987e-13,6.769061e-13,3.837008e-14,9.295694e-13,5.429728e-13,3.692215e-13,2.302205e-13,3.501027e-11,2.071984e-12,2.071260e-12,3.915351e-11,1.513326e-11,1.379875e-12,3.428692e-12,1.994182e-11,6.182936e-13,6.182936e-13,2.858488e-12,9.148953e-12,3.511224e-13,1.235856e-11,2.146032e-11,4.869380e-12,1.149864e-11,3.782834e-11,1.612267e-12,1.612267e-12,7.641501e-10,2.465314e-11,9.294970e-11,4.118340e-11,5.871346e-13,7.239637e-09,3.301050e+03,2.065985e+03,2.065985e+03
2018-08-22,4.850000e+01,-1.141000e+02,6.249905e+02,6.249905e+02,2.200753e-08,9.971554e-10,1.186082e-09,7.100103e-10,2.676951e-09,2.085015e-07,3.942025e-10,3.669627e-12,5.647337e-11,2.460110e-10,1.196353e-10,2.164028e-11,4.643329e-11,2.059993e-10,9.874633e-11,5.965229e-11,4.492792e-10,2.036471e-10,1.402382e-10,1.493497e-10,1.690948e-11,8.402969e-11,1.114810e-10,1.011233e-11,5.898509e-11,1.914044e-11,1.949490e-11,1.105058e-12,2.677160e-11,1.563762e-11,1.063358e-11,6.630349e-12,1.202978e-09,5.967314e-11,5.965229e-11,1.322304e-09,4.246314e-10,3.974040e-11,9.874633e-11,5.631181e-10,2.164028e-11,2.164028e-11,1.114810e-10,2.900290e-10,1.011233e-11,4.116223e-10,6.529263e-10,1.402382e-10,3.978722e-10,1.191037e-09,4.643329e-11,4.643329e-11,2.200753e-08,7.100103e-10,2.676951e-09,1.186082e-09,1.690948e-11,2.085015e-07,2.349940e+03,1.724949e+03,1.724949e+03
2018-08-22,4.850000e+01,-1.139000e+02,6.818320e+02,6.818320e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.850000e+01,-1.155000e+02,5.000153e+02,5.000153e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.870000e+01,-1.141000e+02,6.818320e+02,6.818320e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.870000e+01,-1.139000e+02,5.921063e+02,5.921063e+02,1.925659e-08,8.760056e-10,1.037822e-09,6.212590e-10,2.342332e-09,1.824389e-07,3.449272e-10,3.210924e-12,4.900582e-11,2.152596e-10,1.044916e-10,1.854881e-11,4.062913e-11,1.783911e-10,8.640303e-11,5.219575e-11,3.931192e-10,1.787406e-10,1.227084e-10,1.306810e-10,1.479579e-11,7.361279e-11,9.718860e-11,8.848284e-12,5.161195e-11,1.674789e-11,1.705803e-11,9.669259e-13,2.342515e-11,1.368291e-11,9.304381e-12,5.801555e-12,1.055692e-09,5.221400e-11,5.219575e-11,1.160102e-09,3.713632e-10,3.477284e-11,8.640303e-11,4.925391e-10,1.854881e-11,1.854881e-11,9.718860e-11,2.520039e-10,8.848284e-12,3.580408e-10,5.718598e-10,1.227084e-10,3.481381e-10,1.042706e-09,4.062913e-11,4.062913e-11,1.925659e-08,6.212590e-10,2.342332e-09,1.037822e-09,1.479579e-11,1.824389e-07,2.232309e+03,1.640203e+03,1.640203e+03
2018-08-22,4.870000e+01,-1.203000e+02,7.595029e+02,7.595029e+02,4.432071e-09,2.050226e-10,2.388637e-10,1.429882e-10,5.391083e-10,4.198990e-08,7.959859e-11,7.390221e-13,1.120133e-11,4.954388e-11,2.422994e-11,4.328056e-12,9.351150e-12,4.035038e-11,1.988641e-11,1.201331e-11,9.047982e-11,4.102245e-11,2.824240e-11,3.007736e-11,3.405381e-12,1.666705e-11,2.286790e-11,2.036510e-12,1.187894e-11,3.854672e-12,3.926055e-12,2.225464e-13,5.391502e-12,3.149242e-12,2.141485e-12,1.335279e-12,2.463013e-10,1.201751e-11,1.201331e-11,2.703321e-10,8.565276e-11,8.003274e-12,1.988641e-11,1.135424e-10,4.328056e-12,4.328056e-12,2.286790e-11,5.701743e-11,2.036510e-12,8.192184e-11,1.315023e-10,2.824240e-11,8.033761e-11,2.400823e-10,9.351150e-12,9.351150e-12,4.432071e-09,1.429882e-10,5.391083e-10,2.388637e-10,3.405381e-12,4.198990e-08,1.891045e+03,1.131542e+03,1.131542e+03
2018-08-22,4.870000e+01,-1.205000e+02,7.727405e+02,7.727405e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,4.890000e+01,-1.181000e+02,1.384112e+03,1.384112e+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
