date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c2h6sfire,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-08-25,3.230000e+01,-1.019000e+02,8.049053e-10,2.922677e-11,4.337987e-11,2.726638e-11,6.363959e-11,1.293033e-08,1.900759e-11,2.275739e-13,1.132844e-12,1.079715e-11,4.372608e-12,3.171192e-13,1.698256e-13,5.999944e-12,4.153291e-12,1.745383e-12,9.037588e-12,6.347717e-12,6.154899e-12,4.096746e-12,2.305456e-12,3.650525e-12,1.849246e-13,2.049460e-12,8.050510e-13,1.158558e-12,7.370290e-14,3.427014e-13,2.001761e-13,9.361561e-13,2.546240e-13,3.445636e-11,1.733657e-12,1.745383e-12,3.793540e-11,1.721922e-11,2.037312e-12,4.153291e-12,2.340982e-11,3.171192e-13,3.171192e-13,3.650525e-12,8.305401e-12,1.849246e-13,1.214085e-11,1.538530e-11,6.154899e-12,1.923516e-11,4.077537e-11,1.698256e-13,1.698256e-13,8.049053e-10,2.726638e-11,6.363959e-11,4.337987e-11,1.293033e-08,1.386952e-08,,,,,,
2020-08-25,3.290000e+01,-1.105000e+02,1.432732e-08,5.224286e-10,7.938516e-10,4.946901e-10,1.150408e-09,2.327460e-07,3.421366e-10,4.096330e-12,2.018522e-11,1.956984e-10,7.914421e-11,5.961841e-12,3.311598e-12,1.091240e-10,7.403693e-11,3.087146e-11,1.643198e-10,1.157525e-10,1.123269e-10,7.538014e-11,4.119083e-11,6.449261e-11,3.495075e-12,3.753747e-11,1.435091e-11,2.085404e-11,1.326652e-12,6.021753e-12,3.517380e-12,1.685081e-11,4.534732e-12,6.179940e-10,3.092468e-11,3.087146e-11,6.797901e-10,3.123801e-10,3.653160e-11,7.403693e-11,4.229486e-10,5.961841e-12,5.961841e-12,6.449261e-11,1.503148e-10,3.495075e-12,2.183025e-10,2.800722e-10,1.123269e-10,3.462330e-10,7.386322e-10,3.311598e-12,3.311598e-12,1.432732e-08,4.946901e-10,1.150408e-09,7.938516e-10,2.327460e-07,2.340955e+03,1.590956e+03,7.499988e+02,2.473795e-13,2.473795e-13,1.590956e+03,7.499988e+02
2020-08-25,3.310000e+01,-1.105000e+02,4.306243e-09,1.570939e-10,2.385893e-10,1.493159e-10,3.475701e-10,7.034101e-08,1.034013e-10,1.238002e-12,6.076163e-12,5.893446e-11,2.383071e-11,1.775868e-12,1.018953e-12,3.299969e-11,2.221108e-11,9.272346e-12,4.929593e-11,3.472574e-11,3.385195e-11,2.266866e-11,1.244946e-11,1.946947e-11,1.054070e-12,1.132596e-11,4.305272e-12,6.302555e-12,4.009438e-13,1.811422e-12,1.058073e-12,5.092689e-12,1.370119e-12,1.858387e-10,9.332304e-12,9.272346e-12,2.044434e-10,9.409114e-11,1.100877e-11,2.221108e-11,1.273110e-10,1.775868e-12,1.775868e-12,1.946947e-11,4.544916e-11,1.054070e-12,6.597269e-11,8.402167e-11,3.385195e-11,1.046393e-10,2.225129e-10,1.018953e-12,1.018953e-12,4.306243e-09,1.493159e-10,3.475701e-10,2.385893e-10,7.034101e-08,7.538279e-08,,,6.184487e-14,6.184487e-14,,
2020-08-25,3.350000e+01,-1.115000e+02,6.439242e-09,2.338142e-10,3.557149e-10,2.220262e-10,5.189075e-10,1.044771e-07,1.535813e-10,1.838797e-12,9.062751e-12,8.772687e-11,3.563675e-11,2.663801e-12,1.528430e-12,4.912454e-11,3.322633e-11,1.385398e-11,7.394389e-11,5.190192e-11,5.052147e-11,3.386643e-11,1.844365e-11,2.900139e-11,1.571859e-12,1.682714e-11,6.440408e-12,9.361147e-12,5.955194e-13,2.692654e-12,1.572812e-12,7.564141e-12,2.036992e-12,2.767434e-10,1.386660e-11,1.385398e-11,3.044640e-10,1.401908e-10,1.639707e-11,3.322633e-11,1.898142e-10,2.663801e-12,2.663801e-12,2.900139e-11,6.756819e-11,1.571859e-12,9.814145e-11,1.258458e-10,5.052147e-11,1.554201e-10,3.317874e-10,1.528430e-12,1.528430e-12,6.439242e-09,2.220262e-10,5.189075e-10,3.557149e-10,1.044771e-07,4.083577e+02,2.333580e+02,1.749997e+02,1.236897e-13,1.236897e-13,2.333580e+02,1.749997e+02
2020-08-25,3.350000e+01,-1.107000e+02,1.482635e-07,5.406953e-09,8.224823e-09,5.122184e-09,1.190550e-08,2.411766e-06,3.545296e-09,4.244708e-11,2.086493e-10,2.026716e-09,8.207385e-10,6.196509e-11,3.472933e-11,1.131739e-09,7.667336e-10,3.200596e-10,1.705639e-09,1.197851e-09,1.164558e-09,7.797474e-10,4.266631e-10,6.690601e-10,3.617124e-11,3.883187e-10,1.485494e-10,2.160942e-10,1.374707e-11,6.222479e-11,3.640345e-11,1.746118e-10,4.703268e-11,6.395350e-09,3.202728e-10,3.200596e-10,7.035682e-09,3.235773e-09,3.783907e-10,7.667336e-10,4.380897e-09,6.196509e-11,6.196509e-11,6.690601e-10,1.558403e-09,3.617124e-11,2.263634e-09,2.903490e-09,1.164558e-09,3.587743e-09,7.655792e-09,3.472933e-11,3.472933e-11,1.482635e-07,5.122184e-09,1.190550e-08,8.224823e-09,2.411766e-06,5.200925e+03,3.360007e+03,1.840918e+03,2.659330e-12,2.659330e-12,3.360007e+03,1.840918e+03
2020-08-25,3.350000e+01,-1.105000e+02,3.622074e-10,1.644006e-11,1.952094e-11,1.168559e-11,4.405818e-11,3.620493e-09,6.842733e-12,6.372068e-14,9.268724e-13,4.048933e-12,1.967673e-12,3.805430e-13,7.642150e-13,3.374968e-12,1.625201e-12,9.817778e-13,7.394391e-12,3.360556e-12,2.308088e-12,2.458048e-12,1.383274e-12,1.825263e-12,1.664321e-13,9.707967e-13,3.150199e-13,3.243962e-13,1.768870e-14,4.406161e-13,2.573692e-13,1.872312e-13,1.091245e-13,1.982498e-11,9.943411e-13,9.817778e-13,2.180110e-11,6.987403e-12,6.571049e-13,1.625201e-12,9.269709e-12,3.805430e-13,3.805430e-13,1.825263e-12,4.758242e-12,1.664321e-13,6.749937e-12,1.075495e-11,2.308088e-12,6.906453e-12,1.996949e-11,7.642150e-13,7.642150e-13,3.622074e-10,1.168559e-11,4.405818e-11,1.952094e-11,3.620493e-09,2.990936e+03,2.100017e+03,8.909193e+02,2.783020e-13,2.783020e-13,2.100017e+03,8.909193e+02
2020-08-25,3.370000e+01,-9.709999e+01,5.231884e-10,1.826673e-11,2.819692e-11,1.817759e-11,3.916283e-11,8.275413e-09,1.216486e-11,1.456473e-13,7.209007e-13,6.748221e-12,2.842195e-12,1.902715e-13,8.491278e-14,3.749965e-12,2.708668e-12,1.090864e-12,5.751192e-12,4.107346e-12,4.103266e-12,2.731164e-12,1.536971e-12,2.230877e-12,1.294472e-13,1.294396e-12,5.250332e-13,7.414770e-13,4.716986e-14,1.958294e-13,1.143863e-13,5.991399e-13,1.576243e-13,2.171880e-11,1.066980e-12,1.090864e-12,2.387664e-11,1.088481e-11,1.313680e-12,2.708668e-12,1.490716e-11,1.902715e-13,1.902715e-13,2.230877e-12,5.286936e-12,1.294472e-13,7.647260e-12,9.858538e-12,4.103266e-12,1.231051e-11,2.627231e-11,8.491278e-14,8.491278e-14,5.231884e-10,1.817759e-11,3.916283e-11,2.819692e-11,8.275413e-09,8.884139e-09,,,,,,
2020-08-25,3.390000e+01,-9.490001e+01,9.658864e-10,3.470679e-11,5.205584e-11,3.245998e-11,7.832565e-11,1.551640e-08,2.280911e-11,2.730886e-13,1.338816e-12,1.304656e-11,5.247130e-12,3.805430e-13,2.547383e-13,7.124933e-12,4.875603e-12,2.072642e-12,1.068078e-11,7.467902e-12,7.437170e-12,4.916095e-12,2.766548e-12,4.258946e-12,2.219095e-13,2.480925e-12,9.450598e-13,1.390269e-12,8.844348e-14,3.916588e-13,2.287726e-13,1.123387e-12,3.031238e-13,4.096170e-11,2.046942e-12,2.072642e-12,4.508129e-11,2.077462e-11,2.423773e-12,4.875603e-12,2.807399e-11,3.805430e-13,3.805430e-13,4.258946e-12,9.891481e-12,2.219095e-13,1.437234e-11,1.814869e-11,7.437170e-12,2.308220e-11,4.866805e-11,2.547383e-13,2.547383e-13,9.658864e-10,3.245998e-11,7.832565e-11,5.205584e-11,1.551640e-08,1.664516e-08,,,3.092244e-14,3.092244e-14,,
2020-08-25,3.390000e+01,-9.450000e+01,6.640468e-09,2.411209e-10,3.687289e-10,2.298166e-10,5.335935e-10,1.080976e-07,1.589034e-10,1.902517e-12,9.371709e-12,9.042617e-11,3.672991e-11,2.790649e-12,1.528430e-12,5.062453e-11,3.430979e-11,1.439941e-11,7.640870e-11,5.376890e-11,5.206019e-11,3.495890e-11,1.905844e-11,3.001543e-11,1.608844e-12,1.736647e-11,6.615419e-12,9.685544e-12,6.161562e-13,2.790569e-12,1.630005e-12,7.826266e-12,2.097616e-12,2.854515e-10,1.434446e-11,1.439941e-11,3.141953e-10,1.445225e-10,1.691712e-11,3.430979e-11,1.957495e-10,2.790649e-12,2.790649e-12,3.001543e-11,6.968296e-11,1.608844e-12,1.013072e-10,1.301776e-10,5.206019e-11,1.608060e-10,3.430438e-10,1.528430e-12,1.528430e-12,6.640468e-09,2.298166e-10,5.335935e-10,3.687289e-10,1.080976e-07,1.863647e+03,1.090918e+03,7.727289e+02,1.236897e-13,1.236897e-13,1.090918e+03,7.727289e+02
2020-08-25,3.390000e+01,-1.107000e+02,2.362397e-08,8.621897e-10,1.310072e-09,8.153946e-10,1.894502e-09,3.842895e-07,5.649056e-10,6.763495e-12,3.316144e-11,3.225649e-10,1.307410e-10,9.894119e-12,5.604244e-12,1.799983e-10,1.220706e-10,5.094336e-11,2.719492e-10,1.908049e-10,1.854163e-10,1.242680e-10,6.793411e-11,1.064736e-10,5.769646e-12,6.191526e-11,2.366150e-11,3.443234e-11,2.190450e-12,9.938342e-12,5.805106e-12,2.782256e-11,7.481094e-12,1.019619e-09,5.104710e-11,5.094336e-11,1.121610e-09,5.152211e-10,6.028428e-11,1.220706e-10,6.975761e-10,9.894119e-12,9.894119e-12,1.064736e-10,2.479324e-10,5.769646e-12,3.601757e-10,4.627541e-10,1.854163e-10,5.716691e-10,1.219840e-09,5.604244e-12,5.604244e-12,2.362397e-08,8.153946e-10,1.894502e-09,1.310072e-09,3.842895e-07,1.747785e+03,7.181193e+02,1.029666e+03,4.019917e-13,4.019917e-13,7.181193e+02,1.029666e+03
