date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c5h8fire,terpenesfire,isoprene_isoprene,isoprene_total,terpenes_monoterpenes,terpenes_total,mami,apt,c2h6sfire,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-20,4.230000e+01,-1.239000e+02,1.039244e-08,4.752796e-10,5.600942e-10,3.352827e-10,1.264116e-09,9.845906e-08,1.857300e-10,1.732879e-12,2.660316e-11,1.161718e-10,5.754611e-11,9.769039e-11,4.663021e-11,2.816914e-11,2.121596e-10,9.669575e-11,6.622357e-11,7.052622e-11,4.027869e-11,5.288203e-11,4.775264e-12,2.785407e-11,9.038542e-12,9.205922e-12,5.218331e-13,1.264214e-11,7.384430e-12,5.021412e-12,3.130998e-12,5.724090e-10,2.817899e-11,2.816914e-11,6.287570e-10,2.015720e-10,1.876630e-11,4.663021e-11,2.669685e-10,5.288203e-11,1.379691e-10,4.775264e-12,1.956264e-10,3.088553e-10,6.622357e-11,1.874629e-10,5.625418e-10,1.039244e-08,3.352827e-10,1.264116e-09,5.600942e-10,9.845906e-08,2.499870e+02,1.051099e-11,2.192683e-11,1.051099e-11,1.051099e-11,2.192683e-11,2.192683e-11,1.363420e+02,1.136450e+02,7.985030e-12,7.985030e-12,1.363420e+02,1.136450e+02
2018-08-20,4.250000e+01,-1.207000e+02,1.375470e-09,6.523445e-11,7.413012e-11,4.437565e-11,1.673095e-10,1.303135e-08,2.274245e-11,2.293517e-13,3.267054e-12,1.537569e-11,6.057486e-12,1.274223e-11,6.171645e-12,3.728269e-12,2.807994e-11,1.172070e-11,8.764884e-12,9.334354e-12,4.861221e-12,5.716976e-12,6.320203e-13,3.686568e-12,1.196278e-12,1.218431e-12,6.906614e-14,1.673225e-12,9.773510e-13,6.645987e-13,4.143968e-13,7.783586e-11,3.729571e-12,3.728269e-12,8.529370e-11,2.511974e-11,2.483775e-12,6.171645e-12,3.377516e-11,5.716976e-12,1.760345e-11,6.320203e-13,2.395244e-11,3.980064e-11,8.764884e-12,2.297180e-11,7.153732e-11,1.375470e-09,4.437565e-11,1.673095e-10,7.413012e-11,1.303135e-08,1.125016e+03,1.236587e-12,2.902081e-12,1.236587e-12,1.236587e-12,2.902081e-12,2.902081e-12,4.500130e+02,6.750034e+02,1.056842e-12,1.056842e-12,4.500130e+02,6.750034e+02
2018-08-20,4.250000e+01,-1.237000e+02,1.681130e-09,7.455367e-11,9.060348e-11,5.423690e-11,2.044893e-10,1.592720e-08,3.032327e-11,2.803187e-13,4.200499e-12,1.879250e-11,9.086227e-12,1.698963e-11,7.543122e-12,4.556772e-12,3.431993e-11,1.611596e-11,1.071263e-11,1.140865e-11,6.250141e-12,8.575464e-12,7.724692e-13,4.505805e-12,1.462117e-12,1.489193e-12,8.441417e-14,2.045053e-12,1.194540e-12,8.122872e-13,5.064850e-13,9.016282e-11,4.558365e-12,4.556772e-12,9.927796e-11,3.238454e-11,3.035725e-12,7.543122e-12,4.296338e-11,8.575464e-12,2.323977e-11,7.724692e-13,3.258771e-11,5.043588e-11,1.071263e-11,3.060359e-11,9.175211e-11,1.681130e-09,5.423690e-11,2.044893e-10,9.060348e-11,1.592720e-08,2.737857e+02,1.854881e-12,3.546988e-12,1.854881e-12,1.854881e-12,3.546988e-12,3.546988e-12,1.904689e+02,8.331680e+01,1.291696e-12,1.291696e-12,1.904689e+02,8.331680e+01
2018-08-20,4.250000e+01,-1.239000e+02,2.567545e-08,1.164901e-09,1.383762e-09,8.283454e-10,3.123110e-09,2.432518e-07,4.586395e-10,4.281232e-12,6.580781e-11,2.870128e-10,1.393222e-10,2.399786e-10,1.152040e-10,6.959434e-11,5.241590e-10,2.388092e-10,1.636112e-10,1.742413e-10,9.791889e-11,1.300612e-10,1.179771e-11,6.881594e-11,2.233052e-11,2.274404e-11,1.289235e-12,3.123353e-11,1.824389e-11,1.240584e-11,7.735408e-12,1.404950e-09,6.961866e-11,6.959434e-11,1.544163e-09,4.951509e-10,4.636379e-11,1.152040e-10,6.567187e-10,1.300612e-10,3.378975e-10,1.179771e-11,4.797564e-10,7.629682e-10,1.636112e-10,4.629207e-10,1.389500e-09,2.567545e-08,8.283454e-10,3.123110e-09,1.383762e-09,2.432518e-07,3.817870e+02,2.473174e-11,5.417218e-11,2.473174e-11,2.473174e-11,5.417218e-11,5.417218e-11,1.908908e+02,1.908962e+02,1.972772e-11,1.972772e-11,1.908908e+02,1.908962e+02
2018-08-20,4.270000e+01,-1.207000e+02,1.477102e-06,6.703307e-08,7.960752e-08,4.765452e-08,1.796718e-07,1.399422e-05,2.641915e-08,2.462982e-10,3.779515e-09,1.651178e-08,8.024655e-09,1.376160e-08,6.627662e-09,4.003746e-09,3.015474e-08,1.370443e-08,9.412511e-09,1.002406e-08,5.640406e-09,7.442074e-09,6.787196e-10,3.958964e-09,1.284669e-09,1.308459e-09,7.416936e-11,1.796858e-09,1.049566e-09,7.137052e-10,4.450161e-10,8.083664e-08,4.005145e-09,4.003746e-09,8.884553e-08,2.849539e-08,2.667298e-09,6.627662e-09,3.779035e-08,7.442074e-09,1.940201e-08,6.787196e-10,2.752280e-08,4.385917e-08,9.412511e-09,2.666545e-08,7.993712e-08,1.477102e-06,4.765452e-08,1.796718e-07,7.960752e-08,1.399422e-05,1.131180e+03,1.437533e-09,3.116512e-09,1.437533e-09,1.437533e-09,3.116512e-09,3.116512e-09,3.562653e+02,7.749150e+02,1.134931e-09,1.134931e-09,3.562653e+02,7.749150e+02
2018-08-20,4.270000e+01,-1.209000e+02,3.316412e-08,1.500393e-09,1.787360e-09,1.069946e-09,4.034017e-09,3.142002e-07,5.913037e-10,5.529924e-12,8.494343e-11,3.707249e-10,1.802102e-10,3.079371e-10,1.488052e-10,8.989270e-11,6.770388e-10,3.062032e-10,2.113311e-10,2.250616e-10,1.263918e-10,1.672215e-10,1.523871e-11,8.888725e-11,2.884358e-11,2.937772e-11,1.665261e-12,4.034331e-11,2.356502e-11,1.602421e-11,9.991567e-12,1.810398e-09,8.992412e-11,8.989270e-11,1.990214e-09,6.398224e-10,5.988656e-11,1.488052e-10,8.485141e-10,1.672215e-10,4.343289e-10,1.523871e-11,6.167892e-10,9.832419e-10,2.113311e-10,5.968336e-10,1.791407e-09,3.316412e-08,1.069946e-09,4.034017e-09,1.787360e-09,3.142002e-07,5.490165e+02,3.215127e-11,6.997240e-11,3.215127e-11,3.215127e-11,6.997240e-11,6.997240e-11,2.203653e+02,3.286512e+02,2.548164e-11,2.548164e-11,2.203653e+02,3.286512e+02
2018-08-20,4.290000e+01,-1.227000e+02,3.667921e-09,1.584265e-10,1.976803e-10,1.183351e-10,4.461586e-10,3.475026e-08,6.443695e-11,6.116045e-13,9.334442e-12,4.100183e-11,1.968683e-11,3.185556e-11,1.645772e-11,9.942048e-12,7.487985e-11,3.369700e-11,2.337302e-11,2.489161e-11,1.388920e-11,1.858017e-11,1.685388e-12,9.830848e-12,3.190074e-12,3.249149e-12,1.841764e-13,4.461933e-12,2.606269e-12,1.772263e-12,1.105058e-12,1.926526e-10,9.945524e-12,9.942048e-12,2.125402e-10,7.051951e-11,6.623399e-12,1.645772e-11,9.360063e-11,1.858017e-11,4.574477e-11,1.685388e-12,6.601033e-11,1.085769e-10,2.337302e-11,6.504855e-11,1.969984e-10,3.667921e-09,1.183351e-10,4.461586e-10,1.976803e-10,3.475026e-08,3.918317e-08,3.709762e-12,7.738882e-12,3.709762e-12,3.709762e-12,7.738882e-12,7.738882e-12,,,2.818246e-12,2.818246e-12,,
2018-08-20,4.370000e+01,-1.121000e+02,4.584901e-10,4.659605e-11,5.765676e-11,1.479188e-11,5.576982e-11,5.791710e-09,2.274245e-11,1.019341e-13,9.334443e-13,6.833638e-12,3.028743e-12,2.123704e-12,1.371477e-12,2.485512e-12,1.247998e-11,1.611596e-11,6.817132e-12,7.260053e-12,6.944602e-13,1.429244e-12,3.511224e-13,1.228856e-12,2.658395e-13,1.353812e-13,1.534803e-14,1.859139e-13,3.257837e-13,1.403042e-12,4.143968e-13,5.478954e-11,2.329136e-12,2.485512e-12,5.960420e-11,1.109124e-11,4.165687e-13,1.371477e-12,1.287928e-11,1.429244e-12,2.818164e-12,3.511224e-13,4.598531e-12,2.859593e-11,6.817132e-12,2.284439e-11,5.825745e-11,4.584901e-10,1.479188e-11,5.576982e-11,5.765676e-11,5.791710e-09,4.575009e+03,2.473175e-12,,2.473175e-12,2.473175e-12,,,3.399991e+03,1.175019e+03,,,3.399991e+03,1.175019e+03
2018-08-20,4.410000e+01,-1.221000e+02,6.113202e-10,2.795762e-11,3.294672e-11,1.972251e-11,5.576982e-11,1.013549e-08,1.516164e-11,1.783847e-13,9.334442e-13,8.542047e-12,3.028743e-12,4.247408e-12,3.428692e-12,1.242756e-12,6.239988e-12,5.860348e-12,4.869380e-12,3.111451e-12,2.083381e-12,2.858488e-12,1.404490e-13,1.638475e-12,6.645987e-13,9.476685e-13,6.139212e-14,1.859139e-13,1.085946e-13,7.384430e-13,1.841764e-13,3.200252e-11,1.217128e-12,1.242756e-12,3.446240e-11,1.320926e-11,1.673659e-12,3.428692e-12,1.831161e-11,2.858488e-12,6.330789e-12,1.404490e-13,9.329726e-12,1.210034e-11,4.869380e-12,1.534002e-11,3.230974e-11,6.113202e-10,1.972251e-11,5.576982e-11,3.294672e-11,1.013549e-08,1.085525e-08,,,,,,,,,,,,
2018-08-20,4.410000e+01,-1.223000e+02,2.063205e-08,7.548559e-10,1.144899e-09,7.149409e-10,1.654505e-09,3.359192e-07,4.927531e-10,5.912177e-12,2.893677e-11,2.818876e-10,1.135778e-10,1.571541e-10,1.069752e-10,4.432497e-11,2.371195e-10,1.670199e-10,1.616634e-10,1.089008e-10,5.902912e-11,9.290087e-11,5.056163e-12,5.406966e-11,2.060256e-11,3.005463e-11,1.910830e-12,8.737952e-12,5.103944e-12,2.429477e-11,6.538261e-12,8.926935e-10,4.467493e-11,4.432497e-11,9.816934e-10,4.495351e-10,5.256802e-11,1.069752e-10,6.090783e-10,9.290087e-11,2.161832e-10,5.056163e-12,3.141402e-10,4.041395e-10,1.616634e-10,4.986653e-10,1.064468e-09,2.063205e-08,7.149409e-10,1.654505e-09,1.144899e-09,3.359192e-07,4.124624e+02,8.656111e-12,4.836802e-12,8.656111e-12,8.656111e-12,4.836802e-12,4.836802e-12,2.749744e+02,1.374880e+02,3.522807e-13,3.522807e-13,2.749744e+02,1.374880e+02
2018-08-20,4.470000e+01,-1.203000e+02,2.292451e-09,8.387287e-11,1.317869e-10,7.889003e-11,1.858994e-10,3.764611e-08,5.685613e-11,6.625716e-13,3.267055e-12,3.245978e-11,1.211497e-11,1.698963e-11,1.165755e-11,4.971024e-12,2.807995e-11,1.904613e-11,1.850364e-11,1.244580e-11,6.944602e-12,1.000471e-11,5.617958e-13,6.144280e-12,2.259635e-12,3.384530e-12,2.148724e-13,9.295694e-13,5.429728e-13,2.732239e-12,7.367055e-13,9.958573e-11,4.941486e-12,4.971024e-12,1.094982e-10,5.071903e-11,5.859038e-12,1.165755e-11,6.823563e-11,1.000471e-11,2.393424e-11,5.617958e-13,3.450074e-11,4.712608e-11,1.850364e-11,5.751870e-11,1.231484e-10,2.292451e-09,7.889003e-11,1.858994e-10,1.317869e-10,3.764611e-08,4.033514e-08,1.236587e-12,6.449069e-13,1.236587e-12,1.236587e-12,6.449069e-13,6.449069e-13,,,,,,
2018-08-20,4.510000e+01,-1.203000e+02,5.135090e-08,1.873161e-09,2.841654e-09,1.770095e-09,4.108377e-09,8.340062e-07,1.224302e-09,1.467851e-11,7.234192e-11,7.004479e-10,2.831874e-10,3.907616e-10,2.653808e-10,1.106053e-10,5.896789e-10,4.146196e-10,4.031847e-10,2.696591e-10,1.472256e-10,2.315375e-10,1.249996e-11,1.343549e-10,5.130702e-11,7.473043e-11,4.750215e-12,2.156601e-11,1.259697e-11,6.040463e-11,1.625356e-11,2.215162e-09,1.108212e-10,1.106053e-10,2.436588e-09,1.117990e-09,1.307877e-10,2.653808e-10,1.514159e-09,2.315375e-10,5.379871e-10,1.249996e-11,7.820246e-10,1.004299e-09,4.031847e-10,1.238980e-09,2.646464e-09,5.135090e-08,1.770095e-09,4.108377e-09,2.841654e-09,8.340062e-07,8.940781e-07,2.164028e-11,1.193078e-11,2.164028e-11,2.164028e-11,1.193078e-11,1.193078e-11,,,9.394153e-13,9.394153e-13,,
2018-08-20,4.510000e+01,-1.205000e+02,5.196221e-09,1.863842e-10,2.882838e-10,1.775026e-10,4.089787e-10,8.397979e-08,1.212931e-10,1.478044e-12,7.467553e-12,7.004479e-11,2.877306e-11,4.035038e-11,2.674380e-11,1.118480e-11,5.927989e-11,4.102244e-11,4.090279e-11,2.696591e-11,1.458366e-11,2.286790e-11,1.264041e-12,1.351742e-11,5.183870e-12,7.445967e-12,4.757890e-13,2.230966e-12,1.303135e-12,6.055232e-12,1.611543e-12,2.208176e-10,1.120088e-11,1.118480e-11,2.432033e-10,1.123353e-10,1.310563e-11,2.674380e-11,1.521847e-10,2.286790e-11,5.493404e-11,1.264041e-12,7.906598e-11,1.003023e-10,4.090279e-11,1.227711e-10,2.639762e-10,5.196221e-09,1.775026e-10,4.089787e-10,2.882838e-10,8.397979e-08,9.005090e-08,1.854881e-12,1.289814e-12,1.854881e-12,1.854881e-12,1.289814e-12,1.289814e-12,,,1.174269e-13,1.174269e-13,,
2018-08-20,4.530000e+01,-1.203000e+02,7.641502e-10,2.795762e-11,4.118340e-11,2.958376e-11,5.576982e-11,1.303135e-08,1.895204e-11,2.293517e-13,9.334442e-13,1.025046e-11,4.543114e-12,6.371112e-12,4.114431e-12,1.657008e-12,9.359982e-12,5.860348e-12,5.843256e-12,4.148602e-12,2.083381e-12,4.287732e-12,2.106734e-13,2.048093e-12,7.975184e-13,1.218431e-12,7.674016e-14,3.718278e-13,2.171891e-13,9.599759e-13,2.762646e-13,3.303967e-11,1.825257e-12,1.657008e-12,3.652194e-11,1.684167e-11,2.092690e-12,4.114431e-12,2.304879e-11,4.287732e-12,8.454493e-12,2.106734e-13,1.295290e-11,1.522033e-11,5.843256e-12,1.918139e-11,4.024498e-11,7.641502e-10,2.958376e-11,5.576982e-11,4.118340e-11,1.303135e-08,1.392203e-08,6.182936e-13,3.224534e-13,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,,,,,,
2018-08-20,4.530000e+01,-1.205000e+02,7.641502e-10,2.795762e-11,4.942008e-11,2.958376e-11,7.435976e-11,1.303135e-08,1.895204e-11,2.293517e-13,9.334442e-13,1.195887e-11,4.543114e-12,6.371112e-12,4.114431e-12,1.657008e-12,9.359982e-12,7.325436e-12,6.817132e-12,4.148602e-12,2.083381e-12,4.287732e-12,2.106734e-13,2.048093e-12,7.975184e-13,1.218431e-12,7.674016e-14,3.718278e-13,2.171891e-13,9.599759e-13,2.762646e-13,3.303967e-11,1.825257e-12,1.657008e-12,3.652194e-11,1.855007e-11,2.092690e-12,4.114431e-12,2.475719e-11,4.287732e-12,8.454493e-12,2.106734e-13,1.295290e-11,1.668542e-11,6.817132e-12,1.918140e-11,4.268395e-11,7.641502e-10,2.958376e-11,7.435976e-11,4.942008e-11,1.303135e-08,1.899962e+03,6.182936e-13,3.224534e-13,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,1.399947e+03,5.000153e+02,,,1.399947e+03,5.000153e+02
2018-08-20,4.650000e+01,-1.213000e+02,2.139620e-09,9.319209e-11,1.153135e-10,6.902878e-11,2.602591e-10,2.027098e-08,3.790409e-11,3.567693e-13,5.600665e-12,2.391773e-11,1.211497e-11,1.911334e-11,9.600338e-12,5.799528e-12,4.367991e-11,1.904613e-11,1.363426e-11,1.452011e-11,8.333523e-12,1.000471e-11,9.831427e-13,5.734661e-12,1.860876e-12,1.895337e-12,1.074362e-13,2.602794e-12,1.520324e-12,1.033820e-12,6.446173e-13,1.133129e-10,5.801555e-12,5.799528e-12,1.249139e-10,4.176737e-11,3.863649e-12,9.600338e-12,5.523135e-11,1.000471e-11,2.744686e-11,9.831427e-13,3.843471e-11,6.272605e-11,1.363426e-11,3.826086e-11,1.146212e-10,2.139620e-09,6.902878e-11,2.602591e-10,1.153135e-10,2.027098e-08,2.285685e-08,1.854881e-12,4.514348e-12,1.854881e-12,1.854881e-12,4.514348e-12,4.514348e-12,,,1.643977e-12,1.643977e-12,,
2018-08-20,4.770000e+01,-1.205000e+02,2.445280e-09,1.118305e-10,1.317869e-10,7.889003e-11,2.974390e-10,2.316684e-08,4.169450e-11,4.077363e-13,6.067387e-12,2.733455e-11,1.362934e-11,2.123704e-11,1.097181e-11,6.628032e-12,4.991990e-11,2.197631e-11,1.558201e-11,1.659441e-11,9.027983e-12,1.143395e-11,1.123592e-12,6.553898e-12,2.126716e-12,2.166099e-12,1.227842e-13,2.974622e-12,1.737513e-12,1.181509e-12,7.367055e-13,1.344923e-10,6.630349e-12,6.628032e-12,1.477507e-10,4.751779e-11,4.415599e-12,1.097181e-11,6.290521e-11,1.143395e-11,3.026503e-11,1.123592e-12,4.282257e-11,7.189621e-11,1.558201e-11,4.210223e-11,1.295805e-10,2.445280e-09,7.889003e-11,2.974390e-10,1.317869e-10,2.316684e-08,3.422306e+03,2.473174e-12,5.159255e-12,2.473174e-12,2.473174e-12,5.159255e-12,5.159255e-12,2.590016e+03,8.322906e+02,1.878831e-12,1.878831e-12,2.590016e+03,8.322906e+02
2018-08-20,4.790000e+01,-1.205000e+02,3.530374e-08,1.602904e-09,1.902673e-09,1.138975e-09,4.294276e-09,3.344712e-07,6.292079e-10,5.886693e-12,9.007736e-11,3.946426e-10,1.908108e-10,3.291742e-10,1.584056e-10,9.569222e-11,7.207186e-10,3.267144e-10,2.249654e-10,2.395817e-10,1.347253e-10,1.772263e-10,1.622185e-11,9.462191e-11,3.070446e-11,3.127306e-11,1.772698e-12,4.294611e-11,2.508534e-11,1.705803e-11,1.063618e-11,1.932563e-09,9.572566e-11,9.569222e-11,2.123981e-09,6.800753e-10,6.375022e-11,1.584056e-10,9.022311e-10,1.772263e-10,4.638994e-10,1.622185e-11,6.573476e-10,1.047433e-09,2.249654e-10,6.350945e-10,1.907493e-09,3.530374e-08,1.138975e-09,4.294276e-09,1.902673e-09,3.344712e-07,3.850488e+02,3.400615e-11,7.448674e-11,3.400615e-11,3.400615e-11,7.448674e-11,7.448674e-11,2.496590e+02,1.353898e+02,2.712562e-11,2.712562e-11,2.496590e+02,1.353898e+02
2018-08-20,4.830000e+01,-1.203000e+02,7.641502e-10,3.727683e-11,4.118340e-11,2.465314e-11,9.294970e-11,7.239637e-09,1.137123e-11,1.274176e-13,1.866888e-12,8.542047e-12,4.543114e-12,6.371112e-12,3.428692e-12,2.071260e-12,1.559997e-11,7.325435e-12,4.869380e-12,5.185752e-12,2.777841e-12,4.287732e-12,3.511224e-13,2.048093e-12,6.645987e-13,6.769061e-13,3.837008e-14,9.295694e-13,5.429728e-13,3.692215e-13,2.302205e-13,4.432947e-11,2.071984e-12,2.071260e-12,4.847272e-11,1.513325e-11,1.379875e-12,3.428692e-12,1.994182e-11,4.287732e-12,9.148953e-12,3.511224e-13,1.378781e-11,2.292540e-11,4.869380e-12,1.149864e-11,3.929343e-11,7.641502e-10,2.465314e-11,9.294970e-11,4.118340e-11,7.239637e-09,8.163161e-09,6.182936e-13,1.612267e-12,6.182936e-13,6.182936e-13,1.612267e-12,1.612267e-12,,,5.871346e-13,5.871346e-13,,
2018-08-20,4.830000e+01,-1.205000e+02,2.552262e-08,1.155582e-09,1.375526e-09,8.234147e-10,3.104520e-09,2.418039e-07,4.586395e-10,4.255748e-12,6.534109e-11,2.853044e-10,1.393222e-10,2.378549e-10,1.145183e-10,6.918009e-11,5.210389e-10,2.373441e-10,1.626373e-10,1.732041e-10,9.722443e-11,1.286320e-10,1.172749e-11,6.840632e-11,2.219759e-11,2.260866e-11,1.281561e-12,3.104762e-11,1.813529e-11,1.233200e-11,7.689363e-12,1.394127e-09,6.920427e-11,6.918009e-11,1.532511e-09,4.930329e-10,4.608782e-11,1.145183e-10,6.536390e-10,1.286320e-10,3.350793e-10,1.172749e-11,4.754387e-10,7.583830e-10,1.626373e-10,4.628952e-10,1.383916e-09,2.552262e-08,8.234147e-10,3.104520e-09,1.375526e-09,2.418039e-07,1.655973e+03,2.535004e-11,5.384972e-11,2.535004e-11,2.535004e-11,5.384972e-11,5.384972e-11,9.898959e+02,6.660766e+02,1.961030e-11,1.961030e-11,9.898959e+02,6.660766e+02
2018-08-20,4.850000e+01,-1.139000e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.250011e+02,,,,2.250011e+02
2018-08-20,4.850000e+01,-1.155000e+02,4.432071e-09,1.957034e-10,2.388637e-10,1.429882e-10,5.391083e-10,4.198990e-08,7.959858e-11,7.390221e-13,1.120133e-11,4.954388e-11,2.422994e-11,4.035038e-11,1.988641e-11,1.201331e-11,9.047983e-11,4.102244e-11,2.824240e-11,3.007736e-11,1.666705e-11,2.143866e-11,2.036510e-12,1.187894e-11,3.854672e-12,3.926055e-12,2.225464e-13,5.391502e-12,3.149242e-12,2.141485e-12,1.335279e-12,2.369820e-10,1.201751e-11,1.201331e-11,2.610129e-10,8.565276e-11,8.003274e-12,1.988641e-11,1.135424e-10,2.143866e-11,5.701743e-11,2.036510e-12,8.049260e-11,1.315023e-10,2.824240e-11,8.033760e-11,2.400823e-10,4.432071e-09,1.429882e-10,5.391083e-10,2.388637e-10,4.198990e-08,8.329086e+02,4.328055e-12,9.351149e-12,4.328055e-12,4.328055e-12,9.351149e-12,9.351149e-12,6.021470e+02,2.307616e+02,3.405381e-12,3.405381e-12,6.021470e+02,2.307616e+02
2018-08-20,4.850000e+01,-1.205000e+02,1.375470e-09,6.523445e-11,7.413012e-11,4.437564e-11,1.673095e-10,1.303135e-08,2.274245e-11,2.293517e-13,3.267054e-12,1.537568e-11,7.571856e-12,1.274222e-11,6.171645e-12,3.728268e-12,2.807995e-11,1.318578e-11,8.764883e-12,9.334353e-12,4.861222e-12,7.146220e-12,6.320203e-13,3.686568e-12,1.196278e-12,1.218431e-12,6.906614e-14,1.673225e-12,9.773510e-13,6.645987e-13,4.143968e-13,7.783586e-11,3.729571e-12,3.728268e-12,8.529370e-11,2.663411e-11,2.483775e-12,6.171645e-12,3.528953e-11,7.146220e-12,1.760345e-11,6.320203e-13,2.538169e-11,4.126573e-11,8.764883e-12,2.297180e-11,7.300241e-11,1.375470e-09,4.437564e-11,1.673095e-10,7.413012e-11,1.303135e-08,7.056521e+02,1.236587e-12,2.902081e-12,1.236587e-12,1.236587e-12,2.902081e-12,2.902081e-12,4.870218e+02,2.186303e+02,1.056842e-12,1.056842e-12,4.870218e+02,2.186303e+02
2018-08-20,4.870000e+01,-1.141000e+02,4.584901e-08,2.078183e-09,2.471004e-09,1.479188e-09,5.576982e-09,4.343782e-07,8.187283e-10,7.645056e-12,1.171472e-10,5.125229e-10,2.483569e-10,4.268645e-10,2.057215e-10,1.242756e-10,9.359982e-10,4.248753e-10,2.921628e-10,3.111451e-10,1.750040e-10,2.315375e-10,2.106734e-11,1.228856e-10,3.987592e-11,4.061436e-11,2.302205e-12,5.577416e-11,3.257837e-11,2.215329e-11,1.381323e-11,2.506476e-09,1.243191e-10,1.242756e-10,2.755070e-09,8.837653e-10,8.279249e-11,2.057215e-10,1.172279e-09,2.315375e-10,6.018685e-10,2.106734e-11,8.544734e-10,1.360873e-09,2.921628e-10,8.263734e-10,2.479410e-09,4.584901e-08,1.479188e-09,5.576982e-09,2.471004e-09,4.343782e-07,9.500069e+02,4.451714e-11,9.673603e-11,4.451714e-11,4.451714e-11,9.673603e-11,9.673603e-11,6.500054e+02,3.000015e+02,3.522807e-11,3.522807e-11,6.500054e+02,3.000015e+02
2018-08-20,4.870000e+01,-1.139000e+02,8.772445e-08,3.979302e-09,4.727854e-09,2.830180e-09,1.067063e-08,8.311103e-07,1.569229e-09,1.462754e-11,2.244933e-10,9.806270e-10,4.755126e-10,8.176261e-10,3.936138e-10,2.377807e-10,1.790876e-09,8.131233e-10,5.590048e-10,5.953243e-10,3.347298e-10,4.416364e-10,4.030885e-11,2.351211e-10,7.629593e-11,7.770882e-11,4.404885e-12,1.067146e-10,6.233328e-11,4.238663e-11,2.642931e-11,4.799120e-09,2.378638e-10,2.377807e-10,5.274764e-09,1.691261e-09,1.584096e-10,3.936138e-10,2.243284e-09,4.416364e-10,1.152356e-09,4.030885e-11,1.634301e-09,2.604000e-09,5.590048e-10,1.583857e-09,4.746861e-09,8.772445e-08,2.830180e-09,1.067063e-08,4.727854e-09,8.311103e-07,1.201672e+03,8.532451e-11,1.850883e-10,8.532451e-11,8.532451e-11,1.850883e-10,1.850883e-10,8.466223e+02,3.550501e+02,6.740305e-11,6.740305e-11,8.466223e+02,3.550501e+02
2018-08-20,4.870000e+01,-1.181000e+02,7.794332e-09,3.541299e-10,4.200707e-10,2.514620e-10,9.480869e-10,7.384430e-08,1.402451e-10,1.299660e-12,2.006905e-11,8.712889e-11,4.240240e-11,7.220594e-11,3.497266e-11,2.112685e-11,1.591197e-10,7.325435e-11,4.966767e-11,5.289467e-11,2.986179e-11,4.001883e-11,3.581449e-12,2.089055e-11,6.778906e-12,6.904442e-12,3.913748e-13,9.481607e-12,5.538322e-12,3.766059e-12,2.348249e-12,4.270936e-10,2.113424e-11,2.112685e-11,4.693547e-10,1.504218e-10,1.407472e-11,3.497266e-11,1.994692e-10,4.001883e-11,1.020677e-10,3.581449e-12,1.456680e-10,2.323740e-10,4.966767e-11,1.415448e-10,4.235865e-10,7.794332e-09,2.514620e-10,9.480869e-10,4.200707e-10,7.384430e-08,8.326424e-08,7.419523e-12,1.644512e-11,7.419523e-12,7.419523e-12,1.644512e-11,1.644512e-11,,,5.988772e-12,5.988772e-12,,
2018-08-20,4.870000e+01,-1.203000e+02,1.710168e-07,7.762901e-09,9.216845e-09,5.517371e-09,2.080214e-08,1.620231e-06,3.058860e-09,2.851606e-11,4.377853e-10,1.911710e-09,9.283095e-10,1.594902e-09,7.673412e-10,4.635480e-10,3.491273e-09,1.586689e-09,1.089767e-09,1.160571e-09,6.534870e-10,8.618341e-10,7.858120e-11,4.583633e-10,1.487372e-10,1.514916e-10,8.587223e-12,2.080376e-10,1.215173e-10,8.263177e-11,5.152334e-11,9.361257e-09,4.637100e-10,4.635480e-10,1.028851e-08,3.298383e-09,3.088160e-10,7.673412e-10,4.374540e-09,8.618341e-10,2.248389e-09,7.858120e-11,3.188804e-09,5.077962e-09,1.089767e-09,3.087376e-09,9.255105e-09,1.710168e-07,5.517371e-09,2.080214e-08,9.216845e-09,1.620231e-06,1.744222e+03,1.669393e-10,3.608254e-10,1.669393e-10,1.669393e-10,3.608254e-10,3.608254e-10,6.188733e+02,1.125349e+03,1.314007e-10,1.314007e-10,6.188733e+02,1.125349e+03
