date,lat,lon,mami,apt,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,other_combustion_rate,other_total,c2h6sfire,other_dms
2018-08-02,3.110000e+01,-9.930000e+01,1.649977e+03,6.000204e+02,5.854615e-10,2.237150e-11,3.505898e-11,2.098694e-11,4.747624e-11,9.860838e-09,1.516530e-11,1.735507e-13,9.336696e-13,7.998926e-12,3.635368e-12,2.473772e-13,1.372505e-13,4.248434e-12,3.210689e-12,1.234269e-12,6.640043e-12,4.828360e-12,4.974300e-12,3.090202e-12,1.667107e-12,2.859178e-12,1.494533e-13,1.569168e-12,6.223422e-13,8.643641e-13,5.552885e-14,2.373997e-13,1.386680e-13,7.229227e-13,1.959842e-13,2.639537e-11,1.294975e-12,1.234269e-12,2.892461e-11,1.320346e-11,1.542235e-12,3.210689e-12,1.795639e-11,2.473772e-13,2.473772e-13,2.859178e-12,5.915541e-12,1.494533e-13,8.924172e-12,1.146840e-11,4.974300e-12,1.533885e-11,3.178155e-11,1.372505e-13,1.372505e-13,5.854615e-10,2.098694e-11,4.747624e-11,3.505898e-11,1.649977e+03,6.000204e+02,9.860838e-09,2.249998e+03,,
2018-08-02,3.110000e+01,-9.909999e+01,1.649977e+03,6.000204e+02,9.757692e-10,3.728583e-11,5.609437e-11,3.357911e-11,7.912707e-11,1.602386e-08,2.426447e-11,2.820200e-13,1.493871e-12,1.381633e-11,5.453053e-12,4.947543e-13,2.745011e-13,7.647180e-12,5.253855e-12,2.115890e-12,1.195207e-11,7.846084e-12,7.875975e-12,5.297489e-12,2.778512e-12,4.574684e-12,2.391253e-13,2.615279e-12,1.018378e-12,1.440607e-12,9.145928e-14,3.956661e-13,2.311134e-13,1.162963e-12,3.135747e-13,4.407719e-11,2.103317e-12,2.115890e-12,4.829640e-11,2.188466e-11,2.550444e-12,5.253855e-12,2.968896e-11,4.947543e-13,4.947543e-13,4.574684e-12,1.042569e-11,2.391253e-13,1.523950e-11,1.979816e-11,7.875975e-12,2.454649e-11,5.222062e-11,2.745011e-13,2.745011e-13,9.757692e-10,3.357911e-11,7.912707e-11,5.609437e-11,1.649977e+03,6.000204e+02,1.602386e-08,2.249998e+03,,
2018-08-02,3.170000e+01,-1.019000e+02,,,2.602051e-10,7.457166e-12,1.402359e-11,8.394778e-12,1.582541e-11,3.697814e-09,6.066118e-12,6.508153e-14,3.734678e-13,2.908701e-12,1.211789e-12,,,1.699373e-12,1.167523e-12,5.289724e-13,2.656017e-12,1.810635e-12,1.658100e-12,1.324372e-12,5.557022e-13,1.143671e-12,5.978134e-14,6.974078e-13,2.263062e-13,3.457456e-13,2.286482e-14,7.913323e-14,4.622268e-14,2.828828e-13,7.839366e-14,9.155006e-12,4.866324e-13,5.289724e-13,1.017061e-11,4.817898e-12,5.949167e-13,1.167523e-12,6.580338e-12,,,1.143671e-12,2.255076e-12,5.978134e-14,3.458528e-12,4.466652e-12,1.658100e-12,6.131199e-12,1.225595e-11,,,2.602051e-10,8.394778e-12,1.582541e-11,1.402359e-11,,,3.697814e-09,3.996263e-09,,
2018-08-02,3.170000e+01,-1.017000e+02,,,5.854615e-10,2.237150e-11,3.505898e-11,2.098694e-11,4.747624e-11,9.860838e-09,1.516529e-11,1.735507e-13,9.336695e-13,7.998927e-12,3.635368e-12,2.473771e-13,1.372505e-13,4.248434e-12,3.210689e-12,1.234269e-12,6.640042e-12,4.828360e-12,4.974300e-12,3.090202e-12,1.667107e-12,2.859178e-12,1.494533e-13,1.569168e-12,6.223422e-13,8.643641e-13,5.552885e-14,2.373997e-13,1.386680e-13,7.229227e-13,1.959842e-13,2.639537e-11,1.294975e-12,1.234269e-12,2.892461e-11,1.320346e-11,1.542235e-12,3.210689e-12,1.795639e-11,2.473771e-13,2.473771e-13,2.859178e-12,5.915541e-12,1.494533e-13,8.924172e-12,1.146840e-11,4.974300e-12,1.533884e-11,3.178155e-11,1.372505e-13,1.372505e-13,5.854615e-10,2.098694e-11,4.747624e-11,3.505898e-11,,,9.860838e-09,1.054982e-08,,
2018-08-02,3.230000e+01,-1.019000e+02,,,8.456665e-10,2.982866e-11,4.557667e-11,2.938172e-11,6.330165e-11,1.355865e-08,1.971488e-11,2.386323e-13,1.120403e-12,1.163480e-11,4.847158e-12,2.473771e-13,1.372505e-13,6.797494e-12,4.378212e-12,1.763241e-12,9.296059e-12,6.638994e-12,6.632400e-12,4.414574e-12,2.500660e-12,4.002849e-12,2.092347e-13,2.266575e-12,8.486484e-13,1.210110e-12,7.839366e-14,3.165329e-13,1.848907e-13,9.743741e-13,2.743778e-13,3.536364e-11,1.750176e-12,1.763241e-12,3.887706e-11,1.874854e-11,2.137152e-12,4.378212e-12,2.526390e-11,2.473771e-13,2.473771e-13,4.002849e-12,9.298154e-12,2.092347e-13,1.351024e-11,1.593505e-11,6.632400e-12,1.995351e-11,4.252097e-11,1.372505e-13,1.372505e-13,8.456665e-10,2.938172e-11,6.330165e-11,4.557667e-11,,,1.355865e-08,1.454258e-08,,
2018-08-02,3.330000e+01,-9.509999e+01,,,1.431128e-09,5.220016e-11,8.063565e-11,5.036867e-11,1.186906e-10,2.403579e-08,3.488018e-11,4.230300e-13,2.054073e-12,2.036091e-11,7.876632e-12,4.947542e-13,2.745011e-13,1.104593e-11,7.588901e-12,3.173834e-12,1.726411e-11,1.207090e-11,1.160670e-11,7.504776e-12,4.167767e-12,6.862027e-12,3.586880e-13,3.835743e-12,1.470991e-12,2.132098e-12,1.371889e-13,6.330658e-13,3.697814e-13,1.728728e-12,4.703620e-13,6.175901e-11,3.201937e-12,3.173834e-12,6.813478e-11,3.207328e-11,3.740278e-12,7.588901e-12,4.340246e-11,4.947542e-13,4.947542e-13,6.862027e-12,1.521369e-11,3.586880e-13,2.243441e-11,2.933501e-11,1.160670e-11,3.530320e-11,7.624491e-11,2.745011e-13,2.745011e-13,1.431128e-09,5.036867e-11,1.186906e-10,8.063565e-11,,,2.403579e-08,2.571667e-08,4.998212e-14,4.998212e-14
2018-08-02,3.350000e+01,-1.175000e+02,,,1.951538e-10,7.457166e-12,1.051769e-11,6.296084e-12,1.582541e-11,3.081512e-09,4.549588e-12,5.423461e-14,1.867339e-13,2.181526e-12,1.211789e-12,,,1.699373e-12,8.756424e-13,3.526482e-13,2.656017e-12,1.207090e-12,1.243575e-12,8.829148e-13,5.557022e-13,5.718355e-13,2.989067e-14,5.230558e-13,1.697297e-13,2.881214e-13,1.633201e-14,7.913323e-14,4.622268e-14,2.200200e-13,5.879525e-14,8.526815e-12,4.041711e-13,3.526482e-13,9.283635e-12,3.916371e-12,4.741830e-13,8.756424e-13,5.266197e-12,,,5.718355e-13,2.255076e-12,2.989067e-14,2.856802e-12,3.863107e-12,1.243575e-12,4.603823e-12,9.710505e-12,,,1.951538e-10,6.296084e-12,1.582541e-11,1.051769e-11,,,3.081512e-09,3.309305e-09,,
2018-08-02,3.370000e+01,-9.609999e+01,,,5.854615e-10,2.237150e-11,3.155308e-11,1.888825e-11,4.747624e-11,9.244536e-09,1.364876e-11,1.627038e-13,7.469356e-13,7.998927e-12,3.029474e-12,2.473771e-13,1.372505e-13,4.248434e-12,2.918808e-12,1.234269e-12,6.640042e-12,4.828360e-12,4.559775e-12,3.090202e-12,1.667107e-12,2.287342e-12,1.494533e-13,1.569168e-12,5.657656e-13,8.067398e-13,5.226244e-14,2.373997e-13,1.386680e-13,6.600598e-13,1.763857e-13,2.620863e-11,1.212513e-12,1.234269e-12,2.865541e-11,1.259757e-11,1.424768e-12,2.918808e-12,1.694114e-11,2.473771e-13,2.473771e-13,2.287342e-12,5.915541e-12,1.494533e-13,8.352336e-12,1.146840e-11,4.559775e-12,1.381147e-11,2.983964e-11,1.372505e-13,1.372505e-13,5.854615e-10,1.888825e-11,4.747624e-11,3.155308e-11,,,9.244536e-09,9.927914e-09,,
2018-08-02,3.370000e+01,-9.590001e+01,6.499946e+02,4.124886e+02,3.642872e-09,1.342290e-10,2.033421e-10,1.259217e-10,2.927701e-10,5.916503e-08,8.795870e-11,1.041305e-12,5.228548e-12,5.017509e-11,1.999453e-11,1.484263e-12,8.235033e-13,2.803966e-11,1.897225e-11,7.934585e-12,4.249627e-11,2.957370e-11,2.860222e-11,1.942412e-11,1.055834e-11,1.658323e-11,8.967200e-13,9.589357e-12,3.677476e-12,5.301433e-12,3.397059e-13,1.503531e-12,8.782309e-13,4.306105e-12,1.156307e-12,1.588817e-10,7.844174e-12,7.934585e-12,1.746604e-10,7.975897e-11,9.318615e-12,1.897225e-11,1.080498e-10,1.484263e-12,1.484263e-12,1.658323e-11,3.859800e-11,8.967200e-13,5.607795e-11,7.206997e-11,2.860222e-11,8.900001e-11,1.896722e-10,8.235033e-13,8.235033e-13,3.642872e-09,1.259217e-10,2.927701e-10,2.033421e-10,6.499946e+02,4.124886e+02,5.916503e-08,1.062483e+03,4.998212e-14,4.998212e-14
2018-08-02,3.390000e+01,-9.730000e+01,,,3.252564e-10,1.118575e-11,1.752949e-11,1.049347e-11,2.373812e-11,4.930419e-09,7.582647e-12,8.677537e-14,3.734678e-13,4.363051e-12,1.817684e-12,2.473771e-13,1.372505e-13,2.549060e-12,1.459404e-12,7.052964e-13,3.984025e-12,2.414180e-12,2.487150e-12,1.765830e-12,8.335534e-13,1.143671e-12,8.967200e-14,8.717597e-13,2.828828e-13,4.609942e-13,2.939762e-14,1.582665e-13,9.244536e-14,3.771771e-13,9.799208e-14,1.332505e-11,7.258810e-13,7.052964e-13,1.475622e-11,7.052495e-12,7.732746e-13,1.459404e-12,9.285173e-12,2.473771e-13,2.473771e-13,1.143671e-12,3.382614e-12,8.967200e-14,4.615957e-12,6.398205e-12,2.487150e-12,7.669422e-12,1.655478e-11,1.372505e-13,1.372505e-13,3.252564e-10,1.049347e-11,2.373812e-11,1.752949e-11,,,4.930419e-09,5.307437e-09,,
