date,lat,lon,mami,apt,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,other_combustion_rate,other_total,c2h6sfire,other_dms
2018-08-30,3.130000e+01,-1.003000e+02,1.150047e+03,6.249905e+02,3.056601e-09,1.118305e-10,1.647336e-10,1.035432e-10,2.416692e-10,4.922953e-08,7.201777e-11,8.664397e-13,4.200499e-12,4.100183e-11,1.665809e-11,1.236587e-12,6.449069e-13,2.336075e-11,1.577198e-11,6.628033e-12,3.431993e-11,2.490648e-11,2.337303e-11,1.555726e-11,9.027984e-12,1.429244e-11,7.022448e-13,7.782754e-12,3.057154e-12,4.467580e-12,2.762646e-13,1.301397e-12,7.601619e-13,3.544526e-12,9.669259e-13,1.315883e-10,6.573011e-12,6.628033e-12,1.447893e-10,6.544267e-11,7.800999e-12,1.577198e-11,8.901565e-11,1.236587e-12,1.236587e-12,1.429244e-11,3.238873e-11,7.022448e-13,4.738341e-11,5.922642e-11,2.337303e-11,7.288421e-11,1.554837e-10,6.449069e-13,6.449069e-13,3.056601e-09,1.035432e-10,2.416692e-10,1.647336e-10,1.150047e+03,6.249905e+02,4.922953e-08,1.775037e+03,,
2018-08-30,3.130000e+01,-9.409999e+01,,,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,5.576982e-11,4.343782e-09,7.580818e-12,7.645056e-14,1.400166e-12,5.125229e-12,3.028743e-12,6.182936e-13,9.673603e-13,4.247408e-12,2.057215e-12,1.242756e-12,9.359982e-12,4.395261e-12,2.921628e-12,3.111451e-12,2.083381e-12,2.858488e-12,2.106734e-13,1.228856e-12,3.987592e-13,4.061436e-13,2.302205e-14,5.577416e-13,3.257837e-13,2.215329e-13,1.381323e-13,2.315004e-11,1.243190e-12,1.242756e-12,2.563598e-11,9.382828e-12,8.279249e-13,2.057215e-12,1.226797e-11,6.182936e-13,6.182936e-13,2.858488e-12,6.330789e-12,2.106734e-13,9.399950e-12,1.375524e-11,2.921628e-12,7.657269e-12,2.433414e-11,9.673603e-13,9.673603e-13,4.584901e-10,1.479188e-11,5.576982e-11,2.471004e-11,,,4.343782e-09,4.897896e-09,3.522807e-13,3.522807e-13
2018-08-30,3.150000e+01,-9.550000e+01,,,9.169802e-10,3.727683e-11,4.942008e-11,2.958376e-11,1.115396e-10,8.687564e-09,1.516164e-11,1.529011e-13,2.333610e-12,1.025046e-11,4.543114e-12,6.182936e-13,1.934721e-12,8.494817e-12,4.114431e-12,2.485512e-12,1.871996e-11,7.325435e-12,5.843256e-12,6.222902e-12,3.472301e-12,4.287732e-12,4.213469e-13,2.457712e-12,7.975184e-13,8.122872e-13,4.604409e-14,1.115483e-12,6.515673e-13,4.430658e-13,2.762646e-13,4.583335e-11,2.486381e-12,2.485512e-12,5.080524e-11,1.725128e-11,1.655850e-12,4.114431e-12,2.302156e-11,6.182936e-13,6.182936e-13,4.287732e-12,1.196712e-11,4.213469e-13,1.667620e-11,2.604540e-11,5.843256e-12,1.531454e-11,4.720319e-11,1.934721e-12,1.934721e-12,9.169802e-10,2.958376e-11,1.115396e-10,4.942008e-11,,,8.687564e-09,9.795793e-09,7.045615e-13,7.045615e-13
2018-08-30,3.170000e+01,-1.017000e+02,,,1.833960e-09,6.523446e-11,1.070768e-10,6.409815e-11,1.487195e-10,3.040648e-08,4.548490e-11,5.351540e-13,2.800332e-12,2.562614e-11,1.060060e-11,6.182936e-13,3.224534e-13,1.486593e-11,9.600338e-12,4.142520e-12,2.183996e-11,1.611596e-11,1.460814e-11,1.037150e-11,5.555682e-12,8.575464e-12,4.915714e-13,4.915424e-12,1.860876e-12,2.843005e-12,1.765024e-13,7.436555e-13,4.343782e-13,2.215329e-12,5.985732e-13,7.840629e-11,3.991936e-12,4.142520e-12,8.654075e-11,4.114217e-11,4.880384e-12,9.600338e-12,5.562289e-11,6.182936e-13,6.182936e-13,8.575464e-12,2.042161e-11,4.915714e-13,2.948865e-11,3.795592e-11,1.460814e-11,4.602006e-11,9.858411e-11,3.224534e-13,3.224534e-13,1.833960e-09,6.409815e-11,1.487195e-10,1.070768e-10,,,3.040648e-08,3.256033e-08,,
2018-08-30,3.250000e+01,-9.709999e+01,,,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,,1.708410e-12,,,,,6.857384e-13,4.142520e-13,,1.465087e-12,9.738759e-13,1.037150e-12,6.944602e-13,,,4.096187e-13,1.329197e-13,1.353812e-13,1.534803e-14,,,1.476886e-13,4.604409e-14,1.035636e-11,1.937327e-13,4.142520e-13,1.096434e-11,2.118028e-12,2.836490e-13,6.857384e-13,3.087416e-12,,,,6.944602e-13,,6.944602e-13,1.465087e-12,9.738759e-13,3.841376e-12,6.280339e-12,,,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,,2.895855e-09,3.080442e-09,,
2018-08-30,3.250000e+01,-9.590001e+01,,,7.641502e-10,2.795762e-11,4.118340e-11,2.465314e-11,5.576982e-11,1.158342e-08,1.895204e-11,2.038682e-13,9.334442e-13,1.025046e-11,4.543114e-12,6.182936e-13,3.224534e-13,6.371112e-12,4.114431e-12,1.657008e-12,9.359982e-12,5.860348e-12,5.843256e-12,4.148602e-12,2.083381e-12,2.858488e-12,2.106734e-13,2.048093e-12,7.975184e-13,1.083050e-12,6.906614e-14,3.718278e-13,2.171891e-13,8.861316e-13,2.302205e-13,3.303967e-11,1.705369e-12,1.657008e-12,3.640205e-11,1.684167e-11,1.949634e-12,4.114431e-12,2.290573e-11,6.182936e-13,6.182936e-13,2.858488e-12,8.454493e-12,2.106734e-13,1.152365e-11,1.522033e-11,5.843256e-12,1.915591e-11,4.021950e-11,3.224534e-13,3.224534e-13,7.641502e-10,2.465314e-11,5.576982e-11,4.118340e-11,,,1.158342e-08,1.246918e-08,,
2018-08-30,3.270000e+01,-1.157000e+02,,,1.069810e-09,3.727683e-11,5.765676e-11,3.451439e-11,7.435976e-11,1.737513e-08,2.274245e-11,3.058023e-13,1.400166e-12,1.366728e-11,6.057485e-12,6.182936e-13,3.224534e-13,8.494817e-12,5.485907e-12,2.071260e-12,1.247998e-11,8.790522e-12,7.791007e-12,5.185752e-12,2.777841e-12,4.287732e-12,2.808979e-13,2.867331e-12,1.063358e-12,1.489193e-12,9.208818e-14,3.718278e-13,2.171891e-13,1.181509e-12,3.223086e-13,4.386275e-11,2.092834e-12,2.071260e-12,4.802684e-11,2.259209e-11,2.644639e-12,5.485907e-12,3.072264e-11,6.182936e-13,6.182936e-13,4.287732e-12,1.127266e-11,2.808979e-13,1.584129e-11,2.127050e-11,7.791007e-12,2.304825e-11,5.210976e-11,3.224534e-13,3.224534e-13,1.069810e-09,3.451439e-11,7.435976e-11,5.765676e-11,,,1.737513e-08,1.861147e-08,,
2018-08-30,3.270000e+01,-1.151000e+02,,,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,3.416819e-12,1.514371e-12,,,2.123704e-12,1.371477e-12,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,2.658395e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,5.340809e-12,5.519499e-13,1.371477e-12,7.264236e-12,,,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,1.947752e-12,3.841376e-12,1.037421e-11,,,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,,2.895855e-09,3.080442e-09,,
2018-08-30,3.310000e+01,-9.409999e+01,,,4.584901e-10,4.659604e-11,4.942008e-11,9.861254e-12,3.717988e-11,4.343782e-09,1.895204e-11,7.645056e-14,9.334442e-13,6.833638e-12,3.028743e-12,1.854881e-12,,2.123704e-12,1.371477e-12,2.071260e-12,9.359982e-12,1.318578e-11,5.843256e-12,6.222902e-12,6.944602e-13,1.429244e-12,3.511224e-13,8.192373e-13,2.658395e-13,1.353812e-13,1.534803e-14,1.859139e-13,3.257837e-13,1.255353e-12,3.683527e-13,5.375239e-11,2.135403e-12,2.071260e-12,5.795905e-11,1.068162e-11,4.165687e-13,1.371477e-12,1.246966e-11,1.854881e-12,1.854881e-12,1.429244e-12,2.818165e-12,3.511224e-13,4.598531e-12,2.254577e-11,5.843256e-12,1.902849e-11,4.741751e-11,,,4.584901e-10,9.861254e-12,3.717988e-11,4.942008e-11,,,4.343782e-09,4.898733e-09,,
2018-08-30,3.330000e+01,-9.630000e+01,,,2.292451e-09,8.387287e-11,1.235502e-10,7.889003e-11,1.858994e-10,3.764611e-08,5.306572e-11,6.625716e-13,3.267055e-12,3.075137e-11,1.211497e-11,1.236587e-12,6.449069e-13,1.698963e-11,1.165755e-11,4.971024e-12,2.495995e-11,1.904613e-11,1.850364e-11,1.244580e-11,6.944602e-12,1.000471e-11,5.617958e-13,6.144280e-12,2.259635e-12,3.384530e-12,2.148724e-13,9.295694e-13,5.429728e-13,2.732239e-12,7.367055e-13,9.958573e-11,4.941486e-12,4.971024e-12,1.094982e-10,4.901062e-11,5.859038e-12,1.165755e-11,6.652721e-11,1.236587e-12,1.236587e-12,1.000471e-11,2.393424e-11,5.617958e-13,3.450074e-11,4.400608e-11,1.850364e-11,5.372829e-11,1.162380e-10,6.449069e-13,6.449069e-13,2.292451e-09,7.889003e-11,1.858994e-10,1.235502e-10,,,3.764611e-08,4.032690e-08,,
