date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-25,3.170000e+01,-1.017000e+02,5.349051e-09,1.957034e-10,2.965205e-10,1.824332e-10,4.275686e-10,8.687564e-08,1.250835e-10,1.529011e-12,7.467553e-12,7.175320e-11,2.877306e-11,2.473174e-12,1.289814e-12,4.035038e-11,2.742954e-11,1.159906e-11,6.239988e-11,4.248752e-11,4.187667e-11,2.800306e-11,1.174269e-13,1.527812e-11,2.429715e-11,1.264041e-12,1.392703e-11,5.316790e-12,7.716729e-12,4.911370e-13,2.230966e-12,1.303135e-12,6.276765e-12,1.703631e-12,2.311740e-10,1.151450e-11,1.159906e-11,2.542875e-10,1.144533e-10,1.352466e-11,2.742954e-11,1.554075e-10,2.473174e-12,2.473174e-12,2.429715e-11,5.562850e-11,1.264041e-12,8.118969e-11,1.048874e-10,4.187667e-11,1.266125e-10,2.733766e-10,1.289814e-12,1.289814e-12,5.349051e-09,1.824332e-10,4.275686e-10,2.965205e-10,1.174269e-13,8.687564e-08,9.313133e-08,,,,
2018-08-25,3.270000e+01,-1.155000e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,6.833638e-12,3.028743e-12,,,4.247408e-12,2.742954e-12,1.242756e-12,6.239988e-12,4.395261e-12,3.895504e-12,2.074301e-12,,1.388920e-12,2.858488e-12,1.404490e-13,1.228856e-12,5.316789e-13,6.769061e-13,4.604409e-14,1.859139e-13,1.085946e-13,5.907544e-13,1.381323e-13,2.117944e-11,1.023395e-12,1.242756e-12,2.344559e-11,1.109124e-11,1.254629e-12,2.742954e-12,1.508882e-11,,,2.858488e-12,5.636329e-12,1.404490e-13,8.635266e-12,1.063525e-11,3.895504e-12,1.149864e-11,2.602940e-11,,,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,,7.239637e-09,7.774808e-09,,,,
2018-08-25,3.350000e+01,-9.430000e+01,6.113202e-10,1.863842e-11,3.294672e-11,1.972251e-11,3.717988e-11,8.687564e-09,1.516164e-11,1.529011e-13,9.334442e-13,8.542048e-12,3.028743e-12,,,4.247408e-12,2.742954e-12,1.242756e-12,6.239988e-12,4.395261e-12,4.869380e-12,3.111451e-12,,1.388920e-12,2.858488e-12,1.404490e-13,1.638475e-12,5.316789e-13,8.122872e-13,5.371811e-14,1.859139e-13,1.085946e-13,6.645987e-13,1.841764e-13,2.268331e-11,1.143283e-12,1.242756e-12,2.506935e-11,1.320927e-11,1.397684e-12,2.742954e-12,1.734990e-11,,,2.858488e-12,5.636329e-12,1.404490e-13,8.635266e-12,1.063525e-11,4.869380e-12,1.531454e-11,3.081917e-11,,,6.113202e-10,1.972251e-11,3.717988e-11,3.294672e-11,,8.687564e-09,5.500068e+02,1.999924e+02,3.500145e+02,1.999924e+02,3.500145e+02
2018-08-25,3.350000e+01,-1.109000e+02,4.737731e-09,1.770650e-10,2.635737e-10,1.627107e-10,3.903887e-10,7.818808e-08,1.137123e-10,1.376110e-12,6.534109e-12,6.491957e-11,2.574431e-11,1.854881e-12,9.673603e-13,3.610297e-11,2.468658e-11,1.035630e-11,5.615989e-11,3.809227e-11,3.700729e-11,2.489161e-11,1.174269e-13,1.388920e-11,2.143866e-11,1.193816e-12,1.228856e-11,4.785110e-12,6.904442e-12,4.450929e-13,2.045053e-12,1.194540e-12,5.612167e-12,1.519455e-12,2.084907e-10,1.037121e-11,1.035630e-11,2.292182e-10,1.029524e-10,1.213464e-11,2.468658e-11,1.397737e-10,1.854881e-12,1.854881e-12,2.143866e-11,4.999218e-11,1.193816e-12,7.262465e-11,9.425216e-11,3.700729e-11,1.150884e-10,2.463478e-10,9.673603e-13,9.673603e-13,4.737731e-09,1.627107e-10,3.903887e-10,2.635737e-10,1.174269e-13,7.818808e-08,1.775051e+03,1.336417e+03,4.386340e+02,1.336417e+03,4.386340e+02
2018-08-25,3.390000e+01,-9.530000e+01,6.113202e-10,2.795762e-11,4.118340e-11,2.465314e-11,5.576982e-11,1.158342e-08,1.516164e-11,2.038682e-13,9.334443e-13,8.542047e-12,3.028743e-12,,,4.247408e-12,3.428692e-12,1.657008e-12,6.239988e-12,5.860348e-12,4.869380e-12,3.111451e-12,,2.083381e-12,2.858488e-12,1.404490e-13,1.638475e-12,6.645987e-13,9.476685e-13,6.139212e-14,3.718278e-13,2.171891e-13,8.122872e-13,2.302205e-13,3.200252e-11,1.631525e-12,1.657008e-12,3.529105e-11,1.320927e-11,1.673659e-12,3.428692e-12,1.831162e-11,,,2.858488e-12,6.330789e-12,1.404490e-13,9.329727e-12,1.210034e-11,4.869380e-12,1.536550e-11,3.233522e-11,,,6.113202e-10,2.465314e-11,5.576982e-11,4.118340e-11,,1.158342e-08,6.749454e+02,3.499565e+02,3.249889e+02,3.499565e+02,3.249889e+02
2018-08-25,3.550000e+01,-9.809999e+01,3.056601e-10,1.863842e-11,1.647336e-11,9.861254e-12,3.717988e-11,5.791710e-09,7.580818e-12,1.019341e-13,,3.416819e-12,3.028743e-12,,,4.247408e-12,1.371477e-12,8.285040e-13,6.239988e-12,2.930174e-12,1.947752e-12,2.074301e-12,,1.388920e-12,,1.404490e-13,8.192373e-13,2.658395e-13,5.415248e-13,3.069606e-14,,,3.692215e-13,9.208818e-14,2.071272e-11,4.613096e-13,8.285040e-13,2.200253e-11,7.264799e-12,8.380603e-13,1.371477e-12,9.474336e-12,,,,5.636329e-12,1.404490e-13,5.776778e-12,9.170162e-12,1.947752e-12,7.682752e-12,1.880067e-11,,,3.056601e-10,9.861254e-12,3.717988e-11,1.647336e-11,,5.791710e-09,6.160884e-09,,,,
2018-08-25,3.670000e+01,-1.185000e+02,1.528300e-10,9.319208e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,1.708409e-12,1.514371e-12,,,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738759e-13,1.037150e-12,,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,3.632400e-12,4.190302e-13,6.857384e-13,4.737168e-12,,,1.429244e-12,2.818164e-12,7.022448e-14,4.317633e-12,4.585081e-12,9.738759e-13,3.841376e-12,9.400333e-12,,,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,2.895855e-09,1.599944e+03,1.199954e+03,3.999893e+02,1.199954e+03,3.999893e+02
2018-08-25,3.710000e+01,-1.207000e+02,6.113202e-10,4.659604e-11,5.765676e-11,1.479188e-11,5.576982e-11,5.791710e-09,2.274245e-11,1.019341e-13,9.334442e-13,8.542047e-12,3.028743e-12,2.473174e-12,,4.247408e-12,1.371477e-12,2.485512e-12,1.247998e-11,1.611596e-11,6.817132e-12,7.260053e-12,,1.388920e-12,1.429244e-12,4.213469e-13,1.228856e-12,2.658395e-13,1.353812e-13,2.302205e-14,1.859139e-13,3.257837e-13,1.476886e-12,4.143968e-13,5.478954e-11,2.402980e-12,2.485512e-12,5.967803e-11,1.279965e-11,4.242427e-13,1.371477e-12,1.459536e-11,2.473174e-12,2.473174e-12,1.429244e-12,5.636329e-12,4.213469e-13,7.486920e-12,2.859593e-11,6.817132e-12,2.284439e-11,5.825745e-11,,,6.113202e-10,1.479188e-11,5.576982e-11,5.765676e-11,,5.791710e-09,6.531248e-09,,,,
2018-08-25,3.750000e+01,-1.031000e+02,1.528300e-10,,8.236680e-12,4.930627e-12,1.858994e-11,1.447927e-09,3.790409e-12,2.548352e-14,,1.708410e-12,,,,,6.857384e-13,4.142520e-13,,1.465087e-12,9.738759e-13,1.037150e-12,,,,,4.096187e-13,1.329197e-13,1.353812e-13,7.674015e-15,,,1.476886e-13,4.604409e-14,1.037150e-12,1.937327e-13,4.142520e-13,1.645135e-12,2.118028e-12,2.759750e-13,6.857384e-13,3.079742e-12,,,,,,,1.465087e-12,9.738759e-13,3.815892e-12,6.254856e-12,,,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,1.447927e-09,1.632515e-09,,,,
2018-08-25,3.770000e+01,-1.193000e+02,1.528300e-10,9.319208e-12,8.236680e-12,4.930627e-12,1.858994e-11,1.447927e-09,3.790409e-12,2.548352e-14,4.667221e-13,1.708409e-12,1.514371e-12,,3.224534e-13,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738759e-13,1.037150e-12,1.174269e-13,6.944601e-13,1.429244e-12,7.022447e-14,4.096187e-13,1.329197e-13,1.353812e-13,7.674015e-15,1.859139e-13,1.085946e-13,7.384430e-14,4.604409e-14,1.082308e-11,4.143968e-13,4.142520e-13,1.165173e-11,3.632400e-12,2.759750e-13,6.857384e-13,4.594113e-12,,,1.429244e-12,2.818164e-12,7.022447e-14,4.317633e-12,4.585081e-12,9.738759e-13,3.815892e-12,9.374848e-12,3.224534e-13,3.224534e-13,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,1.174269e-13,1.447927e-09,8.625455e+02,5.259594e+02,3.365862e+02,5.259594e+02,3.365862e+02
