date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c5h8fire,isoprene_isoprene,isoprene_total,mami,apt,c2h6sfire,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-08-14,3.370000e+01,-1.057000e+02,3.514501e-09,1.592658e-10,1.894119e-10,1.133854e-10,4.274969e-10,3.329674e-08,6.327184e-11,5.860227e-13,9.089281e-12,3.928683e-11,1.926005e-11,7.415185e-12,3.291802e-11,1.576934e-11,9.526199e-12,7.174782e-11,3.260818e-11,2.239539e-11,2.385046e-11,1.352442e-11,1.760934e-11,1.614892e-12,9.419649e-12,3.056641e-12,3.113246e-12,1.764727e-13,4.275302e-12,2.497256e-12,1.698134e-12,1.058836e-12,1.922056e-10,9.529527e-12,9.526199e-12,2.112613e-10,6.796652e-11,6.346359e-12,1.576934e-11,9.008222e-11,1.760934e-11,4.644244e-11,1.614892e-12,6.566667e-11,1.043560e-10,2.239539e-11,6.385786e-11,1.906093e-10,7.415185e-12,7.415185e-12,3.514501e-09,1.133854e-10,4.274969e-10,1.894119e-10,3.329674e-08,3.299992e+03,3.440313e-12,3.440313e-12,3.440313e-12,2.349975e+03,9.500176e+02,2.700366e-12,2.700366e-12,2.349975e+03,9.500176e+02
2020-08-14,3.410000e+01,-1.179000e+02,5.751002e-09,2.111198e-10,3.173263e-10,1.987926e-10,4.552564e-10,9.297143e-08,1.370890e-10,1.636297e-12,7.976308e-12,7.857365e-11,3.129758e-11,1.348215e-12,4.304665e-11,2.969551e-11,1.237169e-11,6.522530e-11,4.600082e-11,4.508163e-11,3.004538e-11,1.656051e-11,2.612999e-11,1.405166e-12,1.492464e-11,5.756012e-12,8.328943e-12,5.317101e-13,2.387506e-12,1.394571e-12,6.726375e-12,1.815148e-12,2.491415e-10,1.232360e-11,1.237169e-11,2.738368e-10,1.247959e-10,1.461667e-11,2.969551e-11,1.691080e-10,2.612999e-11,5.960715e-11,1.405166e-12,8.714231e-11,1.112261e-10,4.508163e-11,1.387253e-10,2.950330e-10,1.348215e-12,1.348215e-12,5.751002e-09,1.987926e-10,4.552564e-10,3.173263e-10,9.297143e-08,2.750107e+02,2.457366e-12,2.457366e-12,2.457366e-12,1.499973e+02,1.250134e+02,1.052091e-13,1.052091e-13,1.499973e+02,1.250134e+02
2020-08-14,3.450000e+01,-9.950000e+01,4.107858e-10,1.481542e-11,2.213905e-11,1.472538e-11,3.331145e-11,6.918804e-09,1.054531e-11,1.217709e-13,5.564866e-13,5.612404e-12,2.407506e-12,9.630110e-14,3.376208e-12,2.252762e-12,8.660180e-13,4.658949e-12,3.493734e-12,3.199341e-12,2.168224e-12,1.104034e-12,1.704130e-12,1.048631e-13,1.100998e-12,4.366630e-13,6.064764e-13,3.896151e-14,1.665702e-13,9.729568e-14,4.851811e-13,1.375112e-13,1.754014e-11,8.865582e-13,8.660180e-13,1.929271e-11,9.120908e-12,1.082101e-12,2.252762e-12,1.245577e-11,1.704130e-12,4.480242e-12,1.048631e-13,6.289235e-12,8.152683e-12,3.199341e-12,1.066708e-11,2.201910e-11,9.630110e-14,9.630110e-14,4.107858e-10,1.472538e-11,3.331145e-11,2.213905e-11,6.918804e-09,7.399765e-09,2.457366e-13,2.457366e-13,2.457366e-13,,,,,,
2020-08-14,3.470000e+01,-1.185000e+02,2.837617e-07,1.034857e-08,1.573840e-08,9.802683e-09,2.278503e-08,4.615275e-06,6.783645e-09,8.122884e-11,3.991864e-10,3.878682e-09,1.570296e-09,6.644776e-11,2.166681e-09,1.467163e-09,6.126459e-10,3.264060e-09,2.292472e-09,2.229068e-09,1.492357e-09,8.167091e-10,1.280370e-09,6.923064e-11,7.431736e-10,2.843073e-10,4.135360e-10,2.630819e-11,1.190422e-10,6.969614e-11,3.341575e-10,8.998734e-11,1.224012e-08,6.128831e-10,6.126459e-10,1.346565e-08,6.192152e-09,7.241515e-10,1.467163e-09,8.383466e-09,1.280370e-09,2.983390e-09,6.923064e-11,4.332991e-09,5.556532e-09,2.229068e-09,6.864874e-09,1.465047e-08,6.644776e-11,6.644776e-11,2.837617e-07,9.802683e-09,2.278503e-08,1.573840e-08,4.615275e-06,9.723797e+03,1.184450e-10,1.184450e-10,1.184450e-10,2.415952e+03,7.307845e+03,5.050035e-12,5.050035e-12,2.415952e+03,7.307845e+03
2020-08-14,3.550000e+01,-9.850000e+01,1.825715e-10,7.407712e-12,9.839577e-12,5.890151e-12,1.110381e-11,2.594551e-09,4.519417e-12,4.566411e-14,1.854955e-13,2.040874e-12,6.018766e-13,,8.440519e-13,8.191864e-13,3.711506e-13,1.863580e-12,1.164578e-12,1.163397e-12,9.292386e-13,5.520170e-13,5.680433e-13,4.194525e-14,3.669993e-13,1.587865e-13,2.425906e-13,1.604298e-14,5.552340e-14,3.243189e-14,1.984832e-13,5.500449e-14,8.522447e-12,3.414430e-13,3.711506e-13,9.235040e-12,3.009750e-12,4.174201e-13,8.191864e-13,4.246356e-12,5.680433e-13,1.396069e-12,4.194525e-14,2.006057e-12,3.028158e-12,1.163397e-12,4.565081e-12,8.756635e-12,,,1.825715e-10,5.890151e-12,1.110381e-11,9.839577e-12,2.594551e-09,2.803956e-09,,,,,,,,,
2020-08-14,3.670000e+01,-9.809999e+01,4.381716e-09,4.000165e-10,4.698398e-10,1.089678e-10,3.941854e-10,4.756678e-08,1.762573e-10,8.371753e-13,7.790812e-12,6.326710e-11,2.708445e-11,1.926022e-13,2.616561e-11,1.331178e-11,1.929983e-11,1.006333e-10,1.315973e-10,5.380710e-11,5.885178e-11,8.832273e-12,1.476913e-11,3.187839e-12,9.541982e-12,2.381798e-12,1.334248e-12,1.581379e-13,1.499132e-12,2.821575e-12,1.166640e-11,3.327772e-12,4.666590e-10,1.931488e-11,1.929983e-11,5.052738e-10,9.989352e-11,3.874184e-12,1.331178e-11,1.170795e-10,1.476913e-11,3.499788e-11,3.187839e-12,5.295485e-11,2.322306e-10,5.380710e-11,1.770944e-10,4.631321e-10,1.926022e-13,1.926022e-13,4.381716e-09,1.089678e-10,3.941854e-10,4.698398e-10,4.756678e-08,5.292152e-08,1.916746e-11,1.916746e-11,1.916746e-11,,,3.506969e-14,3.506969e-14,,
2020-08-14,3.690000e+01,-9.650000e+01,8.672146e-10,2.963085e-11,4.673799e-11,2.945075e-11,6.662289e-11,1.383761e-08,1.958414e-11,2.435419e-13,1.112973e-12,1.173503e-11,4.815013e-12,1.926022e-13,6.752415e-12,4.300729e-12,1.855753e-12,9.317899e-12,6.987467e-12,6.689532e-12,4.336447e-12,2.484077e-12,3.976303e-12,2.097262e-13,2.201996e-12,8.336294e-13,1.253385e-12,7.792303e-14,3.331404e-13,1.945914e-13,9.924159e-13,2.750225e-13,3.508027e-11,1.795170e-12,1.855753e-12,3.873120e-11,1.875203e-11,2.164937e-12,4.300729e-12,2.521770e-11,3.976303e-12,9.236492e-12,2.097262e-13,1.342252e-11,1.630537e-11,6.689532e-12,1.982768e-11,4.282258e-11,1.926022e-13,1.926022e-13,8.672146e-10,2.945075e-11,6.662289e-11,4.673799e-11,1.383761e-08,1.704518e+03,2.457366e-13,2.457366e-13,2.457366e-13,1.363621e+03,3.408969e+02,,,1.363621e+03,3.408969e+02
2020-08-14,3.710000e+01,-9.790001e+01,2.282144e-10,2.222314e-11,2.459894e-11,5.890151e-12,2.220763e-11,2.594551e-09,9.038834e-12,4.566411e-14,3.709911e-13,3.061311e-12,1.203753e-12,,1.688104e-12,6.143898e-13,9.897349e-13,5.590739e-12,6.987467e-12,2.908492e-12,3.097462e-12,5.520170e-13,5.680433e-13,1.677810e-13,4.893324e-13,1.190899e-13,8.086352e-14,9.167415e-15,5.552340e-14,1.621595e-13,5.954496e-13,1.787646e-13,2.569159e-11,9.918970e-13,9.897349e-13,2.767322e-11,4.754397e-12,2.091208e-13,6.143898e-13,5.577907e-12,5.680433e-13,2.240121e-12,1.677810e-13,2.975945e-12,1.257821e-11,2.908492e-12,9.084498e-12,2.457120e-11,,,2.282144e-10,5.890151e-12,2.220763e-11,2.459894e-11,2.594551e-09,2.875463e-09,9.829465e-13,9.829465e-13,9.829465e-13,,,,,,
2020-08-14,3.750000e+01,-9.809999e+01,2.282144e-10,2.222314e-11,2.459894e-11,5.890151e-12,2.220763e-11,2.594551e-09,9.038834e-12,4.566411e-14,3.709911e-13,3.571530e-12,1.203753e-12,,1.688104e-12,8.191864e-13,9.897349e-13,5.590739e-12,6.987467e-12,2.908492e-12,3.097462e-12,5.520170e-13,5.680433e-13,1.677810e-13,4.893324e-13,1.190899e-13,8.086352e-14,9.167415e-15,5.552340e-14,1.621595e-13,6.175032e-13,1.787646e-13,2.569159e-11,1.013951e-12,9.897349e-13,2.769528e-11,5.264616e-12,2.091208e-13,8.191864e-13,6.292923e-12,5.680433e-13,2.240121e-12,1.677810e-13,2.975945e-12,1.257821e-11,2.908492e-12,9.084498e-12,2.457120e-11,,,2.282144e-10,5.890151e-12,2.220763e-11,2.459894e-11,2.594551e-09,1.775010e+03,9.829465e-13,9.829465e-13,9.829465e-13,1.400008e+03,3.750019e+02,,,1.400008e+03,3.750019e+02
2020-08-14,3.750000e+01,-9.670000e+01,9.128575e-10,3.333471e-11,5.165778e-11,3.092329e-11,7.217480e-11,1.470246e-08,2.109061e-11,2.587633e-13,1.298469e-12,1.224524e-11,4.815013e-12,1.926022e-13,6.752415e-12,4.710322e-12,1.979470e-12,1.024969e-11,7.569756e-12,7.271230e-12,4.646193e-12,2.760085e-12,3.976303e-12,2.306989e-13,2.446662e-12,9.130227e-13,1.334248e-12,8.479859e-14,3.886638e-13,2.270232e-13,1.080631e-12,2.887736e-13,3.927937e-11,1.985091e-12,1.979470e-12,4.324393e-11,1.950692e-11,2.332069e-12,4.710322e-12,2.654931e-11,3.976303e-12,9.512500e-12,2.306989e-13,1.371950e-11,1.781945e-11,7.271230e-12,2.134938e-11,4.644005e-11,1.926022e-13,1.926022e-13,9.128575e-10,3.092329e-11,7.217480e-11,5.165778e-11,1.470246e-08,1.625032e+03,4.914732e-13,4.914732e-13,4.914732e-13,1.300044e+03,3.249889e+02,,,1.300044e+03,3.249889e+02
2020-08-14,3.750000e+01,-9.650000e+01,2.647287e-09,9.630027e-11,1.451338e-10,9.129733e-11,2.109725e-10,4.281010e-08,6.327184e-11,7.534577e-13,3.709911e-12,3.622552e-11,1.444504e-11,5.778066e-13,2.025725e-11,1.351658e-11,5.690975e-12,2.981728e-11,2.154469e-11,2.065029e-11,1.393858e-11,7.452230e-12,1.192891e-11,6.501514e-13,6.850654e-12,2.619978e-12,3.841017e-12,2.429365e-13,1.110468e-12,6.486379e-13,3.109570e-12,8.388185e-13,1.139488e-10,5.707494e-12,5.690975e-12,1.253472e-10,5.752121e-11,6.703932e-12,1.351658e-11,7.774172e-11,1.192891e-11,2.770948e-11,6.501514e-13,4.028853e-11,5.136197e-11,2.065029e-11,6.402530e-11,1.360376e-10,5.778066e-13,5.778066e-13,2.647287e-09,9.129733e-11,2.109725e-10,1.451338e-10,4.281010e-08,1.499984e+03,9.829465e-13,9.829465e-13,9.829465e-13,1.181785e+03,3.181985e+02,3.506969e-14,3.506969e-14,1.181785e+03,3.181985e+02
2020-08-14,3.770000e+01,-1.087000e+02,1.597501e-09,5.926170e-11,8.855619e-11,5.595643e-11,1.276939e-10,2.637794e-08,3.916828e-11,4.642517e-13,2.225946e-12,2.193940e-11,9.028150e-12,3.852044e-13,1.266078e-11,8.396660e-12,3.464072e-12,1.863580e-11,1.281036e-11,1.279737e-11,8.363147e-12,4.692145e-12,7.384563e-12,3.984799e-13,4.281658e-12,1.627562e-12,2.345042e-12,1.489705e-13,6.662808e-13,3.891827e-13,1.896617e-12,5.087915e-13,6.985080e-11,3.460872e-12,3.464072e-12,7.677574e-11,3.524921e-11,4.121575e-12,8.396660e-12,4.776744e-11,7.384563e-12,1.735292e-11,3.984799e-13,2.513597e-11,3.144615e-11,1.279737e-11,3.963253e-11,8.387604e-11,3.852044e-13,3.852044e-13,1.597501e-09,5.595643e-11,1.276939e-10,8.855619e-11,2.637794e-08,4.011012e+03,7.372098e-13,7.372098e-13,7.372098e-13,3.111008e+03,9.000046e+02,3.506969e-14,3.506969e-14,3.111008e+03,9.000046e+02
2020-08-14,3.870000e+01,-9.750000e+01,2.282144e-10,7.407712e-12,1.475937e-11,8.835225e-12,2.220763e-11,3.891827e-09,6.025889e-12,6.849616e-14,3.709910e-13,3.571530e-12,1.203753e-12,9.630110e-14,1.688104e-12,1.228780e-12,4.948674e-13,2.795369e-12,1.746867e-12,2.035945e-12,1.238985e-12,8.280255e-13,1.136087e-12,6.291788e-14,6.116655e-13,2.381798e-13,3.638858e-13,2.291854e-14,1.110468e-13,6.486378e-14,2.866979e-13,8.250674e-14,9.017689e-12,5.451153e-13,4.948674e-13,1.005767e-11,5.386948e-12,6.249842e-13,1.228780e-12,7.240712e-12,1.136087e-12,2.516129e-12,6.291788e-14,3.715134e-12,4.542236e-12,2.035945e-12,6.094385e-12,1.267257e-11,9.630110e-14,9.630110e-14,2.282144e-10,8.835225e-12,2.220763e-11,1.475937e-11,3.891827e-09,7.500435e+02,,,,4.500420e+02,3.000015e+02,,,4.500420e+02,3.000015e+02
2020-08-14,3.930000e+01,-1.085000e+02,2.282144e-10,7.407712e-12,1.229947e-11,7.362689e-12,1.665572e-11,3.459402e-09,4.519417e-12,6.088547e-14,3.709911e-13,3.061311e-12,1.203753e-12,9.630110e-14,1.688104e-12,1.023983e-12,4.948674e-13,2.795370e-12,1.746867e-12,1.745095e-12,1.238985e-12,5.520171e-13,1.136087e-12,4.194525e-14,6.116655e-13,1.984832e-13,3.234541e-13,2.062668e-14,1.110468e-13,6.486378e-14,2.425906e-13,6.875562e-14,9.017689e-12,4.872568e-13,4.948674e-13,9.999813e-12,4.876730e-12,5.425639e-13,1.023983e-12,6.443277e-12,1.136087e-12,2.240121e-12,4.194525e-14,3.418153e-12,4.542236e-12,1.745095e-12,4.580302e-12,1.086763e-11,9.630110e-14,9.630110e-14,2.282144e-10,7.362689e-12,1.665572e-11,1.229947e-11,3.459402e-09,6.271383e+02,,,,4.552402e+02,1.718981e+02,,,4.552402e+02,1.718981e+02
2020-08-14,3.950000e+01,-1.085000e+02,1.037919e-07,3.785341e-09,5.756153e-09,3.584157e-09,8.333414e-09,1.687756e-06,2.481160e-09,2.970450e-11,1.461705e-10,1.418408e-09,5.747922e-10,2.436418e-11,7.925647e-10,5.365671e-10,2.240512e-10,1.193623e-09,8.390784e-10,8.149595e-10,5.457728e-10,2.986412e-10,4.686358e-10,2.531396e-11,2.718241e-10,1.040052e-10,1.512552e-10,9.621201e-12,4.353035e-11,2.549147e-11,1.222215e-10,3.292019e-11,4.477285e-09,2.241635e-10,2.240512e-10,4.925500e-09,2.265024e-09,2.648816e-10,5.365671e-10,3.066473e-09,4.686358e-10,1.091206e-09,2.531396e-11,1.585156e-09,2.032701e-09,8.149595e-10,2.510864e-09,5.358525e-09,2.436418e-11,2.436418e-11,1.037919e-07,3.584157e-09,8.333414e-09,5.756153e-09,1.687756e-06,3.116838e+03,4.349538e-11,4.349538e-11,4.349538e-11,1.471217e+03,1.645621e+03,1.823624e-12,1.823624e-12,1.471217e+03,1.645621e+03
2020-08-14,3.950000e+01,-1.083000e+02,3.377573e-09,1.222273e-10,1.869520e-10,1.163305e-10,2.720435e-10,5.491800e-08,8.134950e-11,9.665569e-13,4.822884e-12,4.642989e-11,1.865818e-11,7.704088e-13,2.616561e-11,1.740771e-11,7.299295e-12,3.913518e-11,2.736758e-11,2.646728e-11,1.765553e-11,9.660299e-12,1.533717e-11,8.179323e-13,8.807983e-12,3.374214e-12,4.932674e-12,3.139840e-13,1.443608e-12,8.432292e-13,3.969664e-12,1.072588e-12,1.447057e-10,7.329089e-12,7.299295e-12,1.593340e-10,7.389604e-11,8.620872e-12,1.740771e-11,9.992462e-11,1.533717e-11,3.582590e-11,8.179323e-13,5.198101e-11,6.650276e-11,2.646728e-11,8.231606e-11,1.752861e-10,7.704088e-13,7.704088e-13,3.377573e-09,1.163305e-10,2.720435e-10,1.869520e-10,5.491800e-08,3.570279e+03,1.474420e-12,1.474420e-12,1.474420e-12,2.658067e+03,9.122122e+02,7.013938e-14,7.013938e-14,2.658067e+03,9.122122e+02
2020-08-14,3.950000e+01,-1.073000e+02,7.567589e-08,2.759373e-09,4.196580e-09,2.613754e-09,6.073787e-09,1.230682e-06,1.809273e-09,2.166001e-11,1.064744e-10,1.034213e-09,4.189061e-10,1.771940e-11,5.773315e-10,3.911615e-10,1.633062e-10,8.702917e-10,6.114033e-10,5.942049e-10,3.977141e-10,2.177707e-10,3.413941e-10,1.845591e-11,1.980573e-10,7.578088e-11,1.102574e-10,7.013072e-12,3.175939e-11,1.858348e-11,8.909690e-11,2.399571e-11,3.263561e-09,1.634355e-10,1.633062e-10,3.590303e-09,1.651176e-09,1.930514e-10,3.911615e-10,2.235389e-09,3.413941e-10,7.951022e-10,1.845591e-11,1.154952e-09,1.481695e-09,5.942049e-10,1.830933e-09,3.906833e-09,1.771940e-11,1.771940e-11,7.567589e-08,2.613754e-09,6.073787e-09,4.196580e-09,1.230682e-06,2.781354e+03,3.170002e-11,3.170002e-11,3.170002e-11,2.027688e+03,7.536661e+02,1.367718e-12,1.367718e-12,2.027688e+03,7.536661e+02
2020-08-14,3.950000e+01,-1.071000e+02,3.528195e-08,1.285238e-09,1.955616e-09,1.219261e-09,2.831473e-09,5.738283e-07,8.436245e-10,1.009938e-11,4.971281e-11,4.821566e-10,1.950080e-10,8.281894e-12,2.692525e-10,1.824738e-10,7.608587e-11,4.062604e-10,2.847393e-10,2.771793e-10,1.855380e-10,1.015711e-10,1.590521e-10,8.598776e-12,9.236149e-11,3.533001e-11,5.138877e-11,3.270475e-12,1.482475e-11,8.659315e-12,4.154915e-11,1.119341e-11,1.520489e-09,7.622662e-11,7.608587e-11,1.672802e-09,7.695262e-10,8.998925e-11,1.824738e-10,1.041989e-09,1.590521e-10,3.708236e-10,8.598776e-12,5.384746e-10,6.909997e-10,2.771793e-10,8.537239e-10,1.821903e-09,8.281894e-12,8.281894e-12,3.528195e-08,1.219261e-09,2.831473e-09,1.955616e-09,5.738283e-07,2.866661e+03,1.474420e-11,1.474420e-11,1.474420e-11,2.116657e+03,7.500038e+02,6.312544e-13,6.312544e-13,2.116657e+03,7.500038e+02
2020-08-14,3.970000e+01,-1.073000e+02,6.558880e-08,2.392691e-09,3.638184e-09,2.266235e-09,5.268761e-09,1.066793e-06,1.568238e-09,1.877556e-11,9.219129e-11,8.964540e-10,3.629316e-10,1.540818e-11,5.005227e-10,3.391432e-10,1.415321e-10,7.547498e-10,5.298829e-10,5.150940e-10,3.447475e-10,1.887898e-10,2.959506e-10,1.600211e-11,1.717557e-10,6.569793e-11,9.558068e-11,6.080288e-12,2.753961e-11,1.611865e-11,7.723201e-11,2.080545e-11,2.829630e-09,1.416957e-10,1.415321e-10,3.112858e-09,1.431141e-09,1.673589e-10,3.391432e-10,1.937643e-09,2.959506e-10,6.893126e-10,1.600211e-11,1.001265e-09,1.284633e-09,5.150940e-10,1.587013e-09,3.386740e-09,1.540818e-11,1.540818e-11,6.558880e-08,2.266235e-09,5.268761e-09,3.638184e-09,1.066793e-06,2.918863e+03,2.752250e-11,2.752250e-11,2.752250e-11,2.184233e+03,7.346299e+02,1.157300e-12,1.157300e-12,2.184233e+03,7.346299e+02
2020-08-14,3.970000e+01,-1.071000e+02,1.503932e-07,5.485412e-09,8.341502e-09,5.195112e-09,1.207540e-08,2.446229e-06,3.595949e-09,4.305364e-11,2.116504e-10,2.055670e-09,8.323954e-10,3.524620e-11,1.147911e-09,7.776126e-10,3.246330e-10,1.730334e-09,1.215237e-09,1.181429e-09,7.907820e-10,4.327813e-10,6.788117e-10,3.670209e-11,3.937903e-10,1.506884e-10,2.191806e-10,1.394364e-11,6.313011e-11,3.693993e-11,1.771132e-10,4.770264e-11,6.487844e-09,3.248858e-10,3.246330e-10,7.137363e-09,3.281856e-09,3.838126e-10,7.776126e-10,4.443281e-09,6.788117e-10,1.580692e-09,3.670209e-11,2.296206e-09,2.945571e-09,1.181429e-09,3.639003e-09,7.766003e-09,3.524620e-11,3.524620e-11,1.503932e-07,5.195112e-09,1.207540e-08,8.341502e-09,2.446229e-06,2.862905e+03,6.290857e-11,6.290857e-11,6.290857e-11,2.096764e+03,7.661407e+02,2.700366e-12,2.700366e-12,2.096764e+03,7.661407e+02
2020-08-14,3.990000e+01,-1.061000e+02,2.811145e-07,1.275979e-08,1.515049e-08,9.069360e-09,3.419420e-08,2.663307e-06,5.027098e-09,4.687420e-11,7.193517e-10,3.142436e-09,1.526961e-09,5.931185e-10,2.619093e-09,1.261342e-09,7.619722e-10,5.738894e-09,2.608072e-09,1.791340e-09,1.907727e-09,1.073397e-09,1.416700e-09,1.291704e-10,7.534496e-10,2.444916e-10,2.490192e-10,1.411553e-11,3.419686e-10,1.997480e-10,1.358287e-10,8.469316e-11,1.538686e-08,7.622385e-10,7.619722e-10,1.691107e-08,5.422847e-09,5.076263e-10,1.261342e-09,7.191815e-09,1.416700e-09,3.692490e-09,1.291704e-10,5.238360e-09,8.346966e-09,1.791340e-09,5.073972e-09,1.521228e-08,5.931185e-10,5.931185e-10,2.811145e-07,9.069360e-09,3.419420e-08,1.515049e-08,2.663307e-06,4.182519e+03,2.735049e-10,2.735049e-10,2.735049e-10,3.095013e+03,1.087505e+03,2.159942e-10,2.159942e-10,3.095013e+03,1.087505e+03
2020-08-14,4.050000e+01,-1.059000e+02,2.396251e-08,1.088934e-09,1.291445e-09,7.730822e-10,2.914752e-09,2.270232e-07,4.278381e-10,3.995609e-12,6.121353e-11,2.678647e-10,1.300054e-10,5.055808e-11,2.228297e-10,1.075182e-10,6.495135e-11,4.891896e-10,2.224344e-10,1.526958e-10,1.626168e-10,9.135882e-11,1.204252e-10,1.101063e-11,6.422488e-11,2.084073e-11,2.122667e-11,1.203223e-12,2.914979e-11,1.702674e-11,1.157819e-11,7.219339e-12,1.312764e-09,6.497405e-11,6.495135e-11,1.442689e-09,4.620949e-10,4.327063e-11,1.075182e-10,6.128838e-10,1.204252e-10,3.141885e-10,1.101063e-11,4.456243e-10,7.116240e-10,1.526958e-10,4.318337e-10,1.296154e-09,5.055808e-11,5.055808e-11,2.396251e-08,7.730822e-10,2.914752e-09,1.291445e-09,2.270232e-07,4.925025e+03,2.334498e-11,2.334498e-11,2.334498e-11,3.650019e+03,1.275006e+03,1.841158e-11,1.841158e-11,3.650019e+03,1.275006e+03
2020-08-14,4.050000e+01,-1.161000e+02,4.564287e-10,1.851928e-11,2.459894e-11,1.619791e-11,3.886335e-11,7.351229e-09,1.054531e-11,1.293816e-13,7.419821e-13,6.122622e-12,2.407506e-12,9.630110e-14,3.376208e-12,2.457559e-12,9.897349e-13,5.590739e-12,3.493734e-12,3.781040e-12,2.477970e-12,1.380043e-12,2.272173e-12,1.048631e-13,1.223331e-12,4.763596e-13,6.873399e-13,4.354522e-14,2.220936e-13,1.297276e-13,5.513422e-13,1.512623e-13,2.173923e-11,1.054426e-12,9.897349e-13,2.378339e-11,9.753460e-12,1.207245e-12,2.457559e-12,1.341826e-11,2.272173e-12,4.756250e-12,1.048631e-13,7.133287e-12,9.084473e-12,3.781040e-12,1.067469e-11,2.354020e-11,9.630110e-14,9.630110e-14,4.564287e-10,1.619791e-11,3.886335e-11,2.459894e-11,7.351229e-09,7.887317e-09,2.457366e-13,2.457366e-13,2.457366e-13,,,,,,
2020-08-14,4.070000e+01,-1.059000e+02,8.147709e-07,3.698301e-08,4.391157e-08,2.628627e-08,9.910710e-08,7.719223e-06,1.457361e-08,1.358583e-10,2.085155e-09,9.107912e-09,4.426201e-09,1.719071e-09,7.592247e-09,3.655824e-09,2.208470e-09,1.663338e-08,7.559275e-09,5.191950e-09,5.529279e-09,3.111720e-09,4.106385e-09,3.743823e-10,2.183768e-09,7.086247e-10,7.217474e-10,4.091188e-11,9.911483e-10,5.789417e-10,3.936804e-10,2.454713e-10,4.459745e-08,2.209242e-09,2.208470e-09,4.901516e-08,1.571788e-08,1.471284e-09,3.655824e-09,2.084499e-08,4.106385e-09,1.070397e-08,3.743823e-10,1.518474e-08,2.419266e-08,5.191950e-09,1.470947e-08,4.409408e-08,1.719071e-09,1.719071e-09,8.147709e-07,2.628627e-08,9.910710e-08,4.391157e-08,7.719223e-06,6.050021e+03,7.929921e-10,7.929921e-10,7.929921e-10,3.362520e+03,2.687501e+03,6.260289e-10,6.260289e-10,3.362520e+03,2.687501e+03
2020-08-14,4.070000e+01,-1.057000e+02,8.672146e-10,4.074242e-11,4.673799e-11,2.797822e-11,1.054862e-10,8.216079e-09,1.506472e-11,1.446030e-13,2.225946e-12,9.694153e-12,4.815013e-12,1.829721e-12,8.440518e-12,3.891135e-12,2.350620e-12,1.770401e-11,8.152045e-12,5.526135e-12,5.885178e-12,3.312102e-12,4.544347e-12,3.984799e-13,2.324329e-12,7.542361e-13,7.682034e-13,4.354522e-14,1.054945e-12,6.162060e-13,4.190201e-13,2.612713e-13,4.885354e-11,2.351442e-12,2.350620e-12,5.355560e-11,1.683349e-11,1.565985e-12,3.891135e-12,2.229062e-11,4.544347e-12,1.175262e-11,3.984799e-13,1.669545e-11,2.585605e-11,5.526135e-12,1.520933e-11,4.659152e-11,1.829721e-12,1.829721e-12,8.672146e-10,2.797822e-11,1.054862e-10,4.673799e-11,8.216079e-09,9.264163e-09,7.372099e-13,7.372099e-13,7.372099e-13,,,6.663240e-13,6.663240e-13,,
2020-08-14,4.090000e+01,-1.197000e+02,8.553474e-08,3.122351e-09,4.745136e-09,2.956856e-09,6.873262e-09,1.391544e-06,2.044283e-09,2.449118e-11,1.203866e-10,1.169421e-09,4.730750e-10,2.003063e-11,6.532961e-10,4.423606e-10,1.847093e-10,9.849019e-10,6.911769e-10,6.718617e-10,4.500612e-10,2.461996e-10,3.857014e-10,2.088873e-11,2.239919e-10,8.574473e-11,1.246915e-10,7.929814e-12,3.592364e-11,2.101587e-11,1.007412e-10,2.713096e-11,3.692799e-09,1.848117e-10,1.847093e-10,4.062319e-09,1.866488e-09,2.183661e-10,4.423606e-10,2.527214e-09,3.857014e-10,8.994958e-10,2.088873e-11,1.306086e-09,1.676079e-09,6.718617e-10,2.068774e-09,4.416715e-09,2.003063e-11,2.003063e-11,8.553474e-08,2.956856e-09,6.873262e-09,4.745136e-09,1.391544e-06,4.582762e+03,3.563181e-11,3.563181e-11,3.563181e-11,2.859546e+03,1.723216e+03,1.543066e-12,1.543066e-12,2.859546e+03,1.723216e+03
