date,lat,lon,mami,apt,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,other_combustion_rate,other_total,c5h8fire,terpenesfire,c2h6sfire,isoprene_isoprene,isoprene_total,terpenes_monoterpenes,terpenes_total,other_dms
2018-08-31,3.430000e+01,-9.550000e+01,3.176973e+03,1.224994e+03,7.641502e-10,2.795762e-11,4.118340e-11,2.465314e-11,5.576982e-11,1.303135e-08,1.895204e-11,2.293517e-13,9.334442e-13,1.025046e-11,4.543114e-12,6.371112e-12,4.114431e-12,1.657008e-12,9.359981e-12,5.860348e-12,5.843256e-12,4.148602e-12,2.083381e-12,2.858488e-12,2.106734e-13,2.048093e-12,7.975184e-13,1.083050e-12,6.906614e-14,3.718278e-13,2.171891e-13,8.861316e-13,2.302205e-13,3.303967e-11,1.705369e-12,1.657008e-12,3.640204e-11,1.684166e-11,1.949634e-12,4.114431e-12,2.290573e-11,2.858488e-12,8.454493e-12,2.106734e-13,1.152365e-11,1.522033e-11,5.843256e-12,1.918139e-11,4.024498e-11,7.641502e-10,2.465314e-11,5.576982e-11,4.118340e-11,3.176973e+03,1.224994e+03,1.303135e-08,4.401967e+03,6.182936e-13,3.224534e-13,,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,
2018-08-31,3.430000e+01,-1.063000e+02,,,1.069810e-09,3.727683e-11,5.765676e-11,3.451439e-11,9.294970e-11,1.737513e-08,2.653286e-11,3.058023e-13,1.400166e-12,1.366728e-11,6.057485e-12,8.494817e-12,5.485907e-12,2.071260e-12,1.247998e-11,8.790522e-12,7.791007e-12,5.185752e-12,2.777841e-12,4.287732e-12,2.808979e-13,2.867331e-12,1.063358e-12,1.489193e-12,9.976220e-14,3.718278e-13,2.171891e-13,1.255353e-12,3.223086e-13,4.386275e-11,2.166679e-12,2.071260e-12,4.810069e-11,2.259209e-11,2.652313e-12,5.485907e-12,3.073031e-11,4.287732e-12,1.127266e-11,2.808979e-13,1.584129e-11,2.127050e-11,7.791007e-12,2.683866e-11,5.590017e-11,1.069810e-09,3.451439e-11,9.294970e-11,5.765676e-11,,,1.737513e-08,1.863006e-08,6.182936e-13,3.224534e-13,,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,
2018-08-31,3.490000e+01,-1.119000e+02,2.049952e+03,1.650008e+03,3.362261e-09,1.491074e-10,1.812070e-10,1.084738e-10,4.089787e-10,3.185440e-08,6.064654e-11,5.606375e-13,7.934275e-12,3.758501e-11,1.665808e-11,2.973186e-11,1.508624e-11,9.113544e-12,6.863986e-11,2.930174e-11,2.142527e-11,2.281731e-11,1.180582e-11,1.572168e-11,1.544939e-12,9.011611e-12,2.924234e-12,2.978387e-12,1.688283e-13,4.090105e-12,2.389080e-12,1.624575e-12,1.012970e-12,1.798589e-10,9.116731e-12,9.113544e-12,1.980892e-10,6.325471e-11,6.071449e-12,1.508624e-11,8.441240e-11,1.572168e-11,4.153768e-11,1.544939e-12,5.880431e-11,9.794161e-11,2.142527e-11,6.120717e-11,1.805741e-10,3.362261e-09,1.084738e-10,4.089787e-10,1.812070e-10,2.049952e+03,1.650008e+03,3.185440e-08,3.699960e+03,3.091468e-12,7.093976e-12,2.583392e-12,3.091468e-12,3.091468e-12,7.093976e-12,7.093976e-12,2.583392e-12
2018-08-31,3.530000e+01,-1.005000e+02,,,4.432071e-09,1.677457e-10,2.471004e-10,1.528494e-10,3.532089e-10,7.239637e-08,1.061314e-10,1.274176e-12,6.534109e-12,6.150274e-11,2.422994e-11,3.397927e-11,2.331511e-11,9.527797e-12,5.303990e-11,3.662718e-11,3.505954e-11,2.385446e-11,1.319474e-11,2.000942e-11,1.123592e-12,1.187894e-11,4.519271e-12,6.498298e-12,4.143968e-13,1.859139e-12,1.085946e-12,5.316790e-12,1.427367e-12,1.981343e-10,9.689241e-12,9.527797e-12,2.173513e-10,9.761163e-11,1.143197e-11,2.331511e-11,1.323587e-10,2.000942e-11,4.717401e-11,1.123592e-12,6.830702e-11,8.966708e-11,3.505954e-11,1.074056e-10,2.321322e-10,4.432071e-09,1.528494e-10,3.532089e-10,2.471004e-10,,,7.239637e-08,7.758172e-08,1.854881e-12,9.673603e-13,1.174269e-13,1.854881e-12,1.854881e-12,9.673603e-13,9.673603e-13,1.174269e-13
2018-08-31,3.530000e+01,-9.509999e+01,,,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,3.416819e-12,1.514371e-12,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,5.340809e-12,4.190302e-13,6.857384e-13,6.445578e-12,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,1.947752e-12,3.841376e-12,1.037421e-11,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,,2.895855e-09,3.080442e-09,,,,,,,,
2018-08-31,3.590000e+01,-1.091000e+02,4.500130e+02,4.500023e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,6.833638e-12,3.028743e-12,4.247408e-12,2.742953e-12,1.242756e-12,6.239988e-12,4.395261e-12,3.895504e-12,2.074301e-12,1.388920e-12,2.858488e-12,1.404489e-13,1.228856e-12,5.316789e-13,6.769061e-13,4.604409e-14,1.859139e-13,1.085946e-13,5.907544e-13,1.381323e-13,2.117944e-11,1.023395e-12,1.242756e-12,2.344559e-11,1.109124e-11,1.254629e-12,2.742953e-12,1.508882e-11,2.858488e-12,5.636329e-12,1.404489e-13,8.635266e-12,1.063525e-11,3.895504e-12,1.149864e-11,2.602939e-11,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,4.500130e+02,4.500023e+02,7.239637e-09,9.000153e+02,,,,,,,,
2018-08-31,3.610000e+01,-1.191000e+02,,,3.056601e-10,9.319209e-12,1.647336e-11,9.861254e-12,3.717988e-11,2.895855e-09,3.790409e-12,5.096704e-14,9.334442e-13,3.416819e-12,1.514371e-12,2.123704e-12,1.371477e-12,8.285040e-13,6.239988e-12,2.930174e-12,1.947752e-12,2.074301e-12,1.388920e-12,1.429244e-12,1.404490e-13,8.192373e-13,2.658395e-13,2.707624e-13,1.534803e-14,3.718278e-13,2.171891e-13,1.476886e-13,9.208818e-14,1.232695e-11,8.287937e-13,8.285040e-13,1.398425e-11,5.750428e-12,5.519499e-13,1.371477e-12,7.673855e-12,1.429244e-12,3.512625e-12,1.404490e-13,5.082317e-12,9.170162e-12,1.947752e-12,3.841376e-12,1.495929e-11,3.056601e-10,9.861254e-12,3.717988e-11,1.647336e-11,,,2.895855e-09,3.265264e-09,,6.449069e-13,2.348538e-13,,,6.449069e-13,6.449069e-13,2.348538e-13
2018-08-31,3.630000e+01,-1.191000e+02,2.166685e+02,3.000015e+02,3.820751e-09,1.584265e-10,2.059170e-10,1.232657e-10,3.903887e-10,4.488575e-08,7.959859e-11,7.899892e-13,8.400998e-12,4.612706e-11,1.968683e-11,3.185556e-11,1.782920e-11,9.527796e-12,6.239988e-11,3.369700e-11,2.629465e-11,2.385446e-11,1.319474e-11,1.858017e-11,1.404490e-12,1.024047e-11,3.455913e-12,4.196818e-12,2.532425e-13,3.346450e-12,1.954702e-12,2.879928e-12,1.151102e-12,1.906820e-10,9.332181e-12,9.527796e-12,2.095420e-10,7.605435e-11,7.905974e-12,1.782920e-11,1.017895e-10,1.858017e-11,4.505031e-11,1.404490e-12,6.503496e-11,9.609688e-11,2.629465e-11,8.038858e-11,2.027801e-10,3.820751e-09,1.232657e-10,3.903887e-10,2.059170e-10,2.166685e+02,3.000015e+02,4.488575e-08,5.166700e+02,3.091468e-12,5.159255e-12,1.761404e-12,3.091468e-12,3.091468e-12,5.159255e-12,5.159255e-12,1.761404e-12
2018-08-31,3.650000e+01,-1.203000e+02,3.499565e+02,3.000015e+02,9.169802e-10,3.727683e-11,4.942008e-11,2.958376e-11,7.435976e-11,1.447927e-08,2.274245e-11,2.548352e-13,1.400166e-12,1.195887e-11,4.543114e-12,6.371112e-12,4.800169e-12,2.071260e-12,9.359982e-12,7.325435e-12,6.817132e-12,5.185752e-12,2.777841e-12,4.287732e-12,2.106734e-13,2.457712e-12,9.304381e-13,1.353812e-12,8.441417e-14,3.718278e-13,2.171891e-13,1.033820e-12,2.762646e-13,4.386275e-11,1.899102e-12,2.071260e-12,4.783311e-11,1.895969e-11,2.368665e-12,4.800169e-12,2.612852e-11,4.287732e-12,9.148953e-12,2.106734e-13,1.364736e-11,1.668542e-11,6.817132e-12,2.299729e-11,4.649984e-11,9.169802e-10,2.958376e-11,7.435976e-11,4.942008e-11,3.499565e+02,3.000015e+02,1.447927e-08,6.499580e+02,6.182936e-13,3.224534e-13,,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,
2018-08-31,3.650000e+01,-1.195000e+02,,,9.169803e-10,3.727683e-11,4.942008e-11,2.958376e-11,1.115396e-10,8.687564e-09,1.516164e-11,1.529011e-13,1.866888e-12,1.025046e-11,4.543114e-12,8.494817e-12,4.114431e-12,2.485512e-12,1.871996e-11,8.790522e-12,5.843256e-12,6.222902e-12,2.777841e-12,4.287732e-12,4.213469e-13,2.457712e-12,7.975184e-13,8.122872e-13,4.604409e-14,1.115483e-12,6.515673e-13,4.430658e-13,2.762646e-13,4.536663e-11,2.486381e-12,2.485512e-12,5.033852e-11,1.725128e-11,1.655850e-12,4.114431e-12,2.302156e-11,4.287732e-12,1.127266e-11,4.213469e-13,1.598174e-11,2.751049e-11,5.843256e-12,1.531454e-11,4.866828e-11,9.169803e-10,2.958376e-11,1.115396e-10,4.942008e-11,,,8.687564e-09,9.795793e-09,6.182936e-13,1.934721e-12,7.045615e-13,6.182936e-13,6.182936e-13,1.934721e-12,1.934721e-12,7.045615e-13
2018-08-31,3.670000e+01,-1.195000e+02,,,9.169802e-10,3.727683e-11,4.942008e-11,2.958376e-11,1.115396e-10,8.687564e-09,1.516164e-11,1.529011e-13,2.333610e-12,1.025046e-11,4.543114e-12,8.494817e-12,4.114431e-12,2.485512e-12,1.871996e-11,8.790522e-12,5.843256e-12,6.222902e-12,3.472301e-12,4.287732e-12,4.213469e-13,2.457712e-12,7.975184e-13,8.122872e-13,4.604409e-14,1.115483e-12,6.515673e-13,4.430658e-13,2.762646e-13,4.583335e-11,2.486381e-12,2.485512e-12,5.080524e-11,1.725128e-11,1.655850e-12,4.114431e-12,2.302156e-11,4.287732e-12,1.196712e-11,4.213469e-13,1.667620e-11,2.751049e-11,5.843256e-12,1.531454e-11,4.866828e-11,9.169802e-10,2.958376e-11,1.115396e-10,4.942008e-11,,,8.687564e-09,9.795793e-09,6.182936e-13,1.934721e-12,7.045615e-13,6.182936e-13,6.182936e-13,1.934721e-12,1.934721e-12,7.045615e-13
2018-08-31,3.690000e+01,-1.201000e+02,,,6.113202e-10,5.591525e-11,6.589344e-11,1.479188e-11,5.576982e-11,7.239637e-09,2.653286e-11,1.274176e-13,9.334442e-13,8.542047e-12,4.543114e-12,4.247408e-12,2.057215e-12,2.899764e-12,1.559997e-11,1.904613e-11,7.791007e-12,8.297203e-12,1.388920e-12,1.429244e-12,4.213469e-13,1.228856e-12,3.987592e-13,1.353812e-13,2.302205e-14,1.859139e-13,4.343782e-13,1.698419e-12,4.604409e-13,6.514590e-11,2.779152e-12,2.899764e-12,7.082481e-11,1.431402e-11,5.571625e-13,2.057215e-12,1.692839e-11,1.429244e-12,5.636329e-12,4.213469e-13,7.486920e-12,3.464610e-11,7.791007e-12,2.666028e-11,6.909739e-11,6.113202e-10,1.479188e-11,5.576982e-11,6.589344e-11,,,7.239637e-09,7.987413e-09,2.473174e-12,,,2.473174e-12,2.473174e-12,,,
2018-08-31,3.710000e+01,-1.205000e+02,,,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,1.708410e-12,1.514371e-12,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738759e-13,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,3.632400e-12,4.190302e-13,6.857384e-13,4.737168e-12,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,9.738759e-13,3.841376e-12,9.400333e-12,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,,2.895855e-09,3.080442e-09,,,,,,,,
2018-08-31,3.750000e+01,-1.207000e+02,,,1.528300e-10,1.863842e-11,2.471004e-11,4.930627e-12,1.858994e-11,2.895855e-09,7.580818e-12,5.096704e-14,4.667221e-13,3.416819e-12,1.514371e-12,2.123704e-12,6.857384e-13,8.285040e-13,6.239988e-12,5.860348e-12,2.921628e-12,3.111451e-12,6.944602e-13,,1.404490e-13,4.096187e-13,1.329197e-13,,7.674015e-15,,1.085946e-13,5.169101e-13,1.381323e-13,2.221659e-11,7.636369e-13,8.285040e-13,2.380873e-11,5.340809e-12,1.405937e-13,6.857384e-13,6.167141e-12,,2.818165e-12,1.404490e-13,2.958613e-12,1.210034e-11,2.921628e-12,7.631785e-12,2.265375e-11,1.528300e-10,4.930627e-12,1.858994e-11,2.471004e-11,,,2.895855e-09,3.096916e-09,6.182936e-13,,,6.182936e-13,6.182936e-13,,,
2018-08-31,3.790000e+01,-1.211000e+02,3.499565e+02,2.250011e+02,3.056601e-09,1.118305e-10,1.729703e-10,1.035432e-10,2.416692e-10,4.922953e-08,7.201777e-11,8.664397e-13,4.200499e-12,4.100183e-11,1.665808e-11,2.336075e-11,1.577198e-11,6.628033e-12,3.431993e-11,2.490648e-11,2.434690e-11,1.555726e-11,9.027983e-12,1.429244e-11,7.724693e-13,7.782754e-12,3.057154e-12,4.467580e-12,2.839386e-13,1.301397e-12,7.601619e-13,3.618371e-12,9.669259e-13,1.315882e-10,6.646855e-12,6.628033e-12,1.448631e-10,6.544267e-11,7.808673e-12,1.577198e-11,8.902332e-11,1.429244e-11,3.238873e-11,7.724693e-13,4.745364e-11,5.922642e-11,2.434690e-11,7.288421e-11,1.564575e-10,3.056601e-09,1.035432e-10,2.416692e-10,1.729703e-10,3.499565e+02,2.250011e+02,4.922953e-08,5.749576e+02,1.236587e-12,6.449069e-13,,1.236587e-12,1.236587e-12,6.449069e-13,6.449069e-13,
2018-08-31,3.810000e+01,-1.221000e+02,,,1.069810e-09,1.025113e-10,1.153135e-10,2.465314e-11,9.294970e-11,1.158342e-08,4.169450e-11,2.038682e-13,1.866888e-12,1.537569e-11,6.057485e-12,6.371112e-12,3.428692e-12,4.556772e-12,2.495995e-11,3.223192e-11,1.363426e-11,1.452011e-11,2.083381e-12,4.287732e-12,7.724693e-13,2.457712e-12,5.316789e-13,2.707624e-13,3.837008e-14,3.718278e-13,6.515673e-13,2.879928e-12,8.287936e-13,1.188983e-10,4.732117e-12,4.556772e-12,1.281872e-10,2.389088e-11,8.408114e-13,3.428692e-12,2.816039e-11,4.287732e-12,8.454493e-12,7.724693e-13,1.351469e-11,5.719187e-11,1.363426e-11,4.189836e-11,1.127245e-10,1.069810e-09,2.465314e-11,9.294970e-11,1.153135e-10,,,1.158342e-08,1.288615e-08,4.946349e-12,,,4.946349e-12,4.946349e-12,,,
2018-08-31,3.850000e+01,-1.197000e+02,,,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,6.833638e-12,3.028743e-12,4.247408e-12,2.057215e-12,8.285040e-13,6.239988e-12,2.930174e-12,3.895504e-12,2.074301e-12,1.388920e-12,1.429244e-12,1.404490e-13,1.228856e-12,3.987592e-13,6.769061e-13,3.837008e-14,1.859139e-13,1.085946e-13,5.169101e-13,1.381323e-13,2.117944e-11,9.495508e-13,8.285040e-13,2.295750e-11,1.109124e-11,1.114035e-12,2.057215e-12,1.426249e-11,1.429244e-12,5.636329e-12,1.404490e-13,7.206022e-12,9.170162e-12,3.895504e-12,1.149864e-11,2.456431e-11,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,,,7.239637e-09,7.774808e-09,,,,,,,,
