date,lat,lon,mami,apt,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,other_combustion_rate,other_total,c5h8fire,terpenesfire,c2h6sfire,isoprene_isoprene,isoprene_total,terpenes_monoterpenes,terpenes_total,other_dms
2018-08-31,3.130000e+01,-1.003000e+02,1.150047e+03,6.249905e+02,3.056601e-10,9.319209e-12,1.647336e-11,9.861253e-12,1.858994e-11,4.343782e-09,7.580818e-12,7.645056e-14,4.667221e-13,3.416819e-12,1.514371e-12,2.123704e-12,1.371477e-12,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,6.944602e-13,1.429244e-12,7.022447e-14,8.192373e-13,2.658395e-13,4.061436e-13,2.302205e-14,1.859139e-13,1.085946e-13,2.953772e-13,9.208818e-14,1.082308e-11,6.819738e-13,4.142520e-13,1.191931e-11,5.750428e-12,6.950051e-13,1.371477e-12,7.816910e-12,1.429244e-12,2.818164e-12,7.022447e-14,4.317633e-12,4.585081e-12,1.947752e-12,7.657269e-12,1.419010e-11,3.056601e-10,9.861253e-12,1.858994e-11,1.647336e-11,1.150047e+03,6.249905e+02,4.343782e-09,1.775037e+03,,,,,,,,
2018-08-31,3.170000e+01,-1.017000e+02,,,6.113202e-09,2.236610e-10,3.377039e-10,2.120170e-10,4.833384e-10,9.845906e-08,1.440355e-10,1.732879e-12,8.400998e-12,8.371207e-11,3.331617e-11,4.672149e-11,3.154397e-11,1.325606e-11,6.863986e-11,4.981296e-11,4.771992e-11,3.215166e-11,1.736151e-11,2.715564e-11,1.474714e-12,1.597513e-11,6.114308e-12,8.799779e-12,5.602031e-13,2.602794e-12,1.520324e-12,7.162897e-12,1.933852e-12,2.642137e-10,1.321987e-11,1.325606e-11,2.906896e-10,1.330034e-10,1.547429e-11,3.154397e-11,1.800216e-10,2.715564e-11,6.408300e-11,1.474714e-12,9.271334e-11,1.184528e-10,4.771992e-11,1.457684e-10,3.119412e-10,6.113202e-09,2.120170e-10,4.833384e-10,3.377039e-10,,,9.845906e-08,1.056054e-07,2.473174e-12,1.289814e-12,1.174269e-13,2.473174e-12,2.473174e-12,1.289814e-12,1.289814e-12,1.174269e-13
2018-08-31,3.270000e+01,-1.157000e+02,,,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,5.125229e-12,3.028743e-12,4.247408e-12,2.057215e-12,8.285040e-13,6.239988e-12,2.930174e-12,2.921628e-12,2.074301e-12,1.388920e-12,1.429244e-12,7.022448e-14,1.228856e-12,3.987592e-13,6.769061e-13,3.837008e-14,1.859139e-13,1.085946e-13,5.169101e-13,1.381323e-13,2.117944e-11,9.495508e-13,8.285040e-13,2.295750e-11,9.382828e-12,1.114035e-12,2.057215e-12,1.255408e-11,1.429244e-12,5.636329e-12,7.022448e-14,7.135798e-12,9.170162e-12,2.921628e-12,1.149864e-11,2.359044e-11,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,,,7.239637e-09,7.774808e-09,,,,,,,,
2018-08-31,3.290000e+01,-1.157000e+02,,,9.169802e-10,3.727683e-11,4.942008e-11,2.958376e-11,7.435976e-11,1.447927e-08,2.274245e-11,2.548352e-13,1.400166e-12,1.195887e-11,4.543114e-12,6.371112e-12,4.800169e-12,2.071260e-12,9.359982e-12,7.325435e-12,6.817132e-12,5.185752e-12,2.777841e-12,4.287732e-12,2.106734e-13,2.457712e-12,9.304381e-13,1.353812e-12,8.441417e-14,3.718278e-13,2.171891e-13,1.107664e-12,2.762646e-13,4.386275e-11,1.972946e-12,2.071260e-12,4.790696e-11,1.895969e-11,2.368665e-12,4.800169e-12,2.612852e-11,4.287732e-12,9.148953e-12,2.106734e-13,1.364736e-11,1.668542e-11,6.817132e-12,2.299729e-11,4.649984e-11,9.169802e-10,2.958376e-11,7.435976e-11,4.942008e-11,,,1.447927e-08,1.554962e-08,6.182936e-13,3.224534e-13,,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,
2018-08-31,3.330000e+01,-9.630000e+01,,,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,3.416819e-12,1.514371e-12,2.123704e-12,1.371477e-12,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,2.658395e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,5.340809e-12,5.519499e-13,1.371477e-12,7.264236e-12,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,1.947752e-12,3.841376e-12,1.037421e-11,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,,2.895855e-09,3.080442e-09,,,,,,,,
2018-08-31,3.330000e+01,-9.530000e+01,1.800052e+03,5.750156e+02,1.681130e-09,5.591525e-11,9.060348e-11,5.916753e-11,1.301296e-10,2.751062e-08,3.790409e-11,4.841869e-13,2.333610e-12,2.220933e-11,9.086228e-12,1.274222e-11,8.228861e-12,3.728268e-12,1.871996e-11,1.318578e-11,1.266039e-11,8.297203e-12,4.861222e-12,7.146220e-12,4.213469e-13,4.505805e-12,1.595037e-12,2.436862e-12,1.534803e-13,7.436555e-13,4.343782e-13,1.919952e-12,5.064850e-13,6.654607e-11,3.604471e-12,3.728268e-12,7.387881e-11,3.580136e-11,4.185379e-12,8.228861e-12,4.821561e-11,7.146220e-12,1.760345e-11,4.213469e-13,2.517101e-11,3.190575e-11,1.266039e-11,3.838827e-11,8.295441e-11,1.681130e-09,5.916753e-11,1.301296e-10,9.060348e-11,1.800052e+03,5.750156e+02,2.751062e-08,2.375067e+03,6.182936e-13,3.224534e-13,,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,
2018-08-31,3.350000e+01,-9.450000e+01,,,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,6.833638e-12,3.028743e-12,4.247408e-12,2.742954e-12,1.242756e-12,6.239988e-12,4.395261e-12,3.895504e-12,2.074301e-12,1.388920e-12,2.858488e-12,1.404490e-13,1.228856e-12,5.316789e-13,6.769061e-13,4.604409e-14,1.859139e-13,1.085946e-13,5.907544e-13,1.381323e-13,2.117944e-11,1.023395e-12,1.242756e-12,2.344559e-11,1.109124e-11,1.254629e-12,2.742954e-12,1.508882e-11,2.858488e-12,5.636329e-12,1.404490e-13,8.635266e-12,1.063525e-11,3.895504e-12,1.149864e-11,2.602940e-11,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,,,7.239637e-09,7.774808e-09,,,,,,,,
2018-08-31,3.370000e+01,-9.930000e+01,,,1.375470e-09,5.591525e-11,8.236680e-11,4.930627e-11,1.115396e-10,2.316684e-08,3.411368e-11,4.077363e-13,1.866888e-12,1.879250e-11,7.571856e-12,1.061852e-11,7.543122e-12,2.899764e-12,1.559997e-11,1.172070e-11,1.071264e-11,7.260053e-12,4.166762e-12,5.716976e-12,3.511224e-13,3.686568e-12,1.462117e-12,2.030718e-12,1.304583e-13,5.577416e-13,3.257837e-13,1.698419e-12,4.604409e-13,6.504219e-11,3.042385e-12,2.899764e-12,7.098434e-11,3.005093e-11,3.623294e-12,7.543122e-12,4.121734e-11,5.716976e-12,1.478528e-11,3.511224e-13,2.085338e-11,2.732067e-11,1.071264e-11,3.452141e-11,7.255471e-11,1.375470e-09,4.930627e-11,1.115396e-10,8.236680e-11,,,2.316684e-08,2.478552e-08,6.182936e-13,3.224534e-13,,6.182936e-13,6.182936e-13,3.224534e-13,3.224534e-13,
2018-08-31,3.370000e+01,-9.450000e+01,,,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,6.833638e-12,3.028743e-12,4.247408e-12,2.742954e-12,1.242756e-12,6.239988e-12,4.395261e-12,3.895504e-12,2.074301e-12,1.388920e-12,2.858488e-12,1.404490e-13,1.228856e-12,5.316789e-13,6.769061e-13,4.604409e-14,1.859139e-13,1.085946e-13,5.907544e-13,1.381323e-13,2.117944e-11,1.023395e-12,1.242756e-12,2.344559e-11,1.109124e-11,1.254629e-12,2.742954e-12,1.508882e-11,2.858488e-12,5.636329e-12,1.404490e-13,8.635266e-12,1.063525e-11,3.895504e-12,1.149864e-11,2.602940e-11,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,,,7.239637e-09,7.774808e-09,,,,,,,,
2018-08-31,3.410000e+01,-1.175000e+02,,,3.056601e-10,9.319209e-12,1.647336e-11,9.861254e-12,1.858994e-11,4.343782e-09,3.790409e-12,7.645056e-14,4.667221e-13,3.416819e-12,1.514371e-12,2.123704e-12,1.371477e-12,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,8.192373e-13,2.658395e-13,4.061436e-13,2.302205e-14,1.859139e-13,1.085946e-13,2.953772e-13,9.208818e-14,1.082308e-11,6.819738e-13,4.142520e-13,1.191931e-11,5.750428e-12,6.950051e-13,1.371477e-12,7.816910e-12,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,1.947752e-12,3.866860e-12,1.039969e-11,3.056601e-10,9.861254e-12,1.858994e-11,1.647336e-11,,,4.343782e-09,4.694367e-09,,,,,,,,
