date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c2h6sfire,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2017-12-04,3.110000e+01,-9.790001e+01,2.696836e-10,9.767359e-12,1.495859e-11,9.316495e-12,2.181318e-11,4.386297e-09,6.447856e-12,7.719882e-14,4.130047e-13,3.686244e-12,1.492657e-12,1.221396e-13,7.567250e-14,2.172229e-12,1.394404e-12,5.832933e-13,3.294863e-12,2.162953e-12,2.118143e-12,1.460374e-12,8.218299e-13,1.265161e-12,6.592037e-14,7.209615e-13,2.701959e-13,3.930122e-13,2.500189e-14,1.090744e-13,6.371169e-14,3.175679e-13,8.553278e-14,1.164074e-11,5.758867e-13,5.832933e-13,1.279992e-11,5.899862e-12,6.882099e-13,1.394404e-12,7.982476e-12,1.221396e-13,1.221396e-13,1.265161e-12,2.994059e-12,6.592037e-14,4.325141e-12,5.457816e-12,2.118143e-12,6.525055e-12,1.410101e-11,7.567250e-14,7.567250e-14,2.696836e-10,9.316495e-12,2.181318e-11,1.495859e-11,4.386297e-09,4.702069e-09,,,,,,
2017-12-04,3.290000e+01,-9.550000e+01,2.337258e-10,8.139466e-12,1.296411e-11,8.074295e-12,1.963187e-11,3.801457e-09,5.588142e-12,6.690565e-14,3.212258e-13,3.194745e-12,1.293636e-12,1.046910e-13,3.783625e-14,1.838040e-12,1.208483e-12,4.860778e-13,2.562671e-12,1.830191e-12,1.835724e-12,1.216978e-12,6.848582e-13,1.084424e-12,5.768032e-14,6.248333e-13,2.341698e-13,3.406106e-13,2.166831e-14,1.090744e-13,6.371169e-14,2.752255e-13,7.412841e-14,9.677669e-12,5.221400e-13,4.860778e-13,1.068589e-11,5.113214e-12,5.964487e-13,1.208483e-12,6.918146e-12,1.046910e-13,1.046910e-13,1.084424e-12,2.522898e-12,5.768032e-14,3.665002e-12,4.392862e-12,1.835724e-12,5.655048e-12,1.188363e-11,3.783625e-14,3.783625e-14,2.337258e-10,8.074295e-12,1.963187e-11,1.296411e-11,3.801457e-09,4.075853e-09,,,,,,
2017-12-04,3.370000e+01,-1.097000e+02,1.019404e-08,4.623217e-10,5.494788e-10,3.291828e-10,1.238989e-09,9.649852e-08,1.822594e-10,1.698374e-12,2.606518e-11,1.140278e-10,5.532781e-11,9.910753e-12,2.149099e-11,9.490969e-11,4.573644e-11,2.760922e-11,2.079425e-10,9.450438e-11,6.495638e-11,6.912437e-11,3.889995e-11,5.132940e-11,4.680346e-12,2.730041e-11,8.862425e-12,9.039281e-12,5.117054e-13,1.239085e-11,7.237648e-12,4.932888e-12,3.073478e-12,5.575112e-10,2.763487e-11,2.760922e-11,6.127552e-10,1.966560e-10,1.841341e-11,4.573644e-11,2.608059e-10,9.910753e-12,9.910753e-12,5.132940e-11,1.338096e-10,4.680346e-12,1.898194e-10,3.024468e-10,6.495638e-11,1.839578e-10,5.513610e-10,2.149099e-11,2.149099e-11,1.019404e-08,3.291828e-10,1.238989e-09,5.494788e-10,9.649852e-08,2.204531e+03,1.681805e+03,5.227255e+02,7.826311e-12,7.826311e-12,1.681805e+03,5.227255e+02
2017-12-04,3.390000e+01,-1.097000e+02,2.876624e-10,1.302315e-11,1.495859e-11,9.316495e-12,3.490110e-11,2.631778e-09,5.158285e-12,4.631929e-14,7.342305e-13,3.194745e-12,1.592167e-12,2.791762e-13,6.053800e-13,2.673512e-12,1.301443e-12,7.777244e-13,5.857534e-12,2.662095e-12,1.835724e-12,1.947165e-12,1.095773e-12,1.445899e-12,1.318407e-13,7.690256e-13,2.521828e-13,2.620081e-13,1.500113e-14,3.490381e-13,2.038774e-13,1.481983e-13,8.553278e-14,1.570454e-11,7.866467e-13,7.777244e-13,1.726891e-11,5.555937e-12,5.291921e-13,1.301443e-12,7.386573e-12,2.791762e-13,2.791762e-13,1.445899e-12,3.769286e-12,1.318407e-13,5.347025e-12,8.519629e-12,1.835724e-12,5.204604e-12,1.555996e-11,6.053800e-13,6.053800e-13,2.876624e-10,9.316495e-12,3.490110e-11,1.495859e-11,2.631778e-09,2.978837e-09,,,2.204594e-13,2.204594e-13,,
2017-12-04,3.390000e+01,-1.175000e+02,1.328641e-08,4.842982e-10,7.369598e-10,4.589926e-10,1.066665e-09,2.160982e-07,3.176644e-10,3.803329e-12,1.867699e-11,1.816089e-10,7.353822e-11,5.548626e-12,3.102572e-12,1.014264e-10,6.869762e-11,2.867859e-11,1.526620e-10,1.073157e-10,1.043538e-10,6.985455e-11,3.821509e-11,5.991442e-11,3.238338e-12,3.479841e-11,1.331165e-11,1.936240e-11,1.231760e-12,5.562795e-12,3.262039e-12,1.564551e-11,4.213915e-12,5.728298e-10,2.868426e-11,2.867859e-11,6.301926e-10,2.899456e-10,3.390581e-11,6.869762e-11,3.925490e-10,5.548626e-12,5.548626e-12,5.991442e-11,1.396415e-10,3.238338e-12,2.027942e-10,2.599777e-10,1.043538e-10,3.214677e-10,6.857993e-10,3.102572e-12,3.102572e-12,1.328641e-08,4.589926e-10,1.066665e-09,7.369598e-10,2.160982e-07,2.316475e-07,,,2.342382e-13,2.342382e-13,,
2017-12-04,3.410000e+01,-1.099000e+02,1.240544e-09,5.616231e-11,6.681503e-11,3.975038e-11,1.505110e-10,1.169679e-08,2.192271e-11,2.058635e-13,3.166369e-12,1.376198e-11,6.667200e-12,1.203947e-12,2.610701e-12,1.152952e-11,5.577615e-12,3.353936e-12,2.526061e-11,1.148029e-11,7.907733e-12,8.397150e-12,4.725522e-12,6.235438e-12,5.685632e-13,3.316423e-12,1.080783e-12,1.100434e-12,6.167133e-14,1.505227e-12,8.792213e-13,5.927934e-13,3.706421e-13,6.772583e-11,3.347884e-12,3.353936e-12,7.442765e-11,2.374560e-11,2.242889e-12,5.577615e-12,3.156610e-11,1.203947e-12,1.203947e-12,6.235438e-12,1.625504e-11,5.685632e-13,2.305904e-11,3.674090e-11,7.907733e-12,2.212857e-11,6.677721e-11,2.610701e-12,2.610701e-12,1.240544e-09,3.975038e-11,1.505110e-10,6.681503e-11,1.169679e-08,1.319536e-08,,,9.507314e-13,9.507314e-13,,
2017-12-04,3.410000e+01,-1.097000e+02,5.753249e-10,2.604629e-11,3.091441e-11,1.863299e-11,6.980219e-11,5.555976e-09,1.031657e-11,9.778518e-14,1.468461e-12,6.389489e-12,3.184335e-12,5.583523e-13,1.210760e-12,5.347025e-12,2.602887e-12,1.555449e-12,1.171507e-11,5.324191e-12,3.671447e-12,3.894331e-12,2.191546e-12,2.891797e-12,2.636815e-13,1.538051e-12,5.043656e-13,5.240163e-13,2.833548e-14,6.980763e-13,4.077548e-13,2.752255e-13,1.767678e-13,3.140908e-11,1.557824e-12,1.555449e-12,3.452236e-11,1.111187e-11,1.056717e-12,2.602887e-12,1.477148e-11,5.583523e-13,5.583523e-13,2.891797e-12,7.538571e-12,2.636815e-13,1.069405e-11,1.703926e-11,3.671447e-12,1.041436e-11,3.112506e-11,1.210760e-12,1.210760e-12,5.753249e-10,1.863299e-11,6.980219e-11,3.091441e-11,5.555976e-09,5.999885e+02,1.999763e+02,4.000122e+02,4.409189e-13,4.409189e-13,1.999763e+02,4.000122e+02
2017-12-04,3.470000e+01,-9.490001e+01,5.393671e-10,2.441840e-11,2.891994e-11,1.739079e-11,6.543955e-11,5.263556e-09,9.886713e-12,9.263858e-14,1.376682e-12,6.143740e-12,2.985314e-12,5.234552e-13,1.135087e-12,5.012836e-12,2.416966e-12,1.458233e-12,1.098288e-11,4.991429e-12,3.530238e-12,3.650935e-12,2.054575e-12,2.711060e-12,2.472014e-13,1.441923e-12,4.683395e-13,4.716146e-13,2.666868e-14,6.544465e-13,3.822701e-13,2.540543e-13,1.653634e-13,2.944602e-11,1.456134e-12,1.458233e-12,3.236038e-11,1.057098e-11,9.666227e-13,2.416966e-12,1.395456e-11,5.234552e-13,5.234552e-13,2.711060e-12,7.067411e-12,2.472014e-13,1.002567e-11,1.597431e-11,3.530238e-12,9.979352e-12,2.948389e-11,1.135087e-12,1.135087e-12,5.393671e-10,1.739079e-11,6.543955e-11,2.891994e-11,5.263556e-09,5.915087e-09,,,4.133615e-13,4.133615e-13,,
2017-12-04,3.510000e+01,-1.189000e+02,6.364532e-09,2.319748e-10,3.530227e-10,2.198693e-10,5.104285e-10,1.035166e-07,1.521694e-10,1.821892e-12,8.948435e-12,8.699536e-11,3.522670e-11,2.652173e-12,1.475614e-12,4.862451e-11,3.290793e-11,1.375600e-11,7.321917e-11,5.141172e-11,4.998817e-11,3.346690e-11,1.828571e-11,2.873723e-11,1.549129e-12,1.667824e-11,6.376623e-12,9.275088e-12,5.900446e-13,2.661416e-12,1.567308e-12,7.494602e-12,2.018574e-12,2.743901e-10,1.374190e-11,1.375600e-11,3.018880e-10,1.389003e-10,1.624176e-11,3.290793e-11,1.880500e-10,2.652173e-12,2.652173e-12,2.873723e-11,6.691022e-11,1.549129e-12,9.719658e-11,1.246309e-10,4.998817e-11,1.539913e-10,3.286104e-10,1.475614e-12,1.475614e-12,6.364532e-09,2.198693e-10,5.104285e-10,3.530227e-10,1.035166e-07,1.109646e-07,,,1.102297e-13,1.102297e-13,,
2017-12-04,3.550000e+01,-1.191000e+02,3.110350e-09,1.131386e-10,1.725224e-10,1.074502e-10,2.486703e-10,5.058862e-08,7.436528e-11,8.903597e-13,4.359494e-12,4.251468e-11,1.721531e-11,1.291190e-12,7.188888e-13,2.372742e-11,1.608212e-11,6.707873e-12,3.551130e-11,2.512352e-11,2.442925e-11,1.630751e-11,8.903157e-12,1.400714e-11,7.580842e-13,8.122833e-12,3.116259e-12,4.532741e-12,2.883551e-13,1.308893e-12,7.645403e-13,3.662616e-12,9.864782e-13,1.338056e-10,6.722528e-12,6.707873e-12,1.472360e-10,6.785282e-11,7.937355e-12,1.608212e-11,9.187229e-11,1.291190e-12,1.291190e-12,1.400714e-11,3.263058e-11,7.580842e-13,4.739581e-11,6.063482e-11,2.442925e-11,7.525564e-11,1.603197e-10,7.188888e-13,7.188888e-13,3.110350e-09,1.074502e-10,2.486703e-10,1.725224e-10,5.058862e-08,5.422767e-08,,,5.511486e-14,5.511486e-14,,
