date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total
2020-12-20,3.150000e+01,-9.830000e+01,4.333858e-10,1.592269e-11,2.394423e-11,1.506292e-11,3.467812e-11,7.083655e-09,1.034834e-11,1.246723e-13,5.938059e-13,5.954327e-12,2.403620e-12,1.815388e-13,1.046108e-13,3.310915e-12,2.241384e-12,9.407460e-13,4.953389e-12,3.468447e-12,3.420697e-12,2.260910e-12,7.064055e-15,1.246566e-12,1.957190e-12,1.063176e-13,1.140632e-12,4.338321e-13,6.346954e-13,4.023574e-14,1.809434e-13,1.056912e-13,5.128566e-13,1.381737e-13,1.877741e-11,9.376649e-13,9.407460e-13,2.065582e-11,9.498580e-12,1.108763e-12,2.241384e-12,1.284873e-11,1.815388e-13,1.815388e-13,1.957190e-12,4.557481e-12,1.063176e-13,6.620989e-12,8.421835e-12,3.420697e-12,1.047301e-11,2.231554e-11,1.046108e-13,1.046108e-13,4.333858e-10,1.506292e-11,3.467812e-11,2.394423e-11,7.064055e-15,7.083655e-09,7.590732e-09
2020-12-20,3.190000e+01,-1.039000e+02,1.857368e-10,6.948084e-12,1.043723e-11,6.531707e-12,1.507744e-11,3.052306e-09,4.527397e-12,5.372059e-14,2.740643e-13,2.588838e-12,1.051584e-12,7.643737e-14,4.358785e-14,1.424464e-12,9.764444e-13,4.031768e-13,2.136756e-12,1.486477e-12,1.473959e-12,9.830043e-13,,5.364966e-13,8.536682e-13,4.556467e-14,4.872601e-13,1.876031e-13,2.734867e-13,1.739924e-14,8.041929e-14,4.697389e-14,2.209870e-13,5.975078e-14,8.205153e-12,4.081310e-13,4.031768e-13,9.016460e-12,4.127682e-12,4.784889e-13,9.764444e-13,5.582615e-12,7.643737e-14,7.643737e-14,8.536682e-13,1.960960e-12,4.556467e-14,2.860193e-12,3.623233e-12,1.473959e-12,4.581118e-12,9.678309e-12,4.358785e-14,4.358785e-14,1.857368e-10,6.531707e-12,1.507744e-11,1.043723e-11,,3.052306e-09,3.270090e-09
2020-12-20,3.230000e+01,-1.017000e+02,2.962944e-10,1.071163e-11,1.657677e-11,1.026411e-11,2.412391e-11,4.837618e-09,7.114481e-12,8.514207e-14,4.110964e-13,4.077420e-12,1.652489e-12,1.242107e-13,6.974056e-14,2.271442e-12,1.531242e-12,6.383633e-13,3.399385e-12,2.378363e-12,2.336086e-12,1.572807e-12,7.064055e-15,8.520828e-13,1.332555e-12,7.214406e-14,7.751866e-13,2.989924e-13,4.334506e-13,2.773003e-14,1.256551e-13,7.339669e-14,3.502435e-13,9.460540e-14,1.269553e-11,6.439008e-13,6.383633e-13,1.397780e-11,6.505095e-12,7.601730e-13,1.531242e-12,8.796510e-12,1.242107e-13,1.242107e-13,1.332555e-12,3.123524e-12,7.214406e-14,4.528224e-12,5.777748e-12,2.336086e-12,7.199623e-12,1.531346e-11,6.974056e-14,6.974056e-14,2.962944e-10,1.026411e-11,2.412391e-11,1.657677e-11,7.064055e-15,4.837618e-09,5.184884e-09
2020-12-20,3.310000e+01,-1.001000e+02,7.341026e-10,2.663432e-11,4.052100e-11,2.532703e-11,5.880203e-11,1.192127e-08,1.746282e-11,2.098144e-13,1.050580e-12,1.003175e-11,4.056109e-12,3.057495e-13,1.743514e-13,5.582357e-12,3.794818e-12,1.579109e-12,8.449899e-12,5.945908e-12,5.756782e-12,3.833716e-12,1.412811e-14,2.114428e-12,3.310567e-12,1.784616e-13,1.915818e-12,7.328244e-13,1.068146e-12,6.796577e-14,3.065986e-13,1.790879e-13,8.631001e-13,2.327791e-13,3.151862e-11,1.581566e-12,1.579109e-12,3.467929e-11,1.600367e-11,1.868936e-12,3.794818e-12,2.166743e-11,3.057495e-13,3.057495e-13,3.310567e-12,7.696784e-12,1.784616e-13,1.118581e-11,1.439581e-11,5.756782e-12,1.767263e-11,3.782522e-11,1.743514e-13,1.743514e-13,7.341026e-10,2.532703e-11,5.880203e-11,4.052100e-11,1.412811e-14,1.192127e-08,1.278004e-08
2020-12-20,3.510000e+01,-9.650000e+01,6.412341e-10,2.344978e-11,3.560936e-11,2.212782e-11,5.126331e-11,1.042391e-08,1.526380e-11,1.834609e-13,9.135477e-13,8.737329e-12,3.555355e-12,2.675308e-13,1.481987e-13,4.889374e-12,3.306596e-12,1.377521e-12,7.381521e-12,5.153121e-12,5.033708e-12,3.342215e-12,1.412811e-14,1.846179e-12,2.894143e-12,1.556793e-13,1.672188e-12,6.390229e-13,9.339827e-13,5.926615e-14,2.663889e-13,1.585369e-13,7.546914e-13,2.029037e-13,2.770554e-11,1.382521e-12,1.377521e-12,3.046558e-11,1.396487e-11,1.632272e-12,3.306596e-12,1.890374e-11,2.675308e-13,2.675308e-13,2.894143e-12,6.735554e-12,1.556793e-13,9.785377e-12,1.253464e-11,5.033708e-12,1.544726e-11,3.301560e-11,1.481987e-13,1.481987e-13,6.412341e-10,2.212782e-11,5.126331e-11,3.560936e-11,1.412811e-14,1.042391e-08,1.117416e-08
2020-12-20,3.610000e+01,-9.930000e+01,1.547807e-10,5.500566e-12,8.595363e-12,5.332006e-12,1.256454e-11,2.533990e-09,3.751272e-12,4.459823e-14,2.283869e-13,2.135791e-12,8.512822e-13,6.688270e-14,3.487028e-14,1.193469e-12,7.989091e-13,3.359807e-13,1.748255e-12,1.288280e-12,1.223664e-12,8.355536e-13,,4.418207e-13,6.870988e-13,3.797056e-14,4.097414e-13,1.524275e-13,2.270455e-13,1.413688e-14,6.534067e-14,3.816628e-14,1.834609e-13,4.854751e-14,6.564507e-12,3.355154e-13,3.359807e-13,7.236003e-12,3.396815e-12,3.936099e-13,7.989091e-13,4.589334e-12,6.688270e-14,6.688270e-14,6.870988e-13,1.635290e-12,3.797056e-14,2.360359e-12,3.036535e-12,1.223664e-12,3.795870e-12,8.056070e-12,3.487028e-14,3.487028e-14,1.547807e-10,5.332006e-12,1.256454e-11,8.595363e-12,,2.533990e-09,2.715263e-09
2020-12-20,3.610000e+01,-9.870000e+01,6.677680e-10,2.431829e-11,3.714425e-11,2.306092e-11,5.377621e-11,1.088464e-08,1.591057e-11,1.915697e-13,9.592250e-13,9.125654e-12,3.705581e-12,2.770855e-13,1.569163e-13,5.081870e-12,3.461940e-12,1.444717e-12,7.672897e-12,5.351317e-12,5.256193e-12,3.489665e-12,1.412811e-14,1.925076e-12,3.019070e-12,1.632734e-13,1.749707e-12,6.683359e-13,9.752637e-13,6.198478e-14,2.814675e-13,1.644086e-13,7.880479e-13,2.116173e-13,2.876718e-11,1.445541e-12,1.444717e-12,3.165744e-11,1.458094e-11,1.705584e-12,3.461940e-12,1.974847e-11,2.770855e-13,2.770855e-13,3.019070e-12,7.006946e-12,1.632734e-13,1.018929e-11,1.302421e-11,5.256193e-12,1.610214e-11,3.438254e-11,1.569163e-13,1.569163e-13,6.677680e-10,2.306092e-11,5.377621e-11,3.714425e-11,1.412811e-14,1.088464e-08,1.166640e-08
2020-12-20,3.630000e+01,-9.890001e+01,4.245412e-10,1.563319e-11,2.363725e-11,1.466302e-11,3.417554e-11,6.910883e-09,1.021898e-11,1.216315e-13,5.938059e-13,5.824886e-12,2.353545e-12,1.815388e-13,9.589327e-14,3.233917e-12,2.197000e-12,9.183473e-13,4.856264e-12,3.468447e-12,3.337265e-12,2.260910e-12,7.064055e-15,1.230786e-12,1.915548e-12,1.044190e-13,1.118483e-12,4.279695e-13,6.192151e-13,3.969201e-14,1.809434e-13,1.056912e-13,5.003479e-13,1.344393e-13,1.848790e-11,9.214218e-13,9.183473e-13,2.032767e-11,9.296914e-12,1.086877e-12,2.197000e-12,1.258079e-11,1.815388e-13,1.815388e-13,1.915548e-12,4.464703e-12,1.044190e-13,6.484670e-12,8.324711e-12,3.337265e-12,1.034061e-11,2.200259e-11,9.589327e-14,9.589327e-14,4.245412e-10,1.466302e-11,3.417554e-11,2.363725e-11,7.064055e-15,6.910883e-09,7.407907e-09
2020-12-20,3.650000e+01,-1.197000e+02,6.058557e-10,5.558467e-11,6.507918e-11,1.506292e-11,5.427879e-11,6.565338e-09,2.444794e-11,1.155500e-13,1.096257e-12,8.737329e-12,3.755657e-12,2.646644e-12,3.487028e-14,3.657406e-12,1.864121e-12,2.676646e-12,1.398604e-11,1.823412e-11,7.453226e-12,8.158935e-12,7.064055e-15,1.215007e-12,2.019654e-12,4.404585e-13,1.317817e-12,3.283054e-13,1.857645e-13,2.174904e-14,2.060744e-13,3.875345e-13,1.613622e-12,4.618237e-13,6.483986e-11,2.669055e-12,2.676646e-12,7.018556e-11,1.381080e-11,5.358189e-13,1.864121e-12,1.621074e-11,2.646644e-12,2.646644e-12,2.019654e-12,4.872413e-12,4.404585e-13,7.332526e-12,3.222016e-11,7.453226e-12,2.456349e-11,6.423688e-11,3.487028e-14,3.487028e-14,6.058557e-10,1.506292e-11,5.427879e-11,6.507918e-11,7.064055e-15,6.565338e-09,7.305622e-09
2020-12-20,3.750000e+01,-9.590001e+01,4.117165e-09,1.499628e-10,2.283911e-10,1.422313e-10,3.306986e-10,6.692038e-08,9.843855e-11,1.177799e-12,5.801027e-12,5.624251e-11,2.278432e-11,1.719841e-12,9.676503e-13,3.141519e-11,2.128205e-11,8.881090e-12,4.730001e-11,3.329709e-11,3.231585e-11,2.162609e-11,7.064055e-14,1.183448e-11,1.857249e-11,1.004321e-12,1.077509e-11,4.121405e-12,5.996066e-12,3.816958e-13,1.729015e-12,1.009939e-12,4.845035e-12,1.305804e-12,1.773899e-10,8.889793e-12,8.881090e-12,1.951608e-10,8.980192e-11,1.049917e-11,2.128205e-11,1.215831e-10,1.719841e-12,1.719841e-12,1.857249e-11,4.324967e-11,1.004321e-12,6.282648e-11,8.059710e-11,3.231585e-11,9.961635e-11,2.125293e-10,9.676503e-13,9.676503e-13,4.117165e-09,1.422313e-10,3.306986e-10,2.283911e-10,7.064055e-14,6.692038e-08,7.173894e-08
