date,lat,lon,mami,apt,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,other_combustion_rate,other_total
2020-11-29,3.350000e+01,-1.109000e+02,7.727649e+02,2.954698e+02,1.601088e-09,5.873481e-11,8.861614e-11,5.435737e-11,1.278386e-10,2.569648e-08,3.822281e-11,4.522580e-13,2.353233e-12,2.177141e-11,8.589966e-12,7.793657e-13,3.680809e-13,1.204628e-11,8.145982e-12,3.397131e-12,1.818520e-11,1.292731e-11,1.228348e-11,8.229480e-12,4.549124e-14,4.376873e-12,7.206309e-12,3.867461e-13,4.161135e-12,1.585670e-12,2.293594e-12,1.470629e-13,6.582252e-13,3.895981e-13,1.864237e-12,5.007425e-13,6.931752e-11,3.412803e-12,3.397131e-12,7.612746e-11,3.452251e-11,4.026327e-12,8.145982e-12,4.669482e-11,7.793657e-13,7.793657e-13,7.206309e-12,1.642315e-11,3.867461e-13,2.401621e-11,3.111251e-11,1.228348e-11,3.867506e-11,8.207105e-11,3.680809e-13,3.680809e-13,1.601088e-09,5.435737e-11,1.278386e-10,8.861614e-11,4.549124e-14,7.727649e+02,2.954698e+02,2.569648e-08,1.068235e+03
2020-11-29,3.470000e+01,-9.570000e+01,7.284879e+02,2.749891e+02,6.522952e-10,2.349392e-11,3.408313e-11,2.181219e-11,5.113543e-11,1.016564e-08,1.433355e-11,1.789153e-13,8.824622e-13,8.708564e-12,3.817763e-12,3.896828e-13,1.338476e-13,5.353904e-12,3.286975e-12,1.349545e-12,7.115948e-12,4.616895e-12,5.082820e-12,3.165185e-12,,1.750749e-12,2.702366e-12,1.571156e-13,1.664454e-12,6.418190e-13,9.045160e-13,5.952546e-14,2.664245e-13,1.546024e-13,7.317566e-13,1.959427e-13,2.754157e-11,1.348726e-12,1.349545e-12,3.023984e-11,1.419078e-11,1.605860e-12,3.286975e-12,1.908362e-11,3.896828e-13,3.896828e-13,2.702366e-12,7.104652e-12,1.571156e-13,9.964134e-12,1.173284e-11,5.082820e-12,1.451247e-11,3.132813e-11,1.338476e-13,1.338476e-13,6.522952e-10,2.181219e-11,5.113543e-11,3.408313e-11,,7.284879e+02,2.749891e+02,1.016564e-08,1.003477e+03
2020-11-29,3.630000e+01,-1.183000e+02,7.500588e+02,2.716671e+02,2.075485e-09,9.397569e-11,1.124743e-10,6.682148e-11,2.531204e-10,1.976652e-08,3.822281e-11,3.478908e-13,5.294773e-12,2.322284e-11,1.145329e-11,1.948414e-12,4.383508e-12,1.873866e-11,9.289277e-12,5.630861e-12,4.230036e-11,1.939096e-11,1.313062e-11,1.392681e-11,1.592193e-12,7.878372e-12,1.080946e-11,9.547795e-13,5.548180e-12,1.812195e-12,1.841336e-12,1.050449e-13,2.523196e-12,1.471815e-12,1.010521e-12,6.241138e-13,1.131973e-10,5.629646e-12,5.630861e-12,1.244578e-10,4.022430e-11,3.758575e-12,9.289277e-12,5.327216e-11,1.948414e-12,1.948414e-12,1.080946e-11,2.661703e-11,9.547795e-13,3.838127e-11,6.169132e-11,1.313062e-11,3.857070e-11,1.133926e-10,4.383508e-12,4.383508e-12,2.075485e-09,6.682148e-11,2.531204e-10,1.124743e-10,1.592193e-12,7.500588e+02,2.716671e+02,1.976652e-08,1.021726e+03
2020-11-29,3.930000e+01,-1.219000e+02,,,1.067392e-09,9.397569e-11,1.124743e-10,2.631312e-11,9.460054e-11,1.129516e-08,4.300066e-11,1.987947e-13,1.764924e-12,1.523999e-11,6.681084e-12,4.676194e-12,6.692380e-14,6.692379e-12,3.144063e-12,4.607068e-12,2.411516e-11,3.139488e-11,1.270705e-11,1.424333e-11,,2.188436e-12,3.603154e-12,7.614064e-13,2.288624e-12,5.663108e-13,3.230414e-13,3.851648e-14,3.604566e-13,6.740666e-13,2.787644e-12,7.982850e-13,1.099839e-10,4.620452e-12,4.607068e-12,1.192115e-10,2.420970e-11,9.278688e-13,3.144063e-12,2.828163e-11,4.676194e-12,4.676194e-12,3.603154e-12,8.880815e-12,7.614064e-13,1.324538e-11,5.551004e-11,1.270705e-11,4.319945e-11,1.114165e-10,6.692380e-14,6.692380e-14,1.067392e-09,2.631312e-11,9.460054e-11,1.124743e-10,,,,1.129516e-08,1.259593e-08
2020-11-29,4.050000e+01,-1.243000e+02,,,8.894934e-10,4.111437e-11,4.771638e-11,2.839047e-11,1.073844e-10,8.471366e-09,1.672248e-11,1.490960e-13,2.353233e-12,1.015999e-11,4.772203e-12,7.793657e-13,1.873866e-12,8.030855e-12,4.001534e-12,2.373338e-12,1.778987e-11,8.310411e-12,5.506388e-12,6.013851e-12,6.823685e-13,3.501498e-12,4.503943e-12,3.988319e-13,2.357976e-12,7.550811e-13,7.752994e-13,4.551947e-14,1.065698e-12,6.245938e-13,4.181466e-13,2.685141e-13,4.948145e-11,2.376953e-12,2.373338e-12,5.423174e-11,1.729017e-11,1.575900e-12,4.001534e-12,2.286761e-11,7.793657e-13,7.793657e-13,4.503943e-12,1.153235e-11,3.988319e-13,1.643513e-11,2.610028e-11,5.506388e-12,1.687157e-11,4.847824e-11,1.873866e-12,1.873866e-12,8.894934e-10,2.839047e-11,1.073844e-10,4.771638e-11,6.823685e-13,,,8.471366e-09,9.545033e-09
2020-11-29,4.250000e+01,-1.203000e+02,,,1.541789e-09,7.048177e-11,8.520783e-11,5.020266e-11,1.892011e-10,1.468370e-08,2.866710e-11,2.584331e-13,4.118157e-12,1.741713e-11,8.589966e-12,1.558731e-12,3.279266e-12,1.472323e-11,7.002685e-12,4.234780e-12,3.162643e-11,1.477406e-11,9.742071e-12,1.044511e-11,1.182772e-12,6.127621e-12,8.107097e-12,7.130631e-13,4.161135e-12,1.359146e-12,1.389078e-12,7.703296e-14,1.896315e-12,1.106953e-12,7.491794e-13,4.717139e-13,8.504503e-11,4.224162e-12,4.234780e-12,9.350398e-11,3.016823e-11,2.825257e-12,7.002685e-12,3.999617e-11,1.558731e-12,1.558731e-12,8.107097e-12,2.085086e-11,7.130631e-13,2.967102e-11,4.640049e-11,9.742071e-12,2.892554e-11,8.506811e-11,3.279266e-12,3.279266e-12,1.541789e-09,5.020266e-11,1.892011e-10,8.520783e-11,1.182772e-12,,,1.468370e-08,1.655128e-08
2020-11-29,4.270000e+01,-1.115000e+02,,,2.371983e-09,8.810221e-11,1.329242e-10,8.274784e-11,1.917578e-10,3.896828e-08,5.733421e-11,6.858418e-13,3.235695e-12,3.265712e-11,1.336217e-11,1.169048e-12,5.688523e-13,1.873866e-11,1.243334e-11,5.165500e-12,2.767313e-11,1.939096e-11,1.863701e-11,1.266074e-11,4.549124e-14,7.002996e-12,1.080946e-11,5.801192e-13,6.311055e-12,2.416259e-12,3.488847e-12,2.205944e-13,1.003010e-12,5.874893e-13,2.822490e-12,7.619994e-13,1.039986e-10,5.174988e-12,5.165500e-12,1.143391e-10,5.233034e-11,6.125702e-12,1.243334e-11,7.088938e-11,1.169048e-12,1.169048e-12,1.080946e-11,2.574166e-11,5.801192e-13,3.713124e-11,4.706409e-11,1.863701e-11,5.802005e-11,1.237211e-10,5.688523e-13,5.688523e-13,2.371983e-09,8.274784e-11,1.917578e-10,1.329242e-10,4.549124e-14,,,3.896828e-08,4.174774e-08
2020-11-29,4.350000e+01,-1.239000e+02,,,5.633459e-09,2.525597e-10,3.033399e-10,1.807296e-10,6.826579e-10,5.308723e-08,1.003349e-10,9.343352e-13,1.441355e-11,6.241138e-11,3.054210e-11,5.455560e-12,1.184551e-11,5.220056e-11,2.515250e-11,1.521728e-11,1.146458e-10,5.170922e-11,3.557974e-11,3.798222e-11,4.321668e-12,2.144668e-11,2.792445e-11,2.574279e-12,1.504944e-11,4.870273e-12,4.974838e-12,2.801198e-13,6.817332e-12,3.982559e-12,2.700530e-12,1.690913e-12,3.049554e-10,1.519133e-11,1.521728e-11,3.353641e-10,1.080029e-10,1.012523e-11,2.515250e-11,1.432807e-10,5.455560e-12,5.455560e-12,2.792445e-11,7.364723e-11,2.574279e-12,1.041460e-10,1.663550e-10,3.557974e-11,1.012692e-10,3.032040e-10,1.184551e-11,1.184551e-11,5.633459e-09,1.807296e-10,6.826579e-10,3.033399e-10,4.321668e-12,,,5.308723e-08,5.989173e-08
2020-11-29,4.390000e+01,-1.205000e+02,,,2.727780e-09,9.984917e-11,1.499658e-10,9.382704e-11,2.173256e-10,4.405110e-08,6.450098e-11,7.752994e-13,3.824003e-12,3.701140e-11,1.527105e-11,1.169048e-12,6.357760e-13,2.007714e-11,1.400537e-11,5.863541e-12,3.123110e-11,2.216109e-11,2.117841e-11,1.424333e-11,4.549124e-14,7.878371e-12,1.261104e-11,6.647199e-13,7.143282e-12,2.718292e-12,3.973410e-12,2.521079e-13,1.144058e-12,6.678825e-13,3.205791e-12,8.635993e-13,1.179165e-10,5.881331e-12,5.863541e-12,1.296614e-10,5.942573e-11,6.943810e-12,1.400537e-11,8.037491e-11,1.169048e-12,1.169048e-12,1.261104e-11,2.795551e-11,6.647199e-13,4.123127e-11,5.339220e-11,2.117841e-11,6.527628e-11,1.398469e-10,6.357760e-13,6.357760e-13,2.727780e-09,9.382704e-11,2.173256e-10,1.499658e-10,4.549124e-14,,,4.405110e-08,4.724005e-08
2020-11-29,4.430000e+01,-9.830000e+01,,,1.778987e-10,1.174696e-11,1.704156e-11,3.808478e-12,1.278386e-11,1.694273e-09,7.166776e-12,2.981921e-14,2.941541e-13,2.177141e-12,9.544406e-13,7.793657e-13,,1.338476e-12,4.287358e-13,6.515045e-13,3.557974e-12,4.616895e-12,1.694273e-12,1.899111e-12,,4.376872e-13,9.007886e-13,1.087723e-13,3.467612e-13,7.550811e-14,3.230414e-14,7.002996e-15,4.701608e-14,9.894556e-14,4.007239e-13,1.161142e-13,1.394023e-11,6.627997e-13,6.515045e-13,1.525453e-11,3.478343e-12,1.148152e-13,4.287358e-13,4.021894e-12,7.793657e-13,7.793657e-13,9.007886e-13,1.776163e-12,1.087723e-13,2.785724e-12,8.174869e-12,1.694273e-12,7.196595e-12,1.706574e-11,,,1.778987e-10,3.808478e-12,1.278386e-11,1.704156e-11,,,,1.694273e-09,1.905806e-09
