date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c2h6sfire,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-09-16,3.130000e+01,-1.017000e+02,5.611776e-10,2.037682e-11,3.226060e-11,1.931179e-11,4.550701e-11,9.215533e-09,1.338308e-11,1.621934e-13,7.658817e-13,7.527744e-12,3.048569e-12,2.184081e-13,1.578692e-13,4.183143e-12,2.853696e-12,1.216876e-12,6.873795e-12,4.512386e-12,4.529576e-12,3.046655e-12,1.571638e-12,2.639400e-12,1.375241e-13,1.504081e-12,5.531447e-13,8.285119e-13,5.303565e-14,2.275528e-13,1.329163e-13,6.736458e-13,1.803409e-13,2.418936e-11,1.214456e-12,1.216876e-12,2.662069e-11,1.208039e-11,1.434692e-12,2.853696e-12,1.636878e-11,2.184081e-13,2.184081e-13,2.639400e-12,5.754782e-12,1.375241e-13,8.531705e-12,1.138618e-11,4.529576e-12,1.354527e-11,2.946103e-11,1.578692e-13,1.578692e-13,5.611776e-10,1.931179e-11,4.550701e-11,3.226060e-11,9.215533e-09,9.873790e-09,,,,,,
2020-09-16,3.170000e+01,-1.003000e+02,2.095063e-09,7.641308e-11,1.169447e-10,7.241920e-11,1.683759e-10,3.402658e-08,5.018655e-11,5.988679e-13,2.967792e-12,2.843814e-11,1.158456e-11,8.736326e-13,4.736075e-13,1.603538e-11,1.074333e-11,4.461877e-12,2.367641e-11,1.700822e-11,1.644952e-11,1.091718e-11,6.000801e-12,9.426428e-12,5.157153e-13,5.514965e-12,2.082427e-12,3.048924e-12,1.932013e-13,8.647006e-13,5.050821e-13,2.453995e-12,6.650071e-13,9.029805e-11,4.488785e-12,4.461877e-12,9.924871e-11,4.553767e-11,5.324552e-12,1.074333e-11,6.160555e-11,8.736326e-13,8.736326e-13,9.426428e-12,2.203619e-11,5.157153e-13,3.197833e-11,4.068463e-11,1.644952e-11,5.078542e-11,1.079196e-10,4.736075e-13,4.736075e-13,2.095063e-09,7.241920e-11,1.683759e-10,1.169447e-10,3.402658e-08,1.249978e+03,8.999695e+02,3.500082e+02,2.874537e-14,2.874537e-14,8.999695e+02,3.500082e+02
2020-09-16,3.210000e+01,-1.019000e+02,8.604723e-10,3.056523e-11,4.637462e-11,2.896768e-11,6.826052e-11,1.382330e-08,2.007462e-11,2.432901e-13,1.148823e-12,1.170982e-11,4.674473e-12,3.640136e-13,2.368038e-13,6.623310e-12,4.364477e-12,1.825314e-12,9.928816e-12,6.942132e-12,6.675165e-12,4.569983e-12,2.428896e-12,3.770571e-12,2.062862e-13,2.205986e-12,8.459859e-13,1.226198e-12,7.765934e-14,3.640844e-13,2.126661e-13,9.864098e-13,2.705113e-13,3.628404e-11,1.833672e-12,1.825314e-12,3.994302e-11,1.859028e-11,2.149843e-12,4.364477e-12,2.510460e-11,3.640136e-13,3.640136e-13,3.770571e-12,9.052205e-12,2.062862e-13,1.302906e-11,1.687095e-11,6.675165e-12,2.031791e-11,4.386402e-11,2.368038e-13,2.368038e-13,8.604723e-10,2.896768e-11,6.826052e-11,4.637462e-11,1.382330e-08,1.482740e-08,,,2.874537e-14,2.874537e-14,,
2020-09-16,3.250000e+01,-1.003000e+02,7.482368e-10,2.716909e-11,4.234204e-11,2.655371e-11,6.370982e-11,1.240553e-08,1.806716e-11,2.183372e-13,1.053087e-12,1.045520e-11,4.267997e-12,3.276122e-13,1.578692e-13,5.926119e-12,4.028747e-12,1.622501e-12,9.165060e-12,6.247919e-12,5.959969e-12,4.062207e-12,2.143143e-12,3.393514e-12,1.890956e-13,2.005442e-12,7.809101e-13,1.126776e-12,7.008282e-14,3.185739e-13,1.860829e-13,8.901748e-13,2.479687e-13,3.228439e-11,1.642800e-12,1.622501e-12,3.554969e-11,1.672864e-11,1.977769e-12,4.028747e-12,2.273516e-11,3.276122e-13,3.276122e-13,3.393514e-12,8.069262e-12,1.890956e-13,1.165187e-11,1.541298e-11,5.959969e-12,1.828550e-11,3.965844e-11,1.578692e-13,1.578692e-13,7.482368e-10,2.655371e-11,6.370982e-11,4.234204e-11,1.240553e-08,1.328637e-08,,,,,,
2020-09-16,3.250000e+01,-1.145000e+02,1.870592e-10,1.528262e-11,1.814659e-11,4.827947e-12,1.365210e-11,1.772218e-09,6.691541e-12,3.119104e-14,2.872056e-13,2.509248e-12,1.016190e-12,7.644285e-13,,1.045786e-12,5.035934e-13,8.112505e-13,3.818775e-12,5.206599e-12,2.145589e-12,2.284991e-12,2.857524e-13,5.655856e-13,1.203336e-13,4.010884e-13,9.761376e-14,6.628095e-14,5.682391e-15,4.551056e-14,1.063331e-13,4.571168e-13,1.352557e-13,1.785481e-11,7.442160e-13,8.112505e-13,1.941028e-11,3.926526e-12,1.695771e-13,5.035934e-13,4.599696e-12,7.644285e-13,7.644285e-13,5.655856e-13,1.331538e-12,1.203336e-13,2.017458e-12,9.025374e-12,2.145589e-12,6.722732e-12,1.789370e-11,,,1.870592e-10,4.827947e-12,1.365210e-11,1.814659e-11,1.772218e-09,1.995904e-09,,,,,,
2020-09-16,3.270000e+01,-9.609999e+01,7.108250e-10,2.547102e-11,4.032576e-11,2.413974e-11,5.915912e-11,1.169664e-08,1.672885e-11,2.058608e-13,9.573521e-13,9.618784e-12,3.861521e-12,2.912108e-13,1.578692e-13,5.577524e-12,3.693019e-12,1.521095e-12,8.401306e-12,5.900812e-12,5.483171e-12,3.808319e-12,2.000267e-12,3.204985e-12,1.719051e-13,1.905170e-12,7.158343e-13,1.027355e-12,6.629456e-14,3.185739e-13,1.860829e-13,8.420572e-13,2.254261e-13,3.023670e-11,1.572140e-12,1.521095e-12,3.332993e-11,1.538548e-11,1.809484e-12,3.693019e-12,2.088798e-11,2.912108e-13,2.912108e-13,3.204985e-12,7.577791e-12,1.719051e-13,1.095468e-11,1.430212e-11,5.483171e-12,1.693471e-11,3.672000e-11,1.578692e-13,1.578692e-13,7.108250e-10,2.413974e-11,5.915912e-11,4.032576e-11,1.169664e-08,1.253109e-08,,,,,,
2020-09-16,3.410000e+01,-1.169000e+02,1.128715e-07,4.116118e-09,6.260574e-09,3.899774e-09,9.060447e-09,1.836018e-06,2.698698e-09,3.231391e-11,1.588247e-10,1.542769e-09,6.247535e-10,4.721256e-11,2.644309e-11,8.613789e-10,5.836648e-10,2.436794e-10,1.298384e-09,9.118490e-10,8.866050e-10,5.935900e-10,3.249005e-10,5.092155e-10,2.753920e-11,2.956021e-10,1.131018e-10,1.645093e-10,1.046507e-11,4.737649e-11,2.772635e-11,1.329247e-10,3.579767e-11,4.868533e-09,2.438252e-10,2.436794e-10,5.356038e-09,2.463125e-09,2.880762e-10,5.836648e-10,3.334866e-09,4.721256e-11,4.721256e-11,5.092155e-10,1.186279e-09,2.753920e-11,1.723034e-09,2.210232e-09,8.866050e-10,2.731012e-09,5.827849e-09,2.644309e-11,2.644309e-11,1.128715e-07,3.899774e-09,9.060447e-09,6.260574e-09,1.836018e-06,1.537414e+03,8.745697e+02,6.628444e+02,2.012176e-12,2.012176e-12,8.745697e+02,6.628444e+02
2020-09-16,3.410000e+01,-1.179000e+02,5.088010e-09,1.850894e-10,2.822803e-10,1.750131e-10,4.095631e-10,8.258536e-08,1.211169e-10,1.453502e-12,7.180141e-12,6.942252e-11,2.804684e-11,2.111279e-12,1.184019e-12,3.869408e-11,2.618686e-11,1.095188e-11,5.804539e-11,4.095858e-11,3.981259e-11,2.665823e-11,1.457337e-11,2.300048e-11,1.237717e-12,1.333619e-11,5.075916e-12,7.390326e-12,4.716385e-13,2.138996e-12,1.249414e-12,5.990636e-12,1.611797e-12,2.189278e-10,1.099084e-11,1.095188e-11,2.408705e-10,1.108056e-10,1.293788e-11,2.618686e-11,1.499303e-10,2.111279e-12,2.111279e-12,2.300048e-11,5.326745e-11,1.237717e-12,7.750565e-11,9.900397e-11,3.981259e-11,1.225704e-10,2.613870e-10,1.184019e-12,1.184019e-12,5.088010e-09,1.750131e-10,4.095631e-10,2.822803e-10,8.258536e-08,2.890239e+02,2.108342e+02,7.818961e+01,8.623613e-14,8.623613e-14,2.108342e+02,7.818961e+01
2020-09-16,3.410000e+01,-1.181000e+02,8.604723e-10,3.056523e-11,4.839091e-11,3.017467e-11,6.826052e-11,1.382330e-08,2.074378e-11,2.432901e-13,1.244558e-12,1.170982e-11,4.674473e-12,3.640136e-13,2.368038e-13,6.623310e-12,4.364477e-12,1.825314e-12,9.928816e-12,6.942133e-12,6.675165e-12,4.569983e-12,2.428896e-12,3.959100e-12,2.062862e-13,2.205986e-12,8.459859e-13,1.259338e-12,7.955347e-14,3.640844e-13,2.126661e-13,1.010469e-12,2.705113e-13,3.637977e-11,1.857731e-12,1.825314e-12,4.006281e-11,1.859028e-11,2.184877e-12,4.364477e-12,2.513963e-11,3.640136e-13,3.640136e-13,3.959100e-12,9.052205e-12,2.062862e-13,1.321759e-11,1.687095e-11,6.675165e-12,2.098707e-11,4.453318e-11,2.368038e-13,2.368038e-13,8.604723e-10,3.017467e-11,6.826052e-11,4.839091e-11,1.382330e-08,2.936640e+02,2.110463e+02,8.261764e+01,2.874537e-14,2.874537e-14,2.110463e+02,8.261764e+01
2020-09-16,3.430000e+01,-1.095000e+02,5.349893e-09,1.952779e-10,2.984106e-10,1.858760e-10,4.323166e-10,8.719312e-08,1.284776e-10,1.534599e-12,7.563082e-12,7.318639e-11,2.967274e-11,2.256884e-12,1.262953e-12,4.078565e-11,2.769764e-11,1.156032e-11,6.186415e-11,4.338832e-11,4.219658e-11,2.818156e-11,1.543063e-11,2.413165e-11,1.306479e-12,1.403809e-11,5.368757e-12,7.821153e-12,4.981563e-13,2.230017e-12,1.329163e-12,6.327459e-12,1.701967e-12,2.310225e-10,1.158861e-11,1.156032e-11,2.541714e-10,1.168972e-10,1.368807e-11,2.769764e-11,1.582829e-10,2.256884e-12,2.256884e-12,2.413165e-11,5.621627e-11,1.306479e-12,8.165441e-11,1.052525e-10,4.219658e-11,1.300122e-10,2.774612e-10,1.262953e-12,1.262953e-12,5.349893e-09,1.858760e-10,4.323166e-10,2.984106e-10,8.719312e-08,2.572678e+03,1.577227e+03,9.954513e+02,8.623611e-14,8.623611e-14,1.577227e+03,9.954513e+02
