date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c5h8fire,terpenesfire,c2h6sfire,isoprene_isoprene,isoprene_total,terpenes_monoterpenes,terpenes_total,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-27,3.950000e+01,-1.227000e+02,6.984332e-08,2.702570e-09,3.846529e-09,2.376562e-09,6.320580e-09,1.019341e-06,1.569229e-09,1.794040e-11,1.180807e-10,9.122907e-10,3.861647e-10,5.606579e-10,3.497266e-10,1.603155e-10,9.547182e-10,5.831047e-10,5.229714e-10,3.930800e-10,2.173660e-10,3.230091e-10,2.071622e-11,1.839188e-10,6.765614e-11,9.192384e-11,5.747837e-12,4.294611e-11,2.508534e-11,7.037361e-11,2.187094e-11,3.213731e-09,1.602760e-10,1.603155e-10,3.534323e-09,1.482374e-09,1.653278e-10,3.497266e-10,1.997428e-09,3.230091e-10,7.780240e-10,2.071622e-11,1.121749e-09,1.537823e-09,5.229714e-10,1.587170e-09,3.647964e-09,6.984332e-08,2.376562e-09,6.320580e-09,3.846529e-09,1.019341e-06,9.553420e+02,3.762062e+02,5.791357e+02,3.895249e-11,4.836801e-11,1.409123e-11,3.895249e-11,3.895249e-11,4.836801e-11,4.836801e-11,1.409123e-11,3.762062e+02,5.791357e+02
2018-08-27,3.950000e+01,-1.229000e+02,7.030182e-09,2.982146e-10,3.788873e-10,2.317395e-10,7.621875e-10,8.253186e-08,1.402451e-10,1.452561e-12,1.493511e-11,8.371207e-11,3.937366e-11,6.158742e-11,3.291545e-11,1.781284e-11,1.216798e-10,6.153365e-11,4.869380e-11,4.356032e-11,2.430611e-11,3.430186e-11,2.668530e-12,1.884246e-11,6.380147e-12,7.581348e-12,4.527669e-13,6.506985e-12,3.909404e-12,5.095257e-12,2.164072e-12,3.567101e-10,1.767572e-11,1.781284e-11,3.921986e-10,1.419282e-10,1.441426e-11,3.291545e-11,1.892579e-10,3.430186e-11,8.589353e-11,2.668530e-12,1.228639e-10,1.832134e-10,4.869380e-11,1.416977e-10,3.736049e-10,7.030182e-09,2.317395e-10,7.621875e-10,3.788873e-10,8.253186e-08,7.425663e+02,4.031190e+02,3.394473e+02,5.564642e-12,1.031851e-11,3.522807e-12,5.564642e-12,5.564642e-12,1.031851e-11,1.031851e-11,3.522807e-12,4.031190e+02,3.394473e+02
2018-08-27,4.010000e+01,-1.117000e+02,3.515091e-09,1.304689e-10,1.976803e-10,1.232657e-10,2.788491e-10,5.791710e-08,8.338899e-11,1.019341e-12,5.133943e-12,4.783547e-11,1.968683e-11,2.760816e-11,1.851494e-11,7.870788e-12,4.055992e-11,2.930174e-11,2.824240e-11,1.866871e-11,1.041690e-11,1.572168e-11,8.426938e-13,9.421229e-12,3.588833e-12,5.144486e-12,3.299827e-13,1.487311e-12,8.687565e-13,4.209125e-12,1.151102e-12,1.542716e-10,7.716295e-12,7.870788e-12,1.698587e-10,7.694352e-11,9.063301e-12,1.851494e-11,1.045218e-10,1.572168e-11,3.802506e-11,8.426938e-13,5.458944e-11,6.986166e-11,2.824240e-11,8.440833e-11,1.825124e-10,3.515091e-09,1.232657e-10,2.788491e-10,1.976803e-10,5.791710e-08,6.203210e-08,,,1.236587e-12,9.673603e-13,1.174269e-13,1.236587e-12,1.236587e-12,9.673603e-13,9.673603e-13,1.174269e-13,,
2018-08-27,4.010000e+01,-1.147000e+02,5.501882e-09,2.050226e-10,3.047572e-10,1.873638e-10,4.461586e-10,8.977150e-08,1.326643e-10,1.579978e-12,7.934276e-12,7.687844e-11,3.028743e-11,4.247408e-11,2.880102e-11,1.201331e-11,6.551987e-11,4.395262e-11,4.382442e-11,2.904021e-11,1.597259e-11,2.572639e-11,1.334265e-12,1.433665e-11,5.582629e-12,7.987492e-12,5.064850e-13,2.230966e-12,1.303135e-12,6.498298e-12,1.749675e-12,2.419971e-10,1.178208e-11,1.201331e-11,2.657924e-10,1.215025e-10,1.407661e-11,2.880102e-11,1.643801e-10,2.572639e-11,5.844667e-11,1.334265e-12,8.550733e-11,1.094725e-10,4.382442e-11,1.342443e-10,2.875412e-10,5.501882e-09,1.873638e-10,4.461586e-10,3.047572e-10,8.977150e-08,1.732624e+03,8.431866e+02,8.894374e+02,2.473174e-12,1.289814e-12,1.174269e-13,2.473174e-12,2.473174e-12,1.289814e-12,1.289814e-12,1.174269e-13,8.431866e+02,8.894374e+02
2018-08-27,4.010000e+01,-1.149000e+02,6.296597e-08,2.292525e-09,3.492352e-09,2.174406e-09,5.056464e-09,1.023685e-06,1.504792e-09,1.801685e-11,8.867720e-11,8.610384e-10,3.483054e-10,4.820809e-10,3.257258e-10,1.358747e-10,7.238385e-10,5.098503e-10,4.947290e-10,3.308510e-10,1.812541e-10,2.829903e-10,1.537916e-11,1.646667e-10,6.300396e-11,9.178846e-11,5.839926e-12,2.639977e-11,1.552902e-11,7.413967e-11,1.998313e-11,2.712053e-09,1.360516e-10,1.358747e-10,2.983980e-09,1.374011e-09,1.606323e-10,3.257258e-10,1.860369e-09,2.829903e-10,6.633350e-10,1.537916e-11,9.617045e-10,1.233689e-09,4.947290e-10,1.522809e-09,3.251227e-09,6.296597e-08,2.174406e-09,5.056464e-09,3.492352e-09,1.023685e-06,2.190027e+03,1.231960e+03,9.580670e+02,2.658663e-11,1.483286e-11,1.174269e-12,2.658663e-11,2.658663e-11,1.483286e-11,1.483286e-11,1.174269e-12,1.231960e+03,9.580670e+02
2018-08-27,4.090000e+01,-1.223000e+02,9.322632e-09,4.193644e-10,5.024375e-10,3.007682e-10,1.133986e-09,8.832357e-08,1.667780e-10,1.554495e-12,2.333611e-11,1.042130e-10,4.997425e-11,8.707187e-11,4.183004e-11,2.526938e-11,1.903196e-10,8.497505e-11,5.940644e-11,6.326618e-11,3.541747e-11,4.716505e-11,4.283693e-12,2.498674e-11,8.108104e-12,8.258254e-12,4.681149e-13,1.134075e-11,6.624268e-12,4.504502e-12,2.808689e-12,5.059667e-10,2.527821e-11,2.526938e-11,5.565143e-10,1.791740e-10,1.683447e-11,4.183004e-11,2.378385e-10,4.716505e-11,1.224894e-10,4.283693e-12,1.739381e-10,2.752947e-10,5.940644e-11,1.683325e-10,5.030336e-10,9.322632e-09,3.007682e-10,1.133986e-09,5.024375e-10,8.832357e-08,2.006263e+03,1.121175e+03,8.850884e+02,9.274404e-12,1.966966e-11,7.163042e-12,9.274404e-12,9.274404e-12,1.966966e-11,1.966966e-11,7.163042e-12,1.121175e+03,8.850884e+02
2018-08-27,4.110000e+01,-1.223000e+02,2.964903e-08,1.341966e-09,1.597916e-09,9.565416e-10,3.606448e-09,2.808979e-07,5.306572e-10,4.943803e-12,7.560898e-11,3.314315e-10,1.620377e-10,2.760815e-10,1.330333e-10,8.036490e-11,6.052788e-10,2.754364e-10,1.889319e-10,2.012072e-10,1.131970e-10,1.500706e-10,1.362355e-11,7.946602e-11,2.578643e-11,2.626395e-11,1.488759e-12,3.606729e-11,2.106734e-11,1.432579e-11,8.932554e-12,1.618782e-09,8.039298e-11,8.036490e-11,1.779540e-09,5.729353e-10,5.353915e-11,1.330333e-10,7.595077e-10,1.500706e-10,3.892786e-10,1.362355e-11,5.529727e-10,8.807152e-10,1.889319e-10,5.356011e-10,1.605248e-09,2.964903e-08,9.565416e-10,3.606448e-09,1.597916e-09,2.808979e-07,1.195340e+03,6.025087e+02,5.928311e+02,2.905980e-11,6.255596e-11,2.278082e-11,2.905980e-11,2.905980e-11,6.255596e-11,6.255596e-11,2.278082e-11,6.025087e+02,5.928311e+02
2018-08-27,4.150000e+01,-1.161000e+02,3.056601e-10,9.319209e-12,1.647336e-11,1.479188e-11,3.717988e-11,5.791710e-09,7.580818e-12,1.019341e-13,4.667221e-13,5.125229e-12,1.514371e-12,2.123704e-12,2.057215e-12,8.285040e-13,3.119994e-12,2.930174e-12,2.921628e-12,2.074301e-12,6.944603e-13,1.429244e-12,7.022448e-14,8.192373e-13,3.987592e-13,5.415248e-13,3.069606e-14,1.859139e-13,1.085946e-13,4.430658e-13,9.208818e-14,1.186023e-11,8.296624e-13,8.285040e-13,1.351840e-11,7.458837e-12,9.709801e-13,2.057215e-12,1.048703e-11,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,6.050168e-12,2.921628e-12,7.682752e-12,1.665455e-11,3.056601e-10,1.479188e-11,3.717988e-11,1.647336e-11,5.791710e-09,4.550053e+03,3.500047e+03,1.050005e+03,,,,,,,,,3.500047e+03,1.050005e+03
2018-08-27,4.150000e+01,-1.159000e+02,3.667921e-09,1.304689e-10,2.059170e-10,1.281963e-10,2.974390e-10,5.936502e-08,8.717940e-11,1.044824e-12,5.133943e-12,4.954388e-11,2.120120e-11,2.973186e-11,1.920067e-11,7.870788e-12,4.367991e-11,2.930174e-11,2.921628e-11,1.970586e-11,1.041690e-11,1.572168e-11,9.129182e-13,9.830848e-12,3.721753e-12,5.415248e-12,3.376567e-13,1.673225e-12,9.773510e-13,4.356814e-12,1.151102e-12,1.553087e-10,8.158492e-12,7.870788e-12,1.713380e-10,8.057592e-11,9.474657e-12,1.920067e-11,1.092513e-10,1.572168e-11,4.014876e-11,9.129182e-13,5.678337e-11,7.298166e-11,2.921628e-11,8.822422e-11,1.904222e-10,3.667921e-09,1.281963e-10,2.974390e-10,2.059170e-10,5.936502e-08,1.956755e+03,1.118703e+03,8.380511e+02,1.236587e-12,9.673603e-13,,1.236587e-12,1.236587e-12,9.673603e-13,9.673603e-13,,1.118703e+03,8.380511e+02
2018-08-27,4.170000e+01,-1.161000e+02,3.423393e-08,1.248774e-09,1.902673e-09,1.183351e-09,2.751311e-09,5.574520e-07,8.225187e-10,9.811155e-12,4.853910e-11,4.681042e-10,1.892964e-10,2.612156e-10,1.776062e-10,7.415111e-11,3.962392e-10,2.769015e-10,2.687897e-10,1.804642e-10,9.861335e-11,1.543583e-10,8.426938e-12,8.970649e-11,3.442621e-11,5.009105e-11,3.184716e-12,1.450128e-11,8.470375e-12,4.039283e-11,1.086641e-11,1.477777e-09,7.423089e-11,7.415111e-11,1.626159e-09,7.471071e-10,8.770198e-11,1.776062e-10,1.012415e-09,1.543583e-10,3.598289e-10,8.426938e-12,5.226142e-10,6.731407e-10,2.687897e-10,8.323299e-10,1.774260e-09,3.423393e-08,1.183351e-09,2.751311e-09,1.902673e-09,5.574520e-07,4.458586e+03,2.758183e+03,1.700403e+03,1.422075e-11,8.061336e-12,5.871346e-13,1.422075e-11,1.422075e-11,8.061336e-12,8.061336e-12,5.871346e-13,2.758183e+03,1.700403e+03
2018-08-27,4.170000e+01,-1.159000e+02,2.714262e-07,9.897000e-09,1.505665e-08,9.373124e-09,2.176882e-08,4.411835e-06,6.489179e-09,7.764830e-11,3.817787e-10,3.708957e-09,1.502256e-09,2.072735e-09,1.403021e-09,5.857524e-10,3.119994e-09,2.191770e-09,2.130841e-09,1.426082e-09,7.805734e-10,1.224862e-09,6.622169e-11,7.106884e-10,2.718208e-10,3.953131e-10,2.516310e-11,1.137793e-10,6.656846e-11,3.195243e-10,8.605641e-11,1.170486e-08,5.859284e-10,5.857524e-10,1.287654e-08,5.921902e-09,6.922971e-10,1.403021e-09,8.017220e-09,1.224862e-09,2.853309e-09,6.622169e-11,4.144392e-09,5.311764e-09,2.130841e-09,6.566828e-09,1.400943e-08,2.714262e-07,9.373124e-09,2.176882e-08,1.505665e-08,4.411835e-06,4.029250e+03,1.588457e+03,2.440793e+03,1.131477e-10,6.384578e-11,4.814503e-12,1.131477e-10,1.131477e-10,6.384578e-11,6.384578e-11,4.814503e-12,1.588457e+03,2.440793e+03
2018-08-27,4.170000e+01,-1.157000e+02,1.971508e-08,7.175791e-10,1.087242e-09,6.804265e-10,1.580145e-09,3.199920e-07,4.700107e-10,5.631858e-12,2.753660e-11,2.682203e-10,1.090348e-10,1.507830e-10,1.014893e-10,4.266796e-11,2.246396e-10,1.596945e-10,1.548463e-10,1.037150e-10,5.625128e-11,8.861312e-11,4.845489e-12,5.161195e-11,1.967212e-11,2.870082e-11,1.826416e-12,8.180210e-12,4.778161e-12,2.318711e-11,6.215952e-12,8.488307e-10,4.236143e-11,4.266796e-11,9.338601e-10,4.288670e-10,5.019935e-11,1.014893e-10,5.805557e-10,8.861312e-11,2.070343e-10,4.845489e-12,3.004929e-10,3.843341e-10,1.548463e-10,4.756426e-10,1.014823e-09,1.971508e-08,6.804265e-10,1.580145e-09,1.087242e-09,3.199920e-07,6.443975e+02,2.943830e+02,3.500145e+02,8.037818e-12,4.836802e-12,3.522808e-13,8.037818e-12,8.037818e-12,4.836802e-12,4.836802e-12,3.522808e-13,2.943830e+02,3.500145e+02
2018-08-27,4.190000e+01,-1.235000e+02,1.237923e-08,5.591525e-10,6.671710e-10,3.993808e-10,1.505785e-09,1.172821e-07,2.198437e-10,2.064165e-12,3.173710e-11,1.383812e-10,6.663234e-11,1.146800e-10,5.554481e-11,3.355441e-11,2.527195e-10,1.142768e-10,7.888395e-11,8.400918e-11,4.722329e-11,6.145749e-11,5.688183e-12,3.317911e-11,1.076650e-11,1.096588e-11,6.215952e-13,1.505902e-11,8.796159e-12,5.981388e-12,3.729571e-12,6.748988e-10,3.356614e-11,3.355441e-11,7.420194e-10,2.381926e-10,2.235397e-11,5.554481e-11,3.160914e-10,6.145749e-11,1.619033e-10,5.688183e-12,2.290490e-10,3.669963e-10,7.888395e-11,2.219079e-10,6.677882e-10,1.237923e-08,3.993808e-10,1.505785e-09,6.671710e-10,1.172821e-07,4.997238e+02,3.702089e+02,1.295149e+02,1.174758e-11,2.611873e-11,9.511580e-12,1.174758e-11,1.174758e-11,2.611873e-11,2.611873e-11,9.511580e-12,3.702089e+02,1.295149e+02
2018-08-27,4.210000e+01,-1.053000e+02,3.362261e-07,1.225476e-08,1.864784e-08,1.161163e-08,2.699259e-08,5.467374e-06,8.039456e-09,9.622578e-11,4.727895e-10,4.595623e-09,1.861162e-09,2.565435e-09,1.738347e-09,7.257696e-10,3.865673e-09,2.716271e-09,2.639204e-09,1.768341e-09,9.666887e-10,1.516428e-09,8.202219e-11,8.802705e-10,3.369515e-10,4.899446e-10,3.115650e-11,1.409227e-10,8.242326e-11,3.958054e-10,1.065921e-10,1.449589e-08,7.257435e-10,7.257696e-10,1.594740e-08,7.337055e-09,8.580527e-10,1.738347e-09,9.933455e-09,1.516428e-09,3.532123e-09,8.202219e-11,5.130573e-09,6.581945e-09,2.639204e-09,8.135682e-09,1.735683e-08,3.362261e-07,1.161163e-08,2.699259e-08,1.864784e-08,5.467374e-06,1.021343e+04,4.103912e+03,6.109518e+03,1.403527e-10,7.867863e-11,5.988773e-12,1.403527e-10,1.403527e-10,7.867863e-11,7.867863e-11,5.988773e-12,4.103912e+03,6.109518e+03
2018-08-27,4.230000e+01,-1.239000e+02,1.069810e-09,4.659604e-11,5.765676e-11,3.451439e-11,1.301296e-10,1.013549e-08,1.895204e-11,1.783847e-13,2.800332e-12,1.195887e-11,6.057485e-12,1.061852e-11,4.800169e-12,2.899764e-12,2.183996e-11,1.025561e-11,6.817132e-12,7.260053e-12,4.166762e-12,5.716976e-12,4.915714e-13,2.867331e-12,9.304381e-13,9.476685e-13,5.371811e-14,1.301397e-12,7.601619e-13,5.169101e-13,3.223086e-13,5.665643e-11,2.900778e-12,2.899764e-12,6.245697e-11,2.088368e-11,1.931825e-12,4.800169e-12,2.761568e-11,5.716976e-12,1.478528e-11,4.915714e-13,2.099383e-11,3.209557e-11,6.817132e-12,1.913043e-11,5.804313e-11,1.069810e-09,3.451439e-11,1.301296e-10,5.765676e-11,1.013549e-08,3.863290e+02,2.726840e+02,1.136450e+02,1.236587e-12,2.257174e-12,8.219883e-13,1.236587e-12,1.236587e-12,2.257174e-12,2.257174e-12,8.219883e-13,2.726840e+02,1.136450e+02
