date,lat,lon,mami,apt,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,other_combustion_rate,other_total,c2h6sfire,other_dms
2018-08-09,3.250000e+01,-1.029000e+02,2.800024e+03,7.999971e+02,1.366077e-09,4.847158e-11,7.712975e-11,4.826997e-11,1.107779e-10,2.218689e-08,3.336365e-11,3.904892e-13,1.867339e-12,1.890655e-11,7.876633e-12,4.947542e-13,2.745011e-13,1.019624e-11,7.005140e-12,2.997510e-12,1.593610e-11,1.086381e-11,1.077765e-11,7.063319e-12,3.889916e-12,6.290191e-12,3.287973e-13,3.661391e-12,1.357837e-12,2.016850e-12,1.273897e-13,5.539326e-13,3.235588e-13,1.603003e-12,4.311652e-13,5.740224e-11,2.911659e-12,2.997510e-12,6.331140e-11,3.044458e-11,3.502077e-12,7.005140e-12,4.095179e-11,4.947542e-13,4.947542e-13,6.290191e-12,1.408616e-11,3.287973e-13,2.070515e-11,2.679991e-11,1.077765e-11,3.375413e-11,7.133169e-11,2.745011e-13,2.745011e-13,1.366077e-09,4.826997e-11,1.107779e-10,7.712975e-11,2.800024e+03,7.999971e+02,2.218689e-08,3.600021e+03,,
2018-08-09,3.370000e+01,-1.175000e+02,5.969810e+02,1.229440e+03,2.028299e-07,7.397508e-09,1.125393e-08,7.009640e-09,1.629226e-08,3.299683e-06,4.849861e-09,5.807442e-11,2.853293e-10,2.773446e-09,1.122723e-09,8.485036e-11,4.748869e-11,1.548129e-09,1.048728e-09,4.378128e-10,2.334639e-09,1.638625e-09,1.593434e-09,1.067002e-09,5.834874e-10,9.155088e-10,4.949895e-11,5.314247e-10,2.032230e-10,2.956702e-10,1.880795e-11,8.506822e-11,4.982804e-11,2.388788e-10,6.434160e-11,8.749840e-09,4.381167e-10,4.378128e-10,9.625770e-09,4.427593e-09,5.177011e-10,1.048728e-09,5.994022e-09,8.485036e-11,8.485036e-11,9.155088e-10,2.131617e-09,4.949895e-11,3.096624e-09,3.973263e-09,1.593434e-09,4.907935e-09,1.047463e-08,4.748869e-11,4.748869e-11,2.028299e-07,7.009640e-09,1.629226e-08,1.125393e-08,5.969810e+02,1.229440e+03,3.299683e-06,1.826421e+03,3.648695e-12,3.648695e-12
2018-08-09,3.390000e+01,-1.111000e+02,1.334988e+03,1.140656e+03,6.505128e-10,2.610008e-11,3.505898e-11,2.098694e-11,5.538894e-11,1.047714e-08,1.516529e-11,1.843977e-13,9.336694e-13,8.726102e-12,3.635368e-12,2.473772e-13,1.372505e-13,5.098120e-12,3.502570e-12,1.410593e-12,6.640043e-12,5.431905e-12,4.974300e-12,3.531660e-12,1.944958e-12,2.859178e-12,1.494533e-13,1.743519e-12,6.789187e-13,9.796127e-13,5.879525e-14,2.373997e-13,1.386680e-13,7.857856e-13,1.959842e-13,3.056541e-11,1.357837e-12,1.410593e-12,3.333384e-11,1.410499e-11,1.717327e-12,3.502570e-12,1.932489e-11,2.473772e-13,2.473772e-13,2.859178e-12,7.043078e-12,1.494533e-13,1.005171e-11,1.207195e-11,4.974300e-12,1.534969e-11,3.239594e-11,1.372505e-13,1.372505e-13,6.505128e-10,2.098694e-11,5.538894e-11,3.505898e-11,1.334988e+03,1.140656e+03,1.047714e-08,2.475645e+03,,
2018-08-09,3.410000e+01,-9.790001e+01,,,5.854615e-10,2.237150e-11,3.505898e-11,2.098694e-11,4.747624e-11,9.860838e-09,1.516529e-11,1.735507e-13,9.336695e-13,8.726102e-12,3.635368e-12,2.473771e-13,1.372505e-13,5.098120e-12,3.210689e-12,1.410593e-12,6.640042e-12,4.828360e-12,4.974300e-12,3.090202e-12,1.667107e-12,2.859178e-12,1.494533e-13,1.569168e-12,6.223422e-13,9.219884e-13,5.879525e-14,2.373997e-13,1.386680e-13,7.229227e-13,1.959842e-13,2.639537e-11,1.294975e-12,1.410593e-12,2.910094e-11,1.393064e-11,1.603126e-12,3.210689e-12,1.874445e-11,2.473771e-13,2.473771e-13,2.859178e-12,6.765227e-12,1.494533e-13,9.773859e-12,1.146840e-11,4.974300e-12,1.533884e-11,3.178155e-11,1.372505e-13,1.372505e-13,5.854615e-10,2.098694e-11,4.747624e-11,3.505898e-11,,,9.860838e-09,1.054982e-08,,
2018-08-09,3.410000e+01,-9.450000e+01,,,6.505128e-10,2.982866e-11,3.505898e-11,2.098694e-11,7.912707e-11,6.163024e-09,1.213224e-11,1.084692e-13,1.680605e-12,7.271752e-12,3.635368e-12,7.421314e-13,1.372505e-12,5.947807e-12,2.918808e-12,1.763241e-12,1.328008e-11,6.035449e-12,4.145250e-12,4.414574e-12,2.500660e-12,3.431013e-12,2.989067e-13,1.743519e-12,5.657656e-13,5.762427e-13,3.266403e-14,7.913323e-13,4.622268e-13,3.143142e-13,1.959842e-13,3.592384e-11,1.763858e-12,1.763241e-12,3.945094e-11,1.265064e-11,1.174672e-12,2.918808e-12,1.674412e-11,7.421314e-13,7.421314e-13,3.431013e-12,8.448468e-12,2.989067e-13,1.217839e-11,1.931553e-11,4.145250e-12,1.224070e-11,3.570149e-11,1.372505e-12,1.372505e-12,6.505128e-10,2.098694e-11,7.912707e-11,3.505898e-11,,,6.163024e-09,6.949209e-09,4.998213e-13,4.998213e-13
2018-08-09,3.430000e+01,-1.051000e+02,,,9.107178e-10,3.355725e-11,5.258847e-11,3.148042e-11,7.121436e-11,1.479126e-08,2.123141e-11,2.603261e-13,1.307137e-12,1.236198e-11,4.847158e-12,4.947542e-13,2.745011e-13,6.797494e-12,4.670093e-12,1.939565e-12,1.062407e-11,7.242539e-12,7.046925e-12,4.856031e-12,2.778511e-12,4.002849e-12,2.092347e-13,2.440927e-12,9.052250e-13,1.325358e-12,8.492647e-14,3.956661e-13,2.311134e-13,1.068668e-12,2.939762e-13,3.972042e-11,1.989424e-12,1.939565e-12,4.364941e-11,1.965006e-11,2.315510e-12,4.670093e-12,2.663567e-11,4.947542e-13,4.947542e-13,4.002849e-12,9.576005e-12,2.092347e-13,1.378809e-11,1.786661e-11,7.046925e-12,2.149174e-11,4.640527e-11,2.745011e-13,2.745011e-13,9.107178e-10,3.148042e-11,7.121436e-11,5.258847e-11,,,1.479126e-08,1.585726e-08,,
2018-08-09,3.450000e+01,-1.109000e+02,3.454507e+03,1.045470e+03,1.886487e-09,7.084307e-11,1.051769e-10,6.505953e-11,1.503414e-10,3.081512e-08,4.549588e-11,5.423461e-13,2.614274e-12,2.617831e-11,1.030021e-11,7.421314e-13,4.117516e-13,1.444467e-11,9.923948e-12,4.055455e-12,2.124814e-11,1.508862e-11,1.492290e-11,1.015352e-11,5.557023e-12,8.577534e-12,4.782507e-13,5.056206e-12,1.923603e-12,2.765965e-12,1.763857e-13,7.913323e-13,4.622268e-13,2.231631e-12,6.075509e-13,8.361088e-11,4.092741e-12,4.055455e-12,9.175907e-11,4.153472e-11,4.865954e-12,9.923948e-12,5.632463e-11,7.421314e-13,7.421314e-13,8.577534e-12,2.000170e-11,4.782507e-13,2.905748e-11,3.633676e-11,1.492290e-11,4.603823e-11,9.729789e-11,4.117516e-13,4.117516e-13,1.886487e-09,6.505953e-11,1.503414e-10,1.051769e-10,3.454507e+03,1.045470e+03,3.081512e-08,4.499977e+03,4.998212e-14,4.998212e-14
2018-08-09,3.530000e+01,-1.121000e+02,1.200027e+03,4.249787e+02,1.951538e-09,8.948597e-11,1.051769e-10,6.296083e-11,2.373812e-10,1.848907e-08,3.488018e-11,3.254077e-13,5.041815e-12,2.181526e-11,1.090610e-11,1.979017e-12,4.117516e-12,1.869311e-11,8.756424e-12,5.289723e-12,3.984025e-11,1.810635e-11,1.243575e-11,1.324372e-11,7.501980e-12,9.721204e-12,8.967199e-13,5.230559e-12,1.697297e-12,1.728728e-12,9.799208e-14,2.373997e-12,1.386680e-12,9.429427e-13,5.879525e-13,1.077715e-10,5.291572e-12,5.289723e-12,1.183528e-10,3.795192e-11,3.524017e-12,8.756424e-12,5.023236e-11,1.979017e-12,1.979017e-12,9.721204e-12,2.619509e-11,8.967199e-13,3.681301e-11,5.794660e-11,1.243575e-11,3.520558e-11,1.055879e-10,4.117516e-12,4.117516e-12,1.951538e-09,6.296083e-11,2.373812e-10,1.051769e-10,1.200027e+03,4.249787e+02,1.848907e-08,1.625006e+03,1.499464e-12,1.499464e-12
2018-08-09,3.610000e+01,-1.119000e+02,3.259557e+03,1.130962e+03,3.903076e-09,1.789720e-10,2.103539e-10,1.259217e-10,4.747624e-10,3.697814e-08,6.976035e-11,6.508153e-13,1.008363e-11,4.363051e-11,2.120632e-11,3.710657e-12,8.235032e-12,3.653653e-11,1.751285e-11,1.057945e-11,7.968051e-11,3.621269e-11,2.487150e-11,2.648744e-11,1.500396e-11,2.001424e-11,1.793440e-12,1.046112e-11,3.394594e-12,3.457457e-12,1.959842e-13,4.747994e-12,2.773361e-12,1.885885e-12,1.175905e-12,2.155431e-10,1.058314e-11,1.057945e-11,2.367057e-10,7.529795e-11,7.048034e-12,1.751285e-11,9.985883e-11,3.710657e-12,3.710657e-12,2.001424e-11,5.154049e-11,1.793440e-12,7.334817e-11,1.158932e-10,2.487150e-11,7.041116e-11,2.111759e-10,8.235032e-12,8.235032e-12,3.903076e-09,1.259217e-10,4.747624e-10,2.103539e-10,3.259557e+03,1.130962e+03,3.697814e-08,4.390519e+03,2.998927e-12,2.998927e-12
2018-08-09,3.630000e+01,-1.121000e+02,3.726248e+03,1.096423e+03,2.233210e-07,1.013802e-08,1.203575e-08,7.204819e-09,2.716432e-08,2.115766e-06,3.994539e-09,3.723748e-11,5.715924e-10,2.496392e-09,1.213607e-09,2.171971e-10,4.711811e-10,2.080883e-09,1.002027e-09,6.053207e-10,4.559053e-09,2.071970e-09,1.423064e-09,1.515523e-09,8.530029e-10,1.125372e-09,1.026147e-10,5.985503e-10,1.942273e-10,1.978241e-10,1.121356e-11,2.716644e-10,1.586825e-10,1.079041e-10,6.728136e-11,1.222513e-08,6.055322e-10,6.053207e-10,1.343599e-08,4.308550e-09,4.032650e-10,1.002027e-09,5.713842e-09,2.171971e-10,2.171971e-10,1.125372e-09,2.933886e-09,1.026147e-10,4.161873e-09,6.631022e-09,1.423064e-09,4.031776e-09,1.208586e-08,4.711811e-10,4.711811e-10,2.233210e-07,7.204819e-09,2.716432e-08,1.203575e-08,3.726248e+03,1.096423e+03,2.115766e-06,4.822670e+03,1.715886e-10,1.715886e-10
