date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c2h6sfire,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-10-18,3.190000e+01,-1.035000e+02,6.761475e-10,2.455147e-11,3.644055e-11,2.290468e-11,5.345940e-11,1.089001e-08,1.572178e-11,1.916642e-13,9.516271e-13,9.069972e-12,3.673138e-12,2.631540e-13,1.426592e-13,5.040155e-12,3.488904e-12,1.466180e-12,7.591877e-12,5.332295e-12,5.170323e-12,3.441404e-12,1.936661e-12,3.066564e-12,1.553428e-13,1.721615e-12,6.762699e-13,9.583212e-13,6.111219e-14,2.878807e-13,1.681546e-13,7.840810e-13,2.138927e-13,2.894450e-11,1.454009e-12,1.466180e-12,3.186469e-11,1.446473e-11,1.695703e-12,3.488904e-12,1.964933e-11,2.631540e-13,2.631540e-13,3.066564e-12,6.976816e-12,1.553428e-13,1.019872e-11,1.292417e-11,5.170323e-12,1.591345e-11,3.400794e-11,1.426592e-13,1.426592e-13,6.761475e-10,2.290468e-11,5.345940e-11,3.644055e-11,1.089001e-08,1.167897e-08,,,,,,
2020-10-18,3.210000e+01,-1.023000e+02,3.718811e-10,1.381020e-11,2.004230e-11,1.308839e-11,2.878583e-11,6.085596e-09,9.070261e-12,1.071065e-13,5.190693e-13,5.290817e-12,2.020226e-12,1.644712e-13,7.132959e-14,2.835087e-12,1.971989e-12,8.247264e-13,4.141024e-12,3.136644e-12,3.016021e-12,2.064843e-12,1.032886e-12,1.703647e-12,9.320571e-14,9.967245e-13,3.822395e-13,5.390557e-13,3.564878e-14,1.645033e-13,9.608836e-14,4.410456e-13,1.222244e-13,1.639412e-11,8.238616e-13,8.247264e-13,1.804270e-11,8.307768e-12,9.569439e-13,1.971989e-12,1.123670e-11,1.644712e-13,1.644712e-13,1.703647e-12,3.867973e-12,9.320571e-14,5.664825e-12,7.277668e-12,3.016021e-12,9.177367e-12,1.947106e-11,7.132959e-14,7.132959e-14,3.718811e-10,1.308839e-11,2.878583e-11,2.004230e-11,6.085596e-09,6.519394e-09,,,,,,
2020-10-18,3.350000e+01,-1.109000e+02,1.115643e-09,4.143061e-11,6.194893e-11,3.926516e-11,9.046975e-11,1.825679e-08,2.721078e-11,3.213195e-13,1.557208e-12,1.549453e-11,6.244334e-12,4.605194e-13,2.853184e-13,8.505261e-12,5.764276e-12,2.474179e-12,1.311324e-11,9.096268e-12,8.832634e-12,5.965101e-12,3.227768e-12,5.110939e-12,2.796171e-13,2.990174e-12,1.117315e-12,1.647115e-12,1.052488e-13,4.935098e-13,2.882651e-13,1.323137e-12,3.564878e-13,4.895292e-11,2.461399e-12,2.474179e-12,5.388850e-11,2.472904e-11,2.869679e-12,5.764276e-12,3.336300e-11,4.605194e-13,4.605194e-13,5.110939e-12,1.173303e-11,2.796171e-13,1.712358e-11,2.220951e-11,8.832634e-12,2.753210e-11,5.857424e-11,2.853184e-13,2.853184e-13,1.115643e-09,3.926516e-11,9.046975e-11,6.194893e-11,1.825679e-08,1.045487e+03,7.273149e+02,3.181718e+02,2.597588e-14,2.597588e-14,7.273149e+02,3.181718e+02
2020-10-18,3.350000e+01,-1.091000e+02,1.149451e-09,4.143061e-11,6.377096e-11,3.926516e-11,9.046975e-11,1.857708e-08,2.781546e-11,3.269566e-13,1.643719e-12,1.587245e-11,6.427991e-12,4.934137e-13,2.853184e-13,8.820271e-12,5.915968e-12,2.474179e-12,1.311324e-11,9.409932e-12,9.048064e-12,5.965101e-12,3.356879e-12,5.110940e-12,2.796171e-13,2.990174e-12,1.146718e-12,1.677062e-12,1.069463e-13,4.935098e-13,2.882651e-13,1.355807e-12,3.666732e-13,4.903943e-11,2.504255e-12,2.474179e-12,5.401786e-11,2.529061e-11,2.930727e-12,5.915968e-12,3.413731e-11,4.934137e-13,4.934137e-13,5.110940e-12,1.217715e-11,2.796171e-13,1.756771e-11,2.252317e-11,9.048064e-12,2.814242e-11,5.971366e-11,2.853184e-13,2.853184e-13,1.149451e-09,3.926516e-11,9.046975e-11,6.377096e-11,1.857708e-08,3.022553e+02,1.999747e+02,1.022805e+02,2.597588e-14,2.597588e-14,1.999747e+02,1.022805e+02
2020-10-18,3.430000e+01,-1.125000e+02,6.321980e-09,2.301701e-10,3.516513e-10,2.181398e-10,5.099204e-10,1.028145e-07,1.511710e-10,1.809536e-12,8.910690e-12,8.654265e-11,3.507847e-11,2.631540e-12,1.497921e-12,4.819648e-11,3.276536e-11,1.365380e-11,7.246791e-11,5.112731e-11,4.976435e-11,3.326691e-11,1.820461e-11,2.862127e-11,1.537894e-12,1.658187e-11,6.351056e-12,9.223842e-12,5.856585e-13,2.673178e-12,1.561436e-12,7.448770e-12,2.006517e-12,2.723476e-10,1.368990e-11,1.365380e-11,2.996914e-10,1.382030e-10,1.616056e-11,3.276536e-11,1.871289e-10,2.631540e-12,2.631540e-12,2.862127e-11,6.640109e-11,1.537894e-12,9.656025e-11,1.235952e-10,4.976435e-11,1.529806e-10,3.263401e-10,1.497921e-12,1.497921e-12,6.321980e-09,2.181398e-10,5.099204e-10,3.516513e-10,1.028145e-07,2.178552e+03,1.523806e+03,6.547465e+02,1.039035e-13,1.039035e-13,1.523806e+03,6.547465e+02
2020-10-18,3.430000e+01,-1.123000e+02,8.113771e-10,2.915487e-11,4.372866e-11,2.726747e-11,6.579618e-11,1.313208e-08,1.934989e-11,2.311245e-13,1.124650e-12,1.095955e-11,4.407765e-12,3.289425e-13,2.139888e-13,5.985184e-12,4.095670e-12,1.741089e-12,8.972219e-12,6.586953e-12,6.247473e-12,4.129685e-12,2.323993e-12,3.577658e-12,2.019457e-13,2.084060e-12,7.938820e-13,1.167954e-12,7.469269e-14,3.290065e-13,1.921767e-13,9.474313e-13,2.546342e-13,3.440921e-11,1.723249e-12,1.741089e-12,3.787355e-11,1.745138e-11,2.036529e-12,4.095670e-12,2.358357e-11,3.289425e-13,3.289425e-13,3.577658e-12,8.309176e-12,2.019457e-13,1.208878e-11,1.555917e-11,6.247473e-12,1.958101e-11,4.138766e-11,2.139888e-13,2.139888e-13,8.113771e-10,2.726747e-11,6.579618e-11,4.372866e-11,1.313208e-08,2.287483e+03,1.599982e+03,6.875010e+02,2.597589e-14,2.597589e-14,1.599982e+03,6.875010e+02
2020-10-18,3.610000e+01,-1.213000e+02,5.341565e-09,1.948773e-10,2.951684e-10,1.843281e-10,4.276752e-10,8.679982e-08,1.275883e-10,1.527677e-12,7.526505e-12,7.293770e-11,2.956876e-11,2.236809e-12,1.212603e-12,4.063625e-11,2.760785e-11,1.145453e-11,6.142519e-11,4.297203e-11,4.179344e-11,2.799009e-11,1.536418e-11,2.402142e-11,1.304880e-12,1.395414e-11,5.351353e-12,7.756413e-12,4.939903e-13,2.220794e-12,1.297193e-12,6.272648e-12,1.690771e-12,2.303939e-10,1.148141e-11,1.145453e-11,2.533299e-10,1.164606e-10,1.360176e-11,2.760785e-11,1.576702e-10,2.236809e-12,2.236809e-12,2.402142e-11,5.600043e-11,1.304880e-12,8.132672e-11,1.043972e-10,4.179344e-11,1.291160e-10,2.753067e-10,1.212603e-12,1.212603e-12,5.341565e-09,1.843281e-10,4.276752e-10,2.951684e-10,8.679982e-08,9.304866e-08,,,1.039035e-13,1.039035e-13,,
2020-10-18,3.630000e+01,-1.055000e+02,1.091978e-08,4.956329e-10,5.885148e-10,3.522958e-10,1.328261e-09,1.034551e-07,1.953130e-10,1.820810e-12,2.794323e-11,1.220667e-10,5.932118e-11,1.062484e-11,2.303946e-11,1.017481e-10,4.899635e-11,2.959851e-11,2.229251e-10,1.013136e-10,6.958393e-11,7.410491e-11,4.170276e-11,5.502779e-11,5.017574e-12,2.926746e-11,9.497181e-12,9.673055e-12,5.483122e-13,1.328364e-11,7.759135e-12,5.276212e-12,3.289873e-12,5.976810e-10,2.960886e-11,2.959851e-11,6.568884e-10,2.106554e-10,1.971855e-11,4.899635e-11,2.793702e-10,1.062484e-11,1.062484e-11,5.502779e-11,1.434509e-10,5.017574e-12,2.034962e-10,3.242387e-10,6.958393e-11,1.971338e-10,5.909565e-10,2.303946e-11,2.303946e-11,1.091978e-08,3.522958e-10,1.328261e-09,5.885148e-10,1.034551e-07,1.674996e+03,1.049983e+03,6.250134e+02,8.390212e-12,8.390212e-12,1.049983e+03,6.250134e+02
2020-10-18,3.630000e+01,-1.053000e+02,2.215499e-06,1.005582e-07,1.194029e-07,7.147678e-08,2.694888e-07,2.098986e-05,3.962677e-08,3.694215e-10,5.669361e-09,2.476594e-08,1.203559e-08,2.155659e-09,4.674442e-09,2.064353e-08,9.940799e-09,6.005200e-09,4.522895e-08,2.055537e-08,1.411778e-08,1.503504e-08,8.461014e-09,1.116451e-08,1.018008e-09,5.938032e-09,1.926869e-09,1.962552e-09,1.112463e-10,2.695098e-09,1.574240e-09,1.070483e-09,6.674776e-10,1.212626e-07,6.007298e-09,6.005200e-09,1.332751e-07,4.273956e-08,4.000667e-09,9.940799e-09,5.668102e-08,2.155659e-09,2.155659e-09,1.116451e-08,2.910454e-08,1.018008e-09,4.128706e-08,6.578433e-08,1.411778e-08,3.999619e-08,1.198983e-07,4.674442e-09,4.674442e-09,2.215499e-06,7.147678e-08,2.694888e-07,1.194029e-07,2.098986e-05,1.674996e+03,1.049983e+03,6.250134e+02,1.702278e-09,1.702278e-09,1.049983e+03,6.250134e+02
2020-10-18,3.630000e+01,-1.185000e+02,8.451844e-10,3.836167e-11,4.555068e-11,2.726747e-11,1.028065e-10,8.007364e-09,1.511710e-11,1.409296e-13,2.162789e-12,9.447888e-12,4.591422e-12,8.223562e-13,1.783240e-12,7.875242e-12,3.792287e-12,2.290907e-12,1.725426e-11,7.841611e-12,5.385752e-12,5.735674e-12,3.227768e-12,4.259116e-12,3.883571e-13,2.265283e-12,7.350760e-13,7.486884e-13,4.243902e-14,1.028145e-12,6.005523e-13,4.083755e-13,2.546342e-13,4.626013e-11,2.291707e-12,2.290907e-12,5.084275e-11,1.630459e-11,1.526203e-12,3.792287e-12,2.162308e-11,8.223562e-13,8.223562e-13,4.259116e-12,1.110301e-11,3.883571e-13,1.575048e-11,2.509588e-11,5.385752e-12,1.525803e-11,4.573966e-11,1.783240e-12,1.783240e-12,8.451844e-10,2.726747e-11,1.028065e-10,4.555068e-11,8.007364e-09,1.471110e+03,1.078537e+03,3.925732e+02,6.493971e-13,6.493971e-13,1.078537e+03,3.925732e+02
