date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,terpenesfire,terpenes_monoterpenes,terpenes_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2018-08-29,3.950000e+01,-1.227000e+02,3.988864e-08,1.537669e-09,2.190957e-09,1.350992e-09,3.587858e-09,5.835147e-07,8.945365e-10,1.026986e-11,6.674127e-11,5.193565e-10,2.195839e-10,2.225857e-11,3.185556e-10,1.995499e-10,9.113545e-11,5.428790e-10,3.325747e-10,2.989799e-10,2.240245e-10,1.229195e-10,1.858017e-10,1.172749e-11,1.048624e-10,3.854673e-11,5.252791e-11,3.284478e-12,2.435472e-11,1.422589e-11,4.031898e-11,1.247795e-11,1.828435e-09,9.137754e-11,9.113545e-11,2.010948e-09,8.438027e-10,9.435911e-11,1.995499e-10,1.137712e-09,2.225857e-11,2.225857e-11,1.858017e-10,4.414751e-10,1.172749e-11,6.390043e-10,8.754537e-10,2.989799e-10,9.048063e-10,2.079240e-09,3.988864e-08,1.350992e-09,3.587858e-09,2.190957e-09,5.835147e-07,1.123497e+03,2.708609e-11,2.708609e-11,2.708609e-11,4.441060e+02,6.793906e+02,4.441060e+02,6.793906e+02,7.867603e-12,7.867603e-12
2018-08-29,3.950000e+01,-1.229000e+02,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,,1.708410e-12,1.514371e-12,,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738759e-13,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.035636e-11,2.675770e-13,4.142520e-13,1.103819e-11,3.632400e-12,4.190302e-13,6.857384e-13,4.737168e-12,,,1.429244e-12,2.818164e-12,7.022448e-14,4.317633e-12,4.585081e-12,9.738759e-13,3.841376e-12,9.400333e-12,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,2.895855e-09,7.246838e+02,,,,5.464529e+02,1.782308e+02,5.464529e+02,1.782308e+02,,
2018-08-29,4.010000e+01,-1.149000e+02,3.117733e-08,1.136943e-09,1.721466e-09,1.074877e-09,2.509642e-09,5.053267e-07,7.429202e-10,8.893749e-12,4.387188e-11,4.253940e-10,1.711239e-10,1.298417e-11,2.378549e-10,1.604628e-10,6.710883e-11,3.556793e-10,2.505299e-10,2.444429e-10,1.628326e-10,8.889092e-11,1.400659e-10,7.584244e-12,8.110450e-11,3.110322e-11,4.521732e-11,2.877756e-12,1.301397e-11,7.601619e-12,3.662677e-11,9.899480e-12,1.343648e-09,6.714184e-11,6.710883e-11,1.477899e-09,6.776225e-10,7.919829e-11,1.604628e-10,9.172836e-10,1.298417e-11,1.298417e-11,1.400659e-10,3.267458e-10,7.584244e-12,4.743960e-10,6.062092e-10,2.444429e-10,7.518139e-10,1.602466e-09,3.117733e-08,1.074877e-09,2.509642e-09,1.721466e-09,5.053267e-07,4.012977e+03,7.416429e-12,7.416429e-12,7.416429e-12,2.396654e+03,1.616323e+03,2.396654e+03,1.616323e+03,4.697077e-13,4.697077e-13
2018-08-29,4.090000e+01,-1.223000e+02,5.654712e-09,2.609378e-10,3.047571e-10,1.824332e-10,6.878278e-10,5.357332e-08,1.023410e-10,9.428903e-13,1.446839e-11,6.321116e-11,3.180180e-11,5.564642e-12,5.309260e-11,2.537232e-11,1.532732e-11,1.154398e-10,5.274314e-11,3.603342e-11,3.837456e-11,2.152827e-11,2.858488e-11,2.598305e-12,1.515589e-11,4.918030e-12,5.009105e-12,2.839386e-13,6.878813e-12,4.017999e-12,2.732239e-12,1.703631e-12,3.137808e-10,1.533268e-11,1.532732e-11,3.444408e-10,1.101688e-10,1.021107e-11,2.537232e-11,1.457522e-10,5.564642e-12,5.564642e-12,2.858488e-11,7.462087e-11,2.598305e-12,1.058041e-10,1.681829e-10,3.603342e-11,1.032839e-10,3.075002e-10,5.654712e-09,1.824332e-10,6.878278e-10,3.047571e-10,5.357332e-08,1.702303e+03,1.193078e-11,1.193078e-11,1.193078e-11,9.860986e+02,7.162041e+02,9.860986e+02,7.162041e+02,4.344795e-12,4.344795e-12
2018-08-29,4.110000e+01,-9.690001e+01,1.528300e-10,9.319209e-12,1.647336e-11,4.930627e-12,1.858994e-11,1.447927e-09,3.790409e-12,2.548352e-14,,1.708410e-12,1.514371e-12,6.182936e-13,,6.857384e-13,4.142520e-13,3.119994e-12,4.395261e-12,1.947752e-12,2.074301e-12,,,7.022448e-14,4.096187e-13,1.329197e-13,,7.674015e-15,,1.085946e-13,3.692215e-13,9.208818e-14,1.139351e-11,5.699042e-13,4.142520e-13,1.237767e-11,3.632400e-12,1.405937e-13,6.857384e-13,4.458732e-12,6.182936e-13,6.182936e-13,,,7.022448e-14,7.022448e-14,7.515255e-12,1.947752e-12,3.815892e-12,1.327890e-11,1.528300e-10,4.930627e-12,1.858994e-11,1.647336e-11,1.447927e-09,1.640751e-09,,,,,,,,,
2018-08-29,4.110000e+01,-1.223000e+02,4.615467e-08,2.096822e-09,2.487477e-09,1.489049e-09,5.614162e-09,4.372741e-07,8.263091e-10,7.696024e-12,1.180807e-10,5.159396e-10,2.498713e-10,4.513544e-11,4.289883e-10,2.070930e-10,1.251041e-10,9.422382e-10,4.278054e-10,2.941105e-10,3.132194e-10,1.763929e-10,2.315375e-10,2.120779e-11,1.237048e-10,4.014176e-11,4.088513e-11,2.317553e-12,5.614599e-11,3.279555e-11,2.230098e-11,1.390532e-11,2.528122e-09,1.251479e-10,1.251041e-10,2.778374e-09,8.895157e-10,8.334444e-11,2.070930e-10,1.179953e-09,4.513544e-11,4.513544e-11,2.315375e-10,6.053812e-10,2.120779e-11,8.581265e-10,1.370044e-09,2.941105e-10,8.340051e-10,2.498159e-09,4.615467e-08,1.489049e-09,5.614162e-09,2.487477e-09,4.372741e-07,9.020371e+02,9.738094e-11,9.738094e-11,9.738094e-11,4.711092e+02,4.309279e+02,4.711092e+02,4.309279e+02,3.546292e-11,3.546292e-11
2018-08-29,4.170000e+01,-1.159000e+02,3.515091e-09,1.304689e-10,1.894436e-10,1.183351e-10,2.788491e-10,5.646917e-08,8.338899e-11,9.938573e-13,4.667221e-12,4.783547e-11,1.968683e-11,1.236587e-12,2.548445e-11,1.782920e-11,7.456536e-12,4.055992e-11,2.783665e-11,2.726853e-11,1.866871e-11,9.722443e-12,1.572168e-11,8.426938e-13,9.011611e-12,3.455913e-12,5.009105e-12,3.223086e-13,1.487311e-12,8.687565e-13,4.061437e-12,1.105058e-12,1.538048e-10,7.522562e-12,7.456536e-12,1.687839e-10,7.653391e-11,8.787327e-12,1.782920e-11,1.031504e-10,1.236587e-12,1.236587e-12,1.572168e-11,3.520689e-11,8.426938e-13,5.177127e-11,6.839657e-11,2.726853e-11,8.438285e-11,1.800479e-10,3.515091e-09,1.183351e-10,2.788491e-10,1.894436e-10,5.646917e-08,2.264772e+03,9.673603e-13,9.673603e-13,9.673603e-13,1.713256e+03,5.515161e+02,1.713256e+03,5.515161e+02,1.174269e-13,1.174269e-13
2018-08-29,4.190000e+01,-1.159000e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.750034e+02,,6.750034e+02,,
2018-08-29,4.190000e+01,-1.235000e+02,1.085093e-08,4.939181e-10,5.848043e-10,3.500745e-10,1.319886e-09,1.028028e-07,1.933109e-10,1.809330e-12,2.800333e-11,1.212971e-10,5.906049e-11,1.051099e-11,1.019378e-10,4.868743e-11,2.941189e-11,2.215196e-10,1.010910e-10,6.914520e-11,7.363767e-11,4.166761e-11,5.574051e-11,4.985938e-12,2.908293e-11,9.437301e-12,9.612066e-12,5.448551e-13,1.319988e-11,7.710214e-12,5.242945e-12,3.269131e-12,5.955590e-10,2.942217e-11,2.941189e-11,6.543932e-10,2.094405e-10,1.959422e-11,4.868743e-11,2.777221e-10,1.051099e-11,1.051099e-11,5.574051e-11,1.436054e-10,4.985938e-12,2.043319e-10,3.226106e-10,6.914520e-11,1.951202e-10,5.868760e-10,1.085093e-08,3.500745e-10,1.319886e-09,5.848043e-10,1.028028e-07,2.530794e+02,2.289419e-11,2.289419e-11,2.289419e-11,1.397777e+02,1.133017e+02,1.397777e+02,1.133017e+02,8.337312e-12,8.337312e-12
2018-08-29,4.210000e+01,-1.053000e+02,3.082582e-07,1.123896e-08,1.709111e-08,1.064522e-08,2.476180e-08,5.012725e-06,7.372345e-09,8.822396e-11,4.335848e-10,4.214646e-09,1.705182e-09,1.279868e-10,2.350941e-09,1.593656e-09,6.652888e-10,3.547433e-09,2.489183e-09,2.421056e-09,1.621066e-09,8.861312e-10,1.392084e-09,7.521041e-11,8.073583e-10,3.089055e-10,4.490595e-10,2.857036e-11,1.293961e-10,7.558181e-11,3.629447e-10,9.775161e-11,1.329362e-08,6.656742e-10,6.652888e-10,1.462458e-08,6.727187e-09,7.865353e-10,1.593656e-09,9.107378e-09,1.279868e-10,1.279868e-10,1.392084e-09,3.237072e-09,7.521041e-11,4.704366e-09,6.036616e-09,2.421056e-09,7.460569e-09,1.591824e-08,3.082582e-07,1.064522e-08,2.476180e-08,1.709111e-08,5.012725e-06,9.041850e+03,7.222957e-11,7.222957e-11,7.222957e-11,3.721287e+03,5.320563e+03,3.721287e+03,5.320563e+03,5.519065e-12,5.519065e-12
2018-08-29,4.230000e+01,-1.239000e+02,1.100376e-08,5.032372e-10,5.930409e-10,3.550052e-10,1.338476e-09,1.042508e-07,1.971013e-10,1.834814e-12,2.847005e-11,1.230055e-10,6.057485e-11,1.051099e-11,1.019378e-10,4.937317e-11,2.982615e-11,2.246396e-10,1.025561e-10,7.011907e-11,7.467483e-11,4.236208e-11,5.574052e-11,5.056163e-12,2.949254e-11,9.570221e-12,9.747448e-12,5.525291e-13,1.338580e-11,7.818808e-12,5.316790e-12,3.315175e-12,6.063821e-10,2.983657e-11,2.982615e-11,6.660448e-10,2.130729e-10,1.987020e-11,4.937317e-11,2.823163e-10,1.051099e-11,1.051099e-11,5.574052e-11,1.442999e-10,5.056163e-12,2.050966e-10,3.271957e-10,7.011907e-11,1.989361e-10,5.962508e-10,1.100376e-08,3.550052e-10,1.338476e-09,5.930409e-10,1.042508e-07,1.363623e+03,2.321665e-11,2.321665e-11,2.321665e-11,8.181725e+02,5.454504e+02,8.181725e+02,5.454504e+02,8.454739e-12,8.454739e-12
2018-08-29,4.230000e+01,-1.241000e+02,1.681130e-09,7.455367e-11,9.060348e-11,5.423690e-11,2.044893e-10,1.592720e-08,3.032327e-11,2.803187e-13,4.667221e-12,1.879250e-11,9.086228e-12,1.854881e-12,1.698963e-11,7.543122e-12,4.556772e-12,3.431993e-11,1.611596e-11,1.071264e-11,1.140865e-11,6.944602e-12,8.575464e-12,7.724693e-13,4.505805e-12,1.462117e-12,1.489193e-12,8.441417e-14,2.045053e-12,1.194540e-12,8.122872e-13,5.064850e-13,9.062954e-11,4.558365e-12,4.556772e-12,9.974468e-11,3.238454e-11,3.035725e-12,7.543122e-12,4.296339e-11,1.854881e-12,1.854881e-12,8.575464e-12,2.393424e-11,7.724693e-13,3.328217e-11,5.043589e-11,1.071264e-11,3.060359e-11,9.175212e-11,1.681130e-09,5.423690e-11,2.044893e-10,9.060348e-11,1.592720e-08,1.795895e-08,3.546988e-12,3.546988e-12,3.546988e-12,,,,,1.291696e-12,1.291696e-12
2018-08-29,4.250000e+01,-1.207000e+02,8.405652e-09,3.820875e-10,4.530174e-10,2.711845e-10,1.022447e-09,7.963601e-08,1.516163e-10,1.401594e-12,2.146922e-11,9.396251e-11,4.694551e-11,8.037816e-12,7.857705e-11,3.771561e-11,2.278386e-11,1.715997e-10,7.911469e-11,5.356317e-11,5.704328e-11,3.194517e-11,4.287732e-11,3.862346e-12,2.252903e-11,7.310585e-12,7.445967e-12,4.220708e-13,1.022526e-11,5.972701e-12,4.061437e-12,2.532425e-12,4.606000e-10,2.279183e-11,2.278386e-11,5.061758e-10,1.634370e-10,1.517862e-11,3.771561e-11,2.163313e-10,8.037816e-12,8.037816e-12,4.287732e-11,1.105222e-10,3.862346e-12,1.572619e-10,2.507143e-10,5.356317e-11,1.530179e-10,4.572954e-10,8.405652e-09,2.711845e-10,1.022447e-09,4.530174e-10,7.963601e-08,3.138555e+03,1.773494e-11,1.773494e-11,1.773494e-11,1.651595e+03,1.486961e+03,1.651595e+03,1.486961e+03,6.458480e-12,6.458480e-12
2018-08-29,4.250000e+01,-1.239000e+02,2.445281e-08,1.118305e-09,1.317869e-09,7.889004e-10,2.974390e-09,2.316684e-07,4.396874e-10,4.077363e-12,6.300748e-11,2.733455e-10,1.332647e-10,2.349516e-11,2.293600e-10,1.097181e-10,6.628032e-11,4.991990e-10,2.285536e-10,1.558201e-10,1.659441e-10,9.375213e-11,1.229150e-10,1.123592e-11,6.553899e-11,2.126716e-11,2.166099e-11,1.227842e-12,2.974622e-11,1.737513e-11,1.181509e-11,7.367054e-12,1.347257e-09,6.630349e-11,6.628032e-11,1.479840e-09,4.721492e-10,4.415599e-11,1.097181e-10,6.260233e-10,2.349516e-11,2.349516e-11,1.229150e-10,3.231122e-10,1.123592e-11,4.572631e-10,7.277526e-10,1.558201e-10,4.437648e-10,1.327338e-09,2.445281e-08,7.889004e-10,2.974390e-09,1.317869e-09,2.316684e-07,8.080021e+02,5.159255e-11,5.159255e-11,5.159255e-11,3.377810e+02,4.702211e+02,3.377810e+02,4.702211e+02,1.878831e-11,1.878831e-11
2018-08-29,4.250000e+01,-1.241000e+02,6.220182e-08,2.823720e-09,3.352329e-09,2.006765e-09,7.566105e-09,5.893065e-07,1.114380e-09,1.037179e-11,1.591522e-10,6.953226e-10,3.377048e-10,6.059277e-11,5.797712e-10,2.790955e-10,1.686006e-10,1.269838e-09,5.772443e-10,3.963675e-10,4.221202e-10,2.375054e-10,3.144336e-10,2.858136e-11,1.667148e-10,5.409833e-11,5.510015e-11,3.123324e-12,7.566694e-11,4.419798e-11,3.005463e-11,1.873995e-11,3.404992e-09,1.686595e-10,1.686006e-10,3.742252e-09,1.199742e-09,1.123218e-10,2.790955e-10,1.591160e-09,6.059277e-11,6.059277e-11,3.144336e-10,8.172766e-10,2.858136e-11,1.160292e-09,1.847082e-09,3.963675e-10,1.124752e-09,3.368201e-09,6.220182e-08,2.006765e-09,7.566105e-09,3.352329e-09,5.893065e-07,5.446477e+02,1.312385e-10,1.312385e-10,1.312385e-10,3.714144e+02,1.732333e+02,3.714144e+02,1.732333e+02,4.779275e-11,4.779275e-11
2018-08-29,4.270000e+01,-1.115000e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.972251e-11,3.717988e-11,8.687564e-09,1.137123e-11,1.529011e-13,9.334442e-13,6.833639e-12,3.028743e-12,,4.247408e-12,2.742954e-12,1.242756e-12,6.239988e-12,4.395261e-12,3.895504e-12,3.111451e-12,1.388920e-12,2.858488e-12,1.404490e-13,1.228856e-12,5.316789e-13,6.769061e-13,4.604409e-14,1.859139e-13,1.085946e-13,5.907544e-13,1.381323e-13,2.268331e-11,1.023395e-12,1.242756e-12,2.494946e-11,1.109124e-11,1.254629e-12,2.742954e-12,1.508882e-11,,,2.858488e-12,5.636329e-12,1.404490e-13,8.635267e-12,1.063525e-11,3.895504e-12,1.152413e-11,2.605488e-11,4.584901e-10,1.972251e-11,3.717988e-11,2.471004e-11,8.687564e-09,1.903656e+03,,,,1.448046e+03,4.556101e+02,1.448046e+03,4.556101e+02,,
2018-08-29,4.270000e+01,-1.139000e+02,1.222640e-09,4.659605e-11,6.589344e-11,4.437565e-11,9.294970e-11,2.027098e-08,3.032327e-11,3.567693e-13,1.866889e-12,1.708410e-11,7.571856e-12,6.182936e-13,8.494817e-12,6.171646e-12,2.485513e-12,1.559997e-11,1.025561e-11,9.738759e-12,6.222902e-12,3.472301e-12,5.716976e-12,2.808979e-13,3.276949e-12,1.196278e-12,1.759956e-12,1.151102e-13,5.577416e-13,3.257837e-13,1.476886e-12,3.683527e-13,5.468584e-11,2.728764e-12,2.485513e-12,5.990012e-11,2.793290e-11,3.071344e-12,6.171646e-12,3.717589e-11,6.182936e-13,6.182936e-13,5.716976e-12,1.196712e-11,2.808979e-13,1.796499e-11,2.585558e-11,9.738759e-12,3.068004e-11,6.627438e-11,1.222640e-09,4.437565e-11,9.294970e-11,6.589344e-11,2.027098e-08,1.800026e+03,3.224534e-13,3.224534e-13,3.224534e-13,1.300011e+03,5.000153e+02,1.300011e+03,5.000153e+02,,
2018-08-29,4.270000e+01,-1.207000e+02,5.196221e-09,2.329802e-10,2.800471e-10,1.676414e-10,6.320580e-10,4.922953e-08,9.096981e-11,8.664397e-13,1.306822e-11,5.808593e-11,2.725868e-11,4.946349e-12,4.884520e-11,2.331510e-11,1.408457e-11,1.060798e-10,4.834787e-11,3.311178e-11,3.526311e-11,1.944489e-11,2.572639e-11,2.387633e-12,1.392703e-11,4.519271e-12,4.602961e-12,2.609165e-13,6.321072e-12,3.692215e-12,2.510706e-12,1.565499e-12,2.813115e-10,1.408949e-11,1.408457e-11,3.094856e-10,9.927165e-11,9.383149e-12,2.331510e-11,1.319699e-10,4.946349e-12,4.946349e-12,2.572639e-11,6.829009e-11,2.387633e-12,9.640411e-11,1.544277e-10,3.311178e-11,9.183625e-11,2.793757e-10,5.196221e-09,1.676414e-10,6.320580e-10,2.800471e-10,4.922953e-08,1.402062e+03,1.096342e-11,1.096342e-11,1.096342e-11,6.325256e+02,7.695359e+02,6.325256e+02,7.695359e+02,3.992516e-12,3.992516e-12
2018-08-29,4.270000e+01,-1.209000e+02,3.973581e-08,1.807926e-09,2.141537e-09,1.281963e-09,4.833384e-09,3.764611e-07,7.125969e-10,6.625716e-12,1.017454e-10,4.441864e-10,2.165551e-10,3.895250e-11,3.695245e-10,1.782920e-10,1.077055e-10,8.111985e-10,3.692019e-10,2.532078e-10,2.696591e-10,1.520868e-10,2.000941e-10,1.825837e-11,1.065008e-10,3.455913e-11,3.519911e-11,1.995244e-12,4.833761e-11,2.823458e-11,1.919952e-11,1.197146e-11,2.179331e-09,1.077432e-10,1.077055e-10,2.394780e-09,7.672424e-10,7.175349e-11,1.782920e-10,1.017288e-09,3.895250e-11,3.895250e-11,2.000941e-10,5.216113e-10,1.825837e-11,7.399639e-10,1.180400e-09,2.532078e-10,7.192226e-10,2.152831e-09,3.973581e-08,1.281963e-09,4.833384e-09,2.141537e-09,3.764611e-07,2.220185e+03,8.383789e-11,8.383789e-11,8.383789e-11,1.699875e+03,5.203104e+02,1.699875e+03,5.203104e+02,3.053100e-11,3.053100e-11
2018-08-29,4.290000e+01,-1.227000e+02,1.986791e-09,8.387287e-11,1.070768e-10,6.409815e-11,2.416692e-10,1.882306e-08,3.411368e-11,3.312858e-13,4.667221e-12,2.220932e-11,1.211497e-11,1.854881e-12,1.911334e-11,8.914599e-12,5.385276e-12,4.055992e-11,1.904613e-11,1.266039e-11,1.348296e-11,6.944602e-12,1.000471e-11,9.129182e-13,5.325042e-12,1.727957e-12,1.759956e-12,9.976220e-14,2.416880e-12,1.411729e-12,9.599759e-13,5.985732e-13,1.020230e-10,5.387159e-12,5.385276e-12,1.127955e-10,3.964934e-11,3.587674e-12,8.914599e-12,5.215161e-11,1.854881e-12,1.854881e-12,1.000471e-11,2.605794e-11,9.129182e-13,3.697557e-11,5.960606e-11,1.266039e-11,3.444496e-11,1.067114e-10,1.986791e-09,6.409815e-11,2.416692e-10,1.070768e-10,1.882306e-08,2.122422e-08,4.191895e-12,4.191895e-12,4.191895e-12,,,,,1.526550e-12,1.526550e-12
2018-08-29,4.350000e+01,-1.151000e+02,5.349051e-09,1.957034e-10,2.965205e-10,1.824332e-10,4.275686e-10,8.542771e-08,1.250835e-10,1.503528e-12,7.467553e-12,7.175320e-11,2.877306e-11,2.473174e-12,4.035038e-11,2.742954e-11,1.159906e-11,6.239988e-11,4.248752e-11,4.187667e-11,2.800306e-11,1.527812e-11,2.429715e-11,1.264041e-12,1.392703e-11,5.316790e-12,7.716729e-12,4.911370e-13,2.230966e-12,1.303135e-12,6.202921e-12,1.657587e-12,2.311740e-10,1.139461e-11,1.159906e-11,2.541677e-10,1.144533e-10,1.352466e-11,2.742954e-11,1.554075e-10,2.473174e-12,2.473174e-12,2.429715e-11,5.562850e-11,1.264041e-12,8.118969e-11,1.048874e-10,4.187667e-11,1.265870e-10,2.733511e-10,5.349051e-09,1.824332e-10,4.275686e-10,2.965205e-10,8.542771e-08,9.168340e-08,1.289814e-12,1.289814e-12,1.289814e-12,,,,,1.174269e-13,1.174269e-13
2018-08-29,4.410000e+01,-1.221000e+02,2.842639e-08,1.034432e-09,1.573206e-09,9.811948e-10,2.267973e-09,4.618888e-07,6.784832e-10,8.129244e-12,4.013810e-11,3.878090e-10,1.574946e-10,1.174758e-11,2.166178e-10,1.467480e-10,6.172355e-11,3.275994e-10,2.300187e-10,2.239915e-10,1.503868e-10,8.194631e-11,1.286320e-10,6.952224e-12,7.455060e-11,2.844482e-11,4.142665e-11,2.639861e-12,1.189849e-11,7.058646e-12,3.345147e-11,9.024641e-12,1.224957e-09,6.143324e-11,6.172355e-11,1.348114e-09,6.198542e-10,7.251133e-11,1.467480e-10,8.391136e-10,1.174758e-11,1.174758e-11,1.286320e-10,2.985641e-10,6.952224e-12,4.341483e-10,5.576181e-10,2.239915e-10,6.866124e-10,1.468222e-09,2.842639e-08,9.811948e-10,2.267973e-09,1.573206e-09,4.618888e-07,1.636394e+03,6.449069e-12,6.449069e-12,6.449069e-12,9.772985e+02,6.590954e+02,9.772985e+02,6.590954e+02,4.697077e-13,4.697077e-13
2018-08-29,4.410000e+01,-1.223000e+02,7.794331e-09,2.795763e-10,4.283073e-10,2.662539e-10,6.134680e-10,1.259697e-07,1.857300e-10,2.217066e-12,1.073461e-11,1.042130e-10,4.240240e-11,3.091468e-12,5.946372e-11,3.977283e-11,1.657008e-11,8.735983e-11,6.299875e-11,6.135419e-11,4.044887e-11,2.222273e-11,3.573110e-11,1.896061e-12,2.007131e-11,7.709344e-12,1.123664e-11,7.213574e-13,3.346450e-12,1.954702e-12,9.156693e-12,2.440337e-12,3.307598e-10,1.689818e-11,1.657008e-11,3.642280e-10,1.666867e-10,1.966734e-11,3.977283e-11,2.261269e-10,3.091468e-12,3.091468e-12,3.573110e-11,8.168645e-11,1.896061e-12,1.193136e-10,1.503586e-10,6.135419e-11,1.879471e-10,3.996599e-10,7.794331e-09,2.662539e-10,6.134680e-10,4.283073e-10,1.259697e-07,3.468774e+03,1.612267e-12,1.612267e-12,1.612267e-12,2.067190e+03,1.401584e+03,2.067190e+03,1.401584e+03,1.174269e-13,1.174269e-13
2018-08-29,4.470000e+01,-1.211000e+02,7.641502e-10,2.795762e-11,4.118340e-11,2.465314e-11,5.576982e-11,1.158342e-08,1.895204e-11,2.038682e-13,9.334442e-13,1.025046e-11,4.543114e-12,6.182936e-13,6.371112e-12,4.114431e-12,1.657008e-12,9.359982e-12,5.860348e-12,5.843256e-12,4.148602e-12,2.083381e-12,2.858488e-12,2.106734e-13,2.048093e-12,7.975184e-13,1.083050e-12,6.906614e-14,3.718278e-13,2.171891e-13,8.861316e-13,2.302205e-13,3.303967e-11,1.705369e-12,1.657008e-12,3.640205e-11,1.684167e-11,1.949634e-12,4.114431e-12,2.290573e-11,6.182936e-13,6.182936e-13,2.858488e-12,8.454493e-12,2.106734e-13,1.152365e-11,1.522033e-11,5.843256e-12,1.915591e-11,4.021950e-11,7.641502e-10,2.465314e-11,5.576982e-11,4.118340e-11,1.158342e-08,1.246918e-08,3.224534e-13,3.224534e-13,3.224534e-13,,,,,,
2018-08-29,4.490000e+01,-1.227000e+02,9.016973e-09,8.387288e-10,9.801648e-10,2.317395e-10,8.179574e-10,9.990699e-08,3.676696e-10,1.758363e-12,1.633527e-11,1.315475e-10,5.754610e-11,3.957079e-11,5.521631e-11,2.811528e-11,4.018244e-11,2.121596e-10,2.754364e-10,1.129696e-10,1.223837e-10,1.805597e-11,3.144337e-11,6.671325e-12,1.966170e-11,5.050950e-12,2.843006e-12,3.299827e-13,3.160536e-12,5.755512e-12,2.422093e-11,6.952658e-12,9.774478e-10,4.008963e-11,4.018244e-11,1.057720e-09,2.087553e-10,8.223938e-12,2.811528e-11,2.450945e-10,3.957079e-11,3.957079e-11,3.144337e-11,7.327228e-11,6.671325e-12,1.113870e-10,4.875960e-10,1.129696e-10,3.694280e-10,9.699936e-10,9.016973e-09,2.317395e-10,8.179574e-10,9.801648e-10,9.990699e-08,8.869203e+02,3.224534e-13,3.224534e-13,3.224534e-13,3.869051e+02,5.000153e+02,3.869051e+02,5.000153e+02,1.174269e-13,1.174269e-13
2018-08-29,4.490000e+01,-1.229000e+02,1.971507e-08,1.798607e-09,2.108590e-09,4.881320e-10,1.766044e-09,2.128453e-07,7.921955e-10,3.746078e-12,3.500415e-11,2.835960e-10,1.226641e-10,8.532452e-11,1.168037e-10,6.034499e-11,8.657869e-11,4.523991e-10,5.904301e-10,2.415212e-10,2.644734e-10,3.958423e-11,6.574523e-11,1.425557e-11,4.300996e-11,1.076650e-11,5.821392e-12,7.060094e-13,6.692899e-12,1.259697e-11,5.228176e-11,1.496433e-11,2.098085e-09,8.653596e-11,8.657869e-11,2.271199e-09,4.492700e-10,1.729390e-11,6.034499e-11,5.269090e-10,8.532452e-11,8.532452e-11,6.574523e-11,1.563880e-10,1.425557e-11,2.363887e-10,1.042829e-09,2.415212e-10,7.959415e-10,2.080292e-09,1.971507e-08,4.881320e-10,1.766044e-09,2.108590e-09,2.128453e-07,1.380987e+03,1.289814e-12,1.289814e-12,1.289814e-12,8.333618e+02,5.476249e+02,8.333618e+02,5.476249e+02,2.348538e-13,2.348538e-13
2018-08-29,4.510000e+01,-1.227000e+02,1.681130e-09,5.591525e-11,9.060348e-11,5.423690e-11,1.301296e-10,2.751062e-08,3.790409e-11,4.841869e-13,2.333610e-12,2.391773e-11,9.086227e-12,6.182936e-13,1.274222e-11,8.914599e-12,3.728268e-12,1.871996e-11,1.318578e-11,1.363426e-11,9.334353e-12,4.166761e-12,7.146219e-12,4.213468e-13,4.096186e-12,1.727957e-12,2.436862e-12,1.534803e-13,7.436555e-13,4.343782e-13,1.919952e-12,5.064850e-13,6.758322e-11,3.604471e-12,3.728268e-12,7.491596e-11,3.710014e-11,4.318299e-12,8.914599e-12,5.033304e-11,6.182936e-13,6.182936e-13,7.146219e-12,1.690899e-11,4.213468e-13,2.447655e-11,3.190575e-11,1.363426e-11,3.838828e-11,8.392828e-11,1.681130e-09,5.423690e-11,1.301296e-10,9.060348e-11,2.751062e-08,2.449982e+03,3.224534e-13,3.224534e-13,3.224534e-13,1.500003e+03,9.499794e+02,1.500003e+03,9.499794e+02,,
