date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total
2018-01-02,3.170000e+01,-1.021000e+02,6.908399e-10,2.519053e-11,3.831895e-11,2.386577e-11,5.547669e-11,1.123624e-08,1.651727e-11,1.977578e-13,9.719348e-13,9.442936e-12,3.823692e-12,2.927614e-13,1.646302e-13,5.273167e-12,3.572001e-12,1.491049e-12,7.947392e-12,5.581040e-12,5.425980e-12,3.632676e-12,1.340236e-14,1.987691e-12,3.116933e-12,1.685436e-13,1.809035e-12,6.921523e-13,1.006767e-12,6.404657e-14,2.898950e-13,1.696672e-13,8.135037e-13,2.191067e-13,2.979514e-11,1.492172e-12,1.491049e-12,3.277836e-11,1.507566e-11,1.762966e-12,3.572001e-12,2.041063e-11,2.927614e-13,2.927614e-13,3.116933e-12,7.260858e-12,1.685436e-13,1.054633e-11,1.352843e-11,5.425980e-12,1.671503e-11,3.566944e-11,1.646302e-13,1.646302e-13,6.908399e-10,2.386577e-11,5.547669e-11,3.831895e-11,1.340236e-14,1.123624e-08,1.204475e-08
2018-01-02,3.230000e+01,-9.790001e+01,1.649557e-09,6.014880e-11,9.149626e-11,5.698562e-11,1.324647e-10,2.682939e-08,3.943920e-11,4.721973e-13,2.320742e-12,2.254742e-11,9.130040e-12,6.919816e-13,3.858520e-13,1.259103e-11,8.529063e-12,3.560260e-12,1.897643e-11,1.332616e-11,1.295591e-11,8.673941e-12,2.948519e-14,4.746119e-12,7.442472e-12,4.024408e-13,4.319532e-12,1.652690e-12,2.403913e-12,1.529275e-13,6.921982e-13,4.051238e-13,1.942448e-12,5.231731e-13,7.114349e-11,3.562943e-12,3.560260e-12,7.826669e-11,3.599699e-11,4.209531e-12,8.529063e-12,4.873559e-11,6.919816e-13,6.919816e-13,7.442472e-12,1.733715e-11,4.024408e-13,2.518206e-11,3.230258e-11,1.295591e-11,3.991140e-11,8.516990e-11,3.858520e-13,3.858520e-13,1.649557e-09,5.698562e-11,1.324647e-10,9.149626e-11,2.948519e-14,2.682939e-08,2.875992e-08
2018-01-02,3.270000e+01,-1.151000e+02,3.891262e-09,1.418895e-10,2.158373e-10,1.344276e-10,3.124809e-10,6.328984e-08,9.303606e-11,1.113901e-12,5.474571e-12,5.318878e-11,2.153753e-11,1.623495e-12,9.106109e-13,2.970192e-11,2.011984e-11,8.398561e-12,4.476490e-11,3.143606e-11,3.056266e-11,2.046160e-11,6.969228e-14,1.119597e-11,1.755660e-11,9.493476e-13,1.018966e-11,3.898654e-12,5.670769e-12,3.607521e-13,1.632878e-12,9.556766e-13,4.582184e-12,1.234152e-12,1.678257e-10,8.404890e-12,8.398561e-12,1.846291e-10,8.491597e-11,9.930176e-12,2.011984e-11,1.149660e-10,1.623495e-12,1.623495e-12,1.755660e-11,4.089790e-11,9.493476e-13,5.940384e-11,7.620096e-11,3.056266e-11,9.414997e-11,2.009136e-10,9.106109e-13,9.106109e-13,3.891262e-09,1.344276e-10,3.124809e-10,2.158373e-10,6.969228e-14,6.328984e-08,6.784391e-08
2018-01-02,3.290000e+01,-9.790001e+01,9.869142e-10,3.598646e-11,5.474135e-11,3.409396e-11,7.925241e-11,1.605177e-08,2.359610e-11,2.825112e-13,1.388478e-12,1.348991e-11,5.462417e-12,4.125275e-13,2.315112e-13,7.533096e-12,5.102858e-12,2.130070e-12,1.135342e-11,7.972915e-12,7.751400e-12,5.189538e-12,1.876331e-14,2.839558e-12,4.452761e-12,2.407766e-13,2.584335e-12,9.887891e-13,1.438239e-12,9.149510e-14,4.141357e-13,2.423817e-13,1.162148e-12,3.130095e-13,4.256448e-11,2.131675e-12,2.130070e-12,4.682623e-11,2.153666e-11,2.518523e-12,5.102858e-12,2.915804e-11,4.125275e-13,4.125275e-13,4.452761e-12,1.037265e-11,2.407766e-13,1.506619e-11,1.932633e-11,7.751400e-12,2.387861e-11,5.095635e-11,2.315112e-13,2.315112e-13,9.869142e-10,3.409396e-11,7.925241e-11,5.474135e-11,1.876331e-14,1.605177e-08,1.720679e-08
2018-01-02,3.310000e+01,-9.830000e+01,2.030224e-09,7.402930e-11,1.126108e-10,7.013615e-11,1.630335e-10,3.302079e-08,4.854055e-11,5.811659e-13,2.856298e-12,2.775067e-11,1.123697e-11,8.383623e-13,4.733119e-13,1.549666e-11,1.049731e-11,4.381859e-12,2.335560e-11,1.640143e-11,1.594574e-11,1.067562e-11,3.752661e-14,5.841377e-12,9.159966e-12,4.953118e-13,5.316346e-12,2.034080e-12,2.958662e-12,1.882185e-13,8.519363e-13,4.986138e-13,2.390705e-12,6.439053e-13,8.756122e-11,4.385160e-12,4.381859e-12,9.632823e-11,4.430398e-11,5.180961e-12,1.049731e-11,5.998226e-11,8.383623e-13,8.383623e-13,9.159966e-12,2.133803e-11,4.953118e-13,3.099331e-11,3.975703e-11,1.594574e-11,4.912172e-11,1.048245e-10,4.733119e-13,4.733119e-13,2.030224e-09,7.013615e-11,1.630335e-10,1.126108e-10,3.752661e-14,3.302079e-08,3.539683e-08
2018-01-02,3.310000e+01,-1.107000e+02,4.088645e-10,1.490868e-11,2.267856e-11,1.412464e-11,3.283314e-11,6.650019e-09,9.775528e-12,1.170403e-13,5.752267e-13,5.588676e-12,2.263002e-12,1.729954e-13,9.774919e-14,3.120854e-12,2.114041e-12,8.824576e-13,4.703559e-12,3.303065e-12,3.211294e-12,2.149951e-12,8.041417e-15,1.176388e-12,1.844715e-12,9.975029e-14,1.070653e-12,4.096412e-13,5.958417e-13,3.790511e-14,1.715705e-13,1.004153e-13,4.814614e-13,1.296754e-13,1.763386e-11,8.831226e-13,8.824576e-13,1.939944e-11,8.922331e-12,1.043388e-12,2.114041e-12,1.207976e-11,1.729954e-13,1.729954e-13,1.844715e-12,4.297242e-12,9.975029e-14,6.241708e-12,8.006623e-12,3.211294e-12,9.892569e-12,2.111048e-11,9.774919e-14,9.774919e-14,4.088645e-10,1.412464e-11,3.283314e-11,2.267856e-11,8.041417e-15,6.650019e-09,7.128528e-09
2018-01-02,3.350000e+01,-9.690001e+01,5.216547e-10,1.902142e-11,2.893472e-11,1.802109e-11,4.189056e-11,8.484507e-09,1.247223e-11,1.493273e-13,7.339099e-13,7.130380e-12,2.887278e-12,2.129174e-13,1.234727e-13,3.981779e-12,2.697225e-12,1.125894e-12,6.001092e-12,4.214255e-12,4.097169e-12,2.743041e-12,8.041417e-15,1.500909e-12,2.353602e-12,1.272676e-13,1.366006e-12,5.226457e-13,7.602119e-13,4.836169e-14,2.189003e-13,1.281161e-13,6.142783e-13,1.654479e-13,2.249837e-11,1.126743e-12,1.125894e-12,2.475101e-11,1.138366e-11,1.331219e-12,2.697225e-12,1.541211e-11,2.129174e-13,2.129174e-13,2.353602e-12,5.482689e-12,1.272676e-13,7.963559e-12,1.021535e-11,4.097169e-12,1.262155e-11,2.693407e-11,1.234727e-13,1.234727e-13,5.216547e-10,1.802109e-11,4.189056e-11,2.893472e-11,8.041417e-15,8.484507e-09,9.095016e-09
2018-01-02,3.970000e+01,-9.809999e+01,3.806669e-10,3.393009e-11,3.988299e-11,9.254075e-12,3.396532e-11,4.127598e-09,1.516892e-11,7.264573e-14,6.744037e-13,5.395963e-12,2.341036e-12,1.623495e-12,2.057878e-14,2.259929e-12,1.166368e-12,1.643197e-12,8.596159e-12,1.127598e-11,4.540106e-12,5.041265e-12,5.360944e-15,7.301721e-13,1.272217e-12,2.717335e-13,8.122196e-13,1.977578e-13,1.027313e-13,1.307073e-14,1.301569e-13,2.389192e-13,9.961270e-13,2.861802e-13,3.964577e-11,1.651383e-12,1.643197e-12,4.294035e-11,8.549219e-12,3.135599e-13,1.166368e-12,1.002915e-11,1.623495e-12,1.623495e-12,1.272217e-12,2.990101e-12,2.717335e-13,4.534052e-12,1.987214e-11,4.540106e-12,1.524157e-11,3.965381e-11,2.057878e-14,2.057878e-14,3.806669e-10,9.254075e-12,3.396532e-11,3.988299e-11,5.360944e-15,4.127598e-09,4.591373e-09
2018-01-02,4.370000e+01,-1.189000e+02,3.665682e-09,1.336640e-10,2.033250e-10,1.266347e-10,2.943661e-10,5.962087e-08,8.764267e-11,1.049327e-12,5.157205e-12,5.010537e-11,2.028898e-11,1.530344e-12,8.591639e-13,2.798007e-11,1.895347e-11,7.911689e-12,4.216984e-11,2.961368e-11,2.879091e-11,1.927543e-11,6.433133e-14,1.054693e-11,1.653883e-11,8.943129e-13,9.598959e-12,3.672645e-12,5.342029e-12,3.398389e-13,1.538218e-12,9.002750e-13,4.316551e-12,1.162607e-12,1.580966e-10,7.917650e-12,7.911689e-12,1.739260e-10,7.999332e-11,9.354514e-12,1.895347e-11,1.083013e-10,1.530344e-12,1.530344e-12,1.653883e-11,3.852700e-11,8.943129e-13,5.596014e-11,7.178352e-11,2.879091e-11,8.869200e-11,1.892664e-10,8.591639e-13,8.591639e-13,3.665682e-09,1.266347e-10,2.943661e-10,2.033250e-10,6.433133e-14,5.962087e-08,6.391094e-08
2018-01-02,4.450000e+01,-1.181000e+02,4.934571e-09,1.799323e-10,2.737068e-10,1.704698e-10,3.962621e-10,8.025886e-08,1.179805e-10,1.412556e-12,6.942391e-12,6.744954e-11,2.731209e-11,2.062637e-12,1.152411e-12,3.766548e-11,2.551429e-11,1.065035e-11,5.676709e-11,3.986457e-11,3.875700e-11,2.594769e-11,8.845558e-14,1.419779e-11,2.226381e-11,1.203883e-12,1.292168e-11,4.943945e-12,7.191193e-12,4.574755e-13,2.070678e-12,1.211909e-12,5.810741e-12,1.565048e-12,2.128224e-10,1.065838e-11,1.065035e-11,2.341311e-10,1.076833e-10,1.259261e-11,2.551429e-11,1.457902e-10,2.062637e-12,2.062637e-12,2.226381e-11,5.186327e-11,1.203883e-12,7.533096e-11,9.663166e-11,3.875700e-11,1.193931e-10,2.547817e-10,1.152411e-12,1.152411e-12,4.934571e-09,1.704698e-10,3.962621e-10,2.737068e-10,8.845558e-14,8.025886e-08,8.603396e-08
