date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c5h8fire,isoprene_isoprene,isoprene_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2020-11-20,3.250000e+01,-1.145000e+02,5.336961e-10,4.698784e-11,5.453301e-11,1.315656e-11,4.602188e-11,5.647578e-09,2.150033e-11,9.939736e-14,8.824622e-13,7.257137e-12,2.863322e-12,3.346190e-14,2.676952e-12,1.572031e-12,2.280266e-12,1.185991e-11,1.569744e-11,6.353524e-12,6.963406e-12,8.753745e-13,1.801577e-12,3.746603e-13,1.109636e-12,3.020324e-13,1.615207e-13,1.750749e-14,1.723923e-13,3.339413e-13,1.393822e-12,3.991425e-13,5.483371e-11,2.299298e-12,2.280266e-12,5.941327e-11,1.123009e-11,4.810606e-13,1.572031e-12,1.328319e-11,1.801577e-12,3.552326e-12,3.746603e-13,5.728564e-12,2.755735e-11,6.353524e-12,2.159973e-11,5.551060e-11,3.346190e-14,3.346190e-14,5.336961e-10,1.315656e-11,4.602188e-11,5.453301e-11,5.647578e-09,6.294985e-09,2.338097e-12,2.338097e-12,2.338097e-12,,,,,,
2020-11-20,3.470000e+01,-9.970000e+01,1.778987e-10,5.873481e-12,6.816626e-12,5.193379e-12,1.278386e-11,2.541410e-09,4.777850e-12,4.472881e-14,2.941541e-13,2.177141e-12,9.544406e-13,3.346190e-14,1.338476e-12,8.574717e-13,3.257523e-13,1.581322e-12,9.233789e-13,1.270705e-12,9.495554e-13,4.376872e-13,9.007886e-13,3.625745e-14,4.161135e-13,1.510162e-13,2.261290e-13,1.400599e-14,6.268811e-14,3.710458e-14,1.742278e-13,5.079996e-14,7.117190e-12,3.248204e-13,3.257523e-13,7.767763e-12,3.547695e-12,3.911512e-13,8.574717e-13,4.796318e-12,9.007886e-13,1.776163e-12,3.625745e-14,2.713209e-12,2.504700e-12,1.270705e-12,4.822579e-12,8.597985e-12,3.346190e-14,3.346190e-14,1.778987e-10,5.193379e-12,1.278386e-11,6.816626e-12,2.541410e-09,2.744102e-09,,,,,,,,,
2020-11-20,3.530000e+01,-9.530000e+01,1.304590e-09,4.698784e-11,7.157457e-11,4.466306e-11,1.048276e-10,2.089604e-08,3.105603e-11,3.677702e-13,1.764924e-12,1.741713e-11,6.681085e-12,3.011571e-13,9.369331e-12,6.573950e-12,2.792162e-12,1.502256e-11,1.015717e-11,1.016564e-11,6.646888e-12,3.501498e-12,6.305520e-12,3.142312e-13,3.398260e-12,1.321392e-12,1.905944e-12,1.190509e-13,5.485210e-13,3.215731e-13,1.533204e-12,4.063997e-13,5.539966e-11,2.809698e-12,2.792162e-12,6.100152e-11,2.749647e-11,3.346387e-12,6.573950e-12,3.741681e-11,6.305520e-12,1.287083e-11,3.142312e-13,1.949058e-11,2.517972e-11,1.016564e-11,3.142380e-11,6.676916e-11,3.011571e-13,3.011571e-13,1.304590e-09,4.466306e-11,1.048276e-10,7.157457e-11,2.089604e-08,2.242169e-08,3.896828e-13,3.896828e-13,3.896828e-13,,,,,,
2020-11-20,3.570000e+01,-1.017000e+02,1.185991e-10,5.873481e-12,6.816626e-12,4.500929e-12,1.022708e-11,2.259031e-09,2.388925e-12,3.975894e-14,2.941541e-13,1.451428e-12,9.544406e-13,3.346190e-14,1.338476e-12,7.145599e-13,2.792163e-13,1.581322e-12,9.233790e-13,8.471367e-13,6.330370e-13,4.376873e-13,9.007887e-13,3.625745e-14,3.467612e-13,1.132622e-13,1.938249e-13,1.050449e-14,6.268811e-14,3.092049e-14,1.568050e-13,4.354282e-14,6.800672e-12,2.939564e-13,2.792163e-13,7.373845e-12,2.752630e-12,3.175915e-13,7.145599e-13,3.784781e-12,9.007887e-13,1.776163e-12,3.625745e-14,2.713209e-12,2.504701e-12,8.471367e-13,2.428684e-12,5.780522e-12,3.346190e-14,3.346190e-14,1.185991e-10,4.500929e-12,1.022708e-11,6.816626e-12,2.259031e-09,1.290378e+03,,,,8.585751e+02,4.318033e+02,8.585751e+02,4.318033e+02,,
2020-11-20,3.570000e+01,-9.509999e+01,7.115948e-10,2.349392e-11,3.749144e-11,2.423577e-11,5.624897e-11,1.129516e-08,1.672248e-11,1.987947e-13,8.824622e-13,9.434278e-12,3.817763e-12,1.673095e-13,5.353904e-12,3.572799e-12,1.489153e-12,7.906609e-12,5.540274e-12,5.506388e-12,3.798222e-12,2.188436e-12,3.603154e-12,1.692014e-13,1.803159e-12,7.173270e-13,1.033733e-12,6.652846e-14,2.977685e-13,1.731547e-13,8.188705e-13,2.249712e-13,2.817461e-11,1.514765e-12,1.489153e-12,3.117853e-11,1.505520e-11,1.817588e-12,3.572799e-12,2.044558e-11,3.603154e-12,7.542340e-12,1.692014e-13,1.131470e-11,1.344688e-11,5.506388e-12,1.692127e-11,3.587454e-11,1.673095e-13,1.673095e-13,7.115948e-10,2.423577e-11,5.624897e-11,3.749144e-11,1.129516e-08,1.212473e-08,3.896828e-13,3.896828e-13,3.896828e-13,,,,,,
2020-11-20,3.630000e+01,-9.650000e+01,2.964978e-10,1.174696e-11,1.704156e-11,1.107921e-11,2.556771e-11,5.365199e-09,7.166776e-12,9.442750e-14,5.883082e-13,4.354282e-12,1.908881e-12,6.692380e-14,2.676952e-12,1.714943e-12,6.980406e-13,3.557974e-12,2.770137e-12,2.541410e-12,1.582592e-12,8.753745e-13,1.801577e-12,8.460071e-14,8.322270e-13,3.397865e-13,4.845622e-13,3.151348e-14,1.410483e-13,8.039327e-14,3.833011e-13,1.015999e-13,1.391786e-11,7.063425e-13,6.980406e-13,1.532225e-11,7.095391e-12,8.558621e-13,1.714943e-12,9.666196e-12,1.801577e-12,3.552326e-12,8.460071e-14,5.438504e-12,6.328111e-12,2.541410e-12,7.261203e-12,1.613072e-11,6.692380e-14,6.692380e-14,2.964978e-10,1.107921e-11,2.556771e-11,1.704156e-11,5.365199e-09,5.715385e-09,,,,,,,,,
2020-11-20,3.650000e+01,-1.199000e+02,4.150969e-10,3.524088e-11,4.089976e-11,9.694307e-12,3.579480e-11,4.235683e-09,1.672248e-11,7.454802e-14,5.883082e-13,5.805710e-12,2.863322e-12,3.346190e-14,2.676952e-12,1.143296e-12,1.721833e-12,9.092600e-12,1.200393e-11,4.659251e-12,5.380814e-12,8.753745e-13,9.007886e-13,2.779738e-13,8.322270e-13,2.265243e-13,1.292166e-13,1.400599e-14,1.410483e-13,2.473639e-13,1.045367e-12,2.975426e-13,4.121000e-11,1.731321e-12,1.721833e-12,4.466316e-11,9.501258e-12,3.697469e-13,1.143296e-12,1.101430e-11,9.007886e-13,3.552326e-12,2.779738e-13,4.731089e-12,2.109653e-11,4.659251e-12,1.679703e-11,4.255280e-11,3.346190e-14,3.346190e-14,4.150969e-10,9.694307e-12,3.579480e-11,4.089976e-11,4.235683e-09,4.737169e-09,1.558731e-12,1.558731e-12,1.558731e-12,,,,,,
2020-11-20,3.670000e+01,-1.059000e+02,2.964978e-10,1.174696e-11,1.704156e-11,1.038676e-11,2.301094e-11,4.800441e-09,7.166776e-12,8.448776e-14,2.941541e-13,4.354282e-12,1.908881e-12,6.692380e-14,2.676952e-12,1.572031e-12,6.515045e-13,3.557974e-12,2.770137e-12,2.541410e-12,1.582592e-12,8.753745e-13,1.801577e-12,7.251490e-14,7.628747e-13,3.020324e-13,4.522580e-13,2.801198e-14,1.253762e-13,7.420917e-14,3.484555e-13,9.434278e-14,1.362371e-11,6.423837e-13,6.515045e-13,1.491760e-11,7.026038e-12,7.823024e-13,1.572031e-12,9.380372e-12,1.801577e-12,3.552326e-12,7.251490e-14,5.426418e-12,6.328111e-12,2.541410e-12,7.251264e-12,1.612079e-11,6.692380e-14,6.692380e-14,2.964978e-10,1.038676e-11,2.301094e-11,1.704156e-11,4.800441e-09,5.147378e-09,,,,,,,,,
2020-11-20,3.670000e+01,-1.057000e+02,5.692758e-09,2.055718e-10,3.169731e-10,1.970022e-10,4.576620e-10,9.262027e-08,1.361687e-10,1.630117e-12,7.942160e-12,7.765136e-11,3.149654e-11,1.338476e-12,4.416970e-11,2.943986e-11,1.233205e-11,6.562485e-11,4.616895e-11,4.489824e-11,3.006926e-11,1.619443e-11,2.612287e-11,1.389869e-12,1.491073e-11,5.700863e-12,8.302165e-12,5.287262e-13,2.397820e-12,1.397606e-12,6.707769e-12,1.807027e-12,2.435832e-10,1.231022e-11,1.233205e-11,2.682255e-10,1.240586e-10,1.453175e-11,2.943986e-11,1.680303e-10,2.612287e-11,6.036413e-11,1.389869e-12,8.787687e-11,1.117938e-10,4.489824e-11,1.377989e-10,2.944909e-10,1.338476e-12,1.338476e-12,5.692758e-09,1.970022e-10,4.576620e-10,3.169731e-10,9.262027e-08,9.928475e-08,2.338097e-12,2.338097e-12,2.338097e-12,,,,,9.098247e-14,9.098247e-14
2020-11-20,3.670000e+01,-1.201000e+02,1.778987e-10,1.762044e-11,2.044988e-11,4.500928e-12,1.534063e-11,1.976652e-09,7.166776e-12,3.478908e-14,2.941541e-13,2.902855e-12,9.544406e-13,,1.338476e-12,5.716478e-13,7.911127e-13,3.953304e-12,5.540274e-12,2.117841e-12,2.532148e-12,4.376872e-13,9.007886e-13,1.329440e-13,4.161135e-13,1.132622e-13,6.460829e-14,7.002996e-15,6.268811e-14,1.113137e-13,4.704149e-13,1.378856e-13,2.044674e-11,7.823024e-13,7.911127e-13,2.202016e-11,4.273409e-12,1.848734e-13,5.716478e-13,5.029930e-12,9.007886e-13,1.776163e-12,1.329440e-13,2.809896e-12,9.493578e-12,2.117841e-12,7.201565e-12,1.881298e-11,,,1.778987e-10,4.500928e-12,1.534063e-11,2.044988e-11,1.976652e-09,2.194842e-09,7.793657e-13,7.793657e-13,7.793657e-13,,,,,,
2020-11-20,3.670000e+01,-1.199000e+02,1.778987e-10,1.762044e-11,2.044988e-11,4.500928e-12,1.534063e-11,1.976652e-09,7.166776e-12,3.478908e-14,2.941541e-13,2.902855e-12,9.544406e-13,,1.338476e-12,5.716478e-13,7.911127e-13,3.953304e-12,5.540274e-12,2.117841e-12,2.532148e-12,4.376872e-13,9.007886e-13,1.329440e-13,4.161135e-13,1.132622e-13,6.460829e-14,7.002996e-15,6.268811e-14,1.113137e-13,4.704149e-13,1.378856e-13,2.044674e-11,7.823024e-13,7.911127e-13,2.202016e-11,4.273409e-12,1.848734e-13,5.716478e-13,5.029930e-12,9.007886e-13,1.776163e-12,1.329440e-13,2.809896e-12,9.493578e-12,2.117841e-12,7.201565e-12,1.881298e-11,,,1.778987e-10,4.500928e-12,1.534063e-11,2.044988e-11,1.976652e-09,2.194842e-09,7.793657e-13,7.793657e-13,7.793657e-13,,,,,,
2020-11-20,3.710000e+01,-1.221000e+02,3.557974e-10,1.762044e-11,2.044988e-11,1.177166e-11,4.346511e-11,3.388547e-09,7.166776e-12,5.963842e-14,8.824622e-13,4.354282e-12,1.908881e-12,7.696236e-13,4.015428e-12,1.572031e-12,9.772568e-13,7.511278e-12,3.693516e-12,2.117841e-12,2.532148e-12,1.313062e-12,1.801577e-12,1.692014e-13,9.709316e-13,3.020324e-13,3.230414e-13,1.750749e-14,4.388168e-13,2.597321e-13,1.742278e-13,1.088571e-13,2.103505e-11,9.816337e-13,9.772568e-13,2.299394e-11,7.234095e-12,6.425814e-13,1.572031e-12,9.448708e-12,1.801577e-12,5.328489e-12,1.692014e-13,7.299268e-12,1.120479e-11,2.117841e-12,7.226414e-12,2.054905e-11,7.696236e-13,7.696236e-13,3.557974e-10,1.177166e-11,4.346511e-11,2.044988e-11,3.388547e-09,3.820304e-09,3.896828e-13,3.896828e-13,3.896828e-13,,,,,2.729474e-13,2.729474e-13
2020-11-20,3.750000e+01,-1.127000e+02,4.150969e-10,1.762044e-11,2.044988e-11,1.281033e-11,4.857865e-11,3.670925e-09,7.166776e-12,6.460829e-14,8.824622e-13,4.354282e-12,1.908881e-12,8.365474e-13,4.015428e-12,1.714943e-12,1.070329e-12,7.906609e-12,3.693516e-12,2.541410e-12,2.848666e-12,1.313062e-12,1.801577e-12,1.812872e-13,1.040284e-12,3.397865e-13,3.553456e-13,2.100899e-14,4.858328e-13,2.844685e-13,1.916505e-13,1.161142e-13,2.135157e-11,1.078066e-12,1.070329e-12,2.349997e-11,7.303448e-12,7.161411e-13,1.714943e-12,9.734532e-12,1.801577e-12,5.328489e-12,1.812872e-13,7.311354e-12,1.160012e-11,2.541410e-12,7.231384e-12,2.137292e-11,8.365474e-13,8.365474e-13,4.150969e-10,1.281033e-11,4.857865e-11,2.044988e-11,3.670925e-09,4.168180e-09,3.896828e-13,3.896828e-13,3.896828e-13,,,,,3.184387e-13,3.184387e-13
2020-11-20,3.790000e+01,-1.209000e+02,2.371983e-10,5.873481e-12,1.363325e-11,7.963181e-12,1.789740e-11,3.670925e-09,4.777850e-12,6.460829e-14,2.941541e-13,2.902855e-12,9.544406e-13,6.692380e-14,1.338476e-12,1.143296e-12,5.118964e-13,2.767313e-12,1.846758e-12,1.694273e-12,1.266074e-12,8.753745e-13,9.007886e-13,6.042908e-14,6.241703e-13,2.265243e-13,3.230414e-13,2.100899e-14,9.403216e-14,5.565687e-14,2.787644e-13,7.257137e-14,7.433709e-12,5.010248e-13,5.118964e-13,8.446630e-12,4.481466e-12,5.705747e-13,1.143296e-12,6.195336e-12,9.007886e-13,2.213850e-12,6.042908e-14,3.175068e-12,4.614070e-12,1.694273e-12,4.842459e-12,1.115080e-11,6.692380e-14,6.692380e-14,2.371983e-10,7.963181e-12,1.789740e-11,1.363325e-11,3.670925e-09,3.947617e-09,,,,,,,,,
2020-11-20,3.810000e+01,-9.609999e+01,2.905679e-09,1.057227e-10,1.601907e-10,1.000591e-10,2.326662e-10,4.715727e-08,6.927883e-11,8.299680e-13,4.118157e-12,3.991425e-11,1.622549e-11,6.692379e-13,2.275409e-11,1.500575e-11,6.235829e-12,3.320776e-11,2.308447e-11,2.287269e-11,1.519289e-11,8.316058e-12,1.351183e-11,7.009773e-13,7.559395e-12,2.907062e-12,4.231843e-12,2.696154e-13,1.222418e-12,7.111712e-13,3.414864e-12,9.216564e-13,1.250337e-10,6.270110e-12,6.235829e-12,1.375396e-10,6.369914e-11,7.408520e-12,1.500575e-11,8.611341e-11,1.351183e-11,3.107015e-11,7.009773e-13,4.528295e-11,5.629223e-11,2.287269e-11,7.010880e-11,1.492737e-10,6.692379e-13,6.692379e-13,2.905679e-09,1.000591e-10,2.326662e-10,1.601907e-10,4.715727e-08,5.055591e-08,1.169048e-12,1.169048e-12,1.169048e-12,,,,,4.549124e-14,4.549124e-14
2020-11-20,3.810000e+01,-1.211000e+02,3.557974e-10,1.174696e-11,2.044988e-11,1.281033e-11,3.068126e-11,5.929956e-09,9.555701e-12,1.043672e-13,5.883082e-13,5.079996e-12,1.908881e-12,1.003857e-13,2.676952e-12,1.857855e-12,7.911127e-13,4.348635e-12,2.770137e-12,2.964978e-12,1.899111e-12,8.753745e-13,1.801577e-12,9.668653e-14,9.709316e-13,3.775406e-13,5.491704e-13,3.501498e-14,1.567203e-13,9.276146e-14,4.355694e-13,1.161142e-13,1.423438e-11,8.011653e-13,7.911127e-13,1.582666e-11,7.959809e-12,9.617259e-13,1.857855e-12,1.077939e-11,1.801577e-12,3.552326e-12,9.668653e-14,5.450590e-12,7.118772e-12,2.964978e-12,9.660068e-12,1.974382e-11,1.003857e-13,1.003857e-13,3.557974e-10,1.281033e-11,3.068126e-11,2.044988e-11,5.929956e-09,6.349695e-09,,,,,,,,,
