date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c5h8fire,isoprene_isoprene,isoprene_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2020-11-20,3.110000e+01,-1.013000e+02,1.778987e-10,5.873481e-12,1.022494e-11,6.924505e-12,1.534063e-11,3.388547e-09,4.777850e-12,5.963842e-14,2.941541e-13,2.902855e-12,9.544406e-13,3.346190e-14,1.338476e-12,1.000384e-12,4.188243e-13,2.371983e-12,1.846758e-12,1.694273e-12,9.495554e-13,4.376872e-13,9.007886e-13,4.834326e-14,5.548180e-13,1.887703e-13,2.907373e-13,1.750749e-14,7.836014e-14,4.947278e-14,2.439189e-13,6.531424e-14,7.117190e-12,4.370660e-13,4.188243e-13,7.973081e-12,4.412113e-12,4.970151e-13,1.000384e-12,5.909512e-12,9.007886e-13,1.776163e-12,4.834326e-14,2.725295e-12,4.218740e-12,1.694273e-12,4.837489e-12,1.075050e-11,3.346190e-14,3.346190e-14,1.778987e-10,6.924505e-12,1.534063e-11,1.022494e-11,3.388547e-09,3.598935e-09,,,,,,,,,
2020-11-20,3.130000e+01,-1.017000e+02,5.929957e-10,2.349392e-11,3.067482e-11,1.973484e-11,4.602188e-11,9.318502e-09,1.433355e-11,1.640056e-13,8.824622e-13,7.982850e-12,2.863322e-12,1.338476e-13,4.015428e-12,3.001151e-12,1.256473e-12,6.720617e-12,4.616895e-12,4.659251e-12,3.165185e-12,1.750749e-12,2.702366e-12,1.450298e-13,1.525749e-12,5.663108e-13,8.399077e-13,5.252247e-14,2.350804e-13,1.422342e-13,6.794883e-13,1.814284e-13,2.754157e-11,1.238231e-12,1.256473e-12,3.003628e-11,1.237192e-11,1.458741e-12,3.001151e-12,1.683181e-11,2.702366e-12,5.766177e-12,1.450298e-13,8.613573e-12,1.133751e-11,4.659251e-12,1.449756e-11,3.049432e-11,1.338476e-13,1.338476e-13,5.929957e-10,1.973484e-11,4.602188e-11,3.067482e-11,9.318502e-09,1.000793e-08,3.896828e-13,3.896828e-13,3.896828e-13,,,,,,
2020-11-20,3.150000e+01,-1.021000e+02,1.778987e-10,5.873481e-12,6.816626e-12,5.193379e-12,1.278386e-11,2.541410e-09,4.777850e-12,4.472881e-14,2.941541e-13,2.177141e-12,9.544406e-13,3.346190e-14,1.338476e-12,8.574717e-13,3.257523e-13,1.581322e-12,9.233789e-13,1.270705e-12,9.495554e-13,4.376872e-13,9.007886e-13,3.625745e-14,4.161135e-13,1.510162e-13,2.261290e-13,1.400599e-14,6.268811e-14,3.710458e-14,1.742278e-13,5.079996e-14,7.117190e-12,3.248204e-13,3.257523e-13,7.767763e-12,3.547695e-12,3.911512e-13,8.574717e-13,4.796318e-12,9.007886e-13,1.776163e-12,3.625745e-14,2.713209e-12,2.504700e-12,1.270705e-12,4.822579e-12,8.597985e-12,3.346190e-14,3.346190e-14,1.778987e-10,5.193379e-12,1.278386e-11,6.816626e-12,2.541410e-09,2.744102e-09,,,,,,,,,
2020-11-20,3.170000e+01,-1.019000e+02,1.778987e-10,5.873481e-12,1.022494e-11,5.539604e-12,1.278386e-11,2.541410e-09,4.777850e-12,4.472881e-14,2.941541e-13,2.177141e-12,9.544406e-13,3.346190e-14,1.338476e-12,8.574717e-13,3.257523e-13,1.976652e-12,9.233789e-13,1.270705e-12,9.495554e-13,4.376872e-13,9.007886e-13,3.625745e-14,4.161135e-13,1.510162e-13,2.261290e-13,1.400599e-14,6.268811e-14,3.710458e-14,1.916505e-13,5.079996e-14,7.117190e-12,3.422432e-13,3.257523e-13,7.785186e-12,3.547695e-12,3.911512e-13,8.574717e-13,4.796318e-12,9.007886e-13,1.776163e-12,3.625745e-14,2.713209e-12,2.900031e-12,1.270705e-12,4.822579e-12,8.993315e-12,3.346190e-14,3.346190e-14,1.778987e-10,5.539604e-12,1.278386e-11,1.022494e-11,2.541410e-09,2.747857e-09,,,,,,,,,
2020-11-20,3.170000e+01,-1.017000e+02,4.743965e-10,1.762044e-11,2.726650e-11,1.627259e-11,3.835157e-11,7.624229e-09,1.194463e-11,1.341864e-13,5.883082e-13,6.531423e-12,2.863322e-12,1.003857e-13,4.015428e-12,2.429503e-12,1.023793e-12,5.534626e-12,3.693516e-12,3.812115e-12,2.532148e-12,1.313062e-12,1.801577e-12,1.087723e-13,1.248341e-12,4.530487e-13,6.783870e-13,4.201798e-14,1.880643e-13,1.174978e-13,5.575288e-13,1.451427e-13,2.074090e-11,1.008234e-12,1.023793e-12,2.277292e-11,1.064309e-11,1.173454e-12,2.429503e-12,1.424604e-11,1.801577e-12,5.328489e-12,1.087723e-13,7.238839e-12,9.228141e-12,3.812115e-12,1.207881e-11,2.511907e-11,1.003857e-13,1.003857e-13,4.743965e-10,1.627259e-11,3.835157e-11,2.726650e-11,7.624229e-09,8.180517e-09,3.896828e-13,3.896828e-13,3.896828e-13,,,,,,
2020-11-20,3.230000e+01,-1.017000e+02,9.487930e-10,3.524088e-11,5.112469e-11,3.289140e-11,7.670314e-11,1.553084e-08,2.150033e-11,2.733427e-13,1.470770e-12,1.306285e-11,5.726644e-12,2.342333e-13,6.692379e-12,4.859006e-12,2.047586e-12,1.106925e-11,7.387031e-12,7.624229e-12,5.064296e-12,2.626123e-12,4.503943e-12,2.296305e-13,2.496681e-12,9.438513e-13,1.389078e-12,8.753745e-14,3.918007e-13,2.349957e-13,1.115058e-12,2.975426e-13,4.177595e-11,2.039397e-12,2.047586e-12,4.586293e-11,2.128617e-11,2.420467e-12,4.859006e-12,2.856564e-11,4.503943e-12,9.318503e-12,2.296305e-13,1.405208e-11,1.845628e-11,7.624229e-12,2.177367e-11,4.785418e-11,2.342333e-13,2.342333e-13,9.487930e-10,3.289140e-11,7.670314e-11,5.112469e-11,1.553084e-08,1.664035e-08,3.896828e-13,3.896828e-13,3.896828e-13,,,,,,
2020-11-20,3.230000e+01,-1.015000e+02,2.371983e-10,1.174696e-11,1.363325e-11,8.655632e-12,2.045417e-11,3.953304e-09,7.166776e-12,6.957815e-14,2.941541e-13,3.628569e-12,9.544406e-13,6.692380e-14,1.338476e-12,1.286207e-12,5.584325e-13,2.767313e-12,1.846758e-12,2.117841e-12,1.266074e-12,8.753745e-13,9.007886e-13,6.042908e-14,6.241703e-13,2.642784e-13,3.553456e-13,2.451049e-14,1.097042e-13,6.184097e-14,2.961872e-13,7.982850e-14,1.330719e-11,5.475609e-13,5.584325e-13,1.441318e-11,5.207180e-12,6.441344e-13,1.286207e-12,7.137521e-12,9.007886e-13,2.213850e-12,6.042908e-14,3.175068e-12,4.614070e-12,2.117841e-12,7.236354e-12,1.396827e-11,6.692380e-14,6.692380e-14,2.371983e-10,8.655632e-12,2.045417e-11,1.363325e-11,3.953304e-09,4.233246e-09,,,,,,,,,
2020-11-20,3.230000e+01,-9.809999e+01,2.371983e-10,5.873481e-12,1.363325e-11,7.963181e-12,1.789740e-11,3.670925e-09,4.777850e-12,6.460829e-14,2.941541e-13,2.902855e-12,9.544406e-13,6.692380e-14,1.338476e-12,1.143296e-12,5.118964e-13,2.767313e-12,1.846758e-12,1.694273e-12,1.266074e-12,4.376872e-13,9.007886e-13,6.042908e-14,6.241703e-13,2.265243e-13,3.230414e-13,2.100899e-14,9.403216e-14,5.565687e-14,2.613416e-13,7.257137e-14,7.433709e-12,4.836021e-13,5.118964e-13,8.429207e-12,4.481466e-12,5.705747e-13,1.143296e-12,6.195336e-12,9.007886e-13,1.776163e-12,6.042908e-14,2.737381e-12,4.614070e-12,1.694273e-12,4.842459e-12,1.115080e-11,6.692380e-14,6.692380e-14,2.371983e-10,7.963181e-12,1.789740e-11,1.363325e-11,3.670925e-09,3.947617e-09,,,,,,,,,
2020-11-20,3.250000e+01,-1.017000e+02,4.150969e-10,1.762044e-11,2.385819e-11,1.523391e-11,3.579480e-11,7.059472e-09,9.555701e-12,1.242467e-13,5.883082e-13,5.805710e-12,2.863322e-12,1.003857e-13,2.676952e-12,2.286591e-12,9.307208e-13,5.139296e-12,3.693516e-12,3.388546e-12,2.215629e-12,1.313062e-12,1.801577e-12,1.087723e-13,1.109636e-12,4.530487e-13,6.460829e-13,4.201798e-14,1.880643e-13,1.051297e-13,5.052605e-13,1.378856e-13,2.042438e-11,9.363401e-13,9.307208e-13,2.229144e-11,9.778667e-12,1.141149e-12,2.286591e-12,1.320641e-11,1.801577e-12,3.990014e-12,1.087723e-13,5.900363e-12,8.832811e-12,3.388546e-12,9.679948e-12,2.190131e-11,1.003857e-13,1.003857e-13,4.150969e-10,1.523391e-11,3.579480e-11,2.385819e-11,7.059472e-09,7.549455e-09,,,,,,,,,
2020-11-20,3.250000e+01,-1.147000e+02,2.371983e-10,1.174696e-11,1.363325e-11,8.655632e-12,2.045417e-11,3.953304e-09,7.166776e-12,6.957815e-14,2.941541e-13,3.628569e-12,9.544406e-13,6.692380e-14,1.338476e-12,1.286207e-12,5.584325e-13,2.767313e-12,1.846758e-12,2.117841e-12,1.266074e-12,8.753745e-13,9.007886e-13,6.042908e-14,6.241703e-13,2.642784e-13,3.553456e-13,2.451049e-14,1.097042e-13,6.184097e-14,2.961872e-13,7.982850e-14,1.330719e-11,5.475609e-13,5.584325e-13,1.441318e-11,5.207180e-12,6.441344e-13,1.286207e-12,7.137521e-12,9.007886e-13,2.213850e-12,6.042908e-14,3.175068e-12,4.614070e-12,2.117841e-12,7.236354e-12,1.396827e-11,6.692380e-14,6.692380e-14,2.371983e-10,8.655632e-12,2.045417e-11,1.363325e-11,3.953304e-09,4.233246e-09,,,,,,,,,
