date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total
2018-01-04,3.150000e+01,-9.809999e+01,4.934571e-10,1.799323e-11,2.737068e-11,1.704698e-11,3.962621e-11,8.025886e-09,1.179805e-11,1.412556e-13,6.942391e-13,6.744954e-12,2.731209e-12,1.996101e-13,1.131833e-13,3.766548e-12,2.551429e-12,1.065035e-12,5.676709e-12,3.986457e-12,3.875700e-12,2.594769e-12,8.041417e-15,1.419779e-12,2.226381e-12,1.203883e-13,1.292168e-12,4.943946e-13,7.191193e-13,4.574755e-14,2.070678e-13,1.211909e-13,5.810741e-13,1.565048e-13,2.128224e-11,1.065838e-12,1.065035e-12,2.341311e-11,1.076833e-11,1.259261e-12,2.551429e-12,1.457902e-11,1.996101e-13,1.996101e-13,2.226381e-12,5.186327e-12,1.203883e-13,7.533096e-12,9.663166e-12,3.875700e-12,1.193931e-11,2.547817e-11,1.131833e-13,1.131833e-13,4.934571e-10,1.704698e-11,3.962621e-11,2.737068e-11,8.041417e-15,8.025886e-09,8.603394e-09
2018-01-04,3.170000e+01,-1.019000e+02,5.921486e-10,2.159188e-11,3.284481e-11,2.045638e-11,4.755145e-11,9.631062e-09,1.415766e-11,1.695067e-13,8.330869e-13,8.093945e-12,3.277451e-12,2.528394e-13,1.389067e-13,4.519858e-12,3.061715e-12,1.278042e-12,6.812050e-12,4.783749e-12,4.650840e-12,3.113723e-12,1.072189e-14,1.703735e-12,2.671657e-12,1.444659e-13,1.550601e-12,5.932735e-13,8.629432e-13,5.489706e-14,2.484814e-13,1.454290e-13,6.972889e-13,1.878057e-13,2.553869e-11,1.279005e-12,1.278042e-12,2.809574e-11,1.292200e-11,1.511114e-12,3.061715e-12,1.749482e-11,2.528394e-13,2.528394e-13,2.671657e-12,6.223592e-12,1.444659e-13,9.039715e-12,1.159580e-11,4.650840e-12,1.432717e-11,3.057381e-11,1.389067e-13,1.389067e-13,5.921486e-10,2.045638e-11,4.755145e-11,3.284481e-11,1.072189e-14,9.631062e-09,1.032407e-08
2018-01-04,3.170000e+01,-1.017000e+02,1.776446e-09,6.477564e-11,9.853444e-11,6.136913e-11,1.426543e-10,2.889319e-08,4.247299e-11,5.085201e-13,2.499261e-12,2.428184e-11,9.832352e-12,7.452109e-13,4.167202e-13,1.355957e-11,9.185144e-12,3.834126e-12,2.043615e-11,1.435125e-11,1.395252e-11,9.341168e-12,3.216567e-14,5.111205e-12,8.014971e-12,4.333978e-13,4.651803e-12,1.779820e-12,2.588830e-12,1.646912e-13,7.454442e-13,4.362871e-13,2.091867e-12,5.634172e-13,7.661606e-11,3.837015e-12,3.834126e-12,8.428720e-11,3.876599e-11,4.533341e-12,9.185144e-12,5.248448e-11,7.452109e-13,7.452109e-13,8.014971e-12,1.867078e-11,4.333978e-13,2.711915e-11,3.478740e-11,1.395252e-11,4.298151e-11,9.172142e-11,4.167202e-13,4.167202e-13,1.776446e-09,6.136913e-11,1.426543e-10,9.853444e-11,3.216567e-14,2.889319e-08,3.097222e-08
2018-01-04,3.190000e+01,-9.550000e+01,5.498522e-10,2.519053e-11,2.971674e-11,1.802109e-11,6.793063e-11,5.274153e-09,1.011262e-11,9.282510e-14,1.428149e-12,6.166815e-12,3.043347e-12,5.456008e-13,1.172990e-12,5.165552e-12,2.478531e-12,1.521479e-12,1.135342e-11,5.125445e-12,3.543497e-12,3.780949e-12,4.288755e-13,2.109386e-12,2.798879e-12,2.545352e-13,1.476763e-12,4.802690e-13,4.931104e-13,2.744853e-14,6.744495e-13,3.947360e-13,2.656339e-13,1.654479e-13,3.039962e-11,1.500267e-12,1.521479e-12,3.342137e-11,1.068693e-11,1.000828e-12,2.478531e-12,1.416628e-11,5.456008e-13,5.456008e-13,2.798879e-12,7.274938e-12,2.545352e-13,1.032835e-11,1.647886e-11,3.543497e-12,1.020544e-11,3.022780e-11,1.172990e-12,1.172990e-12,5.498522e-10,1.802109e-11,6.793063e-11,2.971674e-11,4.288755e-13,5.274153e-09,5.940103e-09
2018-01-04,3.210000e+01,-9.430000e+01,1.438075e-09,6.528973e-11,7.741992e-11,4.627038e-11,1.743553e-10,1.352935e-08,2.561863e-11,2.381165e-13,3.669549e-12,1.599518e-11,7.803454e-12,1.397270e-12,3.025080e-12,1.334434e-11,6.415021e-12,3.894985e-12,2.919450e-11,1.332616e-11,9.190946e-12,9.711849e-12,1.101674e-12,5.476291e-12,7.251640e-12,6.604157e-13,3.839584e-12,1.243049e-12,1.273868e-12,7.188900e-14,1.745286e-12,1.018003e-12,6.972889e-13,4.337418e-13,7.867113e-11,3.894320e-12,3.894985e-12,8.646044e-11,2.763821e-11,2.588807e-12,6.415021e-12,3.664204e-11,1.397270e-12,1.397270e-12,7.251640e-12,1.882063e-11,6.604157e-13,2.673269e-11,4.252066e-11,9.190946e-12,2.585674e-11,7.756835e-11,3.025080e-12,3.025080e-12,1.438075e-09,4.627038e-11,1.743553e-10,7.741992e-11,1.101674e-12,1.352935e-08,1.526657e-08
2018-01-04,3.230000e+01,-9.650000e+01,3.101731e-10,1.131003e-11,1.720443e-11,1.071524e-11,2.490790e-11,5.044842e-09,7.415918e-12,8.878923e-14,4.363789e-13,4.239685e-12,1.716760e-12,1.330734e-13,7.202572e-14,2.367545e-12,1.603755e-12,6.694506e-13,3.568217e-12,2.505773e-12,2.436154e-12,1.630998e-12,5.360944e-15,8.924326e-13,1.399439e-12,7.567264e-14,8.122196e-13,3.107623e-13,4.520179e-13,2.875560e-14,1.301569e-13,7.617712e-14,3.652466e-13,9.837443e-14,1.337741e-11,6.699550e-13,6.694506e-13,1.471681e-11,6.768665e-12,7.915357e-13,1.603755e-12,9.163956e-12,1.330734e-13,1.330734e-13,1.399439e-12,3.259977e-12,7.567264e-14,4.735089e-12,6.073990e-12,2.436154e-12,7.504707e-12,1.601485e-11,7.202572e-14,7.202572e-14,3.101731e-10,1.071524e-11,2.490790e-11,1.720443e-11,5.360944e-15,5.044842e-09,5.407848e-09
2018-01-04,3.250000e+01,-9.609999e+01,2.537779e-10,9.253662e-12,1.407635e-11,8.767018e-12,2.037919e-11,4.127598e-09,6.067569e-12,7.264573e-14,3.570372e-13,3.468834e-12,1.404622e-12,1.064587e-13,5.659164e-14,1.937082e-12,1.312163e-12,5.477323e-13,2.919450e-12,2.050178e-12,1.993217e-12,1.334453e-12,5.360944e-15,7.301721e-13,1.144996e-12,6.191397e-14,6.645433e-13,2.542600e-13,3.698328e-13,2.352731e-14,1.064920e-13,6.232673e-14,2.988381e-13,8.048817e-14,1.094515e-11,5.481450e-13,5.477323e-13,1.204103e-11,5.537998e-12,6.476201e-13,1.312163e-12,7.497782e-12,1.064587e-13,1.064587e-13,1.144996e-12,2.667254e-12,6.191397e-14,3.874164e-12,4.969628e-12,1.993217e-12,6.140215e-12,1.310306e-11,5.659164e-14,5.659164e-14,2.537779e-10,8.767018e-12,2.037919e-11,1.407635e-11,5.360944e-15,4.127598e-09,4.424604e-09
2018-01-04,3.250000e+01,-9.509999e+01,3.242718e-10,1.439459e-11,1.720443e-11,1.022819e-11,3.849403e-11,2.981043e-09,5.730482e-12,5.246636e-14,8.132515e-13,3.468834e-12,1.716760e-12,3.060688e-13,6.688102e-13,2.905623e-12,1.457959e-12,8.520280e-13,6.487667e-12,2.961368e-12,1.993217e-12,2.149951e-12,2.439230e-13,1.216954e-12,1.590272e-12,1.444659e-13,8.491387e-13,2.825112e-13,2.876477e-13,1.568487e-14,3.845546e-13,2.250688e-13,1.494191e-13,9.390286e-14,1.735779e-11,8.529452e-13,8.520280e-13,1.906276e-11,6.034732e-12,5.858438e-13,1.457959e-12,8.078535e-12,3.060688e-13,3.060688e-13,1.590272e-12,4.122576e-12,1.444659e-13,5.857314e-12,9.449035e-12,1.993217e-12,5.782948e-12,1.722520e-11,6.688102e-13,6.688102e-13,3.242718e-10,1.022819e-11,3.849403e-11,1.720443e-11,2.439230e-13,2.981043e-09,3.371486e-09
2018-01-04,3.270000e+01,-1.157000e+02,2.819755e-10,1.028185e-11,1.564039e-11,9.741132e-12,2.264355e-11,4.586220e-09,6.741744e-12,8.071748e-14,3.967081e-13,3.854259e-12,1.560691e-12,1.197660e-13,6.688102e-14,2.152313e-12,1.457959e-12,6.085914e-13,3.243834e-12,2.277976e-12,2.214686e-12,1.482725e-12,5.360944e-15,8.113024e-13,1.272217e-12,6.879331e-14,7.383815e-13,2.825112e-13,4.109253e-13,2.614146e-14,1.183245e-13,6.925192e-14,3.320423e-13,8.943130e-14,1.216128e-11,6.090500e-13,6.085914e-13,1.337892e-11,6.153332e-12,7.195780e-13,1.457959e-12,8.330869e-12,1.197660e-13,1.197660e-13,1.272217e-12,2.963616e-12,6.879331e-14,4.304627e-12,5.521809e-12,2.214686e-12,6.822461e-12,1.455896e-11,6.688102e-14,6.688102e-14,2.819755e-10,9.741132e-12,2.264355e-11,1.564039e-11,5.360944e-15,4.586220e-09,4.916226e-09
2018-01-04,3.330000e+01,-9.409999e+01,2.143014e-09,7.814204e-11,1.188669e-10,7.403260e-11,1.720909e-10,3.485527e-08,5.123725e-11,6.134528e-13,3.014981e-12,2.929237e-11,1.186125e-11,8.915917e-13,4.990353e-13,1.635758e-11,1.108049e-11,4.625295e-12,2.465314e-11,1.731261e-11,1.683161e-11,1.126871e-11,3.752661e-14,6.165898e-12,9.668853e-12,5.228291e-13,5.611699e-12,2.147085e-12,3.123032e-12,1.986751e-13,8.992661e-13,5.263146e-13,2.523522e-12,6.796778e-13,9.242573e-11,4.628780e-12,4.625295e-12,1.016798e-10,4.676532e-11,5.468792e-12,1.108049e-11,6.331460e-11,8.915917e-13,8.915917e-13,9.668853e-12,2.252348e-11,5.228291e-13,3.271516e-11,4.196575e-11,1.683161e-11,5.185071e-11,1.106481e-10,4.990353e-13,4.990353e-13,2.143014e-09,7.403260e-11,1.720909e-10,1.188669e-10,3.752661e-14,3.485527e-08,3.736331e-08
