date,lat,lon,apt,other_altitude_of_plume_top,mami,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_mean_altitude_of_maximum_injection,other_combustion_rate,other_total
2018-08-16,3.110000e+01,-9.490001e+01,4.500023e+02,4.500023e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-16,3.190000e+01,-9.409999e+01,5.000153e+02,5.000153e+02,1.699995e+03,3.056601e-09,1.397881e-10,1.647336e-10,9.861253e-11,3.717988e-10,2.895855e-08,5.306572e-11,5.096704e-13,7.934275e-12,3.416819e-11,1.665808e-11,3.091468e-12,6.449069e-12,2.760816e-11,1.371477e-11,8.285040e-12,6.239988e-11,2.783665e-11,1.947752e-11,2.074301e-11,2.348538e-12,1.180582e-11,1.572168e-11,1.404489e-12,8.192373e-12,2.658395e-12,2.707624e-12,1.534803e-13,3.718277e-12,2.171891e-12,1.476886e-12,9.208819e-13,1.684654e-10,8.287936e-12,8.285040e-12,1.850384e-10,5.901864e-11,5.519500e-12,1.371477e-11,7.825290e-11,3.091468e-12,3.091468e-12,1.572168e-11,3.941398e-11,1.404489e-12,5.654015e-11,9.023653e-11,1.947752e-11,5.357539e-11,1.632894e-10,6.449069e-12,6.449069e-12,3.056601e-09,9.861253e-11,3.717988e-10,1.647336e-10,2.348538e-12,1.699995e+03,2.895855e-08,2.200011e+03
2018-08-16,3.330000e+01,-9.550000e+01,4.749897e+02,4.749897e+02,1.999924e+02,7.030182e-09,2.609378e-10,3.953606e-10,2.465314e-10,5.762881e-10,1.158342e-07,1.705684e-10,2.038682e-12,9.801163e-12,9.737935e-11,3.937366e-11,3.091468e-12,1.612267e-12,5.309260e-11,3.634414e-11,1.532733e-11,8.111985e-11,5.713840e-11,5.551093e-11,3.733742e-11,1.174269e-13,2.013935e-11,3.144337e-11,1.755612e-12,1.843284e-11,7.044746e-12,1.028897e-11,6.599653e-13,2.974622e-12,1.737513e-12,8.344406e-12,2.256161e-12,3.080764e-10,1.531270e-11,1.532733e-11,3.387164e-10,1.551858e-10,1.799368e-11,3.634414e-11,2.095237e-10,3.091468e-12,3.091468e-12,3.144337e-11,7.323195e-11,1.755612e-12,1.064309e-10,1.382582e-10,5.551093e-11,1.726071e-10,3.663762e-10,1.612267e-12,1.612267e-12,7.030182e-09,2.465314e-10,5.762881e-10,3.953606e-10,1.174269e-13,1.999924e+02,1.158342e-07,6.749821e+02
2018-08-16,3.350000e+01,-9.570000e+01,,,,3.362261e-09,1.211497e-10,1.812070e-10,1.134044e-10,2.602591e-10,5.357331e-08,7.959858e-11,9.428903e-13,4.667221e-12,4.441865e-11,1.817246e-11,1.236587e-12,6.449069e-13,2.548445e-11,1.714346e-11,7.042284e-12,3.743993e-11,2.637157e-11,2.629465e-11,1.763156e-11,1.174269e-13,9.722443e-12,1.429244e-11,7.724693e-13,8.601992e-12,3.322993e-12,4.873724e-12,3.069606e-13,1.301397e-12,7.601619e-13,3.913748e-12,1.059014e-12,1.434485e-10,7.034321e-12,7.042284e-12,1.575251e-10,7.119310e-11,8.503679e-12,1.714346e-11,9.684024e-11,1.236587e-12,1.236587e-12,1.429244e-11,3.520689e-11,7.724693e-13,5.027180e-11,6.381150e-11,2.629465e-11,8.054148e-11,1.706476e-10,6.449069e-13,6.449069e-13,3.362261e-09,1.134044e-10,2.602591e-10,1.812070e-10,1.174269e-13,,5.357331e-08,5.749056e-08
2018-08-16,3.370000e+01,-9.609999e+01,9.500176e+02,9.500176e+02,1.428035e+03,2.598111e-09,9.319208e-11,1.482602e-10,9.368192e-11,2.044893e-10,4.343782e-08,6.443694e-11,7.645056e-13,3.733777e-12,3.587660e-11,1.514371e-11,1.236587e-12,6.449069e-13,2.123704e-11,1.371477e-11,5.799528e-12,3.119994e-11,2.197630e-11,2.045139e-11,1.348296e-11,,7.639062e-12,1.143395e-11,6.320203e-13,6.963517e-12,2.658395e-12,3.926055e-12,2.455685e-13,1.115483e-12,6.515673e-13,3.101460e-12,8.287936e-13,1.104088e-10,5.697305e-12,5.799528e-12,1.219057e-10,5.798382e-11,6.830018e-12,1.371477e-11,7.852861e-11,1.236587e-12,1.236587e-12,1.143395e-11,2.887610e-11,6.320203e-13,4.094207e-11,5.317624e-11,2.045139e-11,6.520145e-11,1.388291e-10,6.449069e-13,6.449069e-13,2.598111e-09,9.368192e-11,2.044893e-10,1.482602e-10,,1.428035e+03,4.343782e-08,2.378052e+03
2018-08-16,3.370000e+01,-9.530000e+01,,,,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,3.717988e-11,7.239637e-09,1.137123e-11,1.274176e-13,4.667221e-13,5.125229e-12,3.028743e-12,,,4.247408e-12,2.057215e-12,8.285040e-13,6.239988e-12,2.930174e-12,2.921628e-12,2.074301e-12,,1.388920e-12,1.429244e-12,7.022448e-14,1.228856e-12,3.987592e-13,6.769061e-13,3.837008e-14,1.859139e-13,1.085946e-13,5.169101e-13,1.381323e-13,2.117944e-11,9.495508e-13,8.285040e-13,2.295750e-11,9.382828e-12,1.114035e-12,2.057215e-12,1.255408e-11,,,1.429244e-12,5.636329e-12,7.022448e-14,7.135798e-12,9.170162e-12,2.921628e-12,1.149864e-11,2.359044e-11,,,4.584901e-10,1.479188e-11,3.717988e-11,2.471004e-11,,,7.239637e-09,7.774808e-09
2018-08-16,3.410000e+01,-1.003000e+02,,,,1.528300e-09,5.591525e-11,8.236680e-11,5.423690e-11,1.301296e-10,2.461477e-08,3.790409e-11,4.332199e-13,2.333610e-12,2.050092e-11,9.086228e-12,6.182936e-13,3.224534e-13,1.061852e-11,7.543122e-12,3.314016e-12,1.871996e-11,1.172070e-11,1.168651e-11,8.297203e-12,,4.166762e-12,7.146220e-12,3.511224e-13,4.096186e-12,1.462117e-12,2.166099e-12,1.381323e-13,5.577416e-13,3.257837e-13,1.772263e-12,4.604409e-13,6.654607e-11,3.116229e-12,3.314016e-12,7.297631e-11,3.368333e-11,3.766349e-12,7.543122e-12,4.499280e-11,6.182936e-13,6.182936e-13,7.146220e-12,1.478528e-11,3.511224e-13,2.228262e-11,3.044066e-11,1.168651e-11,3.833731e-11,8.046448e-11,3.224534e-13,3.224534e-13,1.528300e-09,5.423690e-11,1.301296e-10,8.236680e-11,,,2.461477e-08,2.640980e-08
2018-08-16,3.630000e+01,-1.121000e+02,4.231075e+02,4.231075e+02,1.265775e+03,7.030182e-09,3.168531e-10,3.788873e-10,2.268089e-10,8.551372e-10,6.660466e-08,1.250835e-10,1.172242e-12,1.820216e-11,7.858684e-11,3.785929e-11,6.801230e-12,1.483286e-11,6.583483e-11,3.154397e-11,1.905560e-11,1.435197e-10,6.592892e-11,4.479830e-11,4.770892e-11,5.401638e-12,2.708395e-11,3.573110e-11,3.230326e-12,1.884246e-11,6.114308e-12,6.227536e-12,3.530047e-13,8.552038e-12,4.995350e-12,3.396838e-12,2.118028e-12,3.827642e-10,1.906225e-11,1.905560e-11,4.208820e-10,1.352886e-10,1.269485e-11,3.154397e-11,1.795274e-10,6.801230e-12,6.801230e-12,3.573110e-11,9.291878e-11,3.230326e-12,1.318802e-10,2.094486e-10,4.479830e-11,1.262557e-10,3.805027e-10,1.483286e-11,1.483286e-11,7.030182e-09,2.268089e-10,8.551372e-10,3.788873e-10,5.401638e-12,1.265775e+03,6.660466e-08,1.688882e+03
2018-08-16,3.630000e+01,-1.119000e+02,4.047579e+02,4.047579e+02,1.238048e+03,7.794332e-09,3.541299e-10,4.200707e-10,2.514620e-10,9.480869e-10,7.384430e-08,1.402451e-10,1.299660e-12,1.960233e-11,8.712889e-11,4.240240e-11,7.419523e-12,1.644512e-11,7.220594e-11,3.497266e-11,2.112685e-11,1.591197e-10,7.178927e-11,4.966767e-11,5.289467e-11,5.988772e-12,2.986179e-11,3.858958e-11,3.581449e-12,2.089055e-11,6.778906e-12,6.904442e-12,3.913748e-13,9.481607e-12,5.538322e-12,3.766059e-12,2.348249e-12,4.266269e-10,2.113424e-11,2.112685e-11,4.688880e-10,1.504218e-10,1.407472e-11,3.497266e-11,1.994692e-10,7.419523e-12,7.419523e-12,3.858958e-11,1.020677e-10,3.581449e-12,1.442388e-10,2.309090e-10,4.966767e-11,1.415448e-10,4.221214e-10,1.644512e-11,1.644512e-11,7.794332e-09,2.514620e-10,9.480869e-10,4.200707e-10,5.988772e-12,1.238048e+03,7.384430e-08,1.642806e+03
2018-08-16,3.730000e+01,-1.035000e+02,,,,1.222640e-09,4.659604e-11,6.589344e-11,4.437565e-11,9.294970e-11,2.027098e-08,3.032327e-11,3.567693e-13,1.866888e-12,1.708409e-11,6.057485e-12,6.182936e-13,3.224534e-13,8.494817e-12,6.171646e-12,2.485512e-12,1.247998e-11,1.025561e-11,9.738759e-12,6.222902e-12,,3.472301e-12,5.716976e-12,2.808979e-13,3.276949e-12,1.196278e-12,1.759956e-12,1.151102e-13,5.577416e-13,3.257837e-13,1.403042e-12,3.683527e-13,5.468583e-11,2.654920e-12,2.485512e-12,5.982626e-11,2.641853e-11,3.071344e-12,6.171646e-12,3.566152e-11,6.182936e-13,6.182936e-13,5.716976e-12,1.196712e-11,2.808979e-13,1.796499e-11,2.273558e-11,9.738759e-12,3.068004e-11,6.315438e-11,3.224534e-13,3.224534e-13,1.222640e-09,4.437565e-11,9.294970e-11,6.589344e-11,,,2.027098e-08,2.169684e-08
