date,lat,lon,apt,other_altitude_of_plume_top,mami,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_mean_altitude_of_maximum_injection,other_combustion_rate,other_total
2018-08-16,3.750000e+01,-1.035000e+02,,,,3.515091e-09,1.304689e-10,1.976803e-10,1.232657e-10,2.788491e-10,5.646917e-08,8.338899e-11,9.938573e-13,5.133943e-12,4.783547e-11,1.968683e-11,1.236587e-12,9.673603e-13,2.760816e-11,1.782920e-11,7.456536e-12,4.055992e-11,2.783665e-11,2.726853e-11,1.866871e-11,1.174269e-13,1.041690e-11,1.572168e-11,8.426938e-13,9.011611e-12,3.455913e-12,5.144486e-12,3.223086e-13,1.487311e-12,8.687565e-13,4.135281e-12,1.105058e-12,1.542716e-10,7.596406e-12,7.456536e-12,1.693245e-10,7.653390e-11,8.922708e-12,1.782920e-11,1.032858e-10,1.236587e-12,1.236587e-12,1.572168e-11,3.802506e-11,8.426938e-13,5.458944e-11,6.839657e-11,2.726853e-11,8.438285e-11,1.800479e-10,9.673603e-13,9.673603e-13,3.515091e-09,1.232657e-10,2.788491e-10,1.976803e-10,1.174269e-13,,5.646917e-08,6.058417e-08
2018-08-16,3.750000e+01,-1.033000e+02,,,,2.598111e-09,9.319209e-11,1.482602e-10,8.875129e-11,2.230793e-10,4.198989e-08,6.064654e-11,7.390221e-13,3.733777e-12,3.587660e-11,1.514371e-11,1.236587e-12,6.449069e-13,2.123704e-11,1.371477e-11,5.799528e-12,3.119994e-11,2.051122e-11,2.045139e-11,1.452011e-11,,7.639063e-12,1.143395e-11,6.320203e-13,6.963517e-12,2.658395e-12,3.790674e-12,2.455685e-13,1.115483e-12,6.515673e-13,3.027616e-12,8.287936e-13,1.114460e-10,5.623460e-12,5.799528e-12,1.228690e-10,5.798383e-11,6.694637e-12,1.371477e-11,7.839323e-11,1.236587e-12,1.236587e-12,1.143395e-11,2.887610e-11,6.320203e-13,4.094208e-11,5.171116e-11,2.045139e-11,6.138556e-11,1.335481e-10,6.449069e-13,6.449069e-13,2.598111e-09,8.875129e-11,2.230793e-10,1.482602e-10,,,4.198989e-08,4.504809e-08
2018-08-16,3.750000e+01,-1.193000e+02,,,,3.056601e-10,1.863842e-11,1.647336e-11,9.861254e-12,3.717988e-11,2.895855e-09,3.790409e-12,5.096704e-14,9.334442e-13,3.416819e-12,1.514371e-12,,6.449069e-13,2.123704e-12,1.371477e-12,8.285040e-13,6.239988e-12,2.930174e-12,1.947752e-12,2.074301e-12,2.348538e-13,1.388920e-12,1.429244e-12,1.404490e-13,8.192373e-13,2.658395e-13,2.707624e-13,1.534803e-14,3.718278e-13,2.171891e-13,1.476886e-13,9.208818e-14,2.164616e-11,8.287937e-13,8.285040e-13,2.330346e-11,5.750428e-12,5.519499e-13,1.371477e-12,7.673855e-12,,,1.429244e-12,3.512625e-12,1.404490e-13,5.082317e-12,9.170162e-12,1.947752e-12,3.841376e-12,1.495929e-11,6.449069e-13,6.449069e-13,3.056601e-10,9.861254e-12,3.717988e-11,1.647336e-11,2.348538e-13,,2.895855e-09,3.265264e-09
2018-08-16,3.770000e+01,-1.085000e+02,,,,2.903771e-09,1.304689e-10,1.564969e-10,9.368192e-11,3.532089e-10,2.751062e-08,5.306572e-11,4.841869e-13,7.467553e-12,3.245978e-11,1.514371e-11,3.091468e-12,6.126615e-12,2.760816e-11,1.302903e-11,7.870788e-12,5.927989e-11,2.637157e-11,1.850364e-11,1.970586e-11,2.231111e-12,1.111136e-11,1.429244e-11,1.334265e-12,7.782754e-12,2.525475e-12,2.572243e-12,1.458063e-13,3.532364e-12,2.063297e-12,1.403042e-12,8.748377e-13,1.576423e-10,7.873539e-12,7.870788e-12,1.733867e-10,5.538625e-11,5.243524e-12,1.302903e-11,7.365880e-11,3.091468e-12,3.091468e-12,1.429244e-11,3.871952e-11,1.334265e-12,5.434623e-11,8.565146e-11,1.850364e-11,5.354991e-11,1.577050e-10,6.126615e-12,6.126615e-12,2.903771e-09,9.368192e-11,3.532089e-10,1.564969e-10,2.231111e-12,,2.751062e-08,3.102001e-08
2018-08-16,3.850000e+01,-1.199000e+02,,,,6.113202e-10,1.863842e-11,3.294672e-11,1.972251e-11,5.576982e-11,1.013549e-08,1.516164e-11,1.783847e-13,9.334442e-13,8.542047e-12,3.028743e-12,,,4.247408e-12,3.428692e-12,1.242756e-12,6.239988e-12,4.395261e-12,4.869380e-12,3.111451e-12,,2.083381e-12,2.858488e-12,1.404490e-13,1.638475e-12,6.645987e-13,9.476685e-13,5.371811e-14,1.859139e-13,1.085946e-13,7.384430e-13,1.841764e-13,2.268331e-11,1.217128e-12,1.242756e-12,2.514320e-11,1.320926e-11,1.665985e-12,3.428692e-12,1.830394e-11,,,2.858488e-12,6.330789e-12,1.404490e-13,9.329726e-12,1.063525e-11,4.869380e-12,1.534002e-11,3.084465e-11,,,6.113202e-10,1.972251e-11,5.576982e-11,3.294672e-11,,,1.013549e-08,1.085525e-08
2018-08-16,3.930000e+01,-1.225000e+02,,,,6.266032e-09,2.236610e-10,3.459406e-10,2.169476e-10,5.019284e-10,1.013549e-07,1.478259e-10,1.783847e-12,8.867720e-12,8.542048e-11,3.483054e-11,2.473174e-12,1.612267e-12,4.672149e-11,3.222971e-11,1.367032e-11,7.175986e-11,4.981296e-11,4.869380e-11,3.318881e-11,1.174269e-13,1.805597e-11,2.858488e-11,1.544939e-12,1.638475e-11,6.247228e-12,9.070541e-12,5.755512e-13,2.602794e-12,1.520324e-12,7.384430e-12,1.979896e-12,2.657175e-10,1.348744e-11,1.367032e-11,2.928753e-10,1.366358e-10,1.589332e-11,3.222971e-11,1.847588e-10,2.473174e-12,2.473174e-12,2.858488e-11,6.477746e-11,1.544939e-12,9.490728e-11,1.215728e-10,4.869380e-11,1.496098e-10,3.198764e-10,1.612267e-12,1.612267e-12,6.266032e-09,2.169476e-10,5.019284e-10,3.459406e-10,1.174269e-13,,1.013549e-07,1.086859e-07
2018-08-16,3.930000e+01,-1.227000e+02,3.199915e+02,3.199915e+02,3.928120e+02,5.349052e-08,1.957034e-09,2.965205e-09,1.844055e-09,4.294276e-09,8.702044e-07,1.277368e-09,1.531560e-11,7.560898e-11,7.311993e-10,2.968168e-10,2.225857e-11,1.257568e-11,4.098749e-10,2.763526e-10,1.155763e-10,6.177588e-10,4.322007e-10,4.207144e-10,2.810678e-10,9.394153e-13,1.541702e-10,2.415422e-10,1.306175e-11,1.400896e-10,5.356665e-11,7.797958e-11,4.957414e-12,2.230966e-11,1.313994e-11,6.298918e-11,1.694423e-11,2.313711e-09,1.153830e-10,1.155763e-10,2.544670e-09,1.168106e-09,1.365036e-10,2.763526e-10,1.580962e-09,2.225857e-11,2.225857e-11,2.415422e-10,5.640451e-10,1.306175e-11,8.186491e-10,1.049959e-09,4.207144e-10,1.292684e-09,2.763358e-09,1.257568e-11,1.257568e-11,5.349052e-08,1.844055e-09,4.294276e-09,2.965205e-09,9.394153e-13,3.928120e+02,8.702044e-07,7.128035e+02
2018-08-16,3.930000e+01,-1.229000e+02,8.243938e+01,8.243938e+01,2.109624e+02,1.910376e-08,6.989407e-10,1.054295e-09,6.607040e-10,1.524375e-09,3.098565e-07,4.548490e-10,5.453474e-12,2.660316e-11,2.613867e-10,1.060060e-10,8.037817e-12,4.514348e-12,1.465356e-10,9.874633e-11,4.101095e-11,2.183996e-10,1.538341e-10,1.499769e-10,1.006036e-10,3.522807e-13,5.486236e-11,8.575464e-11,4.634816e-12,4.997348e-11,1.914044e-11,2.775315e-11,1.765023e-12,7.994297e-12,4.669566e-12,2.244867e-11,6.031776e-12,8.261474e-10,4.114431e-11,4.101095e-11,9.083027e-10,4.173661e-10,4.865861e-11,9.874633e-11,5.647711e-10,8.037817e-12,8.037817e-12,8.575464e-11,2.013980e-10,4.634816e-12,2.917874e-10,3.722337e-10,1.499769e-10,4.603025e-10,9.825132e-10,4.514348e-12,4.514348e-12,1.910376e-08,6.607040e-10,1.524375e-09,1.054295e-09,3.522807e-13,2.109624e+02,3.098565e-07,2.934018e+02
2018-08-16,3.930000e+01,-1.231000e+02,9.430363e+01,9.430363e+01,2.500206e+02,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,3.416819e-12,1.514371e-12,,,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,5.340809e-12,4.190302e-13,6.857384e-13,6.445578e-12,,,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,1.947752e-12,3.841376e-12,1.037421e-11,,,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,2.500206e+02,2.895855e-09,3.443242e+02
2018-08-16,3.950000e+01,-1.227000e+02,2.807364e+02,2.807364e+02,6.333694e+02,8.451502e-08,3.084658e-09,4.686671e-09,2.918932e-09,6.785328e-09,1.374083e-06,2.020288e-09,2.418386e-11,1.190141e-10,1.154885e-09,4.679407e-10,3.524274e-11,1.966966e-11,6.456061e-10,4.368154e-10,1.822709e-10,9.734382e-10,6.827306e-10,6.632095e-10,4.439004e-10,1.526550e-12,2.430611e-10,3.816082e-10,2.064600e-11,2.211941e-10,8.466987e-11,1.231969e-10,7.835169e-12,3.550955e-11,2.074156e-11,9.946827e-11,2.679766e-11,3.647572e-09,1.825170e-10,1.822709e-10,4.012361e-09,1.844020e-09,2.157019e-10,4.368154e-10,2.496537e-09,3.524274e-11,3.524274e-11,3.816082e-10,8.886671e-10,2.064600e-11,1.290921e-09,1.656169e-09,6.632095e-10,2.044472e-09,4.363851e-09,1.966966e-11,1.966966e-11,8.451502e-08,2.918932e-09,6.785328e-09,4.686671e-09,1.526550e-12,6.333694e+02,1.374083e-06,9.141058e+02
2018-08-16,3.950000e+01,-1.229000e+02,6.000031e+02,6.000031e+02,1.399947e+03,3.420336e-07,1.246910e-08,1.896907e-08,1.181871e-08,2.747593e-08,5.562937e-06,8.179703e-09,9.790769e-11,4.811905e-10,4.675917e-09,1.892964e-09,1.428258e-10,7.996845e-11,2.610032e-09,1.768519e-09,7.381972e-10,3.934312e-09,2.763154e-09,2.686924e-09,1.798419e-09,6.106199e-12,9.840502e-10,1.543583e-09,8.342668e-11,8.958360e-10,3.426671e-10,4.984736e-10,3.170903e-11,1.435255e-10,8.405218e-11,4.027468e-10,1.084799e-10,1.474871e-08,7.388044e-10,7.381972e-10,1.622571e-08,7.464718e-09,8.728497e-10,1.768519e-09,1.010609e-08,1.428258e-10,1.428258e-10,1.543583e-09,3.594083e-09,8.342668e-11,5.221093e-09,6.697467e-09,2.686924e-09,8.277611e-09,1.766200e-08,7.996845e-11,7.996845e-11,3.420336e-07,1.181871e-08,2.747593e-08,1.896907e-08,6.106199e-12,1.399947e+03,5.562937e-06,1.999950e+03
2018-08-16,3.970000e+01,-1.221000e+02,,,,2.750941e-09,1.025113e-10,1.564969e-10,9.368192e-11,2.230793e-10,4.488575e-08,6.443695e-11,7.899892e-13,3.733777e-12,3.758501e-11,1.514371e-11,1.236587e-12,6.449069e-13,2.123704e-11,1.440051e-11,5.799528e-12,3.119994e-11,2.197631e-11,2.142527e-11,1.452011e-11,,7.639062e-12,1.286320e-11,7.022448e-13,7.373136e-12,2.791314e-12,4.061437e-12,2.532425e-13,1.115483e-12,6.515673e-13,3.249149e-12,8.748377e-13,1.207652e-10,5.891038e-12,5.799528e-12,1.324557e-10,6.010185e-11,7.105993e-12,1.440051e-11,8.160836e-11,1.236587e-12,1.236587e-12,1.286320e-11,2.887610e-11,7.022448e-13,4.244154e-11,5.317624e-11,2.142527e-11,6.522693e-11,1.398285e-10,6.449069e-13,6.449069e-13,2.750941e-09,9.368192e-11,2.230793e-10,1.564969e-10,,,4.488575e-08,4.810995e-08
2018-08-16,3.990000e+01,-1.113000e+02,7.988342e+02,7.988342e+02,2.700319e+03,3.973581e-09,1.491073e-10,2.223904e-10,1.380576e-10,3.160290e-10,6.515673e-08,9.476022e-11,1.146758e-12,5.600665e-12,5.466911e-11,2.271557e-11,1.854881e-12,9.673603e-13,2.973186e-11,2.057215e-11,8.699292e-12,4.679991e-11,3.223192e-11,3.116403e-11,2.074301e-11,1.174269e-13,1.180582e-11,1.858017e-11,9.831428e-13,1.065008e-11,3.987592e-12,5.821392e-12,3.683527e-13,1.673225e-12,9.773510e-13,4.726035e-12,1.289235e-12,1.754510e-10,8.665846e-12,8.699292e-12,1.928161e-10,8.803477e-11,1.017734e-11,2.057215e-11,1.187843e-10,1.854881e-12,1.854881e-12,1.858017e-11,4.153768e-11,9.831428e-13,6.110100e-11,7.903182e-11,3.116403e-11,9.590698e-11,2.061028e-10,9.673603e-13,9.673603e-13,3.973581e-09,1.380576e-10,3.160290e-10,2.223904e-10,1.174269e-13,2.700319e+03,6.515673e-08,3.499153e+03
2018-08-16,3.990000e+01,-1.075000e+02,2.975219e+02,2.975219e+02,4.275907e+02,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667220e-13,1.708409e-12,1.514371e-12,,,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738758e-13,1.037150e-12,,6.944602e-13,1.429244e-12,7.022447e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,3.632399e-12,4.190302e-13,6.857384e-13,4.737168e-12,,,1.429244e-12,2.818165e-12,7.022447e-14,4.317633e-12,4.585081e-12,9.738758e-13,3.841376e-12,9.400333e-12,,,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,,4.275907e+02,2.895855e-09,7.251125e+02
2018-08-16,4.010000e+01,-1.109000e+02,1.369844e+03,1.369844e+03,3.538382e+03,9.169802e-10,3.727684e-11,4.942008e-11,3.451439e-11,7.435976e-11,1.592720e-08,2.274245e-11,2.803187e-13,1.400166e-12,1.366727e-11,4.543114e-12,6.182936e-13,3.224534e-13,6.371112e-12,4.800169e-12,2.071260e-12,1.247998e-11,7.325435e-12,7.791008e-12,5.185752e-12,,2.777841e-12,4.287732e-12,2.106734e-13,2.457712e-12,9.304381e-13,1.353812e-12,8.441417e-14,3.718278e-13,2.171891e-13,1.107664e-12,3.223086e-13,4.386275e-11,2.018990e-12,2.071260e-12,4.795300e-11,2.066810e-11,2.368665e-12,4.800169e-12,2.783693e-11,6.182936e-13,6.182936e-13,4.287732e-12,9.148953e-12,2.106734e-13,1.364736e-11,1.980541e-11,7.791008e-12,2.302277e-11,5.061919e-11,3.224534e-13,3.224534e-13,9.169802e-10,3.451439e-11,7.435976e-11,4.942008e-11,,3.538382e+03,1.592720e-08,4.908227e+03
2018-08-16,4.010000e+01,-1.065000e+02,6.500161e+02,6.500161e+02,8.499977e+02,1.375470e-09,6.523445e-11,7.413012e-11,4.437564e-11,1.673095e-10,1.303135e-08,2.274245e-11,2.293517e-13,3.267054e-12,1.537568e-11,7.571855e-12,1.236587e-12,2.902081e-12,1.274222e-11,6.171645e-12,3.728268e-12,2.807994e-11,1.172069e-11,8.764882e-12,9.334352e-12,1.056842e-12,4.861221e-12,7.146219e-12,6.320203e-13,3.686568e-12,1.196278e-12,1.218431e-12,6.906614e-14,1.673225e-12,9.773510e-13,6.645987e-13,4.143968e-13,7.783586e-11,3.729571e-12,3.728268e-12,8.529370e-11,2.663411e-11,2.483775e-12,6.171645e-12,3.528953e-11,1.236587e-12,1.236587e-12,7.146219e-12,1.760345e-11,6.320203e-13,2.538169e-11,3.980064e-11,8.764882e-12,2.297180e-11,7.153732e-11,2.902081e-12,2.902081e-12,1.375470e-09,4.437564e-11,1.673095e-10,7.413012e-11,1.056842e-12,8.499977e+02,1.303135e-08,1.500014e+03
