date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-12-03,3.210000e+01,-1.031000e+02,3.657340e-10,1.333599e-11,2.028624e-11,1.263466e-11,2.948760e-11,5.948519e-09,8.744324e-12,1.046939e-13,5.143767e-13,4.999136e-12,2.024281e-12,1.587066e-13,8.183677e-14,2.791640e-12,1.891034e-12,7.893685e-13,4.355097e-12,2.954630e-12,2.872540e-12,1.923156e-12,7.450563e-15,1.052293e-12,1.650894e-12,8.911277e-14,9.577117e-13,3.664288e-13,5.329873e-13,3.390656e-14,1.533475e-13,8.957212e-14,4.306728e-13,1.159961e-13,1.577352e-11,7.895885e-13,7.893685e-13,1.735248e-11,7.981128e-12,9.333228e-13,1.891034e-12,1.080548e-11,1.587066e-13,1.587066e-13,1.650894e-12,3.843933e-12,8.911277e-14,5.583940e-12,7.309727e-12,2.872540e-12,8.849018e-12,1.903129e-11,8.183677e-14,8.183677e-14,3.657340e-10,1.263466e-11,2.948760e-11,2.028624e-11,7.450563e-15,5.948519e-09,6.376669e-09,,,,
2020-12-03,3.230000e+01,-1.017000e+02,3.386426e-10,1.234813e-11,1.878355e-11,1.169875e-11,2.712859e-11,5.507888e-09,8.096596e-12,9.693883e-14,4.800849e-13,4.628829e-12,1.874334e-12,1.322555e-13,8.183677e-14,2.584852e-12,1.750958e-12,7.308968e-13,3.959179e-12,2.735768e-12,2.659759e-12,1.780700e-12,7.450563e-15,9.743455e-13,1.528606e-12,8.020150e-14,8.867700e-13,3.392859e-13,4.935068e-13,3.139496e-14,1.415515e-13,8.268196e-14,3.987711e-13,1.074038e-13,1.460892e-11,7.304084e-13,7.308968e-13,1.607023e-11,7.389934e-12,8.641877e-13,1.750958e-12,1.000508e-11,1.322555e-13,1.322555e-13,1.528606e-12,3.559198e-12,8.020150e-14,5.168005e-12,6.694948e-12,2.659759e-12,8.193535e-12,1.754824e-11,8.183677e-14,8.183677e-14,3.386426e-10,1.169875e-11,2.712859e-11,1.878355e-11,7.450563e-15,5.507888e-09,5.904149e-09,,,,
2020-12-03,3.250000e+01,-1.017000e+02,5.824653e-10,2.123879e-11,3.230771e-11,2.012186e-11,4.600066e-11,9.473568e-09,1.392614e-11,1.667348e-13,8.230027e-13,7.961586e-12,3.223855e-12,2.380600e-13,1.432143e-13,4.445945e-12,3.011647e-12,1.257143e-12,6.532646e-12,4.705521e-12,4.574786e-12,3.062805e-12,7.450563e-15,1.675874e-12,2.629202e-12,1.425804e-13,1.525244e-12,5.835718e-13,8.488317e-13,5.399934e-14,2.477152e-13,1.446934e-13,6.858863e-13,1.847346e-13,2.512460e-11,1.263030e-12,1.257143e-12,2.764477e-11,1.271069e-11,1.486403e-12,3.011647e-12,1.720874e-11,2.380600e-13,2.380600e-13,2.629202e-12,6.121820e-12,1.425804e-13,8.893601e-12,1.123817e-11,4.574786e-12,1.409288e-11,2.990583e-11,1.432143e-13,1.432143e-13,5.824653e-10,2.012186e-11,4.600066e-11,3.230771e-11,7.450563e-15,9.473568e-09,1.015447e-08,,,,
2020-12-03,3.270000e+01,-1.157000e+02,1.666122e-09,6.075283e-11,9.241508e-11,5.755788e-11,1.332840e-10,2.709881e-08,3.983525e-11,4.769391e-13,2.331841e-12,2.277384e-11,9.221725e-12,6.877288e-13,3.887246e-13,1.271747e-11,8.614712e-12,3.596012e-12,1.920202e-11,1.345998e-11,1.308602e-11,8.761046e-12,2.980225e-14,4.793780e-12,7.520739e-12,4.054631e-13,4.362908e-12,1.669287e-12,2.428053e-12,1.544632e-13,6.959616e-13,4.065196e-13,1.961954e-12,5.284268e-13,7.184572e-11,3.592862e-12,3.596012e-12,7.903459e-11,3.635848e-11,4.251803e-12,8.614712e-12,4.922499e-11,6.877288e-13,6.877288e-13,7.520739e-12,1.751125e-11,4.054631e-13,2.543745e-11,3.266200e-11,1.308602e-11,4.031219e-11,8.606020e-11,3.887246e-13,3.887246e-13,1.666122e-09,5.755788e-11,1.332840e-10,9.241508e-11,2.980225e-14,2.709881e-08,2.904822e-08,,,,
2020-12-03,3.370000e+01,-1.177000e+02,9.522631e-08,3.472295e-09,5.281934e-09,3.289690e-09,7.646725e-09,1.548818e-06,2.276763e-09,2.725920e-11,1.339437e-10,1.301627e-09,5.270628e-10,3.980892e-11,2.230052e-11,7.268604e-10,4.923693e-10,2.055282e-10,1.095505e-09,7.692980e-10,7.479242e-10,5.007330e-10,1.706179e-12,2.739859e-10,4.296604e-10,2.323170e-11,2.493597e-10,9.540720e-11,1.387741e-10,8.828264e-12,3.995292e-11,2.338521e-11,1.121344e-10,3.020196e-11,4.106972e-09,2.056745e-10,2.055282e-10,4.518174e-09,2.078050e-09,2.430096e-10,4.923693e-10,2.813428e-09,3.980892e-11,3.980892e-11,4.296604e-10,1.000846e-09,2.323170e-11,1.453738e-09,1.864803e-09,7.479242e-10,2.304022e-09,4.916749e-09,2.230052e-11,2.230052e-11,9.522631e-08,3.289690e-09,7.646725e-09,5.281934e-09,1.706179e-12,1.548818e-06,1.376222e+03,7.645249e+02,6.116975e+02,7.645249e+02,6.116975e+02
2020-12-03,3.390000e+01,-1.177000e+02,6.569666e-09,2.395538e-10,3.644009e-10,2.269559e-10,5.272383e-10,1.068530e-07,1.570740e-10,1.880614e-12,9.224488e-12,8.979929e-11,3.636209e-11,2.724464e-12,1.534439e-12,5.014613e-11,3.396858e-11,1.417940e-11,7.562033e-11,5.307390e-11,5.159933e-11,3.454559e-11,1.117584e-13,1.890230e-11,2.965495e-11,1.604030e-12,1.720334e-11,6.582147e-12,9.574032e-12,6.090623e-13,2.760254e-12,1.612298e-12,7.736160e-12,2.083634e-12,2.833239e-10,1.419235e-11,1.417940e-11,3.116956e-10,1.433647e-10,1.676524e-11,3.396858e-11,1.940985e-10,2.724464e-12,2.724464e-12,2.965495e-11,6.904843e-11,1.604030e-12,1.003074e-10,1.286942e-10,5.159933e-11,1.589546e-10,3.392481e-10,1.534439e-12,1.534439e-12,6.569666e-09,2.269559e-10,5.272383e-10,3.644009e-10,1.117584e-13,1.068530e-07,1.272764e+03,7.272789e+02,5.454847e+02,7.272789e+02,5.454847e+02
2020-12-03,3.410000e+01,-1.103000e+02,1.490027e-10,6.914956e-12,8.264763e-12,5.147452e-12,1.887207e-11,1.542209e-09,2.590911e-12,2.714287e-14,3.772096e-13,1.666379e-12,8.247072e-13,1.587066e-13,3.273471e-13,1.447517e-12,7.003831e-13,4.093022e-13,3.167344e-12,1.422599e-12,9.575134e-13,1.068420e-12,1.192090e-13,5.846073e-13,7.948749e-13,7.129022e-14,4.256496e-13,1.357144e-13,1.381819e-13,7.534791e-15,1.887353e-13,1.102426e-13,7.975422e-14,4.725768e-14,8.360586e-12,4.259898e-13,4.093022e-13,9.195878e-12,2.916735e-12,2.814311e-13,7.003831e-13,3.898550e-12,1.587066e-13,1.587066e-13,7.948749e-13,2.032124e-12,7.129022e-14,2.898290e-12,4.589943e-12,9.575134e-13,2.618054e-12,8.165510e-12,3.273471e-13,3.273471e-13,1.490027e-10,5.147452e-12,1.887207e-11,8.264763e-12,1.192090e-13,1.542209e-09,1.723615e-09,,,,
2020-12-03,3.410000e+01,-1.173000e+02,1.032183e-08,3.763712e-10,5.725226e-10,3.565780e-10,8.291913e-10,1.678804e-07,2.467842e-10,2.954696e-12,1.450542e-11,1.410867e-10,5.712971e-11,4.311530e-12,2.414185e-12,7.878629e-11,5.336919e-11,2.227773e-11,1.187754e-10,8.338621e-11,8.106946e-11,5.427575e-11,1.862641e-13,2.969805e-11,4.653075e-11,2.517436e-12,2.702875e-11,1.034144e-11,1.504209e-11,9.569185e-13,4.329117e-12,2.535580e-12,1.215454e-11,3.273668e-12,4.451523e-10,2.229291e-11,2.227773e-11,4.897230e-10,2.252452e-10,2.634044e-11,5.336919e-11,3.049548e-10,4.311530e-12,4.311530e-12,4.653075e-11,1.084843e-10,2.517436e-12,1.575325e-10,2.021616e-10,8.106946e-11,2.497389e-10,5.329700e-10,2.414185e-12,2.414185e-12,1.032183e-08,3.565780e-10,8.291913e-10,5.725226e-10,1.862641e-13,1.678804e-07,1.799608e-07,,,,
2020-12-03,3.570000e+01,-1.059000e+02,3.643794e-09,1.654650e-10,1.961003e-10,1.174555e-10,4.434935e-10,3.458954e-08,6.509663e-11,6.087759e-13,9.327364e-12,4.073370e-11,1.979297e-11,3.544448e-12,7.692656e-12,3.391326e-11,1.631893e-11,9.881725e-12,7.443258e-11,3.381409e-11,2.319310e-11,2.471612e-11,2.801412e-12,1.391365e-11,1.834327e-11,1.675320e-12,9.754471e-12,3.162145e-12,3.217664e-12,1.833466e-13,4.435281e-12,2.590701e-12,1.754593e-12,1.095519e-12,1.995085e-10,9.876094e-12,9.881725e-12,2.192663e-10,7.028114e-11,6.563155e-12,1.631893e-11,9.316321e-11,3.544448e-12,3.544448e-12,1.834327e-11,4.782691e-11,1.675320e-12,6.784550e-11,1.082467e-10,2.319310e-11,6.570541e-11,1.971452e-10,7.692656e-12,7.692656e-12,3.643794e-09,1.174555e-10,4.434935e-10,1.961003e-10,2.801412e-12,3.458954e-08,3.899319e-08,,,,
2020-12-03,3.570000e+01,-1.067000e+02,5.201550e-09,2.360963e-10,2.802506e-10,1.679941e-10,6.333937e-10,4.935068e-08,9.294892e-11,8.685720e-13,1.330521e-11,5.813810e-11,2.826496e-11,5.052161e-12,1.098659e-11,4.849183e-11,2.332276e-11,1.412093e-11,1.063040e-10,4.825895e-11,3.319379e-11,3.532909e-11,4.000952e-12,1.987665e-11,2.623087e-11,2.392678e-12,1.394002e-11,4.532860e-12,4.619224e-12,2.612061e-13,6.334430e-12,3.700018e-12,2.520233e-12,1.568096e-12,2.847307e-10,1.412278e-11,1.412093e-11,3.129744e-10,1.003431e-10,9.413290e-12,2.332276e-11,1.330791e-10,5.052161e-12,5.052161e-12,2.623087e-11,6.836847e-11,2.392678e-12,9.699202e-11,1.545629e-10,3.319379e-11,9.381749e-11,2.815742e-10,1.098659e-11,1.098659e-11,5.201550e-09,1.679941e-10,6.333937e-10,2.802506e-10,4.000952e-12,4.935068e-08,5.563787e-08,,,,
