date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2018-11-19,3.210000e+01,-1.067000e+02,2.420389e-10,8.788632e-12,1.304454e-11,8.589567e-12,2.060879e-11,3.898272e-09,5.627890e-12,6.860959e-14,3.096833e-13,3.246756e-12,1.314864e-12,9.420060e-14,5.106737e-14,1.804212e-12,1.194614e-12,5.248450e-13,2.964705e-12,2.021071e-12,1.850808e-12,1.314039e-12,6.470444e-13,1.097731e-12,5.560771e-14,6.487184e-13,2.315574e-13,3.430480e-13,2.187619e-14,8.833026e-14,5.159478e-14,2.816055e-13,7.292063e-14,1.041236e-11,4.944512e-13,5.248450e-13,1.143165e-11,5.210339e-12,5.964815e-13,1.194614e-12,7.001435e-12,9.420060e-14,9.420060e-14,1.097731e-12,2.451257e-12,5.560771e-14,3.604595e-12,4.985776e-12,1.850808e-12,5.696499e-12,1.253308e-11,5.106737e-14,5.106737e-14,2.420389e-10,8.589567e-12,2.060879e-11,1.304454e-11,3.898272e-09,4.182554e-09,,,,,,
2018-11-19,3.310000e+01,-1.107000e+02,1.452233e-10,5.492895e-12,7.826722e-12,4.685219e-12,1.177645e-11,2.293101e-09,3.463317e-12,4.035858e-14,1.858100e-13,1.893941e-12,7.889186e-13,4.710030e-14,5.106737e-14,1.127633e-12,6.516077e-13,2.624225e-13,1.482352e-12,1.122817e-12,1.079638e-12,6.570194e-13,3.697397e-13,6.098503e-13,3.336462e-14,3.243592e-13,1.263040e-13,1.929645e-13,1.215344e-14,5.888684e-14,3.439652e-14,1.642699e-13,4.375237e-14,6.335724e-12,3.013056e-13,2.624225e-13,6.899452e-12,3.007219e-12,3.314219e-13,6.516077e-13,3.990249e-12,4.710030e-14,4.710030e-14,6.098503e-13,1.497372e-12,3.336462e-14,2.140587e-12,2.605170e-12,1.079638e-12,3.503675e-12,7.188483e-12,5.106737e-14,5.106737e-14,1.452233e-10,4.685219e-12,1.177645e-11,7.826722e-12,2.293101e-09,2.462613e-09,,,,,,
2018-11-19,3.350000e+01,-1.109000e+02,2.904467e-10,1.098579e-11,1.695790e-11,1.015131e-11,2.355290e-11,4.815513e-09,7.359548e-12,8.475303e-14,4.335567e-13,4.058445e-12,1.709324e-12,1.177508e-13,5.106737e-14,2.255265e-12,1.520418e-12,6.560563e-13,3.458822e-12,2.470198e-12,2.313510e-12,1.642549e-12,8.319142e-13,1.341671e-12,7.785078e-14,7.784620e-13,2.947094e-13,4.288100e-13,2.795291e-14,1.177737e-13,6.879304e-14,3.520068e-13,9.479681e-14,1.306190e-11,6.333703e-13,6.560563e-13,1.435132e-11,6.546231e-12,7.514722e-13,1.520418e-12,8.818122e-12,1.177508e-13,1.177508e-13,1.341671e-12,3.087179e-12,7.785078e-14,4.506701e-12,5.929020e-12,2.313510e-12,7.444301e-12,1.568683e-11,5.106737e-14,5.106737e-14,2.904467e-10,1.015131e-11,2.355290e-11,1.695790e-11,4.815513e-09,1.159032e+03,7.272252e+02,4.318065e+02,7.272252e+02,4.318065e+02,,
2018-11-19,3.390000e+01,-1.099000e+02,2.662428e-10,1.208437e-11,1.434899e-11,8.589567e-12,3.238524e-11,2.522411e-09,4.762061e-12,4.439444e-14,6.813034e-13,2.976193e-12,1.446351e-12,2.590517e-13,5.617410e-13,2.480792e-12,1.194614e-12,7.216619e-13,5.435292e-12,2.470198e-12,1.696574e-12,1.806803e-12,1.016784e-12,1.341671e-12,1.223370e-13,7.135902e-13,2.315574e-13,2.358455e-13,1.336878e-14,3.238776e-13,1.891809e-13,1.290692e-13,8.021269e-14,1.457248e-11,7.223404e-13,7.216619e-13,1.601648e-11,5.136134e-12,4.807716e-13,1.194614e-12,6.811520e-12,2.590517e-13,2.590517e-13,1.341671e-12,3.497576e-12,1.223370e-13,4.961584e-12,7.905490e-12,1.696574e-12,4.806455e-12,1.440852e-11,5.617410e-13,5.617410e-13,2.662428e-10,8.589567e-12,3.238524e-11,1.434899e-11,2.522411e-09,2.249950e+03,1.699965e+03,5.499847e+02,1.699965e+03,5.499847e+02,2.045676e-13,2.045676e-13
2018-11-19,3.390000e+01,-1.093000e+02,5.082817e-10,2.307016e-11,2.739353e-11,1.639827e-11,6.182637e-11,4.815513e-09,9.091207e-12,8.475303e-14,1.300670e-12,5.681824e-12,2.761215e-12,4.945532e-13,1.072415e-12,4.736057e-12,2.280627e-12,1.377718e-12,1.037647e-11,4.715832e-12,3.238914e-12,3.449352e-12,1.941133e-12,2.561371e-12,2.335524e-13,1.362309e-12,4.420641e-13,4.502505e-13,2.552222e-14,6.183118e-13,3.611635e-13,2.464048e-13,1.531333e-13,2.782018e-11,1.379013e-12,1.377718e-12,3.057691e-11,9.805348e-12,9.178368e-13,2.280627e-12,1.300381e-11,4.945532e-13,4.945532e-13,2.561371e-12,6.677190e-12,2.335524e-13,9.472114e-12,1.509230e-11,3.238914e-12,9.175960e-12,2.750717e-11,1.072415e-12,1.072415e-12,5.082817e-10,1.639827e-11,6.182637e-11,2.739353e-11,4.815513e-09,5.429803e-09,,,,,3.905381e-13,3.905381e-13
2018-11-19,3.410000e+01,-9.630000e+01,1.936311e-10,7.690053e-12,1.174008e-11,7.027828e-12,1.766468e-11,3.439652e-09,4.762061e-12,6.053788e-14,3.096833e-13,2.705630e-12,1.183378e-12,9.420060e-14,5.106737e-14,1.578686e-12,1.086013e-12,4.592394e-13,2.470587e-12,1.571944e-12,1.542340e-12,1.149784e-12,5.546095e-13,9.757605e-13,5.560771e-14,5.189747e-13,2.105067e-13,3.001670e-13,1.944550e-14,8.833026e-14,5.159478e-14,2.464048e-13,6.562856e-14,9.149521e-12,4.519584e-13,4.592394e-13,1.006072e-11,4.407983e-12,5.301191e-13,1.086013e-12,6.024115e-12,9.420060e-14,9.420060e-14,9.757605e-13,2.133295e-12,5.560771e-14,3.164663e-12,4.042531e-12,1.542340e-12,4.822598e-12,1.040747e-11,5.106737e-14,5.106737e-14,1.936311e-10,7.027828e-12,1.766468e-11,1.174008e-11,3.439652e-09,3.669716e-09,,,,,,
2018-11-19,3.410000e+01,-1.101000e+02,2.662428e-10,1.208437e-11,1.434899e-11,8.589567e-12,3.238524e-11,2.522411e-09,4.762061e-12,4.439444e-14,6.813033e-13,2.976193e-12,1.446351e-12,2.590517e-13,5.617410e-13,2.480792e-12,1.194614e-12,7.216619e-13,5.435293e-12,2.470198e-12,1.696574e-12,1.806803e-12,1.016784e-12,1.341671e-12,1.223370e-13,7.135902e-13,2.315574e-13,2.358455e-13,1.336878e-14,3.238776e-13,1.891809e-13,1.290692e-13,8.021269e-14,1.457248e-11,7.223404e-13,7.216619e-13,1.601648e-11,5.136134e-12,4.807716e-13,1.194614e-12,6.811520e-12,2.590517e-13,2.590517e-13,1.341671e-12,3.497576e-12,1.223370e-13,4.961584e-12,7.905490e-12,1.696574e-12,4.806455e-12,1.440852e-11,5.617410e-13,5.617410e-13,2.662428e-10,8.589567e-12,3.238524e-11,1.434899e-11,2.522411e-09,2.113585e+03,1.590847e+03,5.227374e+02,1.590847e+03,5.227374e+02,2.045676e-13,2.045676e-13
2018-11-19,3.430000e+01,-9.509999e+01,1.340896e-08,6.086128e-10,7.226673e-10,4.326019e-10,1.631039e-09,1.270378e-07,2.398347e-10,2.235866e-12,3.431291e-11,1.498919e-10,7.284348e-11,1.304678e-11,2.829132e-11,1.249417e-10,6.016511e-11,3.634552e-11,2.737411e-10,1.244081e-10,8.544564e-11,9.099719e-11,5.120894e-11,6.757141e-11,6.161334e-12,3.593900e-11,1.166207e-11,1.187804e-11,6.733004e-13,1.631166e-11,9.527836e-12,6.476926e-12,4.039802e-12,7.339229e-10,3.635622e-11,3.634552e-11,8.066247e-10,2.586744e-10,2.421341e-11,6.016511e-11,3.430529e-10,1.304678e-11,1.304678e-11,6.757141e-11,1.761506e-10,6.161334e-12,2.498834e-10,3.981492e-10,8.544564e-11,2.420706e-10,7.256654e-10,2.829132e-11,2.829132e-11,1.340896e-08,4.326019e-10,1.631039e-09,7.226673e-10,1.270378e-07,1.432434e-07,,,,,1.030277e-11,1.030277e-11
2018-11-19,3.430000e+01,-9.490001e+01,1.428030e-09,6.481616e-11,7.696276e-11,4.607132e-11,1.737026e-10,1.352930e-08,2.554196e-11,2.381157e-13,3.654264e-12,1.596322e-11,7.757700e-12,1.389459e-12,3.012975e-12,1.330606e-11,6.407476e-12,3.870732e-12,2.915293e-11,1.324924e-11,9.099806e-12,9.691036e-12,5.453660e-12,7.196234e-12,6.561710e-13,3.827438e-12,1.241990e-12,1.264989e-12,7.170528e-14,1.737162e-12,1.014697e-12,6.805465e-13,4.302317e-13,7.816146e-11,3.862637e-12,3.870732e-12,8.589483e-11,2.754836e-11,2.578684e-12,6.407476e-12,3.653451e-11,1.389459e-12,1.389459e-12,7.196234e-12,1.875972e-11,6.561710e-13,2.661213e-11,4.240217e-11,9.099806e-12,2.578008e-11,7.728206e-11,3.012975e-12,3.012975e-12,1.428030e-09,4.607132e-11,1.737026e-10,7.696276e-11,1.352930e-08,1.525516e-08,,,,,1.097226e-12,1.097226e-12
2018-11-19,3.610000e+01,-9.809999e+01,7.503206e-10,6.811190e-11,8.087613e-11,1.874088e-11,6.771460e-11,8.255165e-09,3.030402e-11,1.452909e-13,1.362607e-12,1.082252e-11,4.602025e-12,3.273471e-12,5.106737e-14,4.510530e-12,2.280627e-12,3.280281e-12,1.729411e-11,2.268090e-11,9.254039e-12,1.001955e-11,1.478959e-12,2.439401e-12,5.449555e-13,1.621796e-12,3.999627e-13,2.358455e-13,2.673756e-14,2.649908e-13,4.815513e-13,1.994705e-12,5.687809e-13,7.949405e-11,3.310028e-12,3.280281e-12,8.608435e-11,1.704634e-11,6.625458e-13,2.280627e-12,1.998952e-11,3.273471e-12,3.273471e-12,2.439401e-12,5.989489e-12,5.449555e-13,8.973846e-12,3.997502e-11,9.254039e-12,3.044931e-11,7.967837e-11,5.106737e-14,5.106737e-14,7.503206e-10,1.874088e-11,6.771460e-11,8.087613e-11,8.255165e-09,9.172817e-09,,,,,,
