date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2018-08-04,3.230000e+01,-1.019000e+02,9.107178e-10,3.355725e-11,5.258847e-11,3.148042e-11,7.912707e-11,1.540756e-08,2.274794e-11,2.711731e-13,1.307137e-12,1.308915e-11,5.453053e-12,4.947542e-13,2.745011e-13,6.797494e-12,4.961974e-12,2.115889e-12,1.062407e-11,7.846084e-12,7.461450e-12,4.856031e-12,2.778511e-12,4.002849e-12,2.391253e-13,2.440927e-12,9.618015e-13,1.382983e-12,8.819287e-14,3.956661e-13,2.311134e-13,1.100100e-12,2.939762e-13,3.972042e-11,2.020856e-12,2.115889e-12,4.385716e-11,2.098313e-11,2.432977e-12,4.961974e-12,2.837808e-11,4.947542e-13,4.947542e-13,4.002849e-12,9.576005e-12,2.391253e-13,1.381798e-11,1.847015e-11,7.461450e-12,2.301911e-11,4.895072e-11,2.745011e-13,2.745011e-13,9.107178e-10,3.148042e-11,7.912707e-11,5.258847e-11,1.540756e-08,1.648147e-08,,,,,,
2018-08-04,3.370000e+01,-9.590001e+01,2.602051e-10,7.457167e-12,1.402359e-11,8.394778e-12,2.373812e-11,4.314117e-09,6.066119e-12,7.592845e-14,3.734678e-13,3.635876e-12,1.211790e-12,,,1.699373e-12,1.167523e-12,5.289724e-13,2.656017e-12,1.810635e-12,2.072625e-12,1.324372e-12,8.335534e-13,1.143671e-12,5.978134e-14,6.974078e-13,2.263062e-13,3.457456e-13,2.286482e-14,7.913323e-14,4.622268e-14,2.828828e-13,7.839366e-14,9.155007e-12,4.866324e-13,5.289724e-13,1.017061e-11,5.545074e-12,5.949167e-13,1.167523e-12,7.307514e-12,,,1.143671e-12,2.532927e-12,5.978134e-14,3.736379e-12,4.466652e-12,2.072625e-12,6.142047e-12,1.268132e-11,,,2.602051e-10,8.394778e-12,2.373812e-11,1.402359e-11,4.314117e-09,1.062483e+03,6.499946e+02,4.124886e+02,6.499946e+02,4.124886e+02,,
2018-08-04,3.570000e+01,-9.990001e+01,6.505128e-10,2.610008e-11,3.856488e-11,2.308564e-11,5.538895e-11,1.109344e-08,1.668182e-11,1.952446e-13,9.336695e-13,9.453278e-12,3.635368e-12,2.473771e-13,1.372505e-13,5.098120e-12,3.502570e-12,1.410593e-12,7.968051e-12,5.431904e-12,5.388825e-12,3.531659e-12,1.944958e-12,2.859178e-12,1.494533e-13,1.743519e-12,6.789187e-13,9.796127e-13,6.206165e-14,3.165329e-13,1.848907e-13,7.857856e-13,2.155826e-13,3.056541e-11,1.502792e-12,1.410593e-12,3.347880e-11,1.483217e-11,1.720593e-12,3.502570e-12,2.005533e-11,2.473771e-13,2.473771e-13,2.859178e-12,7.043078e-12,1.494533e-13,1.005171e-11,1.339995e-11,5.388825e-12,1.687707e-11,3.566585e-11,1.372505e-13,1.372505e-13,6.505128e-10,2.308564e-11,5.538895e-11,3.856488e-11,1.109344e-08,1.186100e-08,,,,,,
2018-08-04,3.750000e+01,-1.191000e+02,9.757691e-10,4.474299e-11,5.258847e-11,3.148042e-11,1.186906e-10,9.244536e-09,1.819835e-11,1.627038e-13,2.427541e-12,1.090763e-11,5.453053e-12,9.895086e-13,2.058758e-12,9.346554e-12,4.378212e-12,2.644862e-12,1.992013e-11,9.053174e-12,6.217874e-12,6.621861e-12,3.612065e-12,5.146519e-12,4.483600e-13,2.615279e-12,8.486484e-13,8.643641e-13,4.899604e-14,1.186998e-12,6.933402e-13,4.714713e-13,2.939762e-13,5.379239e-11,2.645786e-12,2.644862e-12,5.908304e-11,1.897596e-11,1.762009e-12,4.378212e-12,2.511618e-11,9.895086e-13,9.895086e-13,5.146519e-12,1.295862e-11,4.483600e-13,1.855350e-11,2.897330e-11,6.217874e-12,1.836106e-11,5.355223e-11,2.058758e-12,2.058758e-12,9.757691e-10,3.148042e-11,1.186906e-10,5.258847e-11,9.244536e-09,3.053184e+03,2.223787e+03,8.293962e+02,2.223787e+03,8.293962e+02,7.497319e-13,7.497319e-13
2018-08-04,3.750000e+01,-1.197000e+02,5.204102e-09,2.349007e-10,2.804718e-10,1.678956e-10,6.330165e-10,4.930419e-08,9.250830e-11,8.677538e-13,1.325811e-11,5.817402e-11,2.787116e-11,4.947543e-12,1.098004e-11,4.843214e-11,2.335047e-11,1.410593e-11,1.062407e-10,4.828359e-11,3.316200e-11,3.531659e-11,1.972743e-11,2.630444e-11,2.391253e-12,1.394816e-11,4.526125e-12,4.609942e-12,2.613122e-13,6.330658e-12,3.697815e-12,2.514514e-12,1.567873e-12,2.834754e-10,1.411086e-11,1.410593e-11,3.116922e-10,9.999333e-11,9.397379e-12,2.335047e-11,1.327412e-10,4.947543e-12,4.947543e-12,2.630444e-11,6.815957e-11,2.391253e-12,9.685526e-11,1.545243e-10,3.316200e-11,9.337606e-11,2.810623e-10,1.098004e-11,1.098004e-11,5.204102e-09,1.678956e-10,6.330165e-10,2.804718e-10,4.930419e-08,3.705477e+03,2.237192e+03,1.468285e+03,2.237192e+03,1.468285e+03,3.998570e-12,3.998570e-12
2018-08-04,3.770000e+01,-1.199000e+02,6.570179e-09,2.982866e-10,3.540957e-10,2.119682e-10,7.991834e-10,6.224654e-08,1.167728e-10,1.095539e-12,1.661932e-11,7.344470e-11,3.514190e-11,6.431805e-12,1.386231e-11,6.117744e-11,2.947996e-11,1.780874e-11,1.341289e-10,6.095805e-11,4.186702e-11,4.458720e-11,2.500660e-11,3.316646e-11,3.018957e-12,1.760955e-11,5.714233e-12,5.820052e-12,3.299067e-13,7.992456e-12,4.668490e-12,3.174574e-12,1.979440e-12,3.594932e-10,1.781496e-11,1.780874e-11,3.951169e-10,1.261961e-10,1.186419e-11,2.947996e-11,1.675403e-10,6.431805e-12,6.431805e-12,3.316646e-11,8.618404e-11,3.018957e-12,1.223695e-10,1.950869e-10,4.186702e-11,1.178683e-10,3.548223e-10,1.386231e-11,1.386231e-11,6.570179e-09,2.119682e-10,7.991834e-10,3.540957e-10,6.224654e-08,8.391089e+02,3.509583e+02,4.881506e+02,3.509583e+02,4.881506e+02,5.048195e-12,5.048195e-12
2018-08-04,3.770000e+01,-1.197000e+02,5.724512e-09,2.610008e-10,3.085190e-10,1.846851e-10,6.963182e-10,5.423461e-08,1.016075e-10,9.545292e-13,1.475198e-11,6.399142e-11,3.150652e-11,5.442297e-12,1.207805e-11,5.353026e-11,2.568551e-11,1.551652e-11,1.168647e-10,5.311195e-11,3.647820e-11,3.884825e-11,2.195024e-11,2.916361e-11,2.630379e-12,1.534297e-11,4.978737e-12,5.070936e-12,2.874434e-13,6.963724e-12,4.067596e-12,2.765965e-12,1.724661e-12,3.146010e-10,1.552194e-11,1.551652e-11,3.456395e-10,1.108409e-10,1.033712e-11,2.568551e-11,1.468635e-10,5.442297e-12,5.442297e-12,2.916361e-11,7.548050e-11,2.630379e-12,1.072745e-10,1.699767e-10,3.647820e-11,1.025620e-10,3.090169e-10,1.207805e-11,1.207805e-11,5.724512e-09,1.846851e-10,6.963182e-10,3.085190e-10,5.423461e-08,2.093079e+03,1.195236e+03,8.978437e+02,1.195236e+03,8.978437e+02,4.398427e-12,4.398427e-12
2018-08-04,3.830000e+01,-1.199000e+02,4.683692e-09,1.715148e-10,2.594364e-10,1.615995e-10,3.718972e-10,7.580520e-08,1.107066e-10,1.334171e-12,6.535686e-12,6.399142e-11,2.544758e-11,1.979017e-12,1.098004e-12,3.568684e-11,2.393423e-11,1.005047e-11,5.444835e-11,3.741979e-11,3.647820e-11,2.472162e-11,1.361470e-11,2.058608e-11,1.135845e-12,1.220464e-11,4.639278e-12,6.799664e-12,4.311651e-13,1.978331e-12,1.155567e-12,5.500499e-12,1.469881e-12,2.027721e-10,1.010428e-11,1.005047e-11,2.229269e-10,1.016436e-10,1.187011e-11,2.393423e-11,1.374480e-10,1.979017e-12,1.979017e-12,2.058608e-11,4.930155e-11,1.135845e-12,7.102348e-11,9.186813e-11,3.647820e-11,1.120408e-10,2.403872e-10,1.098004e-12,1.098004e-12,4.683692e-09,1.615995e-10,3.718972e-10,2.594364e-10,7.580520e-08,8.128193e-08,,,,,9.996425e-14,9.996425e-14
2018-08-04,3.850000e+01,-1.087000e+02,6.765332e-09,2.460865e-10,3.751311e-10,2.329551e-10,5.380640e-10,1.097018e-07,1.607521e-10,1.930752e-12,9.523427e-12,9.235124e-11,3.756547e-11,2.721148e-12,1.509756e-12,5.098120e-11,3.473382e-11,1.445858e-11,7.702450e-11,5.431905e-11,5.305920e-11,3.531659e-11,1.944958e-11,3.030728e-11,1.643987e-12,1.760955e-11,6.732611e-12,9.796127e-12,6.238829e-13,2.848796e-12,1.664016e-12,7.920719e-12,2.136227e-12,2.909265e-10,1.456976e-11,1.445858e-11,3.199548e-10,1.475263e-10,1.715262e-11,3.473382e-11,1.994127e-10,2.721148e-12,2.721148e-12,3.030728e-11,7.043078e-11,1.643987e-12,1.023820e-10,1.313435e-10,5.305920e-11,1.626829e-10,3.470856e-10,1.509756e-12,1.509756e-12,6.765332e-09,2.329551e-10,5.380640e-10,3.751311e-10,1.097018e-07,3.359491e+03,2.565041e+03,7.944510e+02,2.565041e+03,7.944510e+02,9.996423e-14,9.996423e-14
2018-08-04,3.910000e+01,-1.225000e+02,7.415845e-09,2.721866e-10,4.136959e-10,2.560407e-10,5.934530e-10,1.207953e-07,1.774339e-10,2.125997e-12,1.045710e-11,1.018045e-10,4.120084e-11,3.215903e-12,1.784257e-12,5.692901e-11,3.852827e-11,1.604549e-11,8.499254e-11,6.035449e-11,5.844802e-11,3.928971e-11,2.139454e-11,3.373830e-11,1.823331e-12,1.952742e-11,7.468106e-12,1.083336e-11,6.892109e-13,3.086196e-12,1.802685e-12,8.769367e-12,2.351810e-12,3.219334e-10,1.601006e-11,1.604549e-11,3.539889e-10,1.625328e-10,1.899068e-11,3.852827e-11,2.200517e-10,3.215903e-12,3.215903e-12,3.373830e-11,7.832354e-11,1.823331e-12,1.138852e-10,1.453470e-10,5.844802e-11,1.795599e-10,3.833550e-10,1.784257e-12,1.784257e-12,7.415845e-09,2.560407e-10,5.934530e-10,4.136959e-10,1.207953e-07,1.294744e-07,,,,,1.499464e-13,1.499464e-13
