date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2018-08-04,3.910000e+01,-1.227000e+02,2.736057e-07,9.977687e-09,1.517703e-08,9.452521e-09,2.197359e-08,4.449703e-06,6.542308e-09,7.831478e-11,3.850453e-10,3.739862e-09,1.514737e-09,1.142882e-10,6.409601e-11,2.088530e-09,1.414455e-09,5.906858e-10,3.146052e-09,2.210785e-09,2.148898e-09,1.438710e-09,7.874300e-10,1.234593e-09,6.674585e-11,7.164122e-10,2.741135e-10,3.987023e-10,2.536362e-11,1.148223e-10,6.725400e-11,3.222035e-10,8.680139e-11,1.180144e-08,5.910812e-10,5.906858e-10,1.298321e-08,5.971011e-09,6.981794e-10,1.414455e-09,8.083645e-09,1.142882e-10,1.142882e-10,1.234593e-09,2.875960e-09,6.674585e-11,4.177299e-09,5.356837e-09,2.148898e-09,6.620623e-09,1.412636e-08,6.409601e-11,6.409601e-11,2.736057e-07,9.452521e-09,2.197359e-08,1.517703e-08,4.449703e-06,9.281022e+02,2.913330e+02,6.367692e+02,2.913330e+02,6.367692e+02,4.948230e-12,4.948230e-12
2018-08-04,3.910000e+01,-1.229000e+02,3.629862e-08,1.323647e-09,2.015891e-09,1.255019e-09,2.919789e-09,5.904177e-07,8.689713e-10,1.039135e-11,5.097835e-11,4.959335e-10,2.005512e-10,1.533738e-11,8.509533e-12,2.769979e-10,1.876793e-10,7.846423e-11,4.183227e-10,2.933228e-10,2.856078e-10,1.911511e-10,1.044720e-10,1.635450e-10,8.877528e-12,9.502181e-11,3.637873e-11,5.289908e-11,3.364395e-12,1.519358e-11,8.920978e-12,4.277817e-11,1.152387e-11,1.565776e-09,7.841659e-11,7.846423e-11,1.722657e-09,7.915065e-10,9.264220e-11,1.876793e-10,1.071828e-09,1.533738e-11,1.533738e-11,1.635450e-10,3.814699e-10,8.877528e-12,5.538924e-10,7.116455e-10,2.856078e-10,8.793627e-10,1.876616e-09,8.509533e-12,8.509533e-12,3.629862e-08,1.255019e-09,2.919789e-09,2.015891e-09,5.904177e-07,2.160078e+02,1.048144e+02,1.111934e+02,1.048144e+02,1.111934e+02,6.497676e-13,6.497676e-13
2018-08-04,3.910000e+01,-1.231000e+02,5.522853e-08,2.013435e-09,3.060649e-09,1.907713e-09,4.439028e-09,8.979526e-07,1.319381e-09,1.580397e-11,7.768130e-11,7.548079e-10,3.059768e-10,2.300607e-11,1.290155e-11,4.214446e-10,2.854594e-10,1.190188e-10,6.347879e-10,4.460197e-10,4.335931e-10,2.904790e-10,1.589309e-10,2.493203e-10,1.348069e-11,1.445378e-10,5.533187e-11,8.044349e-11,5.118453e-12,2.310690e-11,1.354324e-11,6.503161e-11,1.752098e-11,2.381595e-09,1.192027e-10,1.190188e-10,2.619816e-09,1.205323e-09,1.408938e-10,2.854594e-10,1.631676e-09,2.300607e-11,2.300607e-11,2.493203e-10,5.803755e-10,1.348069e-11,8.431765e-10,1.080808e-09,4.335931e-10,1.335185e-09,2.849585e-09,1.290155e-11,1.290155e-11,5.522853e-08,1.907713e-09,4.439028e-09,3.060649e-09,8.979526e-07,5.655134e+02,2.810820e+02,2.844314e+02,2.810820e+02,2.844314e+02,9.496605e-13,9.496605e-13
2018-08-04,3.930000e+01,-1.225000e+02,3.382666e-09,1.230432e-10,1.893185e-10,1.175269e-10,2.690320e-10,5.485091e-08,8.037606e-11,9.653761e-13,4.668347e-12,4.653921e-11,1.878274e-11,1.484263e-12,8.235033e-13,2.549060e-11,1.751285e-11,7.229289e-12,3.851225e-11,2.715952e-11,2.652960e-11,1.765830e-11,9.724790e-12,1.543956e-11,8.369386e-13,8.891950e-12,3.394594e-12,4.955688e-12,3.135747e-13,1.424398e-12,8.320082e-13,3.991791e-12,1.077913e-12,1.453699e-10,7.326110e-12,7.229289e-12,1.599253e-10,7.421390e-11,8.663856e-12,1.751285e-11,1.003906e-10,1.484263e-12,1.484263e-12,1.543956e-11,3.521539e-11,8.369386e-13,5.149189e-11,6.567177e-11,2.652960e-11,8.134143e-11,1.735428e-10,8.235033e-13,8.235033e-13,3.382666e-09,1.175269e-10,2.690320e-10,1.893185e-10,5.485091e-08,5.880951e-08,,,,,4.998212e-14,4.998212e-14
2018-08-04,3.930000e+01,-1.227000e+02,1.497480e-07,5.462374e-09,8.308978e-09,5.173282e-09,1.202731e-08,2.436243e-06,3.580526e-09,4.287788e-11,2.108226e-10,2.047725e-09,8.288641e-10,6.258642e-11,3.513614e-11,1.142829e-09,7.743599e-10,3.233784e-10,1.722427e-09,1.210108e-09,1.176836e-09,7.875600e-10,4.309471e-10,6.759097e-10,3.652640e-11,3.922919e-10,1.500976e-10,2.182808e-10,1.388874e-11,6.283178e-11,3.679326e-11,1.763932e-10,4.750656e-11,6.460756e-09,3.235247e-10,3.233784e-10,7.107659e-09,3.268881e-09,3.822671e-10,7.743599e-10,4.425508e-09,6.258642e-11,6.258642e-11,6.759097e-10,1.573776e-09,3.652640e-11,2.286212e-09,2.932535e-09,1.176836e-09,3.623404e-09,7.732774e-09,3.513614e-11,3.513614e-11,1.497480e-07,5.173282e-09,1.202731e-08,8.308978e-09,2.436243e-06,6.375972e+02,2.792624e+02,3.583348e+02,2.792624e+02,3.583348e+02,2.699035e-12,2.699035e-12
2018-08-04,3.930000e+01,-1.229000e+02,4.956906e-08,1.804634e-09,2.745118e-09,1.708337e-09,3.972179e-09,8.048909e-07,1.182893e-09,1.416608e-11,6.965174e-11,6.762729e-10,2.744703e-10,2.077968e-11,1.166630e-11,3.789603e-10,2.556876e-10,1.068524e-10,5.697156e-10,4.001503e-10,3.888244e-10,2.604599e-10,1.425376e-10,2.230159e-10,1.207583e-11,1.295435e-10,4.956106e-11,7.214559e-11,4.586029e-12,2.073290e-11,1.215656e-11,5.827386e-11,1.569833e-11,2.134746e-09,1.068617e-10,1.068524e-10,2.348460e-09,1.080287e-09,1.262927e-10,2.556876e-10,1.462267e-09,2.077968e-11,2.077968e-11,2.230159e-10,5.214978e-10,1.207583e-11,7.565896e-10,9.698659e-10,3.888244e-10,1.197059e-09,2.555749e-09,1.166630e-11,1.166630e-11,4.956906e-08,1.708337e-09,3.972179e-09,2.745118e-09,8.048909e-07,7.174020e+02,2.326782e+02,4.847238e+02,2.326782e+02,4.847238e+02,8.996782e-13,8.996782e-13
2018-08-04,3.930000e+01,-1.231000e+02,1.476664e-08,5.369160e-10,8.168742e-10,5.099828e-10,1.186906e-09,2.397416e-07,3.518348e-10,4.219453e-12,2.072746e-11,2.014275e-10,8.179579e-11,6.184428e-12,3.431264e-12,1.121586e-10,7.618089e-11,3.191467e-11,1.699851e-10,1.188983e-10,1.156525e-10,7.769650e-11,4.251122e-11,6.633293e-11,3.586880e-12,3.853178e-11,1.476648e-11,2.149385e-11,1.368623e-12,6.172392e-12,3.605369e-12,1.735015e-11,4.684021e-12,6.353399e-10,3.181193e-11,3.191467e-11,6.990666e-10,3.217551e-10,3.762896e-11,7.618089e-11,4.355649e-10,6.184428e-12,6.184428e-12,6.633293e-11,1.546699e-10,3.586880e-12,2.245897e-10,2.888834e-10,1.156525e-10,3.560543e-10,7.605901e-10,3.431264e-12,3.431264e-12,1.476664e-08,5.099828e-10,1.186906e-09,8.168742e-10,2.397416e-07,2.570223e-07,,,,,2.499106e-13,2.499106e-13
2018-08-04,3.990000e+01,-1.077000e+02,5.854614e-10,2.982866e-11,3.155308e-11,1.888825e-11,7.121436e-11,5.546722e-09,1.061571e-11,9.762230e-14,1.493871e-12,6.544577e-12,3.635368e-12,4.947542e-13,1.235255e-12,5.947807e-12,2.626927e-12,1.586917e-12,1.195208e-11,5.431904e-12,3.730725e-12,3.973117e-12,2.222809e-12,2.859178e-12,2.690160e-13,1.569168e-12,5.091890e-13,5.186185e-13,2.939762e-14,7.121991e-13,4.160041e-13,2.828828e-13,1.763857e-13,3.529565e-11,1.587472e-12,1.586917e-12,3.847004e-11,1.174911e-11,1.057205e-12,2.626927e-12,1.543324e-11,4.947542e-13,4.947542e-13,2.859178e-12,8.170616e-12,2.690160e-13,1.129881e-11,1.738398e-11,3.730725e-12,1.071333e-11,3.182803e-11,1.235255e-12,1.235255e-12,5.854614e-10,1.888825e-11,7.121436e-11,3.155308e-11,5.546722e-09,3.016927e+03,2.238709e+03,7.782184e+02,2.238709e+03,7.782184e+02,4.498391e-13,4.498391e-13
2018-08-04,4.030000e+01,-1.067000e+02,6.505128e-10,2.982866e-11,3.505898e-11,2.098694e-11,7.912707e-11,6.163024e-09,1.061571e-11,1.084692e-13,1.680605e-12,7.271752e-12,3.635368e-12,4.947542e-13,1.372505e-12,5.947807e-12,2.918808e-12,1.763241e-12,1.328008e-11,6.035449e-12,4.145250e-12,4.414574e-12,2.500660e-12,3.431013e-12,2.989067e-13,1.743519e-12,5.657656e-13,5.762427e-13,3.266403e-14,7.913323e-13,4.622268e-13,3.143142e-13,1.959842e-13,3.592384e-11,1.763858e-12,1.763241e-12,3.945094e-11,1.265064e-11,1.174672e-12,2.918808e-12,1.674412e-11,4.947542e-13,4.947542e-13,3.431013e-12,8.448468e-12,2.989067e-13,1.217839e-11,1.931553e-11,4.145250e-12,1.072418e-11,3.418496e-11,1.372505e-12,1.372505e-12,6.505128e-10,2.098694e-11,7.912707e-11,3.505898e-11,6.163024e-09,3.755968e+03,2.819798e+03,9.361707e+02,2.819798e+03,9.361707e+02,4.998213e-13,4.998213e-13
2018-08-04,4.050000e+01,-1.225000e+02,7.676049e-09,3.467582e-10,4.136959e-10,2.476460e-10,9.336993e-10,7.272369e-08,1.364876e-10,1.279937e-12,1.960706e-11,8.580667e-11,4.180674e-11,7.421314e-12,1.619556e-11,7.137368e-11,3.444194e-11,2.080625e-11,1.567050e-10,7.121830e-11,4.891395e-11,5.209197e-11,2.917437e-11,3.831298e-11,3.527099e-12,2.057353e-11,6.676034e-12,6.799665e-12,3.854355e-13,9.337721e-12,5.454276e-12,3.708908e-12,2.312613e-12,4.184573e-10,2.081352e-11,2.080625e-11,4.600770e-10,1.481869e-10,1.386113e-11,3.444194e-11,1.964900e-10,7.421314e-12,7.421314e-12,3.831298e-11,1.005481e-10,3.527099e-12,1.423881e-10,2.279233e-10,4.891395e-11,1.377676e-10,4.146049e-10,1.619556e-11,1.619556e-11,7.676049e-09,2.476460e-10,9.336993e-10,4.136959e-10,7.272369e-08,4.517201e+02,2.691934e+02,1.825267e+02,2.691934e+02,1.825267e+02,5.897890e-12,5.897890e-12
2018-08-04,4.050000e+01,-1.227000e+02,1.122785e-07,5.096973e-09,6.051180e-09,3.622347e-09,1.365733e-08,1.063738e-06,2.007885e-09,1.872179e-11,2.871967e-10,1.255104e-09,6.101359e-10,1.093407e-10,2.368944e-10,1.045964e-09,5.037862e-10,3.043354e-10,2.292142e-09,1.041719e-09,7.154701e-10,7.619554e-10,4.287243e-10,5.655454e-10,5.159128e-11,3.009315e-10,9.765114e-11,9.945950e-11,5.637811e-12,1.365840e-10,7.978035e-11,5.425064e-11,3.382686e-11,6.146125e-09,3.044418e-10,3.043354e-10,6.754902e-09,2.166172e-09,2.027484e-10,5.037862e-10,2.872707e-09,1.093407e-10,1.093407e-10,5.655454e-10,1.474689e-09,5.159128e-11,2.091825e-09,3.333861e-09,7.154701e-10,2.026606e-09,6.075937e-09,2.368944e-10,2.368944e-10,1.122785e-07,3.622347e-09,1.365733e-08,6.051180e-09,1.063738e-06,4.420375e+02,2.620359e+02,1.800016e+02,2.620359e+02,1.800016e+02,8.626914e-11,8.626914e-11
2018-08-04,4.070000e+01,-1.225000e+02,1.496179e-08,6.786021e-10,8.063565e-10,4.826998e-10,1.819922e-09,1.417496e-07,2.684257e-10,2.494792e-12,3.828045e-11,1.672503e-10,8.179579e-11,1.459525e-11,3.156762e-11,1.384989e-10,6.713259e-11,4.055455e-11,3.054419e-10,1.388153e-10,9.534076e-11,1.015352e-10,5.723733e-11,7.548229e-11,6.874854e-12,4.010095e-11,1.301261e-11,1.325358e-11,7.512726e-13,1.820064e-11,1.063122e-11,7.229227e-12,4.507636e-12,8.184178e-10,4.056872e-11,4.055455e-11,8.995411e-10,2.891470e-10,2.701746e-11,6.713259e-11,3.832971e-10,1.459525e-11,1.459525e-11,7.548229e-11,1.957363e-10,6.874854e-12,2.780934e-10,4.442573e-10,9.534076e-11,2.709205e-10,8.105185e-10,3.156762e-11,3.156762e-11,1.496179e-08,4.826998e-10,1.819922e-09,8.063565e-10,1.417496e-07,4.434010e+02,1.804328e+02,2.629683e+02,1.804328e+02,2.629683e+02,1.149589e-11,1.149589e-11
2018-08-04,4.070000e+01,-1.227000e+02,9.360878e-08,4.250584e-09,5.044987e-09,3.020022e-09,1.138638e-08,8.868591e-07,1.674249e-09,1.560872e-11,2.395796e-10,1.046405e-09,5.089515e-10,9.103479e-11,1.975035e-10,8.726282e-10,4.200165e-10,2.537304e-10,1.911004e-09,8.685011e-10,5.965015e-10,6.352572e-10,3.575944e-10,4.717643e-10,4.301267e-11,2.508924e-10,8.141367e-11,8.292134e-11,4.700354e-12,1.138727e-10,6.651443e-11,4.522982e-11,2.820212e-11,5.125421e-09,2.538191e-10,2.537304e-10,5.632971e-09,1.806249e-09,1.690354e-10,4.200165e-10,2.395301e-09,9.103479e-11,9.103479e-11,4.717643e-10,1.230223e-09,4.301267e-11,1.745000e-09,2.779505e-09,5.965015e-10,1.689857e-09,5.065864e-09,1.975035e-10,1.975035e-10,9.360878e-08,3.020022e-09,1.138638e-08,5.044987e-09,8.868591e-07,1.985100e+03,7.133199e+02,1.271780e+03,7.133199e+02,1.271780e+03,7.192427e-11,7.192427e-11
2018-08-04,4.090000e+01,-1.227000e+02,4.709712e-08,2.140207e-09,2.538270e-09,1.519455e-09,5.728800e-09,4.462029e-07,8.431904e-10,7.853172e-12,1.206301e-10,5.264749e-10,2.562935e-10,4.576477e-11,9.936939e-11,4.392880e-10,2.113217e-10,1.276587e-10,9.614782e-10,4.369666e-10,3.001161e-10,3.196152e-10,1.800475e-10,2.373118e-10,2.164084e-11,1.262308e-10,4.096143e-11,4.171997e-11,2.364876e-12,5.729246e-11,3.346522e-11,2.275635e-11,1.418925e-11,2.580452e-09,1.277033e-10,1.276587e-10,2.835814e-09,9.089992e-10,8.504628e-11,2.113217e-10,1.205367e-09,4.576477e-11,4.576477e-11,2.373118e-10,6.193356e-10,2.164084e-11,8.782882e-10,1.398445e-09,3.001161e-10,8.510435e-10,2.549604e-09,9.936939e-11,9.936939e-11,4.709712e-08,1.519455e-09,5.728800e-09,2.538270e-09,4.462029e-07,4.867443e+02,2.951544e+02,1.915899e+02,2.951544e+02,1.915899e+02,3.618706e-11,3.618706e-11
