date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2017-12-20,3.110000e+01,-1.015000e+02,6.055638e-10,2.208105e-11,3.358892e-11,2.091982e-11,4.862873e-11,9.849256e-09,1.447841e-11,1.733469e-13,8.502408e-13,8.277315e-12,3.351702e-12,2.538624e-13,1.442207e-13,4.622256e-12,3.131078e-12,1.306996e-12,6.966378e-12,4.885066e-12,4.756205e-12,3.184264e-12,1.011466e-14,1.742333e-12,2.732183e-12,1.477388e-13,1.585730e-12,6.067142e-13,8.824933e-13,5.614076e-14,2.541108e-13,1.487238e-13,7.130861e-13,1.920605e-13,2.611555e-11,1.307981e-12,1.306996e-12,2.873053e-11,1.321475e-11,1.545348e-12,3.131078e-12,1.789117e-11,2.538624e-13,2.538624e-13,2.732183e-12,6.364589e-12,1.477388e-13,9.244511e-12,1.185144e-11,4.756205e-12,1.465175e-11,3.125940e-11,1.442207e-13,1.442207e-13,6.055638e-10,2.091982e-11,4.862873e-11,3.358892e-11,1.011466e-14,9.849256e-09,1.055797e-08,,,,
2017-12-20,3.110000e+01,-9.750000e+01,5.540264e-10,2.020181e-11,3.073029e-11,1.913941e-11,4.449011e-11,9.011021e-09,1.324620e-11,1.585940e-13,7.848376e-13,7.572862e-12,3.066451e-12,2.357294e-13,1.287685e-13,4.228872e-12,2.864604e-12,1.195762e-12,6.373495e-12,4.509291e-12,4.351422e-12,2.913263e-12,1.011466e-14,1.594050e-12,2.499657e-12,1.351653e-13,1.450774e-12,5.550789e-13,8.073875e-13,5.136282e-14,2.324843e-13,1.360664e-13,6.523979e-13,1.757149e-13,2.389991e-11,1.196664e-12,1.195762e-12,2.629233e-11,1.209009e-11,1.413829e-12,2.864604e-12,1.636852e-11,2.357294e-13,2.357294e-13,2.499657e-12,5.822922e-12,1.351653e-13,8.457744e-12,1.088279e-11,4.351422e-12,1.340479e-11,2.863900e-11,1.287685e-13,1.287685e-13,5.540264e-10,1.913941e-11,4.449011e-11,3.073029e-11,1.011466e-14,9.011021e-09,9.659417e-09,,,,
2017-12-20,3.130000e+01,-9.770000e+01,2.473792e-09,9.020342e-11,1.372143e-10,8.545969e-11,1.986535e-10,4.023526e-08,5.914583e-11,7.081405e-13,3.466366e-12,3.381371e-11,1.369206e-11,1.033583e-12,5.768827e-13,1.888241e-11,1.279079e-11,5.339219e-12,2.845840e-11,1.991604e-11,1.942961e-11,1.300806e-11,4.383021e-14,7.117617e-12,1.116126e-11,6.035288e-13,6.477876e-12,2.478492e-12,3.605079e-12,2.293410e-13,1.038070e-12,6.075524e-13,2.913033e-12,7.845875e-13,1.066778e-10,5.343242e-12,5.339219e-12,1.173603e-10,5.398364e-11,6.312912e-12,1.279079e-11,7.308734e-11,1.033583e-12,1.033583e-12,1.116126e-11,2.600002e-11,6.035288e-13,3.776481e-11,4.837444e-11,1.942961e-11,5.985397e-11,1.276580e-10,5.768827e-13,5.768827e-13,2.473792e-09,8.545969e-11,1.986535e-10,1.372143e-10,4.383021e-14,4.023526e-08,4.313042e-08,,,,
2017-12-20,3.150000e+01,-1.017000e+02,1.133821e-09,4.134323e-11,6.288989e-11,3.916902e-11,9.104954e-11,1.844116e-08,2.710850e-11,3.245644e-13,1.591476e-12,1.549795e-11,6.275527e-12,4.714588e-13,2.626877e-13,8.654436e-12,5.862445e-12,2.447142e-12,1.304343e-11,9.143841e-12,8.905236e-12,5.962027e-12,2.022933e-14,3.262241e-12,5.115578e-12,2.766174e-13,2.969027e-12,1.135975e-12,1.652328e-12,1.051146e-13,4.757819e-13,2.784615e-13,1.335140e-12,3.596026e-13,4.889674e-11,2.448986e-12,2.447142e-12,5.379287e-11,2.474250e-11,2.893418e-12,5.862445e-12,3.349837e-11,4.714588e-13,4.714588e-13,5.115578e-12,1.191668e-11,2.766174e-13,1.730887e-11,2.218727e-11,8.905236e-12,2.743307e-11,5.852558e-11,2.626877e-13,2.626877e-13,1.133821e-09,3.916902e-11,9.104954e-11,6.288989e-11,2.022933e-14,1.844116e-08,1.976811e-08,,,,
2017-12-20,3.170000e+01,-1.003000e+02,4.767204e-10,1.738295e-11,2.644234e-11,1.646879e-11,3.828219e-11,7.753670e-09,1.139789e-11,1.364646e-13,6.540314e-13,6.516184e-12,2.638574e-12,1.994633e-13,1.081655e-13,3.638797e-12,2.464891e-12,1.028912e-12,5.484170e-12,3.757743e-12,3.744247e-12,2.506761e-12,1.011466e-14,1.371624e-12,2.150868e-12,1.163050e-13,1.248341e-12,4.776260e-13,6.947288e-13,4.419592e-14,2.000447e-13,1.170804e-13,5.613657e-13,1.511965e-13,2.054374e-11,1.029687e-12,1.028912e-12,2.260234e-11,1.040310e-11,1.216551e-12,2.464891e-12,1.408454e-11,1.994633e-13,1.994633e-13,2.150868e-12,5.010421e-12,1.163050e-13,7.277594e-12,9.241913e-12,3.744247e-12,1.153436e-11,2.452052e-11,1.081655e-13,1.081655e-13,4.767204e-10,1.646879e-11,3.828219e-11,2.644234e-11,1.011466e-14,7.753670e-09,8.311593e-09,,,,
2017-12-20,3.170000e+01,-9.809999e+01,2.576867e-10,9.396190e-12,1.429316e-11,8.902051e-12,2.069308e-11,4.191173e-09,6.161024e-12,7.376464e-14,3.488167e-13,3.522261e-12,1.426256e-12,1.087982e-13,5.665813e-14,1.966917e-12,1.332374e-12,5.561686e-13,2.964416e-12,2.004130e-12,2.023917e-12,1.355006e-12,3.371555e-15,7.414184e-13,1.162631e-12,6.286759e-14,6.747788e-13,2.581762e-13,3.755291e-13,2.388968e-14,1.081323e-13,6.328670e-14,3.034409e-13,8.172786e-14,1.110001e-11,5.565877e-13,5.561686e-13,1.221277e-11,5.623296e-12,6.575950e-13,1.332374e-12,7.613265e-12,1.087982e-13,1.087982e-13,1.162631e-12,2.708336e-12,6.286759e-14,3.933835e-12,4.968546e-12,2.023917e-12,6.234788e-12,1.322725e-11,5.665813e-14,5.665813e-14,2.576867e-10,8.902051e-12,2.069308e-11,1.429316e-11,3.371555e-15,4.191173e-09,4.492751e-09,,,,
2017-12-20,3.170000e+01,-9.790001e+01,7.601758e-10,2.771876e-11,4.216481e-11,2.626105e-11,6.104457e-11,1.236396e-08,1.817502e-11,2.176057e-13,1.068251e-12,1.039067e-11,4.207455e-12,3.263946e-13,1.802759e-13,5.802406e-12,3.930503e-12,1.640697e-12,8.745028e-12,6.137647e-12,5.970556e-12,3.997268e-12,1.348622e-14,2.187184e-12,3.429762e-12,1.854594e-13,1.990597e-12,7.616199e-13,1.107811e-12,7.047456e-14,3.189901e-13,1.866958e-13,8.951507e-13,2.410972e-13,3.278428e-11,1.641934e-12,1.640697e-12,3.606691e-11,1.658872e-11,1.939905e-12,3.930503e-12,2.245913e-11,3.263946e-13,3.263946e-13,3.429762e-12,7.989590e-12,1.854594e-13,1.160481e-11,1.488267e-11,5.970556e-12,1.839263e-11,3.924586e-11,1.802759e-13,1.802759e-13,7.601758e-10,2.626105e-11,6.104457e-11,4.216481e-11,1.348622e-14,1.236396e-08,1.325362e-08,,,,
2017-12-20,3.190000e+01,-1.033000e+02,6.957541e-10,2.536971e-11,3.859152e-11,2.403554e-11,5.587131e-11,1.131617e-08,1.663476e-11,1.991645e-13,9.810471e-13,9.510106e-12,3.850891e-12,2.901285e-13,1.648236e-13,5.310677e-12,3.597409e-12,1.501655e-12,8.003924e-12,5.636614e-12,5.464577e-12,3.658517e-12,1.348622e-14,2.001830e-12,3.139104e-12,1.697425e-13,1.821903e-12,6.970758e-13,1.013928e-12,6.450215e-14,2.919571e-13,1.708741e-13,8.192904e-13,2.206652e-13,3.000928e-11,1.502787e-12,1.501655e-12,3.301372e-11,1.518290e-11,1.775506e-12,3.597409e-12,2.055582e-11,2.901285e-13,2.901285e-13,3.139104e-12,7.312507e-12,1.697425e-13,1.062135e-11,1.364054e-11,5.464577e-12,1.683393e-11,3.593904e-11,1.648236e-13,1.648236e-13,6.957541e-10,2.403554e-11,5.587131e-11,3.859152e-11,1.348622e-14,1.131617e-08,1.213043e-08,,,,
2017-12-20,3.270000e+01,-1.151000e+02,3.659151e-09,1.334259e-10,2.029628e-10,1.264091e-10,2.938417e-10,5.951465e-08,8.748654e-11,1.047458e-12,5.145047e-12,5.001611e-11,2.025284e-11,1.523175e-12,8.550226e-13,2.793023e-11,1.891971e-11,7.897594e-12,4.209471e-11,2.956091e-11,2.873963e-11,1.924109e-11,6.405954e-14,1.052814e-11,1.650936e-11,8.927198e-13,9.581859e-12,3.666103e-12,5.332513e-12,3.392335e-13,1.535478e-12,8.986712e-13,4.308861e-12,1.160536e-12,1.578120e-10,7.903546e-12,7.897594e-12,1.736132e-10,7.985081e-11,9.337849e-12,1.891971e-11,1.081084e-10,1.523175e-12,1.523175e-12,1.650936e-11,3.845837e-11,8.927198e-13,5.586045e-11,7.165563e-11,2.873963e-11,8.853400e-11,1.889292e-10,8.550226e-13,8.550226e-13,3.659151e-09,1.264091e-10,2.938417e-10,2.029628e-10,6.405954e-14,5.951465e-08,6.379708e-08,,,,
2017-12-20,3.450000e+01,-1.191000e+02,2.679942e-09,9.772038e-11,1.486488e-10,9.258134e-11,2.152080e-10,4.358819e-08,6.407465e-11,7.671522e-13,3.793382e-12,3.663152e-11,1.483306e-11,1.106115e-12,6.283901e-13,2.045594e-11,1.385669e-11,5.784154e-12,3.082993e-11,2.179491e-11,2.104874e-11,1.409207e-11,4.720176e-14,7.710752e-12,1.209136e-11,6.538230e-13,7.017700e-12,2.685033e-12,3.905502e-12,2.484527e-13,1.124575e-12,6.581817e-13,3.155785e-12,8.499698e-13,1.156058e-10,5.788512e-12,5.784154e-12,1.271785e-10,5.848228e-11,6.838988e-12,1.385669e-11,7.917796e-11,1.106115e-12,1.106115e-12,1.209136e-11,2.816669e-11,6.538230e-13,4.091188e-11,5.262484e-11,2.104874e-11,6.484180e-11,1.385154e-10,6.283901e-13,6.283901e-13,2.679942e-09,9.258134e-11,2.152080e-10,1.486488e-10,4.720176e-14,4.358819e-08,1.886281e+03,1.108759e+03,7.775228e+02,1.108759e+03,7.775228e+02
