date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c5h8fire,terpenesfire,c2h6sfire,isoprene_isoprene,isoprene_total,terpenes_monoterpenes,terpenes_total,other_dms,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-23,4.830000e+01,-1.203000e+02,5.955787e-07,2.703502e-08,3.209834e-08,1.921465e-08,7.244500e-08,5.642573e-06,1.065105e-08,9.930929e-11,1.523848e-09,6.657672e-09,3.236211e-09,5.549239e-09,2.672322e-09,1.614340e-09,1.215862e-08,5.526308e-09,3.795195e-09,4.041775e-09,2.275052e-09,3.001412e-09,2.736648e-10,1.596284e-09,5.179882e-10,5.275806e-10,2.990564e-11,7.245064e-10,4.231930e-10,2.877712e-10,1.794338e-10,3.260065e-08,1.614904e-09,1.614340e-09,3.582989e-08,1.149017e-08,1.075474e-09,2.672322e-09,1.523796e-08,3.001412e-09,7.824291e-09,2.736648e-10,1.109937e-08,1.768492e-08,3.795195e-09,1.075036e-08,3.223048e-08,5.955787e-07,1.921465e-08,7.244500e-08,3.209834e-08,5.642573e-06,2.309272e+03,5.793411e-10,1.256601e-09,4.576127e-10,5.793411e-10,5.793411e-10,1.256601e-09,1.256601e-09,4.576127e-10,1.283797e+03,1.025476e+03,1.283797e+03,1.025476e+03
2018-08-23,4.830000e+01,-1.205000e+02,8.527916e-08,3.867471e-09,4.596068e-09,2.751290e-09,1.037319e-08,8.079435e-07,1.523744e-09,1.421981e-11,2.179592e-10,9.532926e-10,4.618833e-10,7.942654e-10,3.826420e-10,2.311526e-10,1.740957e-09,7.896819e-10,5.434229e-10,5.787300e-10,3.250074e-10,4.287732e-10,3.918526e-11,2.285672e-10,7.416921e-11,7.554272e-11,4.282101e-12,1.037399e-10,6.059576e-11,4.120512e-11,2.569260e-11,4.664160e-09,2.312334e-10,2.311526e-10,5.126546e-09,1.643743e-09,1.539940e-10,3.826420e-10,2.180379e-09,4.287732e-10,1.119273e-09,3.918526e-11,1.587231e-09,2.530639e-09,5.434229e-10,1.537964e-09,4.612025e-09,8.527916e-08,2.751290e-09,1.037319e-08,4.596068e-09,8.079435e-07,1.468266e+03,8.285134e-11,1.799290e-10,6.552421e-11,8.285134e-11,8.285134e-11,1.799290e-10,1.799290e-10,6.552421e-11,6.305967e+02,8.376696e+02,6.305967e+02,8.376696e+02
2018-08-23,4.850000e+01,-1.141000e+02,9.016973e-09,4.100452e-10,4.859641e-10,2.909070e-10,1.096806e-09,8.542771e-08,1.629876e-10,1.503528e-12,2.333610e-11,1.007962e-10,4.845988e-11,8.494817e-11,4.045857e-11,2.444087e-11,1.840797e-10,8.350996e-11,5.745868e-11,6.119187e-11,3.472301e-11,4.573581e-11,4.143245e-12,2.416750e-11,7.842264e-12,7.987492e-12,4.527669e-13,1.096892e-11,6.407079e-12,4.356814e-12,2.716601e-12,4.945732e-10,2.444941e-11,2.444087e-11,5.434634e-10,1.734236e-10,1.628252e-11,4.045857e-11,2.301646e-10,4.573581e-11,1.196712e-10,4.143245e-12,1.695502e-10,2.675896e-10,5.745868e-11,1.644911e-10,4.895394e-10,9.016973e-09,2.909070e-10,1.096806e-09,4.859641e-10,8.542771e-08,1.753248e+03,8.656111e-12,1.902475e-11,6.928188e-12,8.656111e-12,8.656111e-12,1.902475e-11,1.902475e-11,6.928188e-12,1.297600e+03,4.556483e+02,1.297600e+03,4.556483e+02
2018-08-23,4.850000e+01,-1.139000e+02,1.711696e-08,7.734943e-10,9.225081e-10,5.522303e-10,2.082073e-09,1.621679e-07,3.070231e-10,2.854154e-12,4.387188e-11,1.913419e-10,9.237665e-11,1.592778e-10,7.680270e-11,4.639623e-11,3.494393e-10,1.582294e-10,1.090741e-10,1.161609e-10,6.527926e-11,8.575464e-11,7.865142e-12,4.587729e-11,1.488701e-11,1.516270e-11,8.594897e-13,2.082235e-11,1.216259e-11,8.270561e-12,5.156938e-12,9.335270e-10,4.641244e-11,4.639623e-11,1.026336e-09,3.295958e-10,3.090920e-11,7.680270e-11,4.373077e-10,8.575464e-11,2.245571e-10,7.865142e-12,3.181769e-10,5.076687e-10,1.090741e-10,3.098773e-10,9.266200e-10,1.711696e-08,5.522303e-10,2.082073e-09,9.225081e-10,1.621679e-07,1.768340e+03,1.669393e-11,3.611478e-11,1.315181e-11,1.669393e-11,1.669393e-11,3.611478e-11,3.611478e-11,1.315181e-11,1.310860e+03,4.574794e+02,1.310860e+03,4.574794e+02
2018-08-23,4.850000e+01,-1.155000e+02,1.473281e-07,6.691192e-09,7.940159e-09,4.753125e-09,1.792070e-08,1.395802e-06,2.638124e-09,2.456612e-11,3.771114e-10,1.646907e-09,7.995881e-10,1.374037e-09,6.610518e-10,3.993390e-10,3.007674e-09,1.366926e-09,9.388164e-10,9.998129e-10,5.625128e-10,7.417776e-10,6.769639e-11,3.948724e-10,1.281346e-10,1.305075e-10,7.397751e-12,1.792210e-10,1.046851e-10,7.118590e-11,4.438650e-11,8.068116e-09,3.994785e-10,3.993390e-10,8.866934e-09,2.841367e-09,2.660399e-10,6.610518e-10,3.768458e-09,7.417776e-10,1.936549e-09,6.769639e-11,2.746023e-09,4.374600e-09,9.388164e-10,2.662691e-09,7.976107e-09,1.473281e-07,4.753125e-09,1.792070e-08,7.940159e-09,1.395802e-06,1.856917e+03,1.434441e-10,3.108451e-10,1.131995e-10,1.434441e-10,1.434441e-10,3.108451e-10,3.108451e-10,1.131995e-10,1.059875e+03,7.970412e+02,1.059875e+03,7.970412e+02
2018-08-23,4.850000e+01,-1.205000e+02,2.750941e-09,1.211497e-10,1.482602e-10,8.875129e-11,3.346189e-10,2.606269e-08,4.927531e-11,4.587034e-13,7.000831e-12,3.075137e-11,1.362934e-11,2.548445e-11,1.234329e-11,7.456537e-12,5.615989e-11,2.637157e-11,1.752977e-11,1.866871e-11,1.041690e-11,1.286320e-11,1.264041e-12,7.373136e-12,2.392555e-12,2.436862e-12,1.381323e-13,3.346450e-12,1.954702e-12,1.329197e-12,8.287936e-13,1.468193e-10,7.459143e-12,7.456537e-12,1.617349e-10,5.175385e-11,4.967549e-12,1.234329e-11,6.906469e-11,1.286320e-11,3.590135e-11,1.264041e-12,5.002859e-11,8.253145e-11,1.752977e-11,4.973401e-11,1.497952e-10,2.750941e-09,8.875129e-11,3.346189e-10,1.482602e-10,2.606269e-08,2.500000e+02,3.091468e-12,5.804162e-12,2.113684e-12,3.091468e-12,3.091468e-12,5.804162e-12,5.804162e-12,2.113684e-12,1.136183e+02,1.363817e+02,1.136183e+02,1.363817e+02
2018-08-23,4.870000e+01,-1.141000e+02,8.711313e-09,3.914067e-10,4.694907e-10,2.810458e-10,1.059627e-09,8.253186e-08,1.554068e-10,1.452561e-12,2.193594e-11,9.737934e-11,4.694551e-11,8.070076e-11,3.908709e-11,2.361237e-11,1.778397e-10,8.057979e-11,5.551093e-11,5.911757e-11,3.333409e-11,4.430656e-11,4.002795e-12,2.334826e-11,7.576425e-12,7.716729e-12,4.374189e-13,1.059709e-11,6.189890e-12,4.209125e-12,2.624513e-12,4.724602e-10,2.362062e-11,2.361237e-11,5.196932e-10,1.676731e-10,1.573057e-11,3.908709e-11,2.224908e-10,4.430656e-11,1.140349e-10,4.002795e-12,1.623442e-10,2.584195e-10,5.551093e-11,1.568593e-10,4.707897e-10,8.711313e-09,2.810458e-10,1.059627e-09,4.694907e-10,8.253186e-08,1.416239e+03,8.656110e-12,1.837985e-11,6.693334e-12,8.656110e-12,8.656110e-12,1.837985e-11,1.837985e-11,6.693334e-12,1.039864e+03,3.763753e+02,1.039864e+03,3.763753e+02
2018-08-23,4.870000e+01,-1.139000e+02,1.344904e-08,6.057486e-10,7.248278e-10,4.338952e-10,1.635915e-09,1.274176e-07,2.425862e-10,2.242550e-12,3.407071e-11,1.503400e-10,7.420420e-11,1.231748e-10,6.034498e-11,3.645418e-11,2.745595e-10,1.245324e-10,8.570109e-11,9.126924e-11,5.139006e-11,6.717446e-11,6.179754e-12,3.604644e-11,1.169694e-11,1.191355e-11,6.753134e-13,1.636042e-11,9.556321e-12,6.498298e-12,4.051880e-12,7.310885e-10,3.646692e-11,3.645418e-11,8.040096e-10,2.605907e-10,2.428580e-11,6.034498e-11,3.452215e-10,6.717446e-11,1.745649e-10,6.179754e-12,2.479191e-10,3.990919e-10,8.570109e-11,2.448287e-10,7.296217e-10,1.344904e-08,4.338952e-10,1.635915e-09,7.248278e-10,1.274176e-07,8.881052e+02,1.360246e-11,2.837590e-11,1.033357e-11,1.360246e-11,1.360246e-11,2.837590e-11,2.837590e-11,1.033357e-11,5.139044e+02,3.742008e+02,5.139044e+02,3.742008e+02
2018-08-23,4.870000e+01,-1.181000e+02,1.711696e-08,7.828135e-10,9.225081e-10,5.522303e-10,2.082073e-09,1.621679e-07,3.070231e-10,2.854154e-12,4.387187e-11,1.913419e-10,9.389101e-11,1.592778e-10,7.680270e-11,4.639623e-11,3.494393e-10,1.596945e-10,1.090741e-10,1.161608e-10,6.527926e-11,8.718389e-11,7.865142e-12,4.587729e-11,1.488701e-11,1.516270e-11,8.594897e-13,2.082235e-11,1.216259e-11,8.270561e-12,5.156938e-12,9.428462e-10,4.641244e-11,4.639623e-11,1.035655e-09,3.311102e-10,3.090920e-11,7.680270e-11,4.388221e-10,8.718389e-11,2.245571e-10,7.865142e-12,3.196061e-10,5.091338e-10,1.090741e-10,3.098773e-10,9.280852e-10,1.711696e-08,5.522303e-10,2.082073e-09,9.225081e-10,1.621679e-07,2.726977e+02,1.669393e-11,3.611478e-11,1.315181e-11,1.669393e-11,1.669393e-11,3.611478e-11,3.611478e-11,1.315181e-11,1.817893e+02,9.090839e+01,1.817893e+02,9.090839e+01
2018-08-23,4.870000e+01,-1.203000e+02,8.558482e-08,3.867472e-09,4.612541e-09,2.761151e-09,1.041037e-08,8.108394e-07,1.527535e-09,1.427077e-11,2.184259e-10,9.567094e-10,4.633976e-10,7.963891e-10,3.840135e-10,2.319811e-10,1.747196e-09,7.926121e-10,5.453705e-10,5.808042e-10,3.257018e-10,4.302025e-10,3.932571e-11,2.293865e-10,7.443506e-11,7.581348e-11,4.297448e-12,1.041118e-10,6.081295e-11,4.135281e-11,2.578469e-11,4.666702e-09,2.320622e-10,2.319811e-10,5.130745e-09,1.649493e-09,1.545460e-10,3.840135e-10,2.188053e-09,4.302025e-10,1.122091e-09,3.932571e-11,1.591619e-09,2.539809e-09,5.453705e-10,1.541805e-09,4.626985e-09,8.558482e-08,2.761151e-09,1.041037e-08,4.612541e-09,8.108394e-07,1.303657e+03,8.285134e-11,1.805739e-10,6.575907e-11,8.285134e-11,8.285134e-11,1.805739e-10,1.805739e-10,6.575907e-11,4.863588e+02,8.172982e+02,4.863588e+02,8.172982e+02
2018-08-23,4.870000e+01,-1.205000e+02,1.832432e-07,8.312735e-09,9.875778e-09,5.911823e-09,2.228934e-08,1.736065e-06,3.278704e-09,3.055475e-11,4.695224e-10,2.048383e-09,9.949420e-10,1.707458e-09,8.222004e-10,4.966882e-10,3.740873e-09,1.699501e-09,1.167677e-09,1.243543e-09,7.007105e-10,9.247209e-10,8.419915e-11,4.911327e-10,1.593708e-10,1.623221e-10,9.201143e-12,2.229107e-10,1.302049e-10,8.853931e-11,5.520687e-11,1.002580e-08,4.968618e-10,4.966882e-10,1.101935e-08,3.534458e-09,3.308940e-10,8.222004e-10,4.687552e-09,9.247209e-10,2.408169e-09,8.419915e-11,3.417089e-09,5.440374e-09,1.167677e-09,3.309258e-09,9.917310e-09,1.832432e-07,5.911823e-09,2.228934e-08,9.875778e-09,1.736065e-06,1.356232e+03,1.780686e-10,3.866217e-10,1.407949e-10,1.780686e-10,1.780686e-10,3.866217e-10,3.866217e-10,1.407949e-10,5.614413e+02,7.947904e+02,5.614413e+02,7.947904e+02
2018-08-23,4.890000e+01,-1.145000e+02,6.113202e-10,2.795762e-11,3.294672e-11,1.972251e-11,7.435976e-11,5.791710e-09,1.137123e-11,1.019341e-13,1.400166e-12,6.833638e-12,3.028743e-12,4.247408e-12,2.742954e-12,1.657008e-12,1.247998e-11,5.860348e-12,3.895504e-12,4.148602e-12,2.083381e-12,2.858488e-12,2.808979e-13,1.638475e-12,5.316789e-13,5.415248e-13,3.069606e-14,7.436555e-13,4.343782e-13,2.953772e-13,1.841764e-13,3.350639e-11,1.657587e-12,1.657008e-12,3.682099e-11,1.150086e-11,1.103900e-12,2.742954e-12,1.534771e-11,2.858488e-12,6.330789e-12,2.808979e-13,9.470175e-12,1.834032e-11,3.895504e-12,1.147316e-11,3.370899e-11,6.113202e-10,1.972251e-11,7.435976e-11,3.294672e-11,5.791710e-09,6.530529e-09,6.182936e-13,1.289814e-12,4.697077e-13,6.182936e-13,6.182936e-13,1.289814e-12,1.289814e-12,4.697077e-13,,,,
2018-08-23,4.890000e+01,-1.167000e+02,1.528300e-10,9.319209e-12,8.236680e-12,9.861254e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,3.416819e-12,1.514371e-12,2.123704e-12,1.371477e-12,4.142520e-13,3.119994e-12,1.465087e-12,1.947752e-12,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,2.658395e-13,2.707624e-13,2.302205e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,5.340809e-12,5.596240e-13,1.371477e-12,7.271910e-12,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,1.947752e-12,3.841376e-12,1.037421e-11,1.528300e-10,9.861254e-12,1.858994e-11,8.236680e-12,2.895855e-09,3.085373e-09,,,,,,,,,,,,
2018-08-23,4.890000e+01,-1.161000e+02,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,1.447927e-09,3.790409e-12,2.548352e-14,4.667221e-13,1.708410e-12,1.514371e-12,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738759e-13,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,1.353812e-13,7.674015e-15,1.859139e-13,1.085946e-13,7.384430e-14,4.604409e-14,1.082308e-11,4.143968e-13,4.142520e-13,1.165173e-11,3.632400e-12,2.759750e-13,6.857384e-13,4.594113e-12,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,9.738759e-13,3.815892e-12,9.374850e-12,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,1.447927e-09,1.632632e-09,,3.224534e-13,1.174269e-13,,,3.224534e-13,3.224534e-13,1.174269e-13,,,,
2018-08-23,4.890000e+01,-1.181000e+02,9.016972e-09,4.100452e-10,4.859641e-10,2.909070e-10,1.096806e-09,8.542771e-08,1.591972e-10,1.503528e-12,2.286938e-11,1.007962e-10,4.845988e-11,8.282446e-11,4.045857e-11,2.444087e-11,1.840796e-10,8.350996e-11,5.745868e-11,6.119187e-11,3.402855e-11,4.573581e-11,4.143244e-12,2.416750e-11,7.842264e-12,7.987492e-12,4.527669e-13,1.096892e-11,6.407079e-12,4.356814e-12,2.716601e-12,4.941064e-10,2.444941e-11,2.444087e-11,5.429967e-10,1.734236e-10,1.628252e-11,4.045857e-11,2.301646e-10,4.573581e-11,1.168530e-10,4.143244e-12,1.667321e-10,2.675896e-10,5.745868e-11,1.607007e-10,4.857490e-10,9.016972e-09,2.909070e-10,1.096806e-09,4.859641e-10,8.542771e-08,5.000000e+02,8.656111e-12,1.902475e-11,6.928188e-12,8.656111e-12,8.656111e-12,1.902475e-11,1.902475e-11,6.928188e-12,3.718966e+02,1.281034e+02,3.718966e+02,1.281034e+02
2018-08-23,4.890000e+01,-1.199000e+02,1.023961e-08,4.659604e-10,5.518576e-10,3.303520e-10,1.245526e-09,9.701114e-08,1.819396e-10,1.707396e-12,2.613644e-11,1.144634e-10,5.603174e-11,9.556669e-11,4.594447e-11,2.775489e-11,2.090396e-10,9.523066e-11,6.524968e-11,6.948907e-11,3.888977e-11,5.145278e-11,4.705040e-12,2.744445e-11,8.905622e-12,9.070541e-12,5.141590e-13,1.245623e-11,7.275835e-12,4.947568e-12,3.084954e-12,5.615859e-10,2.776459e-11,2.775489e-11,6.171054e-10,1.979396e-10,1.849032e-11,4.594447e-11,2.623744e-10,5.145278e-11,1.344565e-10,4.705040e-12,1.906143e-10,3.042702e-10,6.524968e-11,1.836470e-10,5.531669e-10,1.023961e-08,3.303520e-10,1.245526e-09,5.518576e-10,9.701114e-08,4.750217e+02,9.892699e-12,2.160438e-11,7.867603e-12,9.892699e-12,9.892699e-12,2.160438e-11,2.160438e-11,7.867603e-12,2.500206e+02,2.250011e+02,2.500206e+02,2.250011e+02
2018-08-23,4.890000e+01,-1.197000e+02,1.161508e-08,5.218757e-10,6.259877e-10,3.747277e-10,1.412835e-09,1.100425e-07,2.084725e-10,1.936748e-12,2.940349e-11,1.298391e-10,6.208922e-11,1.083089e-10,5.211612e-11,3.148315e-11,2.371196e-10,1.069514e-10,7.401457e-11,7.882343e-11,4.444546e-11,5.859900e-11,5.337061e-12,3.113102e-11,1.010190e-11,1.028897e-11,5.832251e-13,1.412945e-11,8.253186e-12,5.612167e-12,3.499351e-12,6.301026e-10,3.149416e-11,3.148315e-11,6.930799e-10,2.230594e-10,2.097410e-11,5.211612e-11,2.961496e-10,5.859900e-11,1.527544e-10,5.337061e-12,2.166904e-10,3.440709e-10,7.401457e-11,2.104092e-10,6.284947e-10,1.161508e-08,3.747277e-10,1.412835e-09,6.259877e-10,1.100425e-07,4.999756e+02,1.112929e-11,2.450646e-11,8.924445e-12,1.112929e-11,1.112929e-11,2.450646e-11,2.450646e-11,8.924445e-12,2.749744e+02,2.250011e+02,2.749744e+02,2.250011e+02
