date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-09-14,3.130000e+01,-9.950000e+01,2.209392e-09,7.953323e-11,1.211268e-10,7.619558e-11,1.760749e-10,3.557995e-08,5.246292e-11,6.262072e-13,2.999426e-12,2.980753e-11,1.205683e-11,9.202040e-13,4.822300e-13,1.668226e-11,1.128076e-11,4.749615e-12,2.488512e-11,1.778675e-11,1.723447e-11,1.163296e-11,3.092429e-14,6.255528e-12,9.981966e-12,5.426080e-13,5.717468e-12,2.186600e-12,3.187964e-12,2.028057e-13,9.267823e-13,5.413449e-13,2.575989e-12,7.000671e-13,9.416561e-11,4.744183e-12,4.749615e-12,1.036594e-10,4.758182e-11,5.577369e-12,1.128076e-11,6.443995e-11,9.202040e-13,9.202040e-13,9.981966e-12,2.293779e-11,5.426080e-13,3.346236e-11,4.267186e-11,1.723447e-11,5.308913e-11,1.129955e-10,4.822300e-13,4.822300e-13,2.209392e-09,7.619558e-11,1.760749e-10,1.211268e-10,3.092429e-14,3.557995e-08,3.816277e-08,,,,
2020-09-14,3.130000e+01,-9.690001e+01,7.237662e-10,2.593475e-11,3.900693e-11,2.457922e-11,5.560261e-11,1.143641e-08,1.703341e-11,2.012809e-13,9.998086e-13,9.793903e-12,3.945871e-12,2.927922e-13,1.607433e-13,5.324127e-12,3.760253e-12,1.548788e-12,8.554259e-12,5.639700e-12,5.582998e-12,3.877653e-12,,2.036684e-12,3.263335e-12,1.750348e-13,1.837757e-12,7.288667e-13,1.024703e-12,6.518756e-14,2.780347e-13,1.624034e-13,8.279964e-13,2.295302e-13,3.081221e-11,1.497965e-12,1.548788e-12,3.385896e-11,1.557753e-11,1.818757e-12,3.760253e-12,2.115654e-11,2.927922e-13,2.927922e-13,3.263335e-12,7.360810e-12,1.750348e-13,1.079918e-11,1.419396e-11,5.582998e-12,1.723470e-11,3.701165e-11,1.607433e-13,1.607433e-13,7.237662e-10,2.457922e-11,5.560261e-11,3.900693e-11,,1.143641e-08,1.227937e-08,,,,
2020-09-14,3.210000e+01,-9.870000e+01,5.713944e-09,2.074780e-10,3.161614e-10,1.978627e-10,4.587215e-10,9.276202e-08,1.362673e-10,1.632612e-12,7.998469e-12,7.792540e-11,3.156696e-11,2.384165e-12,1.366318e-12,4.365784e-11,2.956926e-11,1.228705e-11,6.532343e-11,4.598525e-11,4.490672e-11,2.998718e-11,9.277288e-14,1.643895e-11,2.572276e-11,1.400279e-12,1.490626e-11,5.731542e-12,8.311477e-12,5.287435e-13,2.409634e-12,1.407497e-12,6.715970e-12,1.813289e-12,2.454636e-10,1.234639e-11,1.228705e-11,2.700971e-10,1.243986e-10,1.457176e-11,2.956926e-11,1.685396e-10,2.384165e-12,2.384165e-12,2.572276e-11,6.009678e-11,1.400279e-12,8.721981e-11,1.113087e-10,4.490672e-11,1.378999e-10,2.941153e-10,1.366318e-12,1.366318e-12,5.713944e-09,1.978627e-10,4.587215e-10,3.161614e-10,9.277288e-14,9.276202e-08,9.944880e-08,,,,
2020-09-14,3.290000e+01,-9.790001e+01,7.999520e-10,2.939271e-11,4.516592e-11,2.703714e-11,6.486971e-11,1.313070e-08,1.907743e-11,2.311003e-13,1.199770e-12,1.107137e-11,4.384301e-12,3.346196e-13,1.607433e-13,6.034010e-12,4.102095e-12,1.755293e-12,9.331919e-12,6.507346e-12,6.311215e-12,4.136163e-12,,2.327639e-12,3.647257e-12,1.925383e-13,2.041953e-12,7.951273e-13,1.176510e-12,7.484498e-14,3.243738e-13,1.894707e-13,9.506625e-13,2.524832e-13,3.472865e-11,1.716990e-12,1.755293e-12,3.820093e-11,1.749762e-11,2.046483e-12,4.102095e-12,2.364620e-11,3.346196e-13,3.346196e-13,3.647257e-12,8.361648e-12,1.925383e-13,1.220144e-11,1.583927e-11,6.311215e-12,1.930853e-11,4.145900e-11,1.607433e-13,1.607433e-13,7.999520e-10,2.703714e-11,6.486971e-11,4.516592e-11,,1.313070e-08,1.406772e-08,,,,
2020-09-14,3.310000e+01,-1.001000e+02,1.142789e-09,4.149560e-11,6.364288e-11,3.932675e-11,9.267102e-11,1.863712e-08,2.725346e-11,3.280133e-13,1.599694e-12,1.575541e-11,6.357236e-12,4.601020e-13,2.411150e-13,8.873544e-12,5.982221e-12,2.478060e-12,1.322022e-11,9.110285e-12,8.981343e-12,5.945735e-12,3.092429e-14,3.345980e-12,5.182943e-12,2.800557e-13,2.960831e-12,1.159561e-12,1.669886e-12,1.062316e-13,4.633912e-13,2.706724e-13,1.349327e-12,3.672483e-13,4.904102e-11,2.450639e-12,2.478060e-12,5.396972e-11,2.507347e-11,2.935678e-12,5.982221e-12,3.399137e-11,4.601020e-13,4.601020e-13,5.182943e-12,1.221952e-11,2.800557e-13,1.768252e-11,2.233050e-11,8.981343e-12,2.758148e-11,5.889332e-11,2.411150e-13,2.411150e-13,1.142789e-09,3.932675e-11,9.267102e-11,6.364288e-11,3.092429e-14,1.863712e-08,1.997558e-08,,,,
2020-09-14,3.390000e+01,-1.103000e+02,6.094873e-10,2.766373e-11,3.284794e-11,1.966338e-11,7.413681e-11,5.929992e-09,1.090139e-11,1.043679e-13,1.599694e-12,6.813149e-12,3.288225e-12,5.855844e-13,1.285947e-12,5.679068e-12,2.734730e-12,1.652040e-12,1.244256e-11,5.639700e-12,3.883824e-12,4.136163e-12,4.638644e-13,2.327639e-12,3.071374e-12,2.800557e-13,1.633562e-12,5.300849e-13,5.313273e-13,3.138660e-14,7.414259e-13,4.330759e-13,3.066653e-13,1.836242e-13,3.339959e-11,1.664791e-12,1.652040e-12,3.671641e-11,1.173494e-11,1.092799e-12,2.734730e-12,1.556246e-11,5.855844e-13,5.855844e-13,3.071374e-12,8.006706e-12,2.800557e-13,1.135814e-11,1.808226e-11,3.883824e-12,1.100575e-11,3.297183e-11,1.285947e-12,1.285947e-12,6.094873e-10,1.966338e-11,7.413681e-11,3.284794e-11,4.638644e-13,5.929992e-09,6.666591e-09,,,,
2020-09-14,3.410000e+01,-1.169000e+02,2.201011e-07,8.025940e-09,1.220712e-08,7.603583e-09,1.767236e-08,3.580021e-06,5.261963e-09,6.300838e-11,3.097407e-10,3.008431e-09,1.218178e-09,9.197858e-11,5.151823e-11,1.679939e-09,1.137818e-09,4.750648e-10,2.532061e-09,1.777807e-09,1.728787e-09,1.157350e-09,3.958309e-12,6.332632e-10,9.930137e-10,5.370069e-11,5.763411e-10,2.204822e-10,3.207699e-10,2.040612e-11,9.235386e-11,5.405328e-11,2.591935e-10,6.981161e-11,9.493030e-09,4.754123e-10,4.750648e-10,1.044351e-08,4.802950e-09,5.616582e-10,1.137818e-09,6.502427e-09,9.197858e-11,9.197858e-11,9.930137e-10,2.313203e-09,5.370069e-11,3.359917e-09,4.309868e-09,1.728787e-09,5.324971e-09,1.136363e-08,5.151823e-11,5.151823e-11,2.201011e-07,7.603583e-09,1.767236e-08,1.220712e-08,3.958309e-12,3.580021e-06,2.000099e+03,9.580532e+02,1.042046e+03,9.580532e+02,1.042046e+03
2020-09-14,3.410000e+01,-1.179000e+02,1.409439e-08,5.135080e-10,7.801385e-10,4.866686e-10,1.130586e-09,2.291518e-07,3.365803e-10,4.033072e-12,1.979621e-11,1.924715e-10,7.782133e-11,5.897671e-12,3.295238e-12,1.075474e-10,7.281217e-11,3.035623e-11,1.617533e-10,1.136616e-10,1.104462e-10,7.393392e-11,2.473943e-13,4.044272e-11,6.353904e-11,3.430682e-12,3.685725e-11,1.411351e-11,2.053200e-11,1.306165e-12,5.885068e-12,3.464607e-12,1.659059e-11,4.464362e-12,6.072381e-10,3.040463e-11,3.035623e-11,6.679989e-10,3.071500e-10,3.595168e-11,7.281217e-11,4.159139e-10,5.897671e-12,5.897671e-12,6.353904e-11,1.479901e-10,3.430682e-12,2.149598e-10,2.754149e-10,1.104462e-10,3.406133e-10,7.264745e-10,3.295238e-12,3.295238e-12,1.409439e-08,4.866686e-10,1.130586e-09,7.801385e-10,2.473943e-13,2.291518e-07,7.212830e+02,5.126430e+02,2.086399e+02,5.126430e+02,2.086399e+02
2020-09-14,3.410000e+01,-1.181000e+02,2.247484e-08,8.195380e-10,1.248222e-09,7.767034e-10,1.807085e-09,3.659652e-07,5.375745e-10,6.440988e-12,3.159395e-11,3.074434e-10,1.245141e-10,9.411178e-12,5.304530e-12,1.717918e-10,1.162260e-10,4.852868e-11,2.589607e-10,1.817719e-10,1.767140e-10,1.183977e-10,4.020158e-13,6.473744e-11,1.015473e-10,5.496094e-12,5.891033e-11,2.252861e-11,3.279049e-11,2.086002e-12,9.453180e-12,5.521717e-12,2.649588e-11,7.138389e-12,9.695296e-10,4.860917e-11,4.852868e-11,1.066667e-09,4.908678e-10,5.740509e-11,1.162260e-10,6.644990e-10,9.411178e-12,9.411178e-12,1.015473e-10,2.365292e-10,5.496094e-12,3.435726e-10,4.407326e-10,1.767140e-10,5.440156e-10,1.161462e-09,5.304530e-12,5.304530e-12,2.247484e-08,7.767034e-10,1.807085e-09,1.248222e-09,4.020158e-13,3.659652e-07,4.808884e+02,3.220738e+02,1.588146e+02,3.220738e+02,1.588146e+02
2020-09-14,3.430000e+01,-1.179000e+02,2.434140e-08,8.869684e-10,1.348819e-09,8.393803e-10,1.950725e-09,3.951916e-07,5.811800e-10,6.955373e-12,3.419345e-11,3.325668e-10,1.345980e-10,1.012224e-11,5.626017e-12,1.852796e-10,1.256266e-10,5.255552e-11,2.791799e-10,1.965219e-10,1.910356e-10,1.277040e-10,4.329401e-13,6.997463e-11,1.098016e-10,5.916177e-12,6.360683e-11,2.435077e-11,3.540917e-11,2.252592e-12,1.019461e-11,5.954793e-12,2.861187e-11,7.700738e-12,1.048866e-09,5.246201e-11,5.255552e-11,1.153883e-09,5.307717e-10,6.201253e-11,1.256266e-10,7.184109e-10,1.012224e-11,1.012224e-11,1.098016e-10,2.552542e-10,5.916177e-12,3.709720e-10,4.757017e-10,1.910356e-10,5.881354e-10,1.254873e-09,5.626017e-12,5.626017e-12,2.434140e-08,8.393803e-10,1.950725e-09,1.348819e-09,4.329401e-13,3.951916e-07,1.082911e+03,4.705329e+02,6.123785e+02,4.705329e+02,6.123785e+02
