date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c2h6sfire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_dms,other_combustion_rate,other_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2018-08-06,3.310000e+01,-1.107000e+02,2.732153e-09,1.006717e-10,1.542595e-10,9.444125e-11,2.215558e-10,4.499007e-08,6.672729e-11,7.918253e-13,3.921412e-12,3.781311e-11,1.514737e-11,1.236886e-12,6.862527e-13,2.124217e-11,1.430216e-11,5.995020e-12,3.187220e-11,2.233116e-11,2.155530e-11,1.456809e-11,4.998212e-14,8.057683e-12,1.258038e-11,6.874853e-13,7.148430e-12,2.772251e-12,4.033699e-12,2.547794e-13,1.186998e-12,6.933402e-13,3.237437e-12,8.819288e-13,1.191613e-10,5.999704e-12,5.995020e-12,1.311560e-10,6.010890e-11,7.060730e-12,1.430216e-11,8.147179e-11,1.236886e-12,1.236886e-12,1.258038e-11,2.929985e-11,6.874853e-13,4.256772e-11,5.420336e-11,2.155530e-11,6.751912e-11,1.432778e-10,6.862527e-13,6.862527e-13,2.732153e-09,9.444125e-11,2.215558e-10,1.542595e-10,4.998212e-14,4.499007e-08,4.819253e-08,,,,
2018-08-06,3.350000e+01,-1.109000e+02,7.155640e-10,2.610008e-11,3.856488e-11,2.518434e-11,5.538895e-11,1.170975e-08,1.668182e-11,2.060915e-13,9.336695e-13,9.453278e-12,3.635368e-12,2.473771e-13,1.372505e-13,5.098120e-12,3.502570e-12,1.586917e-12,7.968051e-12,5.431904e-12,5.388825e-12,3.531659e-12,,1.944958e-12,3.431013e-12,1.793440e-13,1.917871e-12,6.789187e-13,1.037237e-12,6.532805e-14,3.165329e-13,1.848907e-13,8.172170e-13,2.155826e-13,3.056541e-11,1.534223e-12,1.586917e-12,3.368655e-11,1.500652e-11,1.781484e-12,3.502570e-12,2.029057e-11,2.473771e-13,2.473771e-13,3.431013e-12,7.043078e-12,1.793440e-13,1.065344e-11,1.339995e-11,5.388825e-12,1.688791e-11,3.567669e-11,1.372505e-13,1.372505e-13,7.155640e-10,2.518434e-11,5.538895e-11,3.856488e-11,,1.170975e-08,1.254445e-08,,,,
2018-08-06,3.370000e+01,-1.175000e+02,4.217274e-07,1.537668e-08,2.339135e-08,1.456704e-08,3.386639e-08,6.858830e-06,1.008340e-08,1.207154e-10,5.932536e-10,5.764318e-09,2.333906e-09,1.763799e-10,9.882039e-11,3.218613e-09,2.180350e-09,9.101851e-10,4.851215e-09,3.406408e-09,3.312469e-09,2.217882e-09,7.547301e-12,1.213376e-09,1.902497e-09,1.028837e-10,1.104345e-09,4.225137e-10,6.146205e-10,3.909884e-11,1.769419e-10,1.035388e-10,4.965851e-10,1.337396e-10,1.818781e-08,9.108053e-10,9.101851e-10,2.000880e-08,9.202569e-09,1.076233e-09,2.180350e-09,1.245915e-08,1.763799e-10,1.763799e-10,1.902497e-09,4.431989e-09,1.028837e-10,6.437369e-09,8.257622e-09,3.312469e-09,1.020412e-08,2.177421e-08,9.882039e-11,9.882039e-11,4.217274e-07,1.456704e-08,3.386639e-08,2.339135e-08,7.547301e-12,6.858830e-06,7.352389e-06,,,,
2018-08-06,3.390000e+01,-1.111000e+02,2.829730e-08,1.032817e-09,1.570642e-09,9.779917e-10,2.270947e-09,4.603779e-07,6.763721e-10,8.102651e-12,3.996106e-11,3.868572e-10,1.563209e-10,1.187410e-11,6.588026e-12,2.166701e-10,1.465242e-10,6.118447e-11,3.253620e-10,2.287435e-10,2.225999e-10,1.487712e-10,4.998213e-13,8.141039e-11,1.275193e-10,6.904744e-12,7.409957e-11,2.834486e-11,4.125898e-11,2.622921e-12,1.186998e-11,6.933402e-12,3.334874e-11,8.976075e-12,1.221550e-09,6.112820e-11,6.118447e-11,1.343862e-09,6.172776e-10,7.222676e-11,1.465242e-10,8.360286e-10,1.187410e-11,1.187410e-11,1.275193e-10,2.980805e-10,6.904744e-12,4.325046e-10,5.541055e-10,2.225999e-10,6.844747e-10,1.461180e-09,6.588026e-12,6.588026e-12,2.829730e-08,9.779917e-10,2.270947e-09,1.570642e-09,4.998213e-13,4.603779e-07,6.500010e+03,3.750025e+03,2.749984e+03,3.750025e+03,2.749984e+03
2018-08-06,3.410000e+01,-9.809999e+01,3.382666e-09,1.193147e-10,1.858126e-10,1.154282e-10,2.690320e-10,5.485091e-08,8.037605e-11,9.653761e-13,4.855081e-12,4.581203e-11,1.878274e-11,1.484263e-12,8.235033e-13,2.549060e-11,1.751285e-11,7.229289e-12,3.851225e-11,2.715952e-11,2.652960e-11,1.765830e-11,4.998212e-14,9.724790e-12,1.486773e-11,8.070480e-13,8.717598e-12,3.394594e-12,4.898063e-12,3.103083e-13,1.424398e-12,8.320082e-13,3.960359e-12,1.077913e-12,1.418280e-10,7.294679e-12,7.229289e-12,1.563520e-10,7.331237e-11,8.602965e-12,1.751285e-11,9.942819e-11,1.484263e-12,1.484263e-12,1.486773e-11,3.521539e-11,8.070480e-13,5.089017e-11,6.567177e-11,2.652960e-11,8.134143e-11,1.735428e-10,8.235033e-13,8.235033e-13,3.382666e-09,1.154282e-10,2.690320e-10,1.858126e-10,4.998212e-14,5.485091e-08,5.880391e-08,,,,
2018-08-06,3.410000e+01,-1.105000e+02,2.081641e-09,9.321457e-11,1.121887e-10,6.715822e-11,2.532066e-10,1.972168e-08,3.791324e-11,3.471015e-13,5.415283e-12,2.326961e-11,1.151200e-11,1.979017e-12,4.392018e-12,1.954279e-11,9.340186e-12,5.642372e-12,4.249627e-11,1.931344e-11,1.326480e-11,1.412664e-11,1.599428e-12,8.057683e-12,1.029304e-11,9.565014e-13,5.579262e-12,1.810450e-12,1.843977e-12,1.045249e-13,2.532263e-12,1.479126e-12,1.005805e-12,6.271493e-13,1.127565e-10,5.644343e-12,5.642372e-12,1.240432e-10,4.036087e-11,3.758951e-12,9.340186e-12,5.346001e-11,1.979017e-12,1.979017e-12,1.029304e-11,2.760048e-11,9.565014e-13,3.885002e-11,6.180971e-11,1.326480e-11,3.826034e-11,1.133348e-10,4.392018e-12,4.392018e-12,2.081641e-09,6.715822e-11,2.532066e-10,1.121887e-10,1.599428e-12,1.972168e-08,2.223747e-08,,,,
2018-08-06,3.410000e+01,-1.103000e+02,9.757691e-10,4.474299e-11,5.258847e-11,3.148042e-11,1.186906e-10,9.244536e-09,1.819835e-11,1.627038e-13,2.614274e-12,1.090763e-11,5.453053e-12,9.895085e-13,2.058758e-12,9.346554e-12,4.378212e-12,2.644862e-12,1.992013e-11,9.053174e-12,6.217875e-12,6.621861e-12,7.497319e-13,3.889916e-12,5.146520e-12,4.483600e-13,2.615279e-12,8.486484e-13,8.643641e-13,4.899604e-14,1.186998e-12,6.933402e-13,4.714713e-13,2.939762e-13,5.397913e-11,2.645786e-12,2.644862e-12,5.926978e-11,1.897596e-11,1.762009e-12,4.378212e-12,2.511618e-11,9.895085e-13,9.895085e-13,5.146520e-12,1.323647e-11,4.483600e-13,1.883135e-11,2.897330e-11,6.217875e-12,1.836106e-11,5.355223e-11,2.058758e-12,2.058758e-12,9.757691e-10,3.148042e-11,1.186906e-10,5.258847e-11,7.497319e-13,9.244536e-09,1.042381e-08,,,,
2018-08-06,3.430000e+01,-1.103000e+02,1.626282e-09,7.457166e-11,8.764744e-11,5.246736e-11,1.978177e-10,1.540756e-08,2.881406e-11,2.711731e-13,4.108146e-12,1.817938e-11,9.088421e-12,1.484263e-12,3.431264e-12,1.529436e-11,7.297021e-12,4.408103e-12,3.320021e-11,1.508862e-11,1.036312e-11,1.103644e-11,1.249553e-12,6.112725e-12,8.005698e-12,7.472667e-13,4.358799e-12,1.414414e-12,1.440607e-12,8.166007e-14,1.978331e-12,1.155567e-12,7.857856e-13,4.899604e-13,8.971624e-11,4.409644e-12,4.408103e-12,9.853399e-11,3.162660e-11,2.936681e-12,7.297021e-12,4.186030e-11,1.484263e-12,1.484263e-12,8.005698e-12,2.140708e-11,7.472667e-13,3.016005e-11,4.828883e-11,1.036312e-11,2.908523e-11,8.773719e-11,3.431264e-12,3.431264e-12,1.626282e-09,5.246736e-11,1.978177e-10,8.764744e-11,1.249553e-12,1.540756e-08,1.737302e-08,,,,
2018-08-06,3.490000e+01,-1.115000e+02,1.840951e-08,8.352026e-10,9.921691e-10,5.939306e-10,2.239296e-09,1.744136e-07,3.290869e-10,3.069679e-12,4.705694e-11,2.057906e-10,9.997263e-11,1.781115e-11,3.884191e-11,1.716367e-10,8.260227e-11,4.989972e-11,3.758264e-10,1.708032e-10,1.173106e-10,1.249325e-10,1.414494e-11,7.029634e-11,9.263736e-11,8.459059e-12,4.934160e-11,1.601117e-11,1.630767e-11,9.243920e-13,2.239470e-11,1.308102e-11,8.895092e-12,5.546352e-12,1.007192e-09,4.991717e-11,4.989972e-11,1.107009e-09,3.551048e-10,3.324323e-11,8.260227e-11,4.709503e-10,1.781115e-11,1.781115e-11,9.263736e-11,2.419330e-10,8.459059e-12,3.430295e-10,5.466296e-10,1.173106e-10,3.321566e-10,9.960966e-10,3.884191e-11,3.884191e-11,1.840951e-08,5.939306e-10,2.239296e-09,9.921691e-10,1.414494e-11,1.744136e-07,1.966626e-07,,,,
2018-08-06,3.490000e+01,-1.119000e+02,2.101156e-08,9.507887e-10,1.132405e-09,6.778784e-10,2.555804e-09,1.990657e-07,3.745828e-10,3.503556e-12,5.377936e-11,2.348776e-10,1.139082e-10,2.053230e-11,4.433193e-11,1.954279e-10,9.427750e-11,5.695269e-11,4.289467e-10,1.949450e-10,1.338916e-10,1.425907e-10,1.614423e-11,8.002113e-11,1.057896e-10,9.654685e-12,5.631568e-11,1.827423e-11,1.861264e-11,1.055048e-12,2.556003e-11,1.492993e-11,1.015235e-11,6.330288e-12,1.147159e-09,5.697260e-11,5.695269e-11,1.261084e-09,4.051015e-10,3.794192e-11,9.427750e-11,5.373209e-10,2.053230e-11,2.053230e-11,1.057896e-10,2.754491e-10,9.654685e-12,3.908933e-10,6.238917e-10,1.338916e-10,3.780863e-10,1.135870e-09,4.433193e-11,4.433193e-11,2.101156e-08,6.778784e-10,2.555804e-09,1.132405e-09,1.614423e-11,1.990657e-07,2.244595e-07,,,,
