date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,c5h8fire,c2h6sfire,isoprene_isoprene,isoprene_total,other_dms,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-11-21,3.930000e+01,-1.221000e+02,2.075485e-09,7.635525e-11,1.158826e-10,7.132241e-11,1.661901e-10,3.360309e-08,5.016743e-11,5.914143e-13,2.941541e-12,2.830283e-11,1.145329e-11,4.684666e-13,1.606171e-11,1.071840e-11,4.467460e-12,2.371982e-11,1.662082e-11,1.609560e-11,1.076163e-11,6.127621e-12,9.007886e-12,5.076043e-13,5.409475e-12,2.076473e-12,3.004285e-12,1.925824e-13,8.619615e-13,5.070960e-13,2.421766e-12,6.531423e-13,9.005842e-11,4.443966e-12,4.467460e-12,9.896985e-11,4.516560e-11,5.273341e-12,1.071840e-11,6.115734e-11,9.007886e-12,2.218933e-11,5.076043e-13,3.170482e-11,4.034065e-11,1.609560e-11,5.075885e-11,1.071951e-10,4.684666e-13,4.684666e-13,2.075485e-09,7.132241e-11,1.661901e-10,1.158826e-10,3.360309e-08,3.603201e-08,7.793657e-13,4.549124e-14,7.793657e-13,7.793657e-13,4.549124e-14,,,,
2020-11-21,3.950000e+01,-1.059000e+02,1.956886e-09,8.810221e-11,1.056577e-10,6.266677e-11,2.352230e-10,1.835463e-08,3.583388e-11,3.230414e-13,5.000620e-12,2.177141e-11,1.049885e-11,4.082351e-12,1.740019e-11,8.717629e-12,5.258573e-12,3.953305e-11,1.754420e-11,1.228348e-11,1.329378e-11,7.440683e-12,9.908675e-12,8.943503e-13,5.201419e-12,1.698932e-12,1.712120e-12,9.804194e-14,2.350804e-12,1.379054e-12,9.408299e-13,5.805710e-13,1.063966e-10,5.251259e-12,5.258573e-12,1.169064e-10,3.747168e-11,3.509094e-12,8.717629e-12,4.969840e-11,9.908675e-12,2.484087e-11,8.943503e-13,3.564389e-11,5.707725e-11,1.228348e-11,3.615692e-11,1.055176e-10,4.082351e-12,4.082351e-12,1.956886e-09,6.266677e-11,2.352230e-10,1.056577e-10,1.835463e-08,1.800006e+03,1.948415e-12,1.501211e-12,1.948415e-12,1.948415e-12,1.501211e-12,1.300020e+03,4.999861e+02,1.300020e+03,4.999861e+02
2020-11-21,3.970000e+01,-1.219000e+02,7.115948e-10,2.349392e-11,3.749144e-11,2.423577e-11,5.624897e-11,1.129516e-08,1.672248e-11,1.987947e-13,8.824622e-13,9.434278e-12,3.817763e-12,1.673095e-13,5.353904e-12,3.572799e-12,1.535689e-12,7.906609e-12,5.540274e-12,5.506388e-12,3.798222e-12,2.188436e-12,3.603154e-12,1.692014e-13,1.872511e-12,7.173270e-13,1.033733e-12,6.652846e-14,2.977685e-13,1.731547e-13,8.188705e-13,2.249712e-13,2.817461e-11,1.514765e-12,1.535689e-12,3.122506e-11,1.512455e-11,1.817588e-12,3.572799e-12,2.051494e-11,3.603154e-12,7.542340e-12,1.692014e-13,1.131470e-11,1.344688e-11,5.506388e-12,1.692127e-11,3.587454e-11,1.673095e-13,1.673095e-13,7.115948e-10,2.423577e-11,5.624897e-11,3.749144e-11,1.129516e-08,1.212473e-08,3.896828e-13,,3.896828e-13,3.896828e-13,,,,,
2020-11-21,3.990000e+01,-1.221000e+02,1.897586e-09,7.048177e-11,1.056577e-10,6.474413e-11,1.508495e-10,3.049692e-08,4.538958e-11,5.367458e-13,2.647387e-12,2.539998e-11,1.049885e-11,4.350047e-13,1.472323e-11,9.718012e-12,4.048635e-12,2.174317e-11,1.477406e-11,1.482489e-11,9.812073e-12,5.252247e-12,8.107097e-12,4.592610e-13,4.924010e-12,1.887703e-12,2.745852e-12,1.750749e-13,7.836014e-13,4.638073e-13,2.212693e-12,5.950852e-13,8.294123e-11,4.055187e-12,4.048635e-12,9.104505e-11,4.082283e-11,4.808630e-12,9.718012e-12,5.534948e-11,8.107097e-12,1.997548e-11,4.592610e-13,2.854184e-11,3.651723e-11,1.482489e-11,4.592633e-11,9.726845e-11,4.350047e-13,4.350047e-13,1.897586e-09,6.474413e-11,1.508495e-10,1.056577e-10,3.049692e-08,3.271580e-08,7.793657e-13,4.549124e-14,7.793657e-13,7.793657e-13,4.549124e-14,,,,
2020-11-21,4.010000e+01,-1.223000e+02,4.150969e-10,1.762044e-11,2.385819e-11,1.454146e-11,3.323803e-11,6.777093e-09,9.555701e-12,1.192768e-13,5.883082e-13,5.805710e-12,1.908881e-12,1.003857e-13,2.676952e-12,2.143679e-12,9.307208e-13,4.743965e-12,3.693516e-12,3.388546e-12,2.215629e-12,1.313062e-12,1.801577e-12,1.087723e-13,1.109636e-12,4.152946e-13,6.137787e-13,3.851648e-14,1.723923e-13,1.051297e-13,5.052605e-13,1.306285e-13,2.042438e-11,9.134109e-13,9.307208e-13,2.226851e-11,8.824227e-12,1.067590e-12,2.143679e-12,1.203550e-11,1.801577e-12,3.990014e-12,1.087723e-13,5.900363e-12,8.437481e-12,3.388546e-12,9.674978e-12,2.150101e-11,1.003857e-13,1.003857e-13,4.150969e-10,1.454146e-11,3.323803e-11,2.385819e-11,6.777093e-09,7.263828e-09,,,,,,,,,
2020-11-21,4.050000e+01,-1.117000e+02,1.778987e-10,5.873481e-12,1.022494e-11,6.578280e-12,1.534063e-11,3.106168e-09,4.777850e-12,5.466855e-14,2.941541e-13,2.902855e-12,9.544406e-13,3.346190e-14,1.338476e-12,1.000384e-12,4.188243e-13,2.371983e-12,1.846758e-12,1.694273e-12,9.495554e-13,4.376872e-13,9.007886e-13,4.834326e-14,4.854658e-13,1.887703e-13,2.907373e-13,1.750749e-14,7.836014e-14,4.947278e-14,2.264961e-13,5.805710e-14,7.117190e-12,4.123861e-13,4.188243e-13,7.948401e-12,4.342761e-12,4.970151e-13,1.000384e-12,5.840160e-12,9.007886e-13,1.776163e-12,4.834326e-14,2.725295e-12,4.218740e-12,1.694273e-12,4.832519e-12,1.074553e-11,3.346190e-14,3.346190e-14,1.778987e-10,6.578280e-12,1.534063e-11,1.022494e-11,3.106168e-09,3.316210e-09,,,,,,,,,
2020-11-21,4.090000e+01,-1.223000e+02,8.301939e-10,3.524088e-11,4.430807e-11,2.665934e-11,9.971408e-11,7.906609e-09,1.433355e-11,1.391563e-13,2.059078e-12,9.434278e-12,4.772203e-12,1.740019e-12,8.030855e-12,3.715710e-12,2.233730e-12,1.699921e-11,7.387031e-12,5.082820e-12,5.697333e-12,3.063811e-12,4.503943e-12,3.746603e-13,2.219272e-12,7.173270e-13,7.429953e-13,4.201798e-14,1.003010e-12,5.874893e-13,4.007239e-13,2.467426e-13,4.299729e-11,2.237966e-12,2.233730e-12,4.746899e-11,1.642575e-11,1.502340e-12,3.715710e-12,2.164380e-11,4.503943e-12,1.109467e-11,3.746603e-13,1.597327e-11,2.438624e-11,5.082820e-12,1.447271e-11,4.394177e-11,1.740019e-12,1.740019e-12,8.301939e-10,2.665934e-11,9.971408e-11,4.430807e-11,7.906609e-09,8.908120e-09,7.793657e-13,6.368773e-13,7.793657e-13,7.793657e-13,6.368773e-13,,,,
2020-11-21,4.110000e+01,-1.225000e+02,6.522952e-10,2.936740e-11,3.408313e-11,2.008107e-11,7.670314e-11,5.929956e-09,1.194463e-11,1.043672e-13,1.470770e-12,7.257137e-12,3.817763e-12,1.305014e-12,5.353904e-12,2.858239e-12,1.675297e-12,1.265057e-11,5.540274e-12,3.812115e-12,4.114740e-12,2.188436e-12,2.702366e-12,2.900596e-13,1.664454e-12,5.285567e-13,5.491704e-13,3.151348e-14,7.522573e-13,4.452550e-13,2.961872e-13,1.886856e-13,3.495292e-11,1.682385e-12,1.675297e-12,3.831060e-11,1.273935e-11,1.109241e-12,2.858239e-12,1.670683e-11,2.702366e-12,7.542340e-12,2.900596e-13,1.053477e-11,1.819085e-11,3.812115e-12,1.204899e-11,3.405196e-11,1.305014e-12,1.305014e-12,6.522952e-10,2.008107e-11,7.670314e-11,3.408313e-11,5.929956e-09,6.713619e-09,7.793657e-13,5.004036e-13,7.793657e-13,7.793657e-13,5.004036e-13,,,,
2020-11-21,4.110000e+01,-1.239000e+02,1.185991e-09,5.286133e-11,6.475795e-11,3.912345e-11,1.482927e-10,1.157753e-08,2.150033e-11,2.037646e-13,3.235695e-12,1.378856e-11,6.681084e-12,2.543104e-12,1.070781e-11,5.430654e-12,3.257523e-12,2.490582e-11,1.108055e-11,7.624229e-12,8.229480e-12,4.814560e-12,6.305520e-12,5.559475e-13,3.259556e-12,1.057113e-12,1.066037e-12,5.952546e-14,1.473171e-12,8.595895e-13,5.923744e-13,3.628569e-13,6.432650e-11,3.287991e-12,3.257523e-12,7.087202e-11,2.372920e-11,2.182676e-12,5.430654e-12,3.134253e-11,6.305520e-12,1.552237e-11,5.559475e-13,2.238383e-11,3.598636e-11,7.624229e-12,2.170409e-11,6.531468e-11,2.543104e-12,2.543104e-12,1.185991e-09,3.912345e-11,1.482927e-10,6.475795e-11,1.157753e-08,1.301661e-08,1.169048e-12,9.098247e-13,1.169048e-12,1.169048e-12,9.098247e-13,,,,
2020-11-21,4.110000e+01,-1.241000e+02,5.929957e-10,2.349392e-11,3.067482e-11,1.869616e-11,6.903282e-11,5.365199e-09,9.555701e-12,9.442750e-14,1.470770e-12,6.531423e-12,2.863322e-12,1.204628e-12,5.353904e-12,2.572415e-12,1.582225e-12,1.185991e-11,5.540274e-12,3.812115e-12,3.798222e-12,2.188436e-12,2.702366e-12,2.658880e-13,1.525749e-12,4.908027e-13,5.168663e-13,2.801198e-14,7.052413e-13,4.081504e-13,2.787644e-13,1.741713e-13,2.876291e-11,1.566327e-12,1.582225e-12,3.191147e-11,1.092049e-11,1.035681e-12,2.572415e-12,1.452859e-11,2.702366e-12,7.542340e-12,2.658880e-13,1.051059e-11,1.740019e-11,3.812115e-12,9.650128e-12,3.086243e-11,1.204628e-12,1.204628e-12,5.929957e-10,1.869616e-11,6.903282e-11,3.067482e-11,5.365199e-09,6.077053e-09,3.896828e-13,4.549124e-13,3.896828e-13,3.896828e-13,4.549124e-13,,,,
2020-11-21,4.130000e+01,-1.219000e+02,4.743965e-10,2.349392e-11,2.726650e-11,1.592636e-11,5.880574e-11,4.518062e-09,9.555701e-12,7.951789e-14,1.176616e-12,5.805710e-12,2.863322e-12,1.037319e-12,4.015428e-12,2.143679e-12,1.349545e-12,9.883261e-12,4.616895e-12,2.964978e-12,3.481703e-12,1.750749e-12,2.702366e-12,2.296305e-13,1.317693e-12,4.152946e-13,4.199539e-13,2.451049e-14,5.955370e-13,3.463095e-13,2.439189e-13,1.451427e-13,2.815224e-11,1.330908e-12,1.349545e-12,3.083269e-11,9.986724e-12,8.597590e-13,2.143679e-12,1.299016e-11,2.702366e-12,5.766177e-12,2.296305e-13,8.698173e-12,1.450016e-11,2.964978e-12,9.635219e-12,2.710035e-11,1.037319e-12,1.037319e-12,4.743965e-10,1.592636e-11,5.880574e-11,2.726650e-11,4.518062e-09,5.094821e-09,3.896828e-13,3.639299e-13,3.896828e-13,3.896828e-13,3.639299e-13,,,,
2020-11-21,4.130000e+01,-1.221000e+02,1.660388e-09,7.635525e-11,9.202445e-11,5.401114e-11,2.045417e-10,1.581322e-08,3.105603e-11,2.783126e-13,4.412311e-12,1.886856e-11,9.544406e-12,3.546961e-12,1.606171e-11,7.574334e-12,4.560532e-12,3.439375e-11,1.569744e-11,1.058921e-11,1.139467e-11,6.565309e-12,8.107097e-12,7.734922e-13,4.507896e-12,1.472408e-12,1.485991e-12,8.403595e-14,2.037364e-12,1.193531e-12,8.188705e-13,5.079996e-13,9.216222e-11,4.557764e-12,4.560532e-12,1.012805e-10,3.292086e-11,3.042435e-12,7.574334e-12,4.353763e-11,8.107097e-12,2.262702e-11,7.734922e-13,3.150761e-11,5.009119e-11,1.058921e-11,3.133434e-11,9.201474e-11,3.546961e-12,3.546961e-12,1.660388e-09,5.401114e-11,2.045417e-10,9.202445e-11,1.581322e-08,1.782546e-08,1.558731e-12,1.273755e-12,1.558731e-12,1.558731e-12,1.273755e-12,,,,
2020-11-21,4.130000e+01,-1.239000e+02,2.964978e-10,1.174696e-11,1.704156e-11,9.694307e-12,3.579480e-11,2.823789e-09,4.777850e-12,4.969868e-14,8.824622e-13,3.628569e-12,1.908881e-12,6.357760e-13,2.676952e-12,1.286207e-12,8.376487e-13,6.325287e-12,2.770137e-12,2.117841e-12,1.899111e-12,1.313062e-12,1.801577e-12,1.329440e-13,8.322270e-13,2.642784e-13,2.584331e-13,1.400599e-14,3.604566e-13,2.164434e-13,1.393822e-13,9.434278e-14,1.452853e-11,8.106250e-13,8.376487e-13,1.617681e-11,6.369677e-12,5.367175e-13,1.286207e-12,8.192602e-12,1.801577e-12,3.990014e-12,1.329440e-13,5.924535e-12,9.095423e-12,2.117841e-12,4.827549e-12,1.604081e-11,6.357760e-13,6.357760e-13,2.964978e-10,9.694307e-12,3.579480e-11,1.704156e-11,2.823789e-09,3.183045e-09,3.896828e-13,2.274562e-13,3.896828e-13,3.896828e-13,2.274562e-13,,,,
2020-11-21,4.210000e+01,-1.241000e+02,4.743965e-10,2.349392e-11,2.726650e-11,1.627259e-11,6.136251e-11,4.800441e-09,9.555701e-12,8.448776e-14,1.176616e-12,5.805710e-12,2.863322e-12,1.070781e-12,5.353904e-12,2.286591e-12,1.349545e-12,1.027859e-11,4.616895e-12,3.388546e-12,3.481703e-12,1.750749e-12,2.702366e-12,2.296305e-13,1.317693e-12,4.530487e-13,4.522580e-13,2.451049e-14,6.112091e-13,3.586776e-13,2.439189e-13,1.523999e-13,2.815224e-11,1.366205e-12,1.349545e-12,3.086799e-11,9.986724e-12,9.298171e-13,2.286591e-12,1.320313e-11,2.702366e-12,7.104652e-12,2.296305e-13,1.003665e-11,1.489549e-11,3.388546e-12,9.640189e-12,2.792422e-11,1.070781e-12,1.070781e-12,4.743965e-10,1.627259e-11,6.136251e-11,2.726650e-11,4.800441e-09,5.380103e-09,3.896828e-13,3.639299e-13,3.896828e-13,3.896828e-13,3.639299e-13,,,,
2020-11-21,4.230000e+01,-1.243000e+02,1.660388e-09,7.048177e-11,8.520783e-11,5.228001e-11,1.968714e-10,1.524846e-08,2.866710e-11,2.683729e-13,4.412311e-12,1.814284e-11,8.589966e-12,3.413113e-12,1.606171e-11,7.288509e-12,4.374388e-12,3.320776e-11,1.477406e-11,1.058921e-11,1.107815e-11,6.565309e-12,8.107097e-12,7.493206e-13,4.299840e-12,1.396900e-12,1.421382e-12,8.053446e-14,1.959003e-12,1.150242e-12,7.666022e-13,4.934853e-13,8.597222e-11,4.369333e-12,4.374388e-12,9.471594e-11,3.103265e-11,2.898817e-12,7.288509e-12,4.121998e-11,8.107097e-12,2.262702e-11,7.493206e-13,3.148344e-11,4.798182e-11,1.058921e-11,2.893548e-11,8.750650e-11,3.413113e-12,3.413113e-12,1.660388e-09,5.228001e-11,1.968714e-10,8.520783e-11,1.524846e-08,1.724448e-08,1.558731e-12,1.273755e-12,1.558731e-12,1.558731e-12,1.273755e-12,,,,
2020-11-21,4.250000e+01,-9.730000e+01,1.008093e-09,8.810221e-11,1.056577e-10,2.458199e-11,8.948699e-11,1.073040e-08,4.061173e-11,1.888550e-13,1.764924e-12,1.451427e-11,5.726644e-12,6.692380e-14,5.353904e-12,3.001151e-12,4.327851e-12,2.253383e-11,2.954812e-11,1.228348e-11,1.329378e-11,1.750749e-12,3.603154e-12,7.130631e-13,2.149920e-12,5.285567e-13,2.907373e-13,3.501498e-14,3.291126e-13,6.307779e-13,2.613416e-12,7.474851e-13,1.031609e-10,4.320792e-12,4.327851e-12,1.118095e-10,2.239084e-11,8.543090e-13,3.001151e-12,2.624630e-11,3.603154e-12,7.104652e-12,7.130631e-13,1.142087e-11,5.208196e-11,1.228348e-11,4.080059e-11,1.051660e-10,6.692380e-14,6.692380e-14,1.008093e-09,2.458199e-11,8.948699e-11,1.056577e-10,1.073040e-08,1.195822e-08,4.286511e-12,,4.286511e-12,4.286511e-12,,,,,
2020-11-21,4.250000e+01,-1.219000e+02,1.363890e-09,4.698784e-11,7.498289e-11,4.639419e-11,1.073844e-10,2.174317e-08,3.105603e-11,3.826798e-13,1.764924e-12,1.814284e-11,7.635525e-12,3.011571e-13,1.070781e-11,6.859774e-12,2.885234e-12,1.541789e-11,1.108055e-11,1.058921e-11,6.963406e-12,3.939185e-12,6.305520e-12,3.263170e-13,3.536965e-12,1.359146e-12,1.938249e-12,1.225524e-13,5.641930e-13,3.277572e-13,1.585473e-12,4.281711e-13,5.571617e-11,2.905594e-12,2.885234e-12,6.150700e-11,2.931533e-11,3.419947e-12,6.859774e-12,3.959506e-11,6.305520e-12,1.464699e-11,3.263170e-13,2.127883e-11,2.649843e-11,1.058921e-11,3.143871e-11,6.852635e-11,3.011571e-13,3.011571e-13,1.363890e-09,4.639419e-11,1.073844e-10,7.498289e-11,2.174317e-08,2.333587e-08,3.896828e-13,4.549124e-14,3.896828e-13,3.896828e-13,4.549124e-14,,,,
2020-11-21,4.250000e+01,-1.221000e+02,1.778987e-10,5.873481e-12,1.022494e-11,5.539604e-12,2.045417e-11,1.694273e-09,2.388925e-12,2.981921e-14,5.883082e-13,2.177141e-12,9.544406e-13,3.680809e-13,1.338476e-12,7.145598e-13,4.653604e-13,3.557974e-12,1.846758e-12,1.270705e-12,1.266074e-12,8.753745e-13,9.007887e-13,8.460072e-14,4.854658e-13,1.510162e-13,1.615207e-13,1.050449e-14,2.194084e-13,1.236819e-13,8.711388e-14,5.079996e-14,7.727863e-12,4.810042e-13,4.653604e-13,8.674227e-12,3.617048e-12,3.230414e-13,7.145598e-13,4.654649e-12,9.007887e-13,2.213850e-12,8.460072e-14,3.199240e-12,5.404731e-12,1.270705e-12,2.418744e-12,9.094180e-12,3.680809e-13,3.680809e-13,1.778987e-10,5.539604e-12,2.045417e-11,1.022494e-11,1.694273e-09,1.274981e+03,,1.364737e-13,,,1.364737e-13,9.499672e+02,3.250135e+02,9.499672e+02,3.250135e+02
2020-11-21,4.250000e+01,-1.241000e+02,2.964978e-10,1.174696e-11,1.704156e-11,1.038676e-11,3.835157e-11,3.106168e-09,4.777850e-12,5.466855e-14,8.824622e-13,3.628569e-12,1.908881e-12,6.692379e-13,2.676952e-12,1.429120e-12,8.841847e-13,6.720617e-12,2.770137e-12,2.117841e-12,2.215629e-12,1.313062e-12,1.801577e-12,1.450298e-13,8.322270e-13,2.642784e-13,2.907373e-13,1.750749e-14,3.918007e-13,2.288116e-13,1.568050e-13,9.434278e-14,1.484505e-11,8.717601e-13,8.841847e-13,1.660100e-11,6.369677e-12,5.725231e-13,1.429120e-12,8.371320e-12,1.801577e-12,3.990014e-12,1.450298e-13,5.936621e-12,9.490754e-12,2.117841e-12,4.832519e-12,1.644111e-11,6.692379e-13,6.692379e-13,2.964978e-10,1.038676e-11,3.835157e-11,1.704156e-11,3.106168e-09,3.468673e-09,3.896828e-13,2.274562e-13,3.896828e-13,3.896828e-13,2.274562e-13,,,,
2020-11-21,4.250000e+01,-1.243000e+02,1.648528e-08,7.459320e-10,8.895697e-10,5.321482e-10,2.007065e-09,1.561555e-07,2.938378e-10,2.748337e-12,4.206404e-11,1.843313e-10,8.971741e-11,3.480037e-11,1.539247e-10,7.402839e-11,4.472113e-11,3.368215e-10,1.532809e-10,1.050449e-10,1.120475e-10,6.302697e-11,8.287254e-11,7.577807e-12,4.417738e-11,1.434654e-11,1.460147e-11,8.263535e-13,2.006019e-11,1.171886e-11,7.962209e-12,4.971139e-12,9.000436e-10,4.471240e-11,4.472113e-11,9.894772e-10,3.182261e-10,2.977437e-11,7.402839e-11,4.220289e-10,8.287254e-11,2.169517e-10,7.577807e-12,3.074020e-10,4.901025e-10,1.050449e-10,2.965861e-10,8.917335e-10,3.480037e-11,3.480037e-11,1.648528e-08,5.321482e-10,2.007065e-09,8.895697e-10,1.561555e-07,4.999668e+02,1.597700e-11,1.269205e-11,1.597700e-11,1.597700e-11,1.269205e-11,3.499580e+02,1.500087e+02,3.499580e+02,1.500087e+02
2020-11-21,4.270000e+01,-1.115000e+02,1.897586e-09,7.048177e-11,1.022494e-10,6.474413e-11,1.508495e-10,3.049692e-08,4.538958e-11,5.367458e-13,2.647387e-12,2.539998e-11,1.049885e-11,4.350047e-13,1.472323e-11,9.718012e-12,4.048635e-12,2.174317e-11,1.477406e-11,1.482489e-11,9.812073e-12,5.252247e-12,8.107097e-12,4.592610e-13,4.924010e-12,1.887703e-12,2.745852e-12,1.750749e-13,7.836014e-13,4.576232e-13,2.212693e-12,5.950852e-13,8.294123e-11,4.049002e-12,4.048635e-12,9.103887e-11,4.082283e-11,4.808630e-12,9.718012e-12,5.534948e-11,8.107097e-12,1.997548e-11,4.592610e-13,2.854184e-11,3.651723e-11,1.482489e-11,4.592633e-11,9.726845e-11,4.350047e-13,4.350047e-13,1.897586e-09,6.474413e-11,1.508495e-10,1.022494e-10,3.049692e-08,3.271239e-08,7.793657e-13,4.549124e-14,7.793657e-13,7.793657e-13,4.549124e-14,,,,
2020-11-21,4.270000e+01,-1.231000e+02,1.719687e-09,7.635525e-11,9.202445e-11,5.539604e-11,2.096552e-10,1.637797e-08,3.105603e-11,2.882524e-13,4.412311e-12,1.886856e-11,9.544406e-12,3.613885e-12,1.606171e-11,7.717245e-12,4.653604e-12,3.518441e-11,1.569744e-11,1.101278e-11,1.171118e-11,6.565309e-12,9.007886e-12,7.855780e-13,4.577249e-12,1.472408e-12,1.518295e-12,8.753745e-14,2.084380e-12,1.218267e-12,8.362933e-13,5.152567e-13,9.247874e-11,4.654197e-12,4.653604e-12,1.017865e-10,3.299021e-11,3.078240e-12,7.717245e-12,4.378570e-11,9.007886e-12,2.262702e-11,7.855780e-13,3.242048e-11,5.088185e-11,1.101278e-11,3.134428e-11,9.323890e-11,3.613885e-12,3.613885e-12,1.719687e-09,5.539604e-11,2.096552e-10,9.202445e-11,1.637797e-08,1.845606e-08,1.558731e-12,1.319246e-12,1.558731e-12,1.558731e-12,1.319246e-12,,,,
2020-11-21,4.290000e+01,-9.930000e+01,7.115948e-10,6.460828e-11,7.839120e-11,1.800371e-11,6.391928e-11,7.906609e-09,2.866710e-11,1.391563e-13,1.176616e-12,1.015999e-11,4.772203e-12,3.346190e-14,4.015428e-12,2.143679e-12,3.164451e-12,1.660388e-11,2.123771e-11,8.894934e-12,9.812073e-12,1.313062e-12,2.702366e-12,5.196901e-13,1.595102e-12,3.775406e-13,2.261290e-13,2.451049e-14,2.507524e-13,4.638073e-13,1.916505e-12,5.515424e-13,7.559697e-11,3.182607e-12,3.164451e-12,8.194403e-11,1.652730e-11,6.281801e-13,2.143679e-12,1.929916e-11,2.702366e-12,5.328489e-12,5.196901e-13,8.550546e-12,3.784159e-11,8.894934e-12,2.880626e-11,7.554278e-11,3.346190e-14,3.346190e-14,7.115948e-10,1.800371e-11,6.391928e-11,7.839120e-11,7.906609e-09,8.778517e-09,3.117463e-12,,3.117463e-12,3.117463e-12,,,,,
2020-11-21,4.290000e+01,-1.235000e+02,4.150969e-10,1.762044e-11,2.044988e-11,1.315656e-11,4.857865e-11,3.953304e-09,7.166776e-12,6.957815e-14,1.176616e-12,4.354282e-12,1.908881e-12,8.700093e-13,4.015428e-12,1.857855e-12,1.116865e-12,8.301939e-12,3.693516e-12,2.541410e-12,2.848666e-12,1.750749e-12,1.801577e-12,1.812872e-13,1.109636e-12,3.397865e-13,3.553456e-13,2.100899e-14,5.015049e-13,2.906526e-13,1.916505e-13,1.233713e-13,2.164572e-11,1.107179e-12,1.116865e-12,2.386977e-11,7.372799e-12,7.161411e-13,1.857855e-12,9.946795e-12,1.801577e-12,5.766177e-12,1.812872e-13,7.749041e-12,1.199545e-11,2.541410e-12,7.236354e-12,2.177322e-11,8.700093e-13,8.700093e-13,4.150969e-10,1.315656e-11,4.857865e-11,2.044988e-11,3.953304e-09,4.450905e-09,3.896828e-13,3.184387e-13,3.896828e-13,3.896828e-13,3.184387e-13,,,,
2020-11-21,4.290000e+01,-1.237000e+02,2.964978e-10,1.174696e-11,1.704156e-11,9.694307e-12,3.579480e-11,2.823789e-09,4.777850e-12,4.969868e-14,8.824622e-13,3.628569e-12,1.908881e-12,6.357760e-13,2.676952e-12,1.286207e-12,7.911127e-13,5.929956e-12,2.770137e-12,1.694273e-12,1.899111e-12,1.313062e-12,1.801577e-12,1.329440e-13,7.628747e-13,2.642784e-13,2.584331e-13,1.400599e-14,3.604566e-13,2.102593e-13,1.393822e-13,8.708565e-14,1.452853e-11,7.971838e-13,7.911127e-13,1.611683e-11,6.300324e-12,5.367175e-13,1.286207e-12,8.123249e-12,1.801577e-12,3.990014e-12,1.329440e-13,5.924535e-12,8.700093e-12,1.694273e-12,4.827549e-12,1.522191e-11,6.357760e-13,6.357760e-13,2.964978e-10,9.694307e-12,3.579480e-11,1.704156e-11,2.823789e-09,3.183045e-09,3.896828e-13,2.274562e-13,3.896828e-13,3.896828e-13,2.274562e-13,,,,
2020-11-21,4.290000e+01,-1.241000e+02,4.743965e-10,1.762044e-11,2.385819e-11,1.454146e-11,5.369220e-11,4.235683e-09,7.166776e-12,7.454802e-14,1.176616e-12,5.079996e-12,2.863322e-12,9.369331e-13,4.015428e-12,2.000767e-12,1.209937e-12,9.092600e-12,4.616895e-12,2.964978e-12,3.165185e-12,1.750749e-12,2.702366e-12,2.054589e-13,1.178988e-12,3.775406e-13,3.876497e-13,2.100899e-14,5.485210e-13,3.215731e-13,2.090733e-13,1.378856e-13,2.196224e-11,1.217053e-12,1.209937e-12,2.438923e-11,9.122306e-12,7.861992e-13,2.000767e-12,1.190927e-11,2.702366e-12,5.766177e-12,2.054589e-13,8.674002e-12,1.370949e-11,2.964978e-12,7.241324e-12,2.391580e-11,9.369331e-13,9.369331e-13,4.743965e-10,1.454146e-11,5.369220e-11,2.385819e-11,4.235683e-09,4.802535e-09,3.896828e-13,3.639299e-13,3.896828e-13,3.896828e-13,3.639299e-13,,,,
