date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c5h8fire,c2h6sfire,isoprene_isoprene,isoprene_total,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-11-19,3.570000e+01,-9.509999e+01,3.557974e-10,1.174696e-11,2.044988e-11,1.315656e-11,3.068126e-11,6.212335e-09,9.555701e-12,1.093371e-13,5.883082e-13,5.079996e-12,1.908881e-12,1.003857e-13,2.676952e-12,2.000767e-12,7.911127e-13,4.348635e-12,2.770137e-12,2.964978e-12,1.899111e-12,8.753745e-13,1.801577e-12,9.668653e-14,9.709316e-13,3.775406e-13,5.491704e-13,3.501498e-14,1.567203e-13,9.276146e-14,4.355694e-13,1.161142e-13,1.423438e-11,8.011653e-13,7.911127e-13,1.582666e-11,7.959809e-12,9.617259e-13,2.000767e-12,1.092230e-11,1.801577e-12,3.552326e-12,9.668653e-14,5.450590e-12,7.118772e-12,2.964978e-12,9.665038e-12,1.974879e-11,1.003857e-13,1.003857e-13,3.557974e-10,1.315656e-11,3.068126e-11,2.044988e-11,6.212335e-09,6.632420e-09,,,,,,,,,
2020-11-19,3.590000e+01,-1.019000e+02,2.371983e-10,5.873481e-12,1.363325e-11,7.963181e-12,1.789740e-11,3.953304e-09,4.777850e-12,6.957815e-14,2.941541e-13,2.902855e-12,9.544406e-13,6.692380e-14,1.338476e-12,1.286207e-12,5.118964e-13,2.767313e-12,1.846758e-12,1.694273e-12,1.266074e-12,8.753745e-13,9.007886e-13,6.042908e-14,6.241703e-13,2.265243e-13,3.553456e-13,2.100899e-14,9.403216e-14,5.565687e-14,2.787644e-13,7.257137e-14,7.433709e-12,5.010248e-13,5.118964e-13,8.446630e-12,4.481466e-12,6.028789e-13,1.286207e-12,6.370553e-12,9.007886e-13,2.213850e-12,6.042908e-14,3.175068e-12,4.614070e-12,1.694273e-12,4.847428e-12,1.115577e-11,6.692380e-14,6.692380e-14,2.371983e-10,7.963181e-12,1.789740e-11,1.363325e-11,3.953304e-09,4.229996e-09,,,,,,,,,
2020-11-19,3.590000e+01,-9.890001e+01,4.743965e-10,1.762044e-11,2.726650e-11,1.696504e-11,3.835157e-11,7.906609e-09,1.194463e-11,1.391563e-13,5.883082e-13,6.531423e-12,2.863322e-12,1.003857e-13,4.015428e-12,2.572415e-12,1.070329e-12,5.534626e-12,3.693516e-12,3.812115e-12,2.532148e-12,1.313062e-12,1.801577e-12,1.208582e-13,1.248341e-12,4.908027e-13,7.106912e-13,4.551947e-14,2.037364e-13,1.174978e-13,5.749516e-13,1.523999e-13,2.074090e-11,1.048586e-12,1.070329e-12,2.285981e-11,1.064309e-11,1.247013e-12,2.572415e-12,1.446251e-11,1.801577e-12,5.328489e-12,1.208582e-13,7.250925e-12,9.228141e-12,3.812115e-12,1.208378e-11,2.512404e-11,1.003857e-13,1.003857e-13,4.743965e-10,1.696504e-11,3.835157e-11,2.726650e-11,7.906609e-09,8.463588e-09,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.610000e+01,-9.650000e+01,1.778987e-10,5.873481e-12,1.022494e-11,6.924505e-12,1.534063e-11,3.106168e-09,4.777850e-12,5.466855e-14,2.941541e-13,2.902855e-12,9.544406e-13,3.346190e-14,1.338476e-12,1.000384e-12,4.188243e-13,2.371983e-12,1.846758e-12,1.694273e-12,9.495554e-13,4.376872e-13,9.007886e-13,4.834326e-14,5.548180e-13,1.887703e-13,2.907373e-13,1.750749e-14,7.836014e-14,4.947278e-14,2.264961e-13,6.531424e-14,7.117190e-12,4.196432e-13,4.188243e-13,7.955658e-12,4.412113e-12,4.970151e-13,1.000384e-12,5.909512e-12,9.007886e-13,1.776163e-12,4.834326e-14,2.725295e-12,4.218740e-12,1.694273e-12,4.832519e-12,1.074553e-11,3.346190e-14,3.346190e-14,1.778987e-10,6.924505e-12,1.534063e-11,1.022494e-11,3.106168e-09,3.316556e-09,,,,,,,,,
2020-11-19,3.630000e+01,-1.183000e+02,1.838286e-09,8.222873e-11,9.884107e-11,5.920452e-11,2.224391e-10,1.750749e-08,3.344496e-11,3.081318e-13,4.706465e-12,2.031999e-11,9.544406e-12,3.881580e-12,1.740019e-11,8.288894e-12,4.979356e-12,3.755639e-11,1.662082e-11,1.185991e-11,1.234422e-11,7.002996e-12,9.007886e-12,8.460071e-13,4.924010e-12,1.585670e-12,1.615207e-12,9.103895e-14,2.225428e-12,1.304845e-12,8.885616e-13,5.515424e-13,9.927942e-11,4.970377e-12,4.979356e-12,1.092292e-10,3.478840e-11,3.291916e-12,8.288894e-12,4.636921e-11,9.007886e-12,2.440318e-11,8.460071e-13,3.425707e-11,5.417721e-11,1.185991e-11,3.375309e-11,9.979020e-11,3.881580e-12,3.881580e-12,1.838286e-09,5.920452e-11,2.224391e-10,9.884107e-11,1.750749e-08,8.636259e+02,6.363389e+02,2.272869e+02,1.948414e-12,1.410228e-12,1.948414e-12,1.948414e-12,1.410228e-12,6.363389e+02,2.272869e+02
2020-11-19,3.630000e+01,-1.203000e+02,2.371983e-10,5.873481e-12,1.363325e-11,7.616956e-12,1.789740e-11,3.670925e-09,4.777850e-12,6.460829e-14,2.941541e-13,2.902855e-12,9.544406e-13,6.692380e-14,1.338476e-12,1.143296e-12,4.653604e-13,2.371983e-12,1.846758e-12,1.694273e-12,1.266074e-12,4.376872e-13,9.007886e-13,4.834326e-14,5.548180e-13,2.265243e-13,3.230414e-13,2.100899e-14,9.403216e-14,5.565687e-14,2.613416e-13,7.257137e-14,7.433709e-12,4.836021e-13,4.653604e-13,8.382671e-12,4.412113e-12,5.705747e-13,1.143296e-12,6.125984e-12,9.007886e-13,1.776163e-12,4.834326e-14,2.725295e-12,4.218740e-12,1.694273e-12,4.842459e-12,1.075547e-11,6.692380e-14,6.692380e-14,2.371983e-10,7.616956e-12,1.789740e-11,1.363325e-11,3.670925e-09,3.947271e-09,,,,,,,,,
2020-11-19,3.630000e+01,-1.199000e+02,1.778987e-10,1.762044e-11,2.044988e-11,4.500928e-12,1.534063e-11,1.976652e-09,7.166776e-12,3.478908e-14,2.941541e-13,2.902855e-12,9.544406e-13,,1.338476e-12,5.716478e-13,7.911127e-13,3.953304e-12,5.540274e-12,2.117841e-12,2.532148e-12,4.376872e-13,9.007886e-13,1.329440e-13,4.161135e-13,1.132622e-13,6.460829e-14,7.002996e-15,6.268811e-14,1.113137e-13,4.704149e-13,1.378856e-13,2.044674e-11,7.823024e-13,7.911127e-13,2.202016e-11,4.273409e-12,1.848734e-13,5.716478e-13,5.029930e-12,9.007886e-13,1.776163e-12,1.329440e-13,2.809896e-12,9.493578e-12,2.117841e-12,7.201565e-12,1.881298e-11,,,1.778987e-10,4.500928e-12,1.534063e-11,2.044988e-11,1.976652e-09,2.194842e-09,,,7.793657e-13,,7.793657e-13,7.793657e-13,,,
2020-11-19,3.650000e+01,-1.007000e+02,1.245291e-09,4.698784e-11,7.157457e-11,4.362438e-11,1.022709e-10,2.061366e-08,3.105603e-11,3.628004e-13,1.764924e-12,1.741713e-11,6.681084e-12,3.011571e-13,9.369331e-12,6.573950e-12,2.745626e-12,1.462722e-11,1.015717e-11,9.742071e-12,6.646888e-12,3.501498e-12,5.404732e-12,3.142312e-13,3.328908e-12,1.283638e-12,1.841336e-12,1.190509e-13,5.328489e-13,3.092049e-13,1.498359e-12,3.991425e-13,5.539966e-11,2.739555e-12,2.745626e-12,6.088484e-11,2.742712e-11,3.244025e-12,6.573950e-12,3.724510e-11,5.404732e-12,1.287083e-11,3.142312e-13,1.858979e-11,2.478439e-11,9.742071e-12,3.141883e-11,6.594529e-11,3.011571e-13,3.011571e-13,1.245291e-09,4.362438e-11,1.022709e-10,7.157457e-11,2.061366e-08,2.207642e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.650000e+01,-1.199000e+02,2.016185e-09,1.879514e-10,2.181320e-10,5.054889e-11,1.815308e-10,2.202555e-08,8.122346e-11,3.876497e-13,3.824003e-12,2.902855e-11,1.240773e-11,1.003857e-13,1.338476e-11,6.145214e-12,8.934919e-12,4.664899e-11,6.094301e-11,2.456696e-11,2.722059e-11,4.376873e-12,6.305520e-12,1.474470e-12,4.438544e-12,1.094868e-12,6.137787e-13,7.353146e-14,7.052413e-13,1.298661e-12,5.401061e-12,1.538513e-12,2.189960e-10,8.943475e-12,8.934919e-12,2.368744e-10,4.587482e-11,1.782178e-12,6.145214e-12,5.380221e-11,6.305520e-12,1.776163e-11,1.474470e-12,2.554162e-11,1.075920e-10,2.456696e-11,8.161111e-11,2.137701e-10,1.003857e-13,1.003857e-13,2.016185e-09,5.054889e-11,1.815308e-10,2.181320e-10,2.202555e-08,2.449200e-08,,,8.573023e-12,4.549124e-14,8.573023e-12,8.573023e-12,4.549124e-14,,
2020-11-19,3.650000e+01,-1.197000e+02,1.126692e-09,9.984917e-11,1.158826e-10,2.735179e-11,9.971408e-11,1.185991e-08,4.538958e-11,2.087345e-13,2.059079e-12,1.596570e-11,6.681085e-12,6.692380e-14,5.353904e-12,3.286975e-12,4.793212e-12,2.490582e-11,3.324164e-11,1.355419e-11,1.455985e-11,2.188436e-12,3.603154e-12,7.976639e-13,2.357977e-12,6.040649e-13,3.230414e-13,3.851648e-14,3.761287e-13,6.988030e-13,2.927026e-12,8.345707e-13,1.164681e-10,4.836529e-12,4.793212e-12,1.260978e-10,2.500476e-11,9.656228e-13,3.286975e-12,2.925736e-11,3.603154e-12,7.542340e-12,7.976639e-13,1.194316e-11,5.814746e-11,1.355419e-11,4.559832e-11,1.173000e-10,6.692380e-14,6.692380e-14,1.126692e-09,2.735179e-11,9.971408e-11,1.158826e-10,1.185991e-08,1.322955e-08,,,5.065877e-12,,5.065877e-12,5.065877e-12,,,
2020-11-19,3.670000e+01,-1.059000e+02,1.423190e-09,5.286133e-11,7.839120e-11,4.951021e-11,1.150547e-10,2.343745e-08,3.344496e-11,4.124991e-13,2.059078e-12,1.959427e-11,7.635525e-12,3.346190e-13,1.070781e-11,7.431421e-12,3.117915e-12,1.660388e-11,1.200393e-11,1.143634e-11,7.596443e-12,3.939185e-12,6.305520e-12,3.504887e-13,3.745022e-12,1.434654e-12,2.099769e-12,1.330569e-13,5.955370e-13,3.524935e-13,1.690009e-12,4.571997e-13,6.251685e-11,3.095240e-12,3.117915e-12,6.873000e-11,3.097482e-11,3.667480e-12,7.431421e-12,4.207372e-11,6.305520e-12,1.464699e-11,3.504887e-13,2.130300e-11,2.860780e-11,1.143634e-11,3.385746e-11,7.390161e-11,3.346190e-13,3.346190e-13,1.423190e-09,4.951021e-11,1.150547e-10,7.839120e-11,2.343745e-08,2.510364e-08,,,7.793657e-13,4.549124e-14,7.793657e-13,7.793657e-13,4.549124e-14,,
2020-11-19,3.670000e+01,-1.057000e+02,3.557974e-09,1.292166e-10,1.976821e-10,1.229100e-10,2.863584e-10,5.788767e-08,8.600131e-11,1.018823e-12,5.000619e-12,4.862282e-11,2.004325e-11,8.365474e-13,2.676952e-11,1.843564e-11,7.678446e-12,4.111436e-11,2.862474e-11,2.795551e-11,1.867459e-11,1.006681e-11,1.621419e-11,8.701788e-13,9.293202e-12,3.548881e-12,5.200967e-12,3.291408e-13,1.488843e-12,8.781419e-13,4.198889e-12,1.124856e-12,1.528918e-10,7.690730e-12,7.678446e-12,1.682610e-10,7.795928e-11,9.078989e-12,1.843564e-11,1.054739e-10,1.621419e-11,3.683633e-11,8.701788e-13,5.392070e-11,6.973910e-11,2.795551e-11,8.702013e-11,1.847147e-10,8.365474e-13,8.365474e-13,3.557974e-09,1.229100e-10,2.863584e-10,1.976821e-10,5.788767e-08,6.205264e-08,,,1.558731e-12,4.549124e-14,1.558731e-12,1.558731e-12,4.549124e-14,,
2020-11-19,3.670000e+01,-1.201000e+02,1.423190e-09,1.292166e-10,1.533741e-10,3.531498e-11,1.278386e-10,1.524846e-08,5.733421e-11,2.683729e-13,2.647387e-12,2.031998e-11,8.589966e-12,6.692380e-14,9.369332e-12,4.287358e-12,6.282365e-12,3.281243e-11,4.339881e-11,1.736630e-11,1.930763e-11,3.063811e-12,4.503943e-12,1.039380e-12,3.120851e-12,7.928351e-13,4.199538e-13,4.902097e-14,4.858328e-13,9.152464e-13,3.780743e-12,1.081313e-12,1.511716e-10,6.263135e-12,6.282365e-12,1.637171e-10,3.203080e-11,1.261810e-12,4.287358e-12,3.757997e-11,4.503943e-12,1.243314e-11,1.039380e-12,1.797647e-11,7.621123e-11,1.736630e-11,5.760258e-11,1.511801e-10,6.692380e-14,6.692380e-14,1.423190e-09,3.531498e-11,1.278386e-10,1.533741e-10,1.524846e-08,1.698818e-08,,,6.234925e-12,,6.234925e-12,6.234925e-12,,,
2020-11-19,3.670000e+01,-1.199000e+02,1.719687e-09,1.585840e-10,1.874572e-10,4.327816e-11,1.534063e-10,1.863700e-08,6.927883e-11,3.280113e-13,2.941541e-12,2.467427e-11,1.049885e-11,1.003857e-13,1.070781e-11,5.287742e-12,7.631911e-12,3.953304e-11,5.170922e-11,2.117841e-11,2.342237e-11,3.501498e-12,5.404731e-12,1.256925e-12,3.745022e-12,9.438513e-13,5.168663e-13,6.302696e-14,5.955370e-13,1.106953e-12,4.599613e-12,1.313542e-12,1.849479e-10,7.615645e-12,7.631911e-12,2.001954e-10,3.891814e-11,1.523745e-12,5.287742e-12,4.572962e-11,5.404731e-12,1.420930e-11,1.256925e-12,2.087096e-11,9.124226e-11,2.117841e-11,6.960684e-11,1.820275e-10,1.003857e-13,1.003857e-13,1.719687e-09,4.327816e-11,1.534063e-10,1.874572e-10,1.863700e-08,2.074083e-08,,,7.403974e-12,,7.403974e-12,7.403974e-12,,,
2020-11-19,3.670000e+01,-1.195000e+02,2.371983e-10,1.174696e-11,1.363325e-11,7.963181e-12,3.068126e-11,2.259031e-09,4.777850e-12,3.975894e-14,5.883082e-13,2.902855e-12,9.544406e-13,5.019285e-13,2.676952e-12,1.143296e-12,6.515045e-13,5.139296e-12,1.846758e-12,1.694273e-12,1.582592e-12,8.753745e-13,9.007886e-13,1.087723e-13,6.241703e-13,2.265243e-13,2.261290e-13,1.050449e-14,2.977685e-13,1.731547e-13,1.219594e-13,7.257137e-14,1.391786e-11,6.654540e-13,6.515045e-13,1.523482e-11,4.481466e-12,4.631578e-13,1.143296e-12,6.087919e-12,9.007886e-13,3.552326e-12,1.087723e-13,4.561887e-12,6.986053e-12,1.694273e-12,4.817609e-12,1.349794e-11,5.019285e-13,5.019285e-13,2.371983e-10,7.963181e-12,3.068126e-11,1.363325e-11,2.259031e-09,2.548689e-09,,,3.896828e-13,1.819649e-13,3.896828e-13,3.896828e-13,1.819649e-13,,
2020-11-19,3.670000e+01,-1.207000e+02,2.964978e-10,1.174696e-11,1.704156e-11,1.038676e-11,2.301094e-11,4.800441e-09,7.166776e-12,8.448776e-14,2.941541e-13,4.354282e-12,1.908881e-12,6.692380e-14,2.676952e-12,1.572031e-12,6.515045e-13,3.557974e-12,2.770137e-12,2.541410e-12,1.582592e-12,8.753745e-13,9.007886e-13,7.251490e-14,7.628747e-13,3.020324e-13,4.199539e-13,2.801198e-14,1.253762e-13,7.420917e-14,3.484555e-13,9.434278e-14,1.362371e-11,6.423837e-13,6.515045e-13,1.491760e-11,7.026038e-12,7.499983e-13,1.572031e-12,9.348068e-12,9.007886e-13,3.552326e-12,7.251490e-14,4.525630e-12,6.328111e-12,2.541410e-12,7.251264e-12,1.612079e-11,6.692380e-14,6.692380e-14,2.964978e-10,1.038676e-11,2.301094e-11,1.704156e-11,4.800441e-09,5.147378e-09,,,,,,,,,
2020-11-19,3.690000e+01,-1.201000e+02,1.778987e-10,1.174696e-11,1.704156e-11,3.808478e-12,1.278386e-11,1.694273e-09,7.166776e-12,2.981921e-14,2.941541e-13,2.177141e-12,9.544406e-13,,1.338476e-12,4.287358e-13,6.980406e-13,3.557974e-12,4.616895e-12,2.117841e-12,2.215629e-12,4.376872e-13,9.007886e-13,1.087723e-13,3.467612e-13,7.550811e-14,3.230414e-14,7.002996e-15,4.701608e-14,9.894556e-14,4.181466e-13,1.161142e-13,1.425675e-11,6.802225e-13,6.980406e-13,1.563501e-11,3.478343e-12,1.148152e-13,4.287358e-13,4.021894e-12,9.007886e-13,1.776163e-12,1.087723e-13,2.785724e-12,8.174869e-12,2.117841e-12,7.196595e-12,1.748931e-11,,,1.778987e-10,3.808478e-12,1.278386e-11,1.704156e-11,1.694273e-09,1.905806e-09,,,7.793657e-13,,7.793657e-13,7.793657e-13,,,
2020-11-19,3.710000e+01,-1.067000e+02,7.115948e-10,2.349392e-11,4.089976e-11,2.492822e-11,5.880574e-11,1.157753e-08,1.672248e-11,2.037646e-13,8.824622e-13,1.015999e-11,3.817763e-12,1.673095e-13,5.353904e-12,3.715710e-12,1.535689e-12,8.301939e-12,5.540274e-12,5.506388e-12,3.798222e-12,2.188436e-12,3.603154e-12,1.812872e-13,1.872511e-12,7.173270e-13,1.033733e-12,6.652846e-14,2.977685e-13,1.793388e-13,8.537160e-13,2.249712e-13,2.817461e-11,1.555795e-12,1.535689e-12,3.126609e-11,1.585027e-11,1.817588e-12,3.715710e-12,2.138356e-11,3.603154e-12,7.542340e-12,1.812872e-13,1.132678e-11,1.384221e-11,5.506388e-12,1.692624e-11,3.627484e-11,1.673095e-13,1.673095e-13,7.115948e-10,2.492822e-11,5.880574e-11,4.089976e-11,1.157753e-08,1.241376e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.730000e+01,-9.509999e+01,1.185991e-10,1.174696e-11,1.363325e-11,3.116027e-12,1.278386e-11,1.411894e-09,4.777850e-12,2.484934e-14,2.941541e-13,2.177141e-12,9.544406e-13,,1.338476e-12,4.287358e-13,5.584325e-13,2.767313e-12,3.693516e-12,1.694273e-12,1.582592e-12,4.376872e-13,,9.668653e-14,2.774090e-13,7.550811e-14,3.230414e-14,3.501498e-15,4.701608e-14,8.039327e-14,3.484555e-13,1.015999e-13,1.362371e-11,5.774648e-13,5.584325e-13,1.475960e-11,3.408991e-12,1.113137e-13,4.287358e-13,3.949040e-12,,1.776163e-12,9.668653e-14,1.872850e-12,6.460828e-12,1.694273e-12,4.802700e-12,1.295780e-11,,,1.185991e-10,3.116027e-12,1.278386e-11,1.363325e-11,1.411894e-09,1.560027e-09,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.730000e+01,-1.203000e+02,2.964978e-10,1.174696e-11,1.704156e-11,1.073298e-11,2.556771e-11,5.082819e-09,7.166776e-12,8.945763e-14,2.941541e-13,4.354282e-12,1.908881e-12,6.692380e-14,2.676952e-12,1.572031e-12,6.515045e-13,3.557974e-12,2.770137e-12,2.541410e-12,1.582592e-12,8.753745e-13,1.801577e-12,7.251490e-14,8.322270e-13,3.020324e-13,4.522580e-13,2.801198e-14,1.253762e-13,7.420917e-14,3.658783e-13,1.015999e-13,1.362371e-11,6.670636e-13,6.515045e-13,1.494228e-11,7.095391e-12,7.823024e-13,1.572031e-12,9.449725e-12,1.801577e-12,3.552326e-12,7.251490e-14,5.426418e-12,6.328111e-12,2.541410e-12,7.256233e-12,1.612575e-11,6.692380e-14,6.692380e-14,2.964978e-10,1.073298e-11,2.556771e-11,1.704156e-11,5.082819e-09,5.432660e-09,,,,,,,,,
2020-11-19,3.750000e+01,-9.470000e+01,3.557974e-10,1.174696e-11,2.044988e-11,1.246411e-11,2.812448e-11,5.929956e-09,9.555701e-12,1.043672e-13,5.883082e-13,5.079996e-12,1.908881e-12,1.003857e-13,2.676952e-12,1.857855e-12,7.911127e-13,4.348635e-12,2.770137e-12,2.964978e-12,1.899111e-12,8.753745e-13,1.801577e-12,8.460071e-14,9.709316e-13,3.775406e-13,5.168663e-13,3.501498e-14,1.567203e-13,9.276146e-14,4.355694e-13,1.161142e-13,1.423438e-11,8.011653e-13,7.911127e-13,1.582666e-11,7.959809e-12,9.294218e-13,1.857855e-12,1.074709e-11,1.801577e-12,3.552326e-12,8.460071e-14,5.438504e-12,7.118772e-12,2.964978e-12,9.660068e-12,1.974382e-11,1.003857e-13,1.003857e-13,3.557974e-10,1.246411e-11,2.812448e-11,2.044988e-11,5.929956e-09,6.346792e-09,,,,,,,,,
2020-11-19,3.750000e+01,-1.127000e+02,3.320775e-09,1.527105e-10,1.806406e-10,1.076761e-10,4.065266e-10,3.162643e-08,5.972313e-11,5.566252e-13,8.530468e-12,3.701140e-11,1.813437e-11,7.026998e-12,3.078494e-11,1.500575e-11,9.027991e-12,6.799683e-11,3.139488e-11,2.117841e-11,2.278933e-11,1.269293e-11,1.711498e-11,1.534899e-12,8.946440e-12,2.907062e-12,2.971981e-12,1.680719e-13,4.059055e-12,2.374693e-12,1.620318e-12,1.008742e-12,1.840303e-10,9.062809e-12,9.027991e-12,2.021211e-10,6.409221e-11,6.047115e-12,1.500575e-11,8.514508e-11,1.711498e-11,4.347787e-11,1.534899e-12,6.212775e-11,9.939172e-11,2.117841e-11,6.027975e-11,1.808499e-10,7.026998e-12,7.026998e-12,3.320775e-09,1.076761e-10,4.065266e-10,1.806406e-10,3.162643e-08,3.564460e-08,,,3.117463e-12,2.547509e-12,3.117463e-12,3.117463e-12,2.547509e-12,,
2020-11-19,3.750000e+01,-1.129000e+02,1.185991e-09,5.286133e-11,6.134963e-11,3.739233e-11,1.406224e-10,1.101278e-08,2.150033e-11,1.938249e-13,2.941541e-12,1.306285e-11,6.681084e-12,2.442718e-12,1.070781e-11,5.144830e-12,3.164451e-12,2.371982e-11,1.108055e-11,7.200661e-12,7.912962e-12,4.376873e-12,5.404732e-12,5.317759e-13,3.120851e-12,1.019360e-12,1.033733e-12,5.952546e-14,1.410483e-12,8.224849e-13,5.575288e-13,3.483426e-13,6.371583e-11,3.138839e-12,3.164451e-12,7.001912e-11,2.286478e-11,2.112618e-12,5.144830e-12,3.012223e-11,5.404732e-12,1.508468e-11,5.317759e-13,2.102119e-11,3.480037e-11,7.200661e-12,2.169415e-11,6.369518e-11,2.442718e-12,2.442718e-12,1.185991e-09,3.739233e-11,1.406224e-10,6.134963e-11,1.101278e-08,1.243904e-08,,,1.169048e-12,9.098247e-13,1.169048e-12,1.169048e-12,9.098247e-13,,
2020-11-19,3.770000e+01,-1.127000e+02,1.304590e-09,5.873481e-11,7.157457e-11,4.293193e-11,1.610766e-10,1.270705e-08,2.388925e-11,2.236441e-13,3.529849e-12,1.451427e-11,7.635525e-12,2.810799e-12,1.204628e-11,6.002302e-12,3.583275e-12,2.688247e-11,1.200393e-11,8.471366e-12,8.862517e-12,5.252247e-12,6.305520e-12,6.042908e-13,3.536965e-12,1.170376e-12,1.162949e-12,6.652846e-14,1.614219e-12,9.399828e-13,6.446427e-13,3.991425e-13,7.112717e-11,3.597987e-12,3.583275e-12,7.830844e-11,2.568676e-11,2.399853e-12,6.002302e-12,3.408892e-11,6.305520e-12,1.729853e-11,6.042908e-13,2.420834e-11,3.888639e-11,8.471366e-12,2.411290e-11,7.147066e-11,2.810799e-12,2.810799e-12,1.304590e-09,4.293193e-11,1.610766e-10,7.157457e-11,1.270705e-08,1.428822e-08,,,1.169048e-12,1.000807e-12,1.169048e-12,1.169048e-12,1.000807e-12,,
2020-11-19,3.770000e+01,-1.207000e+02,7.115948e-10,2.349392e-11,4.089976e-11,2.458199e-11,5.624897e-11,1.157753e-08,1.672248e-11,2.037646e-13,8.824622e-13,9.434278e-12,3.817763e-12,1.673095e-13,5.353904e-12,3.715710e-12,1.535689e-12,8.301939e-12,5.540274e-12,5.506388e-12,3.798222e-12,2.188436e-12,3.603154e-12,1.692014e-13,1.872511e-12,7.173270e-13,1.033733e-12,6.652846e-14,2.977685e-13,1.731547e-13,8.362933e-13,2.249712e-13,2.817461e-11,1.532188e-12,1.535689e-12,3.124248e-11,1.512455e-11,1.817588e-12,3.715710e-12,2.065785e-11,3.603154e-12,7.542340e-12,1.692014e-13,1.131470e-11,1.384221e-11,5.506388e-12,1.692624e-11,3.627484e-11,1.673095e-13,1.673095e-13,7.115948e-10,2.458199e-11,5.624897e-11,4.089976e-11,1.157753e-08,1.241086e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.770000e+01,-1.213000e+02,1.067392e-09,4.111437e-11,6.134963e-11,3.669988e-11,8.693022e-11,1.722511e-08,2.627818e-11,3.031620e-13,1.470770e-12,1.451427e-11,6.681085e-12,2.342333e-13,8.030855e-12,5.430654e-12,2.280266e-12,1.225524e-11,8.310411e-12,8.471366e-12,5.697332e-12,3.063811e-12,4.503943e-12,2.658880e-13,2.843442e-12,1.057113e-12,1.550599e-12,9.804194e-14,4.544888e-13,2.597321e-13,1.254440e-12,3.338283e-13,4.828247e-11,2.302489e-12,2.280266e-12,5.286522e-11,2.403880e-11,2.705754e-12,5.430654e-12,3.217521e-11,4.503943e-12,1.109467e-11,2.658880e-13,1.586450e-11,2.056565e-11,8.471366e-12,2.658134e-11,5.561836e-11,2.342333e-13,2.342333e-13,1.067392e-09,3.669988e-11,8.693022e-11,6.134963e-11,1.722511e-08,1.847748e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.790000e+01,-1.081000e+02,9.487930e-10,4.111437e-11,5.112469e-11,2.977537e-11,1.124979e-10,8.753745e-09,1.672248e-11,1.540659e-13,2.353233e-12,1.015999e-11,4.772203e-12,1.974252e-12,8.030855e-12,4.144447e-12,2.512946e-12,1.897586e-11,8.310411e-12,5.929956e-12,6.330369e-12,3.501498e-12,4.503943e-12,4.230035e-13,2.496681e-12,7.928351e-13,8.076036e-13,4.551947e-14,1.128386e-12,6.616984e-13,4.529922e-13,2.830283e-13,4.979797e-11,2.526105e-12,2.512946e-12,5.483702e-11,1.742888e-11,1.645958e-12,4.144447e-12,2.321928e-11,4.503943e-12,1.153235e-11,4.230035e-13,1.645930e-11,2.728627e-11,5.929956e-12,1.687654e-11,5.009277e-11,1.974252e-12,1.974252e-12,9.487930e-10,2.977537e-11,1.124979e-10,5.112469e-11,8.753745e-09,9.896664e-09,,,7.793657e-13,7.278598e-13,7.793657e-13,7.793657e-13,7.278598e-13,,
