date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,terpenesfire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,terpenes_monoterpenes,terpenes_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,c5h8fire,c2h6sfire,isoprene_isoprene,isoprene_total,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-11-19,3.790000e+01,-1.209000e+02,2.609181e-09,9.397569e-11,1.431491e-10,8.967235e-11,2.096552e-10,4.235683e-08,6.211206e-11,7.454802e-13,3.529849e-12,3.555997e-11,1.431661e-11,6.023142e-13,2.007714e-11,1.343372e-11,5.584325e-12,3.004511e-11,2.123771e-11,2.033128e-11,1.361029e-11,7.440683e-12,1.171025e-11,6.284624e-13,6.796520e-12,2.605030e-12,3.779585e-12,2.416034e-13,1.097042e-12,6.369620e-13,3.066409e-12,8.273136e-13,1.111158e-10,5.627726e-12,5.584325e-12,1.223279e-10,5.667310e-11,6.626218e-12,1.343372e-11,7.673305e-11,1.171025e-11,2.751782e-11,6.284624e-13,3.985653e-11,5.128283e-11,2.033128e-11,6.285754e-11,1.344716e-10,6.023142e-13,6.023142e-13,2.609181e-09,8.967235e-11,2.096552e-10,1.431491e-10,4.235683e-08,4.540853e-08,,,1.169048e-12,4.549124e-14,1.169048e-12,1.169048e-12,4.549124e-14,,
2020-11-19,3.810000e+01,-1.029000e+02,1.185991e-10,1.174696e-11,1.363325e-11,3.462253e-12,1.278386e-11,1.411894e-09,4.777850e-12,2.484934e-14,2.941541e-13,2.177141e-12,9.544406e-13,,1.338476e-12,4.287358e-13,6.049685e-13,3.162643e-12,3.693516e-12,1.694273e-12,1.899111e-12,4.376872e-13,,9.668653e-14,2.774090e-13,7.550811e-14,3.230414e-14,3.501498e-15,4.701608e-14,8.657737e-14,3.484555e-13,1.015999e-13,1.394023e-11,5.836489e-13,6.049685e-13,1.512884e-11,3.408991e-12,1.113137e-13,4.287358e-13,3.949040e-12,,1.776163e-12,9.668653e-14,1.872850e-12,6.856159e-12,1.694273e-12,4.802700e-12,1.335313e-11,,,1.185991e-10,3.462253e-12,1.278386e-11,1.363325e-11,1.411894e-09,1.560373e-09,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.810000e+01,-9.609999e+01,1.067392e-08,3.876497e-10,5.896382e-10,3.680375e-10,8.565184e-10,1.733806e-07,2.556150e-10,3.051499e-12,1.500186e-11,1.458685e-10,5.917532e-11,2.509642e-12,8.164703e-11,5.516401e-11,2.298880e-11,1.225524e-10,8.587424e-11,8.386652e-11,5.602377e-11,3.063811e-11,4.774180e-11,2.598450e-12,2.787960e-11,1.068440e-11,1.553829e-11,9.874224e-13,4.466528e-12,2.615873e-12,1.254440e-11,3.381826e-12,4.586753e-10,2.300863e-11,2.298880e-11,5.046727e-10,2.329234e-10,2.721011e-11,5.516401e-11,3.152975e-10,4.774180e-11,1.122851e-10,2.598450e-12,1.626254e-10,2.084267e-10,8.386652e-11,2.586665e-10,5.509597e-10,2.509642e-12,2.509642e-12,1.067392e-08,3.680375e-10,8.565184e-10,5.896382e-10,1.733806e-07,1.858689e-07,,,4.286511e-12,1.819649e-13,4.286511e-12,4.286511e-12,1.819649e-13,,
2020-11-19,3.810000e+01,-1.213000e+02,4.150969e-10,1.762044e-11,2.385819e-11,1.523391e-11,3.579480e-11,7.059472e-09,9.555701e-12,1.242467e-13,5.883082e-13,5.805710e-12,2.863322e-12,1.003857e-13,4.015428e-12,2.286591e-12,9.772568e-13,5.139296e-12,3.693516e-12,3.388546e-12,2.215629e-12,1.313062e-12,1.801577e-12,1.087723e-13,1.178988e-12,4.530487e-13,6.460829e-13,4.201798e-14,1.880643e-13,1.113137e-13,5.226833e-13,1.378856e-13,2.042438e-11,9.599470e-13,9.772568e-13,2.236158e-11,9.848020e-12,1.141149e-12,2.286591e-12,1.327576e-11,1.801577e-12,5.328489e-12,1.087723e-13,7.238839e-12,8.832811e-12,3.388546e-12,9.679948e-12,2.190131e-11,1.003857e-13,1.003857e-13,4.150969e-10,1.523391e-11,3.579480e-11,2.385819e-11,7.059472e-09,7.549455e-09,,,,,,,,,
2020-11-19,3.830000e+01,-1.125000e+02,6.938049e-09,3.171680e-10,3.749144e-10,2.236615e-10,8.437345e-10,6.579427e-08,1.242241e-10,1.157979e-12,1.764924e-11,7.765136e-11,3.722318e-11,1.462285e-11,6.424684e-11,3.115480e-11,1.880056e-11,1.415283e-10,6.463653e-11,4.405110e-11,4.716125e-11,2.626123e-11,3.513076e-11,3.190655e-12,1.858640e-11,6.040649e-12,6.137787e-12,3.466483e-13,8.431551e-12,4.922542e-12,3.345173e-12,2.090056e-12,3.819784e-10,1.878932e-11,1.880056e-11,4.195684e-10,1.334610e-10,1.252508e-11,3.115480e-11,1.771408e-10,3.513076e-11,9.050808e-11,3.190655e-12,1.288295e-10,2.061648e-10,4.405110e-11,1.253821e-10,3.755980e-10,1.462285e-11,1.462285e-11,6.938049e-09,2.236615e-10,8.437345e-10,3.749144e-10,6.579427e-08,7.417996e-08,,,6.624608e-12,5.322475e-12,6.624608e-12,6.624608e-12,5.322475e-12,,
2020-11-19,3.830000e+01,-1.123000e+02,4.743965e-10,2.349392e-11,2.726650e-11,1.592636e-11,6.136251e-11,4.800441e-09,9.555701e-12,8.448776e-14,1.176616e-12,5.805710e-12,2.863322e-12,1.037319e-12,4.015428e-12,2.286591e-12,1.349545e-12,1.027859e-11,4.616895e-12,3.388546e-12,3.481703e-12,1.750749e-12,2.702366e-12,2.296305e-13,1.317693e-12,4.152946e-13,4.522580e-13,2.451049e-14,6.112091e-13,3.524935e-13,2.439189e-13,1.523999e-13,2.815224e-11,1.360021e-12,1.349545e-12,3.086181e-11,9.986724e-12,8.920631e-13,2.286591e-12,1.316538e-11,2.702366e-12,5.766177e-12,2.296305e-13,8.698173e-12,1.489549e-11,3.388546e-12,9.640189e-12,2.792422e-11,1.037319e-12,1.037319e-12,4.743965e-10,1.592636e-11,6.136251e-11,2.726650e-11,4.800441e-09,5.379757e-09,,,3.896828e-13,3.639299e-13,3.896828e-13,3.896828e-13,3.639299e-13,,
2020-11-19,3.850000e+01,-9.470000e+01,2.964978e-10,2.936740e-11,3.067482e-11,7.270730e-12,2.556771e-11,3.106168e-09,1.194463e-11,5.466855e-14,5.883082e-13,4.354282e-12,1.908881e-12,,1.338476e-12,8.574717e-13,1.303009e-12,6.720617e-12,9.233789e-12,3.388546e-12,3.798222e-12,4.376872e-13,9.007886e-13,2.175447e-13,6.241703e-13,1.510162e-13,9.691243e-14,1.050449e-14,9.403216e-14,1.855229e-13,7.840249e-13,2.249712e-13,3.375393e-11,1.288551e-12,1.303009e-12,3.634550e-11,6.887334e-12,2.584331e-13,8.574717e-13,8.003239e-12,9.007886e-13,1.776163e-12,2.175447e-13,2.894496e-12,1.595441e-11,3.388546e-12,1.199929e-11,3.134225e-11,,,2.964978e-10,7.270730e-12,2.556771e-11,3.067482e-11,3.106168e-09,3.466179e-09,,,1.169048e-12,,1.169048e-12,1.169048e-12,,,
2020-11-19,3.850000e+01,-1.193000e+02,4.008650e-08,1.462497e-09,2.222220e-09,1.384209e-09,3.218975e-09,6.517304e-07,9.579590e-10,1.147046e-11,5.647758e-11,5.479138e-10,2.214302e-10,9.369331e-12,3.065110e-10,2.072223e-10,8.646395e-11,4.609552e-10,3.241060e-10,3.147112e-10,2.108013e-10,1.151117e-10,1.810585e-10,9.777425e-12,1.049300e-10,4.013256e-11,5.840589e-11,3.715089e-12,1.681608e-11,9.838899e-12,4.718088e-11,1.270725e-11,1.729775e-09,8.654311e-11,8.646395e-11,1.902783e-09,8.742739e-10,1.022535e-10,2.072223e-10,1.183750e-09,1.810585e-10,4.216227e-10,9.777425e-12,6.124586e-10,7.850612e-10,3.147112e-10,9.694295e-10,2.069202e-09,9.369331e-12,9.369331e-12,4.008650e-08,1.384209e-09,3.218975e-09,2.222220e-09,6.517304e-07,1.949961e+03,1.449975e+03,4.999861e+02,1.675636e-11,7.278597e-13,1.675636e-11,1.675636e-11,7.278597e-13,1.449975e+03,4.999861e+02
2020-11-19,3.850000e+01,-1.195000e+02,2.650691e-08,9.691244e-10,1.472391e-09,9.164583e-10,2.129790e-09,4.314749e-07,6.354542e-10,7.593958e-12,3.735757e-11,3.628569e-10,1.469839e-10,6.223913e-12,2.021099e-10,1.371955e-10,5.728586e-11,3.051951e-10,2.142239e-10,2.083956e-10,1.395846e-10,7.615758e-11,1.198049e-10,6.477998e-12,6.949095e-11,2.657886e-11,3.866806e-11,2.461553e-12,1.112714e-11,6.518039e-12,3.123904e-11,8.418279e-12,1.146067e-09,5.730250e-11,5.728586e-11,1.260655e-09,5.793317e-10,6.770846e-11,1.371955e-10,7.842356e-10,1.198049e-10,2.782674e-10,6.477998e-12,4.045503e-10,5.194191e-10,2.083956e-10,6.430482e-10,1.370863e-09,6.223913e-12,6.223913e-12,2.650691e-08,9.164583e-10,2.129790e-09,1.472391e-09,4.314749e-07,1.772726e+03,1.318185e+03,4.545416e+02,1.091112e-11,4.549124e-13,1.091112e-11,1.091112e-11,4.549124e-13,1.318185e+03,4.545416e+02
2020-11-19,3.850000e+01,-1.219000e+02,2.964978e-10,2.936740e-11,3.408313e-11,7.616956e-12,2.812448e-11,3.388547e-09,1.194463e-11,5.963842e-14,5.883082e-13,4.354282e-12,1.908881e-12,3.346190e-14,1.338476e-12,1.000384e-12,1.349545e-12,7.115948e-12,9.233789e-12,3.812115e-12,4.114740e-12,4.376872e-13,9.007886e-13,2.296305e-13,6.935225e-13,1.510162e-13,9.691243e-14,1.050449e-14,1.097042e-13,1.978911e-13,8.188705e-13,2.322284e-13,3.407045e-11,1.358694e-12,1.349545e-12,3.677869e-11,6.956686e-12,2.584331e-13,1.000384e-12,8.215503e-12,9.007886e-13,1.776163e-12,2.296305e-13,2.906582e-12,1.634974e-11,3.812115e-12,1.200426e-11,3.216612e-11,3.346190e-14,3.346190e-14,2.964978e-10,7.616956e-12,2.812448e-11,3.408313e-11,3.388547e-09,3.754869e-09,,,1.169048e-12,,1.169048e-12,1.169048e-12,,,
2020-11-19,3.870000e+01,-1.195000e+02,8.301939e-10,2.936740e-11,4.430807e-11,2.769802e-11,6.391928e-11,1.298943e-08,1.911140e-11,2.286139e-13,1.176616e-12,1.088571e-11,4.772203e-12,2.007714e-13,6.692379e-12,4.144447e-12,1.721833e-12,9.092600e-12,6.463653e-12,6.353524e-12,4.114740e-12,2.188436e-12,3.603154e-12,1.933731e-13,2.080567e-12,7.928351e-13,1.162949e-12,7.353146e-14,3.447846e-13,1.978911e-13,9.408299e-13,2.539998e-13,3.465876e-11,1.737505e-12,1.721833e-12,3.811810e-11,1.773848e-11,2.029316e-12,4.144447e-12,2.391224e-11,3.603154e-12,8.880815e-12,1.933731e-13,1.267734e-11,1.555625e-11,6.353524e-12,1.934002e-11,4.124979e-11,2.007714e-13,2.007714e-13,8.301939e-10,2.769802e-11,6.391928e-11,4.430807e-11,1.298943e-08,1.395555e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.870000e+01,-1.219000e+02,4.150969e-10,3.524088e-11,4.089976e-11,9.694307e-12,3.579480e-11,4.235683e-09,1.672248e-11,7.454802e-14,5.883082e-13,5.805710e-12,2.863322e-12,3.346190e-14,2.676952e-12,1.143296e-12,1.721833e-12,9.092600e-12,1.200393e-11,4.659251e-12,5.380814e-12,8.753745e-13,9.007886e-13,2.779738e-13,8.322270e-13,2.265243e-13,1.292166e-13,1.400599e-14,1.410483e-13,2.473639e-13,1.045367e-12,2.975426e-13,4.121000e-11,1.731321e-12,1.721833e-12,4.466316e-11,9.501258e-12,3.697469e-13,1.143296e-12,1.101430e-11,9.007886e-13,3.552326e-12,2.779738e-13,4.731089e-12,2.109653e-11,4.659251e-12,1.679703e-11,4.255280e-11,3.346190e-14,3.346190e-14,4.150969e-10,9.694307e-12,3.579480e-11,4.089976e-11,4.235683e-09,4.737169e-09,,,1.558731e-12,,1.558731e-12,1.558731e-12,,,
2020-11-19,3.870000e+01,-1.221000e+02,5.929957e-10,5.286133e-11,6.475795e-11,1.488769e-11,5.369220e-11,6.494714e-09,2.388925e-11,1.143070e-13,1.176616e-12,8.708564e-12,3.817763e-12,3.346190e-14,4.015428e-12,1.857855e-12,2.652554e-12,1.383656e-11,1.846758e-11,7.200661e-12,8.229480e-12,1.313062e-12,1.801577e-12,4.350894e-13,1.317693e-12,3.397865e-13,1.938249e-13,2.100899e-14,2.037364e-13,3.895981e-13,1.602895e-12,4.571997e-13,6.226742e-11,2.653430e-12,2.652554e-12,6.757340e-11,1.384402e-11,5.546203e-13,1.857855e-12,1.625650e-11,1.801577e-12,5.328489e-12,4.350894e-13,7.565156e-12,3.230414e-11,7.200661e-12,2.400356e-11,6.350836e-11,3.346190e-14,3.346190e-14,5.929957e-10,1.488769e-11,5.369220e-11,6.475795e-11,6.494714e-09,7.221048e-09,,,2.727780e-12,,2.727780e-12,2.727780e-12,,,
2020-11-19,3.890000e+01,-1.219000e+02,4.150969e-10,3.524088e-11,4.089976e-11,9.694307e-12,3.579480e-11,4.235683e-09,1.672248e-11,7.454802e-14,5.883082e-13,5.805710e-12,2.863322e-12,3.346190e-14,2.676952e-12,1.143296e-12,1.721833e-12,8.697269e-12,1.200393e-11,4.659251e-12,5.064296e-12,8.753745e-13,9.007886e-13,2.779738e-13,8.322270e-13,2.265243e-13,1.292166e-13,1.400599e-14,1.253762e-13,2.473639e-13,1.027944e-12,2.902855e-13,4.089349e-11,1.690969e-12,1.721833e-12,4.430629e-11,9.501258e-12,3.697469e-13,1.143296e-12,1.101430e-11,9.007886e-13,3.552326e-12,2.779738e-13,4.731089e-12,2.070119e-11,4.659251e-12,1.679703e-11,4.215747e-11,3.346190e-14,3.346190e-14,4.150969e-10,9.694307e-12,3.579480e-11,4.089976e-11,4.235683e-09,4.737169e-09,,,1.558731e-12,,1.558731e-12,1.558731e-12,,,
2020-11-19,3.890000e+01,-1.221000e+02,4.506767e-09,3.406619e-10,4.158142e-10,1.263722e-10,3.937428e-10,5.675815e-08,1.600580e-10,9.989435e-13,7.648005e-12,6.386280e-11,2.672434e-11,5.019285e-13,2.944647e-11,1.672070e-11,1.684605e-11,8.815868e-11,1.052652e-10,4.955749e-11,4.937688e-11,1.006681e-11,1.711498e-11,2.610536e-12,1.047219e-11,3.095833e-12,2.971981e-12,2.416034e-13,1.645563e-12,2.349957e-12,9.983251e-12,2.823026e-12,3.976867e-10,1.680180e-11,1.684605e-11,4.313346e-10,1.010593e-10,6.309417e-12,1.672070e-11,1.240894e-10,1.711498e-11,3.951327e-11,2.610536e-12,5.923879e-11,1.934239e-10,4.955749e-11,1.610569e-10,4.040383e-10,5.019285e-13,5.019285e-13,4.506767e-09,1.263722e-10,3.937428e-10,4.158142e-10,5.675815e-08,6.220094e-08,,,1.402858e-11,9.098247e-14,1.402858e-11,1.402858e-11,9.098247e-14,,
2020-11-19,3.910000e+01,-9.909999e+01,2.964978e-10,2.936740e-11,3.408313e-11,7.963181e-12,2.812448e-11,3.388547e-09,1.194463e-11,5.963842e-14,5.883082e-13,4.354282e-12,1.908881e-12,3.346190e-14,1.338476e-12,1.000384e-12,1.396081e-12,7.115948e-12,9.233789e-12,3.812115e-12,4.114740e-12,4.376872e-13,9.007886e-13,2.296305e-13,6.935225e-13,1.887703e-13,9.691243e-14,1.050449e-14,1.097042e-13,2.040752e-13,8.362933e-13,2.394855e-13,3.407045e-11,1.389558e-12,1.396081e-12,3.685609e-11,6.956686e-12,2.961872e-13,1.000384e-12,8.253257e-12,9.007886e-13,1.776163e-12,2.296305e-13,2.906582e-12,1.634974e-11,3.812115e-12,1.200426e-11,3.216612e-11,3.346190e-14,3.346190e-14,2.964978e-10,7.963181e-12,2.812448e-11,3.408313e-11,3.388547e-09,3.755215e-09,,,1.558731e-12,,1.558731e-12,1.558731e-12,,,
2020-11-19,3.910000e+01,-9.609999e+01,2.312683e-09,8.222873e-11,1.261076e-10,7.893936e-11,1.840875e-10,3.727401e-08,5.494528e-11,6.560226e-13,3.235695e-12,3.120569e-11,1.240773e-11,5.353904e-13,1.740019e-11,1.186169e-11,4.932820e-12,2.609181e-11,1.846758e-11,1.778987e-11,1.202770e-11,6.565309e-12,9.908675e-12,5.559475e-13,5.964294e-12,2.302997e-12,3.327327e-12,2.100899e-13,9.559936e-13,5.627529e-13,2.683108e-12,7.257137e-13,9.749213e-11,4.927568e-12,4.932820e-12,1.073525e-10,4.957771e-11,5.840414e-12,1.186169e-11,6.727982e-11,9.908675e-12,2.396549e-11,5.559475e-13,3.443012e-11,4.455938e-11,1.778987e-11,5.560130e-11,1.179506e-10,5.353904e-13,5.353904e-13,2.312683e-09,7.893936e-11,1.840875e-10,1.261076e-10,3.727401e-08,3.997587e-08,,,7.793657e-13,4.549124e-14,7.793657e-13,7.793657e-13,4.549124e-14,,
2020-11-19,3.910000e+01,-9.590001e+01,9.487930e-10,3.524088e-11,5.453301e-11,3.323762e-11,7.670314e-11,1.581322e-08,2.388925e-11,2.783126e-13,1.470770e-12,1.306285e-11,5.726644e-12,2.342333e-13,8.030855e-12,5.001918e-12,2.094122e-12,1.106925e-11,7.387031e-12,7.624229e-12,5.064296e-12,2.626123e-12,4.503943e-12,2.296305e-13,2.496681e-12,9.816054e-13,1.421382e-12,9.103895e-14,4.074727e-13,2.349957e-13,1.132481e-12,3.047998e-13,4.177595e-11,2.079749e-12,2.094122e-12,4.594982e-11,2.128617e-11,2.494027e-12,5.001918e-12,2.878212e-11,4.503943e-12,1.065698e-11,2.296305e-13,1.539055e-11,1.845628e-11,7.624229e-12,2.416756e-11,5.024808e-11,2.342333e-13,2.342333e-13,9.487930e-10,3.323762e-11,7.670314e-11,5.453301e-11,1.581322e-08,1.692649e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.910000e+01,-1.217000e+02,8.894934e-10,8.222873e-11,9.543277e-11,2.181219e-11,7.925991e-11,9.600882e-09,3.583388e-11,1.689755e-13,1.470770e-12,1.233713e-11,5.726644e-12,3.346190e-14,5.353904e-12,2.715327e-12,3.862491e-12,2.016185e-11,2.677799e-11,1.058921e-11,1.171118e-11,1.750749e-12,2.702366e-12,6.405482e-13,1.941863e-12,4.908027e-13,2.584331e-13,3.151348e-14,2.977685e-13,5.627529e-13,2.334652e-12,6.676566e-13,9.541068e-11,3.862830e-12,3.862491e-12,1.031360e-10,2.000564e-11,7.807493e-13,2.715327e-12,2.350171e-11,2.702366e-12,7.104652e-12,6.405482e-13,1.044757e-11,4.693984e-11,1.058921e-11,3.600285e-11,9.353190e-11,3.346190e-14,3.346190e-14,8.894934e-10,2.181219e-11,7.925991e-11,9.543277e-11,9.600882e-09,1.068688e-08,,,3.896829e-12,,3.896829e-12,3.896829e-12,,,
2020-11-19,3.930000e+01,-1.115000e+02,7.708943e-10,3.524088e-11,4.089976e-11,2.562067e-11,9.460054e-11,7.624229e-09,1.433355e-11,1.341864e-13,2.059079e-12,8.708564e-12,4.772203e-12,1.673095e-12,6.692379e-12,3.572799e-12,2.140658e-12,1.581322e-11,7.387031e-12,5.082820e-12,5.380814e-12,3.063811e-12,4.503943e-12,3.625745e-13,2.080567e-12,6.795730e-13,7.106912e-13,4.201798e-14,9.716657e-13,5.627529e-13,3.833011e-13,2.394855e-13,4.268078e-11,2.157205e-12,2.140658e-12,4.697864e-11,1.556133e-11,1.432282e-12,3.572799e-12,2.056641e-11,4.503943e-12,9.756190e-12,3.625745e-13,1.462271e-11,2.320025e-11,5.082820e-12,1.446774e-11,4.275080e-11,1.673095e-12,1.673095e-12,7.708943e-10,2.562067e-11,9.460054e-11,4.089976e-11,7.624229e-09,8.556836e-09,,,7.793657e-13,5.913861e-13,7.793657e-13,7.793657e-13,5.913861e-13,,
2020-11-19,3.950000e+01,-1.059000e+02,3.397865e-08,1.544725e-09,1.830264e-09,1.096149e-09,4.131743e-09,3.219119e-07,6.067870e-10,5.665650e-12,8.706959e-11,3.795483e-10,1.842070e-10,7.167538e-11,3.172188e-10,1.524870e-10,9.209482e-11,6.938050e-10,3.148722e-10,2.164434e-10,2.304254e-10,1.295554e-10,1.711498e-10,1.561487e-11,9.105951e-11,2.956143e-11,3.010746e-11,1.705229e-12,4.132714e-11,2.414272e-11,1.641226e-11,1.023982e-11,1.862220e-09,9.212193e-11,9.209482e-11,2.046437e-09,6.548148e-10,6.137411e-11,1.524870e-10,8.686759e-10,1.711498e-10,4.467742e-10,1.561487e-11,6.335389e-10,1.008677e-09,2.164434e-10,6.124526e-10,1.837573e-09,7.167538e-11,7.167538e-11,3.397865e-08,1.096149e-09,4.131743e-09,1.830264e-09,3.219119e-07,1.800006e+03,1.300020e+03,4.999861e+02,3.312305e-11,2.611197e-11,3.312305e-11,3.312305e-11,2.611197e-11,1.300020e+03,4.999861e+02
2020-11-19,3.950000e+01,-1.061000e+02,1.108902e-08,5.051194e-10,5.998631e-10,3.586894e-10,1.352532e-09,1.053273e-07,1.982808e-10,1.853761e-12,2.853295e-11,1.240970e-10,6.012976e-11,2.345679e-11,1.030626e-10,4.987627e-11,3.015535e-11,2.269197e-10,1.034184e-10,7.073592e-11,7.533140e-11,4.245566e-11,5.584889e-11,5.112300e-12,2.982147e-11,9.665038e-12,9.852764e-12,5.567382e-13,1.352496e-11,7.897092e-12,5.366215e-12,3.352797e-12,6.089838e-10,3.014106e-11,3.015535e-11,6.692802e-10,2.140483e-10,2.007454e-11,4.987627e-11,2.839991e-10,5.584889e-11,1.455183e-10,5.112300e-12,2.064795e-10,3.303381e-10,7.073592e-11,2.001346e-10,6.012086e-10,2.345679e-11,2.345679e-11,1.108902e-08,3.586894e-10,1.352532e-09,5.998631e-10,1.053273e-07,1.649956e+03,1.149970e+03,4.999861e+02,1.091112e-11,8.552352e-12,1.091112e-11,1.091112e-11,8.552352e-12,1.149970e+03,4.999861e+02
2020-11-19,3.950000e+01,-1.215000e+02,2.964978e-10,1.174696e-11,1.704156e-11,1.038676e-11,2.301094e-11,4.800441e-09,7.166776e-12,8.448776e-14,2.941541e-13,4.354282e-12,1.908881e-12,6.692380e-14,2.676952e-12,1.572031e-12,6.515045e-13,3.557974e-12,2.770137e-12,2.541410e-12,1.582592e-12,8.753745e-13,9.007886e-13,7.251490e-14,7.628747e-13,3.020324e-13,4.199539e-13,2.801198e-14,1.253762e-13,7.420917e-14,3.484555e-13,9.434278e-14,1.362371e-11,6.423837e-13,6.515045e-13,1.491760e-11,7.026038e-12,7.499983e-13,1.572031e-12,9.348068e-12,9.007886e-13,3.552326e-12,7.251490e-14,4.525630e-12,6.328111e-12,2.541410e-12,7.251264e-12,1.612079e-11,6.692380e-14,6.692380e-14,2.964978e-10,1.038676e-11,2.301094e-11,1.704156e-11,4.800441e-09,5.147378e-09,,,,,,,,,
2020-11-19,3.950000e+01,-1.219000e+02,1.304590e-09,4.698784e-11,7.498289e-11,4.570173e-11,1.073844e-10,2.146079e-08,3.105603e-11,3.777100e-13,1.764924e-12,1.814284e-11,7.635525e-12,3.011571e-13,1.070781e-11,6.859774e-12,2.838698e-12,1.541789e-11,1.108055e-11,1.058921e-11,6.963406e-12,3.939185e-12,6.305520e-12,3.263170e-13,3.467612e-12,1.321392e-12,1.938249e-12,1.225524e-13,5.485210e-13,3.277572e-13,1.568050e-12,4.209140e-13,5.571617e-11,2.865242e-12,2.838698e-12,6.142012e-11,2.924598e-11,3.382193e-12,6.859774e-12,3.948795e-11,6.305520e-12,1.464699e-11,3.263170e-13,2.127883e-11,2.649843e-11,1.058921e-11,3.143374e-11,6.852138e-11,3.011571e-13,3.011571e-13,1.304590e-09,4.570173e-11,1.073844e-10,7.498289e-11,2.146079e-08,2.299350e-08,,,3.896828e-13,4.549124e-14,3.896828e-13,3.896828e-13,4.549124e-14,,
2020-11-19,3.970000e+01,-1.111000e+02,4.743965e-10,2.349392e-11,2.726650e-11,1.558014e-11,5.880574e-11,4.518062e-09,9.555701e-12,7.951789e-14,1.176616e-12,5.079996e-12,2.863322e-12,1.037319e-12,4.015428e-12,2.143679e-12,1.303009e-12,9.883261e-12,4.616895e-12,2.964978e-12,3.165185e-12,1.750749e-12,2.702366e-12,2.175447e-13,1.317693e-12,4.152946e-13,4.199539e-13,2.451049e-14,5.955370e-13,3.463095e-13,2.264961e-13,1.451427e-13,2.783572e-11,1.313485e-12,1.303009e-12,3.045222e-11,9.261010e-12,8.597590e-13,2.143679e-12,1.226445e-11,2.702366e-12,5.766177e-12,2.175447e-13,8.686087e-12,1.450016e-11,2.964978e-12,9.635219e-12,2.710035e-11,1.037319e-12,1.037319e-12,4.743965e-10,1.558014e-11,5.880574e-11,2.726650e-11,4.518062e-09,5.094475e-09,,,3.896828e-13,3.639299e-13,3.896828e-13,3.896828e-13,3.639299e-13,,
2020-11-19,3.970000e+01,-1.219000e+02,1.067392e-09,4.111437e-11,6.134963e-11,3.704610e-11,8.693022e-11,1.750749e-08,2.627818e-11,3.081318e-13,1.470770e-12,1.451427e-11,5.726644e-12,2.676952e-13,8.030855e-12,5.573566e-12,2.326802e-12,1.225524e-11,8.310411e-12,8.471366e-12,5.697333e-12,3.063811e-12,4.503943e-12,2.658880e-13,2.843442e-12,1.094868e-12,1.582903e-12,1.015434e-13,4.544888e-13,2.659162e-13,1.271863e-12,3.410854e-13,4.828247e-11,2.333353e-12,2.326802e-12,5.294262e-11,2.308436e-11,2.779314e-12,5.573566e-12,3.143724e-11,4.503943e-12,1.109467e-11,2.658880e-13,1.586450e-11,2.056565e-11,8.471366e-12,2.658631e-11,5.562333e-11,2.676952e-13,2.676952e-13,1.067392e-09,3.704610e-11,8.693022e-11,6.134963e-11,1.750749e-08,1.876021e-08,,,3.896828e-13,,3.896828e-13,3.896828e-13,,,
2020-11-19,3.970000e+01,-1.221000e+02,3.557974e-10,2.936740e-11,3.749144e-11,8.655632e-12,3.068126e-11,3.953304e-09,1.433355e-11,6.957815e-14,5.883082e-13,5.079996e-12,1.908881e-12,3.346190e-14,2.676952e-12,1.143296e-12,1.535689e-12,7.906609e-12,1.015717e-11,4.235683e-12,4.747777e-12,8.753745e-13,9.007886e-13,2.538021e-13,7.628747e-13,1.887703e-13,9.691243e-14,1.400599e-14,1.253762e-13,2.226275e-13,9.408299e-13,2.685141e-13,3.470349e-11,1.557348e-12,1.535689e-12,3.779653e-11,7.751752e-12,2.996887e-13,1.143296e-12,9.194737e-12,9.007886e-13,3.552326e-12,2.538021e-13,4.706917e-12,1.806378e-11,4.235683e-12,1.440313e-11,3.670259e-11,3.346190e-14,3.346190e-14,3.557974e-10,8.655632e-12,3.068126e-11,3.749144e-11,3.953304e-09,4.385930e-09,,,1.558731e-12,,1.558731e-12,1.558731e-12,,,
