date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,mami,apt,terpenesfire,c2h6sfire,terpenes_monoterpenes,terpenes_total,other_dms,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top
2020-10-01,3.110000e+01,-9.650000e+01,4.259521e-10,4.077086e-11,4.725273e-11,1.103621e-11,3.848100e-11,5.195957e-09,1.782213e-11,9.144884e-14,8.074034e-13,6.550024e-12,2.652276e-12,1.960784e-12,2.844873e-12,1.376496e-12,1.953593e-12,1.028505e-11,1.333430e-11,5.436443e-12,5.879485e-12,9.191648e-13,1.441358e-12,3.240926e-13,9.759740e-13,2.667258e-13,1.551859e-13,1.480848e-14,1.634305e-13,2.863852e-13,1.191260e-12,3.377372e-13,4.745774e-11,1.978813e-12,1.953593e-12,5.139015e-11,1.017827e-11,4.367202e-13,1.376496e-12,1.199149e-11,1.960784e-12,1.960784e-12,1.441358e-12,3.764038e-12,3.240926e-13,5.529489e-12,2.361935e-11,5.436443e-12,1.791358e-11,4.696937e-11,4.259521e-10,1.103621e-11,3.848100e-11,4.725273e-11,5.195957e-09,5.718679e-09,,,,,,,,,
2020-10-01,3.110000e+01,-9.530000e+01,2.715444e-09,1.223126e-10,1.447115e-10,8.645033e-11,3.292263e-10,2.511379e-08,4.837436e-11,4.420027e-13,6.907784e-12,2.983900e-11,1.473487e-11,2.614379e-12,2.519745e-11,1.211316e-11,7.354703e-12,5.485359e-11,2.494804e-11,1.714570e-11,1.819841e-11,1.026401e-11,1.369291e-11,1.234638e-12,7.250092e-12,2.347187e-12,2.405382e-12,1.332763e-13,3.268610e-12,1.909235e-12,1.316656e-12,8.105693e-13,1.474187e-10,7.305069e-12,7.354703e-12,1.620785e-10,5.182396e-11,4.885845e-12,1.211316e-11,6.882296e-11,2.614379e-12,2.614379e-12,1.369291e-11,3.546145e-11,1.234638e-12,5.038900e-11,7.980163e-11,1.714570e-11,4.881636e-11,1.457637e-10,2.715444e-09,8.645033e-11,3.292263e-10,1.447115e-10,2.511379e-08,2.105388e+03,1.574399e+03,5.309885e+02,5.669154e-12,2.064519e-12,5.669154e-12,5.669154e-12,2.064519e-12,1.574399e+03,5.309885e+02
2020-10-01,3.110000e+01,-9.509999e+01,2.683498e-08,1.219243e-09,1.447115e-09,8.663428e-10,3.266609e-09,2.546019e-07,4.799245e-10,4.480993e-12,6.871899e-11,3.005733e-10,1.458752e-10,2.614379e-11,2.503488e-10,1.205810e-10,7.274262e-11,5.485359e-10,2.490503e-10,1.710389e-10,1.822640e-10,1.026401e-10,1.352475e-10,1.234638e-11,7.194322e-11,2.336518e-11,2.382104e-11,1.347571e-12,3.268610e-11,1.909235e-11,1.297846e-11,8.088806e-12,1.470226e-09,7.284571e-11,7.274262e-11,1.615814e-09,5.183917e-10,4.853379e-11,1.205810e-10,6.875065e-10,2.614379e-11,2.614379e-11,1.352475e-10,3.529889e-10,1.234638e-11,5.005827e-10,7.975862e-10,1.710389e-10,4.844055e-10,1.453031e-09,2.683498e-08,8.663428e-10,3.266609e-09,1.447115e-09,2.546019e-07,2.010894e+03,1.483609e+03,5.272847e+02,5.669154e-11,2.064519e-11,5.669154e-11,5.669154e-11,2.064519e-11,1.483609e+03,5.272847e+02
2020-10-01,3.130000e+01,-9.909999e+01,1.011636e-09,3.688792e-11,5.611261e-11,3.494801e-11,8.123766e-11,1.645386e-08,2.418718e-11,2.895880e-13,1.435384e-12,1.382783e-11,5.599250e-12,4.248365e-13,7.721798e-12,5.230684e-12,2.183428e-12,1.165639e-11,8.172634e-12,7.945571e-12,5.319534e-12,2.910689e-12,4.564302e-12,2.469277e-13,2.649072e-12,1.013558e-12,1.474266e-12,9.378703e-14,4.494339e-13,2.625198e-13,1.191260e-12,3.208503e-13,4.364283e-11,2.224064e-12,2.183428e-12,4.805032e-11,2.207615e-11,2.581611e-12,5.230684e-12,2.988844e-11,4.248365e-13,4.248365e-13,4.564302e-12,1.063249e-11,2.469277e-13,1.544372e-11,1.982902e-11,7.945571e-12,2.447677e-11,5.225136e-11,1.011636e-09,3.494801e-11,8.123766e-11,5.611261e-11,1.645386e-08,1.763782e-08,,,2.125933e-13,2.580649e-14,2.125933e-13,2.125933e-13,2.580649e-14,,
2020-10-01,3.130000e+01,-9.470000e+01,1.064880e-09,4.853673e-11,5.611261e-11,3.310864e-11,1.282700e-10,9.525921e-09,1.909514e-11,1.676562e-13,2.691345e-12,1.164449e-11,5.599250e-12,1.013072e-12,9.753851e-12,4.680085e-12,2.872931e-12,2.125576e-11,9.893189e-12,6.691007e-12,6.999387e-12,3.983047e-12,5.284981e-12,4.784224e-13,2.788497e-12,9.068677e-13,9.311155e-13,5.429775e-14,1.266586e-12,7.398284e-13,5.015830e-13,3.208503e-13,5.822746e-11,2.828848e-12,2.872931e-12,6.392924e-11,2.003223e-11,1.892281e-12,4.680085e-12,2.660460e-11,1.013072e-12,1.013072e-12,5.284981e-12,1.373690e-11,4.784224e-13,1.950030e-11,3.114895e-11,6.691007e-12,1.926280e-11,5.710276e-11,1.064880e-09,3.310864e-11,1.282700e-10,5.611261e-11,9.525921e-09,1.080909e-08,,,2.196797e-12,8.000012e-13,2.196797e-12,2.196797e-12,8.000012e-13,,
2020-10-01,3.150000e+01,-9.609999e+01,7.986601e-10,2.912204e-11,4.429943e-11,2.759053e-11,6.413500e-11,1.298989e-08,1.909514e-11,2.286221e-13,1.076538e-12,1.091671e-11,4.420461e-12,3.267973e-13,6.096157e-12,4.129487e-12,1.723759e-12,8.913707e-12,6.452080e-12,6.272819e-12,4.199632e-12,2.297912e-12,3.603396e-12,2.006288e-13,2.091373e-12,8.001774e-13,1.163894e-12,7.404239e-14,3.268610e-13,1.909235e-13,9.404682e-13,2.533029e-13,3.439821e-11,1.711556e-12,1.723759e-12,3.783353e-11,1.742854e-11,2.038114e-12,4.129487e-12,2.359614e-11,3.267973e-13,3.267973e-13,3.603396e-12,8.394068e-12,2.006288e-13,1.219809e-11,1.536579e-11,6.272819e-12,1.932376e-11,4.096237e-11,7.986601e-10,2.759053e-11,6.413500e-11,4.429943e-11,1.298989e-08,1.392460e-08,,,2.125933e-13,2.580649e-14,2.125933e-13,2.125933e-13,2.580649e-14,,
2020-10-01,3.170000e+01,-9.609999e+01,3.194641e-10,2.912204e-11,3.248625e-11,7.357475e-12,2.992967e-11,3.463971e-09,1.273009e-11,6.096589e-14,5.382689e-13,4.366682e-12,2.062882e-12,1.372549e-12,2.032052e-12,8.258973e-13,1.379007e-12,7.542368e-12,9.463050e-12,3.763692e-12,4.199632e-12,6.127765e-13,9.609056e-13,2.314947e-13,6.971242e-13,1.600355e-13,7.759296e-14,9.872318e-15,1.225729e-13,1.909235e-13,8.150725e-13,2.364161e-13,3.385994e-11,1.364985e-12,1.379007e-12,3.660394e-11,7.126688e-12,2.475008e-13,8.258973e-13,8.200086e-12,1.372549e-12,1.372549e-12,9.609056e-13,2.644829e-12,2.314947e-13,3.837229e-12,1.700542e-11,3.763692e-12,1.279106e-11,3.356017e-11,3.194641e-10,7.357475e-12,2.992967e-11,3.248625e-11,3.463971e-09,3.853209e-09,,,,,,,,,
2020-10-01,3.170000e+01,-9.509999e+01,8.306066e-09,3.766450e-10,4.459476e-10,2.667085e-10,1.009057e-09,7.880535e-08,1.476691e-10,1.386974e-12,2.117191e-11,9.242811e-11,4.508870e-11,8.071895e-12,7.721798e-11,3.716538e-11,2.240886e-11,1.693604e-10,7.699482e-11,5.269168e-11,5.627507e-11,3.155799e-11,4.179940e-11,3.811946e-12,2.216855e-11,7.201597e-12,7.371331e-12,4.146374e-13,1.009183e-11,5.894762e-12,4.012664e-12,2.499255e-12,4.540920e-10,2.249852e-11,2.240886e-11,4.989994e-10,1.596853e-10,1.498757e-11,3.716538e-11,2.118383e-10,8.071895e-12,8.071895e-12,4.179940e-11,1.087760e-10,3.811946e-12,1.543873e-10,2.463553e-10,5.269168e-11,1.490561e-10,4.481030e-10,8.306066e-09,2.667085e-10,1.009057e-09,4.459476e-10,7.880535e-08,8.883951e-08,,,1.750351e-11,6.374203e-12,1.750351e-11,1.750351e-11,6.374203e-12,,
2020-10-01,3.230000e+01,-9.450000e+01,7.454162e-10,3.300498e-11,3.839284e-11,2.391179e-11,8.551333e-11,6.927943e-09,1.273009e-11,1.219318e-13,1.883941e-12,8.005584e-12,3.831066e-12,6.862744e-13,6.908977e-12,3.303589e-12,1.953593e-12,1.439907e-11,6.882218e-12,4.600067e-12,4.759583e-12,2.757494e-12,3.603396e-12,3.240926e-13,1.951948e-12,6.401419e-13,6.207437e-13,3.455311e-14,8.580101e-13,5.011741e-13,3.761873e-13,2.195292e-13,3.964850e-11,1.954901e-12,1.953593e-12,4.355700e-11,1.378860e-11,1.295439e-12,3.303589e-12,1.838763e-11,6.862744e-13,6.862744e-13,3.603396e-12,9.666472e-12,3.240926e-13,1.359396e-11,2.128128e-11,4.600067e-12,1.285203e-11,3.873338e-11,7.454162e-10,2.391179e-11,8.551333e-11,3.839284e-11,6.927943e-09,7.821718e-09,,,1.488153e-12,5.419363e-13,1.488153e-12,1.488153e-12,5.419363e-13,,
2020-10-01,3.250000e+01,-9.670000e+01,4.259521e-10,1.553175e-11,2.362636e-11,1.471495e-11,3.420533e-11,6.927943e-09,1.018408e-11,1.219318e-13,6.279804e-13,5.822243e-12,2.357579e-12,1.960784e-13,3.251284e-12,2.202393e-12,9.193380e-13,5.485359e-12,3.441109e-12,3.345504e-12,2.239804e-12,1.225553e-12,1.921811e-12,1.080309e-13,1.115399e-12,4.267613e-13,6.207437e-13,3.948927e-14,2.042881e-13,1.193272e-13,5.015830e-13,1.350949e-13,1.839954e-11,9.602932e-13,9.193380e-13,2.027917e-11,9.295220e-12,1.086994e-12,2.202393e-12,1.258461e-11,1.960784e-13,1.960784e-13,1.921811e-12,4.476836e-12,1.080309e-13,6.506678e-12,8.926468e-12,3.345504e-12,1.030601e-11,2.257798e-11,4.259521e-10,1.471495e-11,3.420533e-11,2.362636e-11,6.927943e-09,7.426441e-09,,,7.086443e-14,,7.086443e-14,7.086443e-14,,,
